syl_suffix,signi_suffix,suffix1,suffix2,suffix3,suffix4,suffix5,suffix_phoncat1,suffix_phoncat2,suffix_phoncat3,suffix_phoncat4,suffix_phoncat5,suff_class,syl_praefix,signi_praefix,praefix1,praefix2,praefix3,praefix4,praefix5,praefix_phoncat1,praefix_phoncat2,praefix_phoncat3,praefix_phoncat4,praefix_phoncat5,prae_class,sonority0,sonority1,sonority2,sonority3,sonority4,sonority_ratio0,sonority_ratio1,sonority_ratio2,sonority_ratio3,sonority_ratio4,sonority_dir,syl_weight0,syl_weight1,syl_weight2,syl_weight3,syl_weight4,syl_open0,syl_open1,syl_open2,syl_open3,syl_open4,syl_phoncat0,syl_phoncat1,syl_phoncat2,syl_phoncat3,syl_phoncat4,onset_phoncat0,onset_phoncat1,onset_phoncat2,onset_phoncat3,onset_phoncat4,koda_phoncat0,koda_phoncat1,koda_phoncat2,koda_phoncat3,koda_phoncat4,nucleus_phoncat0,nucleus_phoncat1,nucleus_phoncat2,nucleus_phoncat3,nucleus_phoncat4,syl_len0,syl_len1,syl_len2,syl_len3,syl_len4,koda_len0,koda_len1,koda_len2,koda_len3,koda_len4,onset_len0,onset_len1,onset_len2,onset_len3,onset_len4,nucleus_len0,nucleus_len1,nucleus_len2,nucleus_len3,nucleus_len4,syl_cv0,syl_cv1,syl_cv2,syl_cv3,syl_cv4,cv_ratio0,cv_ratio1,cv_ratio2,cv_ratio3,cv_ratio4,pos,comp_struct,nomen,comp_len,Word,stress_class
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,ø,ø,d,ø,ø,ø,ø,C,CL,CLC,CLCK,CLCKC,ø,7,10,7,11,13,3,3,3,5,4,1,light,light,light,light,schwa,o,c,o,o,c,CL,CKC,CL,CL,CKC,C,C,C,C,C,,C,,,C,L,K,L,L,K,2,3,2,3,3,0,1,0,0,1,1,1,1,1,1,2,1,2,2,1,CVV,CVC,CVV,CVV,CVC,0,2,0,0,2,V,V,F,1,dekomponieren,paenultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,De,ø,D,ø,ø,ø,ø,C,CL,CLC,CLCL,CLCLC,ø,7,7,10,9,9,3,3,5,4,4,0,light,light,light,light,light,o,o,c,o,c,CL,CL,CK,AL,LC,C,C,C,A,,,,,,C,L,L,K,L,L,2,2,2,2,2,0,0,1,0,1,1,1,1,1,0,2,2,1,2,2,CVV,CVV,CVC,CVV,VVC,0,0,2,0,0,N,N,T,1,Dekoration,ultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,De,ø,D,ø,ø,ø,ø,C,CL,CLC,CLCL,CLCLC,ø,7,10,7,9,9,3,5,3,4,4,0,light,light,light,light,light,o,o,c,o,c,CL,CL,CK,AL,LC,C,C,C,A,,,,,,C,L,L,K,L,L,2,2,2,2,2,0,0,1,0,1,1,1,1,1,0,2,2,1,2,2,CVV,CVV,CVC,CVV,VVC,0,0,2,0,0,N,R,T,1,Delegation,ultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,ø,ø,d,ø,ø,ø,ø,C,CL,CLC,CLCL,CLCLC,ø,7,12,7,12,13,3,6,3,6,4,1,light,light,light,light,schwa,o,o,o,o,c,CL,CL,CL,CL,CKC,C,C,C,C,C,,,,,C,L,L,L,L,K,2,2,2,3,3,0,0,0,0,1,1,1,1,1,1,2,2,2,2,1,CVV,CVV,CVV,CVV,CVC,0,0,0,0,2,V,ø,F,0,deliberieren,paenultima
ø,ø,e,ø,ø,ø,ø,K,CK,ø,ø,ø,ø,De,ø,D,ø,ø,ø,ø,C,CL,CLC,CLCL,CLCLC,ø,7,12,7,7,7,3,6,3,3,3,-1,light,light,light,light,schwa,o,o,c,c,o,CL,CL,CK,CK,CK,C,C,C,C,C,,,,,,L,L,K,K,K,2,2,2,3,2,0,0,1,1,0,1,1,1,1,1,2,2,1,1,1,CVV,CVV,CVC,CVC,CV,0,0,2,2,1,N,ø,T,0,Delikatesse,paenultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,De,ø,D,ø,ø,ø,ø,C,CL,CLC,CLCK,CLCKC,ø,7,13,7,9,9,3,4,3,4,4,0,light,light,light,light,light,o,c,c,o,c,CL,CKC,CK,AL,LC,C,C,C,A,,,C,,,C,L,K,K,L,L,2,3,2,2,2,0,1,1,0,1,1,1,1,1,0,2,1,1,2,2,CVV,CVC,CVC,CVV,VVC,0,2,2,0,0,N,R,T,1,Demarkation,ultima
ø,ø,r,er,ø,ø,ø,C,LC,CLC,LCLC,ø,ø,De,ø,D,ø,ø,ø,ø,C,CL,CLC,CLCK,CLCKC,ø,7,11,9,6,13,3,5,4,6,4,0,light,light,light,light,light,o,c,o,o,c,CL,CK,CL,L,CLC,C,C,C,,C,,,,,C,L,K,L,L,L,2,3,2,1,3,0,1,0,0,1,1,1,1,0,1,2,1,2,2,2,CVV,CVC,CVV,VV,CVVC,0,2,0,0,1,N,N,T,1,Demissionaer,ultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,De,ø,D,ø,ø,ø,ø,C,CL,CLC,CLCK,CLCKC,ø,7,12,12,9,9,3,4,3,4,4,0,light,light,light,light,light,o,c,c,o,c,CL,CKC,ø,AL,LC,C,C,CCC,A,,,C,,,C,L,K,K,L,L,2,3,4,2,2,0,1,1,0,1,1,1,3,1,0,2,1,1,2,2,CVV,CVC,ø,CVV,VVC,0,2,4,0,0,N,R,T,1,Demonstration,ultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,ø,ø,d,ø,ø,ø,ø,C,CL,CLC,CLCK,CLCKC,ø,7,9,9,12,13,3,4,4,6,4,1,light,light,light,light,schwa,o,c,o,o,c,CL,CK,CL,CL,CKC,C,C,C,C,C,,,,,C,L,K,L,L,K,2,2,2,3,3,0,1,0,0,1,1,1,1,1,1,2,1,2,2,1,CVV,CVC,CVV,CVV,CVC,0,2,0,0,2,V,N,F,1,denaturieren,paenultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,De,ø,D,ø,ø,ø,ø,C,CL,CLC,CLCL,CLCLC,ø,7,9,7,9,9,3,4,3,4,4,0,light,light,light,light,light,o,o,c,o,c,CL,CL,CK,AL,LC,C,C,C,A,,,,,,C,L,L,K,L,L,2,2,2,2,2,0,0,1,0,1,1,1,1,1,0,2,2,1,2,2,CVV,CVV,CVC,CVV,VVC,0,0,2,0,0,N,N,T,1,Denotation,ultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,De,ø,D,ø,ø,ø,ø,C,CL,CLC,CLCK,CLCKC,ø,7,11,7,9,9,3,3,3,4,4,0,light,light,light,light,light,o,c,c,o,c,CL,CKC,CK,AL,LC,C,C,C,A,,,C,,,C,L,K,K,L,L,2,3,2,2,2,0,1,1,0,1,1,1,1,1,0,2,1,1,2,2,CVV,CVC,CVC,CVV,VVC,0,2,2,0,0,N,R,T,1,Deportation,ultima
on,ø,n,on,ion,tion,ition,C,LC,LLC,ALLC,ø,ø,De,ø,D,ø,ø,ø,ø,C,CL,CLC,CLCL,CLCLC,ø,7,7,9,9,9,3,3,4,4,4,0,light,light,light,light,light,o,o,o,o,c,CL,CL,CL,AL,LC,C,C,C,A,,,,,,C,L,L,L,L,L,2,2,2,2,2,0,0,0,0,1,1,1,1,1,0,2,2,2,2,2,CVV,CVV,CVV,CVV,VVC,0,0,0,0,0,N,ø,T,0,Deposition,ultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,De,ø,D,ø,ø,ø,ø,C,CL,CLC,CLCL,CLCLC,ø,7,12,7,9,9,3,6,3,4,4,0,light,light,light,light,light,o,o,c,o,c,CL,CL,CK,AL,LC,C,C,C,A,,,,,,C,L,L,K,L,L,2,2,2,2,2,0,0,1,0,1,1,1,1,1,0,2,2,1,2,2,CVV,CVV,CVC,CVV,VVC,0,0,2,0,0,N,R,T,1,Derivation,ultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,LLCKC,ø,ø,ø,d,ø,ø,ø,ø,C,CK,CKC,CKCK,CKCKC,ø,7,7,9,8,13,3,3,4,8,4,1,light,light,light,light,schwa,c,c,o,o,c,CK,CK,CL,L,CKC,C,C,C,,C,,,,,C,K,K,L,L,K,3,1,3,2,3,1,1,0,0,1,1,1,1,0,1,1,1,2,2,1,CVC,CVC,CVV,VV,CVC,2,2,0,0,2,V,ø,F,0,desavouieren,paenultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,De,ø,D,ø,ø,ø,ø,C,CL,CLC,CLCK,CLCKC,ø,7,9,10,9,9,3,4,3,4,4,0,light,light,light,light,light,o,c,c,o,c,CL,CK,CCK,AL,LC,C,C,CC,A,,,,,,C,L,K,K,L,L,2,2,3,2,2,0,1,1,0,1,1,1,2,1,0,2,1,1,2,2,CVV,CVC,CCVC,CVV,VVC,0,2,3,0,0,N,R,T,1,Designation,ultima
on,ø,n,on,ion,ø,ø,C,LC,LLC,ø,ø,ø,ø,ø,D,ø,ø,ø,ø,C,CK,CKC,CKCK,CKCKC,ø,8,8,12,9,9,2,8,6,4,4,0,light,light,light,light,light,c,c,o,o,c,CKC,K,CL,CL,LC,C,,C,C,,C,,,,C,K,K,L,L,L,3,2,2,2,2,1,1,0,0,1,1,0,1,1,0,1,1,2,2,2,CVC,VC,CVV,CVV,VVC,2,1,0,0,0,N,N,T,1,Desillusion,ultima
on,ø,n,on,ion,tion,ø,C,LC,LLC,ALLC,ø,ø,ø,ø,D,ø,ø,ø,ø,C,CK,CKC,CKCK,CKCKC,ø,8,11,8,9,9,2,5,2,4,4,0,light,light,light,light,light,c,c,c,o,c,CKC,KC,CKC,AL,LC,C,,C,A,,C,C,C,,C,K,K,K,L,L,3,2,3,2,2,1,1,1,0,1,1,0,1,1,0,1,1,1,2,2,CVC,VC,CVC,CVV,VVC,2,1,2,0,0,N,N,T,1,Desinfektion,ultima
ø,ø,e,ø,ø,ø,ø,K,CK,ø,ø,ø,ø,ø,ø,D,ø,ø,ø,ø,C,CK,CKC,CKCK,CKCKC,ø,8,11,7,10,7,2,5,3,5,3,-1,light,light,schwa,light,schwa,c,c,o,c,o,CKC,KC,CK,CK,CK,C,,C,C,C,C,C,,,,K,K,K,K,K,3,2,2,3,2,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,CVC,VC,CV,CVC,CV,2,1,1,2,1,N,N,T,1,Desinteresse,paenultima
ø,ø,t,ø,ø,ø,ø,C,CC,ø,ø,ø,ø,ø,ø,d,ø,ø,ø,ø,C,CK,CKC,CKCK,CKCKC,ø,8,11,7,10,14,2,5,3,5,3,1,light,light,schwa,light,heavy,c,c,o,c,c,CKC,KC,CK,CK,ø,C,,C,C,C,C,C,,,CC,K,K,K,K,L,3,2,2,3,5,1,1,0,1,2,1,0,1,1,1,1,1,1,1,2,CVC,VC,CV,CVC,ø,2,1,1,2,1,A,A,F,1,desinteressiert,prima
ø,ø,t,ø,ø,ø,ø,C,CC,ø,ø,ø,ø,ø,ø,d,ø,ø,ø,ø,C,CK,CKC,CKCL,CKCLC,ø,8,6,12,9,14,2,6,6,4,3,1,light,light,light,light,heavy,c,o,o,c,c,CKC,L,CL,KC,ø,C,,C,,C,C,,,C,CC,K,L,L,K,L,3,1,2,2,5,1,0,0,1,2,1,0,1,0,1,1,2,2,1,2,CVC,VV,CVV,VC,ø,2,0,0,1,1,A,A,F,1,desorientiert,ultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,De,ø,D,ø,ø,ø,ø,C,CK,CKC,CKCC,CKCCL,ø,8,7,10,9,9,2,3,5,4,4,0,light,light,light,light,light,c,o,c,o,c,CKC,CL,CK,AL,LC,C,C,C,A,,C,,,,C,K,L,K,L,L,2,3,2,2,2,1,0,1,0,1,1,1,1,1,0,1,2,1,2,2,CVC,CVV,CVC,CVV,VVC,2,0,2,0,0,N,A,T,1,Desperation,ultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,De,ø,D,ø,ø,ø,ø,C,CK,CKC,CKCC,CKCCK,ø,8,9,10,9,9,2,4,5,4,4,0,light,light,light,light,light,c,c,c,o,c,CKC,CK,CK,AL,LC,C,C,C,A,,C,,,,C,K,K,K,L,L,2,4,2,2,2,1,1,1,0,1,1,1,1,1,0,1,1,1,2,2,CVC,CVC,CVC,CVV,VVC,2,2,2,0,0,N,N,T,1,Destillation,ultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,De,ø,D,ø,ø,ø,ø,C,CK,CKC,CKCC,CKCCL,ø,8,9,9,9,9,2,4,4,4,4,0,light,light,light,light,light,c,o,c,o,c,CKC,CL,CK,AL,LC,C,C,C,A,,C,,,,C,K,L,K,L,L,2,3,2,2,2,1,0,1,0,1,1,1,1,1,0,1,2,1,2,2,CVC,CVV,CVC,CVV,VVC,2,0,2,0,0,N,ø,T,0,Destination,ultima
ø,ø,e,ø,ø,ø,ø,K,CK,ø,ø,ø,ø,De,ø,D,ø,ø,ø,ø,C,CL,CLC,CLCK,CLCKC,ø,7,11,11,12,7,3,3,5,4,3,0,light,light,light,light,schwa,o,c,o,c,o,CL,CKC,CL,CKC,CK,C,C,C,C,C,,C,,C,,L,K,L,K,K,2,3,2,3,2,0,1,0,1,0,1,1,1,1,1,2,1,2,1,1,CVV,CVC,CVV,CVC,CV,0,2,0,2,1,N,R,T,1,Determinante,paenultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,ø,ø,d,ø,ø,ø,ø,C,CL,CLC,CLCK,CLCKC,ø,7,11,11,11,13,3,3,5,5,4,1,light,light,light,light,schwa,o,c,o,o,c,CL,CKC,CL,CL,CKC,C,C,C,C,C,,C,,,C,L,K,L,L,K,2,3,2,3,3,0,1,0,0,1,1,1,1,1,1,2,1,2,2,1,CVV,CVC,CVV,CVV,CVC,0,2,0,0,2,V,R,F,1,determinieren,paenultima
mus,ø,s,us,mus,smus,ismus,C,KC,CKC,CCKC,KCCKC,noacc,De,ø,D,ø,ø,ø,ø,C,CL,CLC,CLCK,CLCKC,ø,7,11,11,12,12,3,3,5,4,4,1,light,light,light,light,light,o,c,o,c,c,CL,CKC,CL,CKC,CKC,C,C,C,C,C,,C,,C,C,L,K,L,K,K,2,3,2,3,3,0,1,0,1,1,1,1,1,1,1,2,1,2,1,1,CVV,CVC,CVV,CVC,CVC,0,2,0,2,2,N,R,T,1,Determinismus,paenultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,De,ø,D,ø,ø,ø,ø,C,CL,CLC,CLCL,CLCLC,ø,7,7,9,9,9,3,3,4,4,4,0,light,light,light,light,light,o,o,c,o,c,CL,CL,CK,AL,LC,C,C,C,A,,,,,,C,L,L,K,L,L,2,2,2,2,2,0,0,1,0,1,1,1,1,1,0,2,2,1,2,2,CVV,CVV,CVC,CVV,VVC,0,0,2,0,0,N,R,T,1,Detonation,ultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,De,ø,D,ø,ø,ø,ø,C,CL,CLC,CLCL,ø,ø,7,9,6,9,9,3,4,6,4,4,0,light,light,light,light,light,o,o,c,o,c,CL,CL,K,AL,LC,C,C,,A,,,,,,C,L,L,K,L,L,2,2,1,2,2,0,0,1,0,1,1,1,0,1,0,2,2,1,2,2,CVV,CVV,VC,CVV,VVC,0,0,1,0,0,N,R,T,1,Deviation,ultima
ø,ø,r,er,ø,ø,ø,C,KC,CKC,LCKC,CLCKC,ø,ø,ø,D,ø,ø,ø,ø,C,CL,ø,ø,ø,ø,9,6,7,9,11,4,6,3,4,3,0,light,light,light,light,schwa,o,c,o,o,c,CL,K,CL,CL,CKC,C,,C,C,C,,,,,C,L,K,L,L,K,2,1,2,2,3,0,1,0,0,1,1,0,1,1,1,2,1,2,2,1,CVV,VC,CVV,CVV,CVC,0,1,0,0,2,N,R,T,1,Diabetiker,antepaenultima
ø,ø,r,er,ø,ø,ø,C,KC,CKC,LCKC,CLCKC,ø,ø,ø,D,ø,ø,ø,ø,C,CL,ø,ø,ø,ø,9,6,11,9,11,4,6,3,4,3,0,light,light,light,light,schwa,o,c,c,o,c,CL,K,CKC,CL,CKC,C,,C,C,C,,,C,,C,L,K,K,L,K,2,1,3,2,3,0,1,1,0,1,1,0,1,1,1,2,1,1,2,1,CVV,VC,CVC,CVV,CVC,0,1,2,0,2,N,N,T,1,Dialektiker,antepaenultima
ø,ø,r,ø,ø,ø,ø,C,KC,CKC,LCKC,CLCKC,ø,ø,ø,D,ø,ø,ø,ø,C,CL,ø,ø,ø,ø,9,6,12,11,11,4,6,6,5,3,0,light,light,light,light,light,o,c,o,o,c,CL,K,CL,CL,CKC,C,,C,C,C,,,,,C,L,K,L,L,K,2,1,2,2,3,0,1,0,0,1,1,0,1,1,1,2,1,2,2,1,CVV,VC,CVV,CVV,CVC,0,1,0,0,2,N,N,T,1,Dialysator,paenultima
keit,keit,t,it,eit,keit,gkeit,C,DC,CDC,CCDC,KCCDC,ø,ø,ø,D,ø,ø,ø,ø,C,CL,CLC,CLCC,ø,ø,14,11,7,9,12,2,5,3,4,4,-1,heavy,light,light,light,light,c,c,o,c,c,ø,KC,CL,KC,CDC,C,,C,,C,CCC,C,,C,C,L,K,L,K,D,6,2,2,3,4,3,1,0,1,1,1,0,1,0,1,2,1,2,1,2,ø,VC,CVV,VC,CVVC,2,1,0,1,1,N,A,T,1,Dienstunfaehigkeit,prima
ø,al,l,ø,ø,ø,ø,C,LC,LLC,ALLC,ø,ø,ø,ø,D,ø,ø,ø,ø,C,CK,CKC,CKCK,CKCKC,ø,9,7,13,9,14,4,3,4,4,7,1,light,schwa,light,light,light,c,o,c,o,c,CK,CK,CKC,AL,LC,C,C,C,A,,,,C,,C,K,K,K,L,L,3,2,3,2,2,1,0,1,0,1,1,1,1,1,0,1,1,1,2,2,CVC,CV,CVC,CVV,VVC,2,1,2,0,0,N,A,T,1,Differential,ultima
ø,al,l,ø,ø,ø,ø,C,LC,LLC,ALLC,ø,ø,ø,ø,d,ø,ø,ø,ø,C,CK,CKC,CKCK,CKCKC,ø,9,7,13,9,14,4,3,4,4,7,1,light,schwa,light,light,light,c,o,c,o,c,CK,CK,CKC,AL,LC,C,C,C,A,,,,C,,C,K,K,K,L,L,3,2,3,2,2,1,0,1,0,1,1,1,1,1,0,1,1,1,2,2,CVC,CV,CVC,CVV,VVC,2,1,2,0,0,A,A,F,1,differential,ultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,ALCKC,ø,ø,ø,d,ø,ø,ø,ø,C,CK,CKC,CKCK,CKCKC,ø,9,7,13,9,13,4,3,4,4,4,1,light,schwa,light,light,schwa,c,o,c,o,c,CK,CK,CKC,AL,CKC,C,C,C,A,C,,,C,,C,K,K,K,L,K,3,2,3,3,3,1,0,1,0,1,1,1,1,1,1,1,1,1,2,1,CVC,CV,CVC,CVV,CVC,2,1,2,0,2,V,N,F,1,differenzieren,paenultima
rung,ø,g,ng,ung,rung,erung,C,KC,CKC,LCKC,ALCKC,ø,ø,ø,D,ø,ø,ø,ø,C,CK,CKC,CKCK,CKCKC,ø,9,7,13,9,15,4,3,4,4,5,1,light,schwa,light,light,light,c,o,c,o,c,CK,CK,CKC,AL,CKC,C,C,C,A,C,,,C,,C,K,K,K,L,K,3,2,3,3,4,1,0,1,0,1,1,1,1,1,1,1,1,1,2,1,CVC,CV,CVC,CVV,CVC,2,1,2,0,2,N,V,T,1,Differenzierung,paenultima
mus,ø,s,us,mus,smus,ismus,C,KC,CKC,CCKC,KCCKC,noacc,ø,ø,D,ø,ø,ø,ø,C,CL,CLC,CLCK,CLCKC,ø,9,10,10,10,12,4,5,3,3,4,0,light,light,light,light,light,o,c,c,c,c,CL,CK,CKC,CKC,CKC,C,C,C,C,C,,,C,C,C,L,K,K,K,K,2,3,3,3,3,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,CVV,CVC,CVC,CVC,CVC,0,2,2,2,2,N,N,T,1,Dilettantismus,paenultima
ø,ø,l,ø,ø,ø,ø,C,LC,CLC,LCLC,ø,ø,ø,ø,d,ø,ø,ø,ø,C,CL,CLC,CLCK,CLCKC,ø,9,12,9,6,17,4,4,4,6,5,1,light,light,light,light,light,o,c,o,o,c,CL,CKC,CL,L,CLC,C,C,C,,C,,C,,,C,L,K,L,L,L,2,3,2,1,3,0,1,0,0,1,1,1,1,0,1,2,1,2,2,2,CVV,CVC,CVV,VV,CVVC,0,2,0,0,1,A,N,F,1,dimensional,ultima
on,ø,n,on,ion,tion,ø,C,LC,LLC,ALLC,ø,ø,ø,ø,D,ø,ø,ø,ø,C,CL,CLC,CLCL,CLCLC,ø,9,11,11,9,9,4,5,5,4,4,-1,light,light,light,light,light,o,o,o,o,c,CL,CL,CL,AL,LC,C,C,C,A,,,,,,C,L,L,L,L,L,2,2,2,2,2,0,0,0,0,1,1,1,1,1,0,2,2,2,2,2,CVV,CVV,CVV,CVV,VVC,0,0,0,0,0,N,ø,T,0,Diminution,ultima
ø,ø,e,ø,ø,ø,ø,K,CK,ø,ø,ø,ø,ø,ø,D,ø,ø,ø,ø,C,CL,CLC,CLCL,CLCLC,ø,9,11,9,7,9,4,3,4,3,4,-1,light,light,light,light,schwa,o,c,c,c,o,CL,CLC,KC,CK,CK,C,C,,C,C,,C,C,,,L,L,K,K,K,2,3,2,3,2,0,1,1,1,0,1,1,0,1,1,2,2,1,1,1,CVV,CVVC,VC,CVC,CV,0,1,1,2,1,N,N,T,1,Dipolantenne,prima
ø,um,m,um,ium,ø,ø,C,KC,LKC,CLKC,ø,ø,ø,ø,D,ø,ø,ø,ø,C,CL,CLC,CLCK,CLCKC,ø,9,11,7,12,11,4,3,3,6,5,0,light,light,light,light,light,o,c,o,o,c,CL,CKC,CL,CL,KC,C,C,C,C,,,C,,,C,L,K,L,L,K,2,3,2,2,2,0,1,0,0,1,1,1,1,1,0,2,1,2,2,1,CVV,CVC,CVV,CVV,VC,0,2,0,0,1,N,A,T,1,Direktorium,antepaenultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,ø,ø,d,ø,ø,ø,ø,C,CK,CKC,CKCC,CKCCC,ø,10,11,9,9,13,3,3,4,4,4,0,light,light,light,light,schwa,c,o,o,o,c,CKC,CCL,CL,CL,CKC,C,CC,C,C,C,C,,,,C,K,L,L,L,K,3,3,2,3,3,1,0,0,0,1,1,2,1,1,1,1,2,2,2,1,CVC,CCVV,CVV,CVV,CVC,2,1,0,0,2,V,N,F,1,diskreditieren,paenultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,ø,ø,d,ø,ø,ø,ø,C,CK,CKC,CKCC,CKCCC,ø,10,13,11,11,13,3,4,5,5,4,0,light,light,light,light,schwa,c,o,o,o,c,CKC,CCL,CL,CL,CKC,C,CC,C,C,C,C,,,,C,K,L,L,L,K,3,3,2,3,3,1,0,0,0,1,1,2,1,1,1,1,2,2,2,1,CVC,CCVV,CVV,CVV,CVC,2,1,0,0,2,V,R,F,1,diskriminieren,paenultima
rung,ø,g,ng,ung,rung,erung,C,KC,CKC,LCKC,CLCKC,ø,ø,ø,D,ø,ø,ø,ø,C,CK,CKC,CKCC,CKCCC,ø,10,13,11,11,15,3,4,5,5,5,0,light,light,light,light,light,c,o,o,o,c,CKC,CCL,CL,CL,CKC,C,CC,C,C,C,C,,,,C,K,L,L,L,K,3,3,2,3,4,1,0,0,0,1,1,2,1,1,1,1,2,2,2,1,CVC,CCVV,CVV,CVV,CVC,2,1,0,0,2,N,V,T,1,Diskriminierung,paenultima
on,ø,n,on,ion,tion,ition,C,LC,LLC,ALLC,ø,ø,ø,ø,D,ø,ø,ø,ø,C,CK,CKC,CKCC,CKCCL,ø,10,7,9,9,9,3,3,4,4,4,0,light,light,light,light,light,c,o,o,o,c,CKC,CL,CL,AL,LC,C,C,C,A,,C,,,,C,K,L,L,L,L,3,2,2,2,2,1,0,0,0,1,1,1,1,1,0,1,2,2,2,2,CVC,CVV,CVV,CVV,VVC,2,0,0,0,0,N,R,T,1,Disposition,ultima
on,ø,n,on,ion,tion,ø,C,LC,LLC,ALLC,ø,ø,ø,ø,D,ø,ø,ø,ø,C,CK,CKC,CKCC,CKCCC,ø,10,11,11,9,9,3,3,3,4,4,-1,light,light,light,light,light,c,o,c,o,c,CKC,CCL,CKC,AL,LC,C,CC,C,A,,C,,C,,C,K,L,K,L,L,3,3,3,2,2,1,0,1,0,1,1,2,1,1,0,1,2,1,2,2,CVC,CCVV,CVC,CVV,VVC,2,1,2,0,0,N,N,T,1,Disproportion,ultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,ø,ø,D,ø,ø,ø,ø,C,CK,CKC,CKCC,CKCCL,ø,10,9,7,9,9,3,4,3,4,4,-1,light,light,light,light,light,c,o,c,o,c,CKC,CL,CK,AL,LC,C,C,C,A,,C,,,,C,K,L,K,L,L,3,2,2,2,2,1,0,1,0,1,1,1,1,1,0,1,2,1,2,2,CVC,CVV,CVC,CVV,VVC,2,0,2,0,0,N,ø,T,0,Disputation,ultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,ø,ø,D,ø,ø,ø,ø,C,CK,CKC,CKCK,CKCKC,ø,10,10,7,9,9,3,5,3,4,4,-1,light,light,light,light,light,c,c,c,o,c,CKC,KC,CK,AL,LC,C,,C,A,,C,C,,,C,K,K,K,L,L,3,3,2,2,2,1,1,1,0,1,1,0,1,1,0,1,1,1,2,2,CVC,VC,CVC,CVV,VVC,2,1,2,0,0,N,R,T,1,Dissertation,ultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,ø,ø,d,ø,ø,ø,ø,C,CK,CKC,CKCL,CKCLC,ø,10,8,11,12,13,3,8,5,6,4,1,light,light,light,light,schwa,c,o,o,o,c,CKC,L,CL,CL,CKC,C,,C,C,C,C,,,,C,K,L,L,L,K,3,2,2,3,3,1,0,0,0,1,1,0,1,1,1,1,2,2,2,1,CVC,VV,CVV,CVV,CVC,2,0,0,0,2,V,ø,F,0,dissimilieren,paenultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,ø,ø,d,ø,ø,ø,ø,C,CK,CKC,CKCL,CKCLC,ø,10,8,11,12,13,3,8,5,6,4,1,light,light,light,light,schwa,c,o,o,o,c,CKC,L,CL,CL,CKC,C,,C,C,C,C,,,,C,K,L,L,L,K,3,2,2,3,3,1,0,0,0,1,1,0,1,1,1,1,2,2,2,1,CVC,VV,CVV,CVV,CVC,2,0,0,0,2,V,R,F,1,dissimulieren,paenultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,ø,ø,D,ø,ø,ø,ø,C,CK,CKC,CKCL,CKCLC,ø,10,8,7,9,9,3,8,3,4,4,-1,light,light,light,light,light,c,o,c,o,c,CKC,L,CK,AL,LC,C,,C,A,,C,,,,C,K,L,K,L,L,3,2,2,2,2,1,0,1,0,1,1,0,1,1,0,1,2,1,2,2,CVC,VV,CVC,CVV,VVC,2,0,2,0,0,N,R,T,1,Dissipation,ultima
