syl_suffix,signi_suffix,suffix1,suffix2,suffix3,suffix4,suffix5,suffix_phoncat1,suffix_phoncat2,suffix_phoncat3,suffix_phoncat4,suffix_phoncat5,suff_class,syl_praefix,signi_praefix,praefix1,praefix2,praefix3,praefix4,praefix5,praefix_phoncat1,praefix_phoncat2,praefix_phoncat3,praefix_phoncat4,praefix_phoncat5,prae_class,sonority0,sonority1,sonority2,sonority_ratio0,sonority_ratio1,sonority_ratio2,sonority_dir,syl_weight0,syl_weight1,syl_weight2,syl_open0,syl_open1,syl_open2,syl_phoncat0,syl_phoncat1,syl_phoncat2,onset_phoncat0,onset_phoncat1,onset_phoncat2,koda_phoncat0,koda_phoncat1,koda_phoncat2,nucleus_phoncat0,nucleus_phoncat1,nucleus_phoncat2,syl_len0,syl_len1,syl_len2,koda_len0,koda_len1,koda_len2,onset_len0,onset_len1,onset_len2,nucleus_len0,nucleus_len1,nucleus_len2,syl_cv0,syl_cv1,syl_cv2,cv_ratio0,cv_ratio1,cv_ratio2,pos,comp_struct,nomen,comp_len,Word,stress_class
cken,ø,n,en,ken,cken,acken,C,KC,CKC,KCKC,CKCKC,ø,ver,ver,v,ve,ver,verp,ø,C,CK,CKC,CKCC,CKCCK,noacc,11,7,10,3,3,3,-1,light,light,schwa,c,c,c,CKC,CK,CKC,C,C,C,C,,C,K,K,K,3,2,4,1,1,1,1,1,1,1,1,1,CVC,CVC,CVC,2,2,2,V,V,F,1,verpacken,paenultima
ø,ø,g,ng,ung,kung,ckung,C,KC,CKC,KCKC,CKCKC,ø,Ver,ø,V,Ve,Ver,ø,ø,C,CK,CKC,CKCC,CKCCK,noacc,11,7,12,3,3,4,0,light,light,light,c,c,c,CKC,CK,CKC,C,C,C,C,,C,K,K,K,3,2,5,1,1,1,1,1,1,1,1,1,CVC,CVC,CVC,2,2,2,N,V,T,1,Verpackung,paenultima
ø,ø,n,ln,eln,ø,ø,C,CC,KCC,CKCC,KCKCC,ø,ver,ver,v,ve,ver,verp,ø,C,CK,CKC,CKCC,CKCCK,noacc,11,7,14,3,3,3,1,light,light,schwa,c,c,c,CKC,CK,CKCC,C,C,C,C,,CC,K,K,K,3,3,4,1,1,2,1,1,1,1,1,1,CVC,CVC,CVCC,2,2,3,V,V,F,1,verpaeppeln,paenultima
sen,ø,n,en,sen,ssen,assen,C,KC,CKC,KCKC,CKCKC,ø,ver,ver,v,ve,ver,verp,ø,C,CK,CKC,CKCC,CKCCK,noacc,11,7,10,3,3,3,-1,light,light,schwa,c,c,c,CKC,CK,CKC,C,C,C,C,,C,K,K,K,3,3,3,1,1,1,1,1,1,1,1,1,CVC,CVC,CVC,2,2,2,V,V,F,1,verpassen,paenultima
zen,ø,n,en,zen,tzen,ø,C,KC,AKC,KAKC,CKAKC,ø,ver,ver,v,ve,ver,verp,ø,C,CK,CKC,CKCC,CKCCK,noacc,11,7,10,3,3,3,-1,light,light,schwa,c,c,c,CKC,CK,AKC,C,C,A,C,,C,K,K,K,3,3,3,1,1,1,1,1,1,1,1,1,CVC,CVC,CVC,2,2,2,V,V,F,1,verpatzen,paenultima
nen,ø,n,en,nen,nnen,ennen,C,KC,CKC,KCKC,CKCKC,ø,ver,ver,v,ve,ver,verp,ø,C,CK,CKC,CKCC,CKCCK,noacc,11,7,12,3,3,4,0,light,light,schwa,c,c,c,CKC,CK,CKC,C,C,C,C,,C,K,K,K,3,3,3,1,1,1,1,1,1,1,1,1,CVC,CVC,CVC,2,2,2,V,V,F,1,verpennen,paenultima
len,ø,n,en,len,ø,ø,C,KC,CKC,CCKC,KCCKC,ø,ver,ver,v,ve,ver,verp,ø,C,CK,CKC,CKCC,CKCCK,noacc,11,11,13,3,3,4,1,light,light,schwa,c,c,c,CKC,CKC,CKC,C,C,C,C,C,C,K,K,K,3,3,3,1,1,1,1,1,1,1,1,1,CVC,CVC,CVC,2,2,2,V,V,F,1,verperlen,paenultima
sten,ø,n,en,ten,sten,ø,C,KC,CKC,CCKC,KCCKC,ø,ver,ver,v,ve,ver,verp,ø,C,CK,CKC,CKCC,CKCCK,noacc,11,8,10,3,2,3,-1,light,light,schwa,c,c,c,CKC,CKC,CKC,C,C,C,C,C,C,K,K,K,3,2,4,1,1,1,1,1,1,1,1,1,CVC,CVC,CVC,2,2,2,V,N,F,1,verpesten,paenultima
ø,ø,g,ng,ung,tung,stung,C,KC,CKC,CCKC,KCCKC,ø,Ver,ø,V,Ve,Ver,ø,ø,C,CK,CKC,CKCC,CKCCK,noacc,11,8,12,3,2,4,0,light,light,light,c,c,c,CKC,CKC,CKC,C,C,C,C,C,C,K,K,K,3,2,5,1,1,1,1,1,1,1,1,1,CVC,CVC,CVC,2,2,2,N,V,T,1,Verpestung,paenultima
zen,ø,n,en,zen,tzen,etzen,C,KC,AKC,KAKC,CKAKC,ø,ver,ver,v,ve,ver,verp,ø,C,CK,CKC,CKCC,CKCCK,noacc,11,7,10,3,3,3,-1,light,light,schwa,c,c,c,CKC,CK,AKC,C,C,A,C,,C,K,K,K,3,3,3,1,1,1,1,1,1,1,1,1,CVC,CVC,CVC,2,2,2,V,V,F,1,verpetzen,paenultima
den,ø,n,en,den,nden,enden,C,KC,CKC,CCKC,KCCKC,ø,ver,ver,v,ve,ver,verp,ø,C,CK,CKC,CKCA,CKCAK,noacc,11,10,10,3,3,3,-1,light,light,schwa,c,c,c,CKC,AKC,CKC,C,A,C,C,C,C,K,K,K,3,4,3,1,1,1,1,1,1,1,1,1,CVC,CVC,CVC,2,2,2,V,V,F,1,verpfaenden,paenultima
dung,ø,g,ng,ung,dung,ndung,C,KC,CKC,CCKC,KCCKC,ø,Ver,ø,V,Ve,Ver,ø,ø,C,CK,CKC,CKCA,CKCAK,noacc,11,10,12,3,3,4,0,light,light,light,c,c,c,CKC,AKC,CKC,C,A,C,C,C,C,K,K,K,3,4,4,1,1,1,1,1,1,1,1,1,CVC,CVC,CVC,2,2,2,N,V,T,1,Verpfaendung,paenultima
fen,ø,n,en,fen,ø,eifen,C,KC,CKC,DCKC,ø,ø,ver,ver,v,ve,ver,verp,ø,C,CK,CKC,CKCA,ø,noacc,11,11,10,3,5,3,-1,light,light,schwa,c,o,c,CKC,AD,CKC,C,A,C,C,,C,K,D,K,3,4,3,1,0,1,1,1,1,1,2,1,CVC,CVV,CVC,2,0,2,V,V,F,1,verpfeifen,paenultima
zen,ø,n,en,zen,nzen,ø,C,KC,AKC,CAKC,KCAKC,ø,ver,ver,v,ve,ver,verp,ø,C,CK,CKC,CKCA,ø,noacc,11,14,10,3,3,3,-1,light,light,schwa,c,c,c,CKC,ACKC,AKC,C,AC,A,C,C,C,K,K,K,3,5,3,1,1,1,1,2,1,1,1,1,CVC,CCVC,CVC,2,3,2,V,V,F,1,verpflanzen,paenultima
zung,ø,g,ng,ung,zung,ø,C,KC,AKC,CAKC,KCAKC,ø,Ver,ø,V,Ve,Ver,ø,ø,C,CK,CKC,CKCA,ø,noacc,11,14,12,3,3,4,0,light,light,light,c,c,c,CKC,ACKC,AKC,C,AC,A,C,C,C,K,K,K,3,5,4,1,1,1,1,2,1,1,1,1,CVC,CCVC,CVC,2,3,2,N,V,T,1,Verpflanzung,paenultima
gen,ø,n,en,gen,egen,ø,C,KC,CKC,LCKC,CLCKC,ø,ver,ver,v,ve,ver,verp,ø,C,CK,CKC,CKCA,ø,noacc,11,11,10,3,3,3,-1,light,light,schwa,c,o,c,CKC,ø,CKC,C,AC,C,C,,C,K,L,K,3,4,3,1,0,1,1,2,1,1,2,1,CVC,CCVV,CVC,2,1,2,V,V,F,1,verpflegen,paenultima
gung,ø,g,ng,ung,gung,egung,C,KC,CKC,LCKC,CLCKC,ø,Ver,ø,V,Ve,Ver,ø,ø,C,CK,CKC,CKCA,ø,noacc,11,11,12,3,3,4,0,light,light,light,c,o,c,CKC,ø,CKC,C,AC,C,C,,C,K,L,K,3,4,4,1,0,1,1,2,1,1,2,1,CVC,CCVV,CVC,2,1,2,N,V,T,1,Verpflegung,paenultima
ten,ø,n,en,ten,hten,chten,C,KC,CKC,CCKC,KCCKC,ø,ver,ver,v,ve,ver,verp,ø,C,CK,CKC,CKCA,ø,noacc,11,14,10,3,3,3,-1,light,light,schwa,c,c,c,CKC,ACKC,CKC,C,AC,C,C,C,C,K,K,K,3,6,3,1,1,1,1,2,1,1,1,1,CVC,CCVC,CVC,2,3,2,V,N,F,1,verpflichten,paenultima
tung,ø,g,ng,ung,tung,htung,C,KC,CKC,CCKC,KCCKC,ø,Ver,ø,V,Ve,Ver,ø,ø,C,CK,CKC,CKCA,ø,noacc,11,14,12,3,3,4,0,light,light,light,c,c,c,CKC,ACKC,CKC,C,AC,C,C,C,C,K,K,K,3,6,4,1,1,1,1,2,1,1,1,1,CVC,CCVC,CVC,2,3,2,N,V,T,1,Verpflichtung,paenultima
schen,ø,n,en,hen,chen,schen,C,KC,CKC,KCKC,AKCKC,ø,ver,ver,v,ve,ver,verp,ø,C,CK,CKC,CKCA,CKCAK,noacc,11,9,10,3,4,3,-1,light,light,schwa,c,c,c,CKC,AK,CKC,C,A,C,C,,C,K,K,K,3,3,5,1,1,1,1,1,1,1,1,1,CVC,CVC,CVC,2,2,2,V,V,F,1,verpfuschen,paenultima
nen,ø,n,en,nen,ø,ø,C,KC,CKC,LCKC,CLCKC,ø,ver,ver,v,ve,ver,verp,ø,C,CK,CKC,CKCC,CKCCC,noacc,11,15,12,3,5,4,0,light,light,schwa,c,o,c,CKC,CCL,CKC,C,CC,C,C,,C,K,L,K,3,3,3,1,0,1,1,2,1,1,2,1,CVC,CCVV,CVC,2,1,2,V,V,F,1,verplanen,paenultima
ø,ø,n,rn,ern,ø,ø,C,CC,KCC,CKCC,KCKCC,ø,ver,ver,v,ve,ver,verp,ø,C,CK,CKC,CKCC,CKCCC,noacc,11,11,14,3,3,3,1,light,light,schwa,c,c,c,CKC,CCK,CKCC,C,CC,C,C,,CC,K,K,K,3,4,4,1,1,2,1,2,1,1,1,1,CVC,CCVC,CVCC,2,3,3,V,V,F,1,verplappern,paenultima
ten,ø,n,en,ten,tten,ø,C,KC,CKC,KCKC,CKCKC,ø,ver,ver,v,ve,ver,verp,ø,C,CK,CKC,CKCC,CKCCC,noacc,11,11,10,3,3,3,-1,light,light,schwa,c,c,c,CKC,CCK,CKC,C,CC,C,C,,C,K,K,K,3,4,3,1,1,1,1,2,1,1,1,1,CVC,CCVC,CVC,2,3,2,V,N,F,1,verplatten,paenultima
dern,ø,n,rn,ern,dern,ø,C,CC,KCC,CKCC,DCKCC,ø,ver,ver,v,ve,ver,verp,ø,C,CK,CKC,CKCC,CKCCC,noacc,11,15,14,3,5,3,1,light,light,schwa,c,o,c,CKC,CCD,CKCC,C,CC,C,C,,CC,K,D,K,3,4,4,1,0,2,1,2,1,1,2,1,CVC,CCVV,CVCC,2,1,3,V,V,F,1,verplaudern,paenultima
ben,ø,n,en,ben,ø,ø,C,KC,CKC,CCKC,KCCKC,ø,ver,ver,v,ve,ver,verp,ø,C,CK,CKC,CKCC,CKCCC,noacc,11,14,10,3,3,3,-1,light,light,schwa,c,c,c,CKC,CCKC,CKC,C,CC,C,C,C,C,K,K,K,3,4,3,1,1,1,1,2,1,1,1,1,CVC,CCVC,CVC,2,3,2,V,N,F,1,verplomben,paenultima
nen,ø,n,en,nen,ø,ø,C,KC,CKC,LCKC,CLCKC,ø,ver,ver,v,ve,ver,verp,ø,C,CK,CKC,CKCC,CKCCL,ø,11,7,12,3,3,4,0,light,light,schwa,c,o,c,CKC,CL,CKC,C,C,C,C,,C,K,L,K,3,2,3,1,0,1,1,1,1,1,2,1,CVC,CVV,CVC,2,0,2,V,V,F,1,verpoenen,paenultima
sen,ø,n,en,sen,ssen,assen,C,KC,CKC,KCKC,CKCKC,ø,ver,ver,v,ve,ver,verp,ø,C,CK,CKC,CKCC,CKCCC,noacc,11,11,10,3,3,3,-1,light,light,schwa,c,c,c,CKC,CCK,CKC,C,CC,C,C,,C,K,K,K,3,4,3,1,1,1,1,2,1,1,1,1,CVC,CCVC,CVC,2,3,2,V,V,F,1,verprassen,paenultima
len,ø,n,en,len,llen,ellen,C,KC,CKC,KCKC,CKCKC,ø,ver,ver,v,ve,ver,verp,ø,C,CK,CKC,CKCC,CKCCC,noacc,11,11,13,3,3,4,1,light,light,schwa,c,c,c,CKC,CCK,CKC,C,CC,C,C,,C,K,K,K,3,4,3,1,1,1,1,2,1,1,1,1,CVC,CCVC,CVC,2,3,2,V,V,F,1,verprellen,paenultima
ø,ø,n,ln,eln,geln,egeln,C,CC,KCC,CKCC,LCKCC,ø,ver,ver,v,ve,ver,verp,ø,C,CK,CKC,CKCC,CKCCC,noacc,11,13,14,3,4,3,1,light,light,schwa,c,o,c,CKC,CCL,CKCC,C,CC,C,C,,CC,K,L,K,3,3,4,1,0,2,1,2,1,1,2,1,CVC,CCVV,CVCC,2,1,3,V,V,F,1,verpruegeln,paenultima
fen,ø,n,en,fen,ø,ø,C,KC,CKC,KCKC,CKCKC,ø,ver,ver,v,ve,ver,verp,ø,C,CK,CKC,CKCC,CKCCK,noacc,11,9,10,3,4,3,-1,light,light,schwa,c,c,c,CKC,CK,CKC,C,C,C,C,,C,K,K,K,3,3,3,1,1,1,1,1,1,1,1,1,CVC,CVC,CVC,2,2,2,V,V,F,1,verpuffen,paenultima
ø,ø,n,rn,ern,ø,ø,C,CC,KCC,CKCC,CCKCC,ø,ver,ver,v,ve,ver,verp,ø,C,CK,CKC,CKCC,CKCCK,noacc,11,13,14,3,4,3,1,light,light,schwa,c,c,c,CKC,CKC,CKCC,C,C,C,C,C,CC,K,K,K,3,3,4,1,1,2,1,1,1,1,1,1,CVC,CVC,CVCC,2,2,3,V,V,F,1,verpulvern,paenultima
pen,ø,n,en,pen,ppen,ø,C,KC,CKC,KCKC,CKCKC,ø,ver,ver,v,ve,ver,verp,ø,C,CK,CKC,CKCC,CKCCK,noacc,11,9,10,3,4,3,-1,light,light,schwa,c,c,c,CKC,CK,CKC,C,C,C,C,,C,K,K,K,3,3,3,1,1,1,1,1,1,1,1,1,CVC,CVC,CVC,2,2,2,V,N,F,1,verpuppen,paenultima
ø,ø,g,ng,ung,ø,ø,C,KC,CKC,KCKC,CKCKC,ø,Ver,ø,V,Ve,Ver,ø,ø,C,CK,CKC,CKCC,CKCCK,noacc,11,9,12,3,4,4,0,light,light,light,c,c,c,CKC,CK,CKC,C,C,C,C,,C,K,K,K,3,3,4,1,1,1,1,1,1,1,1,1,CVC,CVC,CVC,2,2,2,N,V,T,1,Verpuppung,paenultima
sten,ø,n,en,ten,sten,ø,C,KC,CKC,CCKC,LCCKC,ø,ver,ver,v,ve,ver,verp,ø,C,CK,CKC,CKCC,CKCCL,noacc,11,10,10,3,3,3,-1,light,light,schwa,c,c,c,CKC,CLC,CKC,C,C,C,C,C,C,K,L,K,3,2,4,1,1,1,1,1,1,1,2,1,CVC,CVVC,CVC,2,1,2,V,V,F,1,verpusten,paenultima
zen,ø,n,en,zen,tzen,ø,C,KC,AKC,KAKC,CKAKC,ø,ver,ver,v,ve,ver,verp,ø,C,CK,CKC,CKCC,CKCCK,noacc,11,9,10,3,4,3,-1,light,light,schwa,c,c,c,CKC,CK,AKC,C,C,A,C,,C,K,K,K,3,3,3,1,1,1,1,1,1,1,1,1,CVC,CVC,CVC,2,2,2,V,V,F,1,verputzen,paenultima
men,ø,n,en,men,ø,ø,C,KC,CKC,CCKC,KCCKC,ø,ver,ver,v,ve,ver,ø,ø,C,CK,CKC,CKCC,CKCCC,noacc,11,12,12,3,3,4,0,light,light,schwa,c,c,c,CKC,CCKC,CKC,C,CC,C,C,C,C,K,K,K,3,4,3,1,1,1,1,2,1,1,1,1,CVC,CCVC,CVC,2,3,2,V,V,F,1,verqualmen,paenultima
len,ø,n,en,len,llen,ellen,C,KC,CKC,KCKC,CKCKC,ø,ver,ver,v,ve,ver,ø,ø,C,CK,CKC,CKCC,CKCCC,noacc,11,8,13,3,2,4,1,light,light,schwa,c,c,c,CKC,CCK,CKC,C,CC,C,C,,C,K,K,K,3,4,3,1,1,1,1,2,1,1,1,1,CVC,CCVC,CVC,2,3,2,V,V,F,1,verquellen,paenultima
cken,ø,n,en,ken,cken,icken,C,KC,CKC,KCKC,CKCKC,ø,ver,ver,v,ve,ver,ø,ø,C,CK,CKC,CKCC,CKCCC,noacc,11,10,10,3,3,3,-1,light,light,schwa,c,c,c,CKC,CCK,CKC,C,CC,C,C,,C,K,K,K,3,3,4,1,1,1,1,2,1,1,1,1,CVC,CCVC,CVC,2,3,2,V,A,F,1,verquicken,paenultima
ø,ø,g,ng,ung,kung,ckung,C,KC,CKC,KCKC,CKCKC,ø,Ver,ø,V,Ve,Ver,ø,ø,C,CK,CKC,CKCC,CKCCC,noacc,11,10,12,3,3,4,0,light,light,light,c,c,c,CKC,CCK,CKC,C,CC,C,C,,C,K,K,K,3,3,5,1,1,1,1,2,1,1,1,1,CVC,CCVC,CVC,2,3,2,N,V,T,1,Verquickung,paenultima
len,ø,n,en,len,ø,ø,C,KC,CKC,CCKC,KCCKC,ø,ver,ver,v,ve,ver,ø,ø,C,CK,CKC,CKCC,CKCCC,noacc,11,14,13,3,3,4,1,light,light,schwa,c,c,c,CKC,CCKC,CKC,C,CC,C,C,C,C,K,K,K,3,4,3,1,1,1,1,2,1,1,1,1,CVC,CCVC,CVC,2,3,2,V,V,F,1,verquirlen,paenultima
men,ø,n,en,men,mmen,ø,C,KC,CKC,KCKC,CKCKC,ø,ver,ver,v,ve,ver,verr,ø,C,CK,CKC,CKCC,CKCCK,noacc,11,10,12,3,5,4,0,light,light,schwa,c,c,c,CKC,CK,CKC,C,C,C,C,,C,K,K,K,3,3,3,1,1,1,1,1,1,1,1,1,CVC,CVC,CVC,2,2,2,V,V,F,1,verrammen,paenultima
ø,ø,n,ln,eln,ø,ø,C,CC,KCC,CKCC,KCKCC,ø,ver,ver,v,ve,ver,verr,ø,C,CK,CKC,CKCC,CKCCK,noacc,11,10,16,3,5,4,2,light,light,schwa,c,c,c,CKC,CK,CKCC,C,C,C,C,,CC,K,K,K,3,3,4,1,1,2,1,1,1,1,1,1,CVC,CVC,CVCC,2,2,3,V,V,F,1,verrammeln,paenultima
schen,ø,n,en,hen,chen,schen,C,KC,CKC,CCKC,KCCKC,ø,ver,ver,v,ve,ver,verr,ø,C,CK,CKC,CKCC,CKCCK,noacc,11,13,10,3,4,3,-1,light,light,schwa,c,c,c,CKC,CKC,CKC,C,C,C,C,C,C,K,K,K,3,3,5,1,1,1,1,1,1,1,1,1,CVC,CVC,CVC,2,2,2,V,V,F,1,verramschen,paenultima
ten,ø,n,en,ten,ø,ø,C,KC,CKC,LCKC,CLCKC,ø,ver,ver,v,ve,ver,verr,ø,C,CK,CKC,CKCC,CKCCL,noacc,11,14,10,3,7,3,-1,light,light,schwa,c,o,c,CKC,CL,CKC,C,C,C,C,,C,K,L,K,3,2,3,1,0,1,1,1,1,1,2,1,CVC,CVV,CVC,2,0,2,V,V,F,1,verraten,paenultima
ter,ø,r,er,ter,ø,ø,C,KC,CKC,LCKC,CLCKC,ø,Ver,ø,V,Ve,Ver,ø,ø,C,CK,CKC,CKCC,CKCCL,noacc,11,10,11,3,5,3,0,light,light,schwa,c,o,c,CKC,CL,CKC,C,C,C,C,,C,K,L,K,3,2,3,1,0,1,1,1,1,1,2,1,CVC,CVV,CVC,2,0,2,N,N,T,1,Verraeter,paenultima
chen,chen,n,en,hen,chen,uchen,C,KC,CKC,DCKC,CDCKC,ø,ver,ver,v,ve,ver,verr,ø,C,CK,CKC,CKCC,CKCCD,noacc,11,14,10,3,7,3,-1,light,light,schwa,c,o,c,CKC,CD,CKC,C,C,C,C,,C,K,D,K,3,3,4,1,0,1,1,1,1,1,2,1,CVC,CVV,CVC,2,0,2,V,V,F,1,verrauchen,paenultima
ø,ø,n,rn,ern,ø,chern,C,CC,KCC,CKCC,DCKCC,ø,ver,ver,v,ve,ver,verr,ø,C,CK,CKC,CKCC,CKCCD,noacc,11,14,14,3,7,3,1,light,light,schwa,c,o,c,CKC,CD,CKCC,C,C,C,C,,CC,K,D,K,3,3,5,1,0,2,1,1,1,1,2,1,CVC,CVV,CVCC,2,0,3,V,V,F,1,verraeuchern,paenultima
schen,ø,n,en,hen,chen,schen,C,KC,CKC,DCKC,CDCKC,ø,ver,ver,v,ve,ver,verr,ø,C,CK,CKC,CKCC,CKCCD,noacc,11,14,10,3,7,3,-1,light,light,schwa,c,o,c,CKC,CD,CKC,C,C,C,C,,C,K,D,K,3,3,5,1,0,1,1,1,1,1,2,1,CVC,CVV,CVC,2,0,2,V,V,F,1,verrauschen,paenultima
nen,ø,n,en,nen,hnen,ø,C,KC,CKC,CCKC,KCCKC,ø,ver,ver,v,ve,ver,verr,ø,C,CK,CKC,CKCC,CKCCK,noacc,11,11,12,3,3,4,0,light,light,schwa,c,c,c,CKC,CKC,CKC,C,C,C,C,C,C,K,K,K,3,4,3,1,1,1,1,1,1,1,1,1,CVC,CVC,CVC,2,2,2,V,V,F,1,verrechnen,paenultima
nung,ø,g,ng,ung,nung,hnung,C,KC,CKC,CCKC,KCCKC,ø,Ver,ø,V,Ve,Ver,ø,ø,C,CK,CKC,CKCC,CKCCK,noacc,11,11,14,3,3,4,1,light,light,light,c,c,c,CKC,CKC,CKC,C,C,C,C,C,C,K,K,K,3,4,4,1,1,1,1,1,1,1,1,1,CVC,CVC,CVC,2,2,2,N,V,T,1,Verrechnung,paenultima
cken,ø,n,en,ken,cken,ecken,C,KC,CKC,KCKC,CKCKC,ø,ver,ver,v,ve,ver,verr,ø,C,CK,CKC,CKCC,CKCCK,noacc,11,10,10,3,5,3,-1,light,light,schwa,c,c,c,CKC,CK,CKC,C,C,C,C,,C,K,K,K,3,2,4,1,1,1,1,1,1,1,1,1,CVC,CVC,CVC,2,2,2,V,V,F,1,verrecken,paenultima
nen,ø,n,en,nen,ø,ø,C,KC,CKC,CCKC,LCCKC,ø,ver,ver,v,ve,ver,verr,ø,C,CK,CKC,CKCC,CKCCL,noacc,11,10,13,3,5,3,1,light,light,schwa,c,o,c,CKC,CL,CCKC,C,C,CC,C,,C,K,L,K,3,3,3,1,0,1,1,1,2,1,2,1,CVC,CVV,CCVC,2,0,3,V,V,F,1,verregnen,paenultima
ben,ø,n,en,ben,iben,eiben,C,KC,CKC,DCKC,CDCKC,ø,ver,ver,v,ve,ver,verr,ø,C,CK,CKC,CKCC,CKCCD,noacc,11,14,10,3,7,3,-1,light,light,schwa,c,o,c,CKC,CD,CKC,C,C,C,C,,C,K,D,K,3,3,3,1,0,1,1,1,1,1,2,1,CVC,CVV,CVC,2,0,2,V,V,F,1,verreiben,paenultima
sen,ø,n,en,sen,isen,eisen,C,KC,CKC,DCKC,CDCKC,ø,ver,ver,v,ve,ver,verr,ø,C,CK,CKC,CKCC,CKCCD,noacc,11,14,10,3,7,3,-1,light,light,schwa,c,o,c,CKC,CD,CKC,C,C,C,C,,C,K,D,K,3,3,3,1,0,1,1,1,1,1,2,1,CVC,CVV,CVC,2,0,2,V,V,F,1,verreisen,paenultima
$en,ø,n,en,sen,ssen,issen,C,KC,CKC,DCKC,CDCKC,ø,ver,ver,v,ve,ver,verr,ø,C,CK,CKC,CKCC,CKCCD,noacc,11,14,10,3,7,3,-1,light,light,schwa,c,o,c,CKC,CD,CKC,C,C,C,C,,C,K,D,K,3,3,3,1,0,1,1,1,1,1,2,1,CVC,CVV,CVC,2,0,2,V,V,F,1,verreissen,paenultima
ten,ø,n,en,ten,iten,eiten,C,KC,CKC,DCKC,CDCKC,ø,ver,ver,v,ve,ver,verr,ø,C,CK,CKC,CKCC,CKCCD,noacc,11,14,10,3,7,3,-1,light,light,schwa,c,o,c,CKC,CD,CKC,C,C,C,C,,C,K,D,K,3,3,3,1,0,1,1,1,1,1,2,1,CVC,CVV,CVC,2,0,2,V,V,F,1,verreiten,paenultima
ken,ø,n,en,ken,nken,enken,C,KC,CKC,CCKC,KCCKC,ø,ver,ver,v,ve,ver,verr,ø,C,CK,CKC,CKCC,CKCCK,noacc,11,13,10,3,4,3,-1,light,light,schwa,c,c,c,CKC,CKC,CKC,C,C,C,C,C,C,K,K,K,3,3,3,1,1,1,1,1,1,1,1,1,CVC,CVC,CVC,2,2,2,V,V,F,1,verrenken,paenultima
ø,ø,g,ng,ung,kung,ø,C,KC,CKC,CCKC,KCCKC,ø,Ver,ø,V,Ve,Ver,ø,ø,C,CK,CKC,CKCC,CKCCK,noacc,11,13,12,3,4,4,0,light,light,light,c,c,c,CKC,CKC,CKC,C,C,C,C,C,C,K,K,K,3,3,4,1,1,1,1,1,1,1,1,1,CVC,CVC,CVC,2,2,2,N,V,T,1,Verrenkung,paenultima
nen,ø,n,en,nen,nnen,ennen,C,KC,CKC,KCKC,CKCKC,ø,ver,ver,v,ve,ver,verr,ø,C,CK,CKC,CKCC,CKCCK,noacc,11,10,12,3,5,4,0,light,light,schwa,c,c,c,CKC,CK,CKC,C,C,C,C,,C,K,K,K,3,3,3,1,1,1,1,1,1,1,1,1,CVC,CVC,CVC,2,2,2,V,V,F,1,verrennen,paenultima
ten,ø,n,en,ten,ø,ø,C,KC,CKC,CCKC,KCCKC,ø,ver,ver,v,ve,ver,verr,ø,C,CK,CKC,CKCC,CKCCK,noacc,11,13,10,3,4,3,-1,light,light,schwa,c,c,c,CKC,CKC,CKC,C,C,C,C,C,C,K,K,K,3,3,3,1,1,1,1,1,1,1,1,1,CVC,CVC,CVC,2,2,2,V,N,F,1,verrenten,paenultima
ten,ø,n,en,ten,hten,chten,C,KC,CKC,CCKC,KCCKC,ø,ver,ver,v,ve,ver,verr,ø,C,CK,CKC,CKCC,CKCCK,noacc,11,13,10,3,4,3,-1,light,light,schwa,c,c,c,CKC,CKC,CKC,C,C,C,C,C,C,K,K,K,3,4,3,1,1,1,1,1,1,1,1,1,CVC,CVC,CVC,2,2,2,V,V,F,1,verrichten,paenultima
tung,ø,g,ng,ung,tung,htung,C,KC,CKC,CCKC,KCCKC,ø,Ver,ø,V,Ve,Ver,ø,ø,C,CK,CKC,CKCC,CKCCK,noacc,11,13,12,3,4,4,0,light,light,light,c,c,c,CKC,CKC,CKC,C,C,C,C,C,C,K,K,K,3,4,4,1,1,1,1,1,1,1,1,1,CVC,CVC,CVC,2,2,2,N,V,T,1,Verrichtung,paenultima
ø,ø,n,ln,eln,geln,egeln,C,CC,KCC,CKCC,LCKCC,ø,ver,ver,v,ve,ver,verr,ø,C,CK,CKC,CKCC,CKCCL,noacc,11,12,14,3,6,3,1,light,light,schwa,c,o,c,CKC,CL,CKCC,C,C,C,C,,CC,K,L,K,3,3,4,1,0,2,1,1,1,1,2,1,CVC,CVV,CVCC,2,0,3,V,N,F,1,verriegeln,paenultima
ø,ø,n,rn,ern,ø,ø,C,CC,KCC,CKCC,KCKCC,ø,ver,ver,v,ve,ver,verr,ø,C,CK,CKC,CKCC,CKCCK,noacc,11,12,16,3,6,4,2,light,light,schwa,c,c,c,CKC,CK,CKCC,C,C,C,C,,CC,K,K,K,3,3,4,1,1,2,1,1,1,1,1,1,CVC,CVC,CVCC,2,2,3,V,A,F,1,verringern,paenultima
nen,ø,n,en,nen,nnen,ø,C,KC,CKC,KCKC,CKCKC,ø,ver,ver,v,ve,ver,verr,ø,C,CK,CKC,CKCC,CKCCK,noacc,11,12,12,3,6,4,0,light,light,schwa,c,c,c,CKC,CK,CKC,C,C,C,C,,C,K,K,K,3,3,3,1,1,1,1,1,1,1,1,1,CVC,CVC,CVC,2,2,2,V,V,F,1,verrinnen,paenultima
