syl_suffix,signi_suffix,suffix1,suffix2,suffix3,suffix4,suffix5,suffix_phoncat1,suffix_phoncat2,suffix_phoncat3,suffix_phoncat4,suffix_phoncat5,suff_class,syl_praefix,signi_praefix,praefix1,praefix2,praefix3,praefix4,praefix5,praefix_phoncat1,praefix_phoncat2,praefix_phoncat3,praefix_phoncat4,praefix_phoncat5,prae_class,sonority0,sonority1,sonority_ratio0,sonority_ratio1,sonority_dir,syl_weight0,syl_weight1,syl_open0,syl_open1,syl_phoncat0,syl_phoncat1,onset_phoncat0,onset_phoncat1,koda_phoncat0,koda_phoncat1,nucleus_phoncat0,nucleus_phoncat1,syl_len0,syl_len1,koda_len0,koda_len1,onset_len0,onset_len1,nucleus_len0,nucleus_len1,syl_cv0,syl_cv1,cv_ratio0,cv_ratio1,pos,comp_struct,nomen,comp_len,Word,stress_class
glatt,ø,t,tt,att,latt,glatt,C,KC,CKC,CCKC,CCCKC,ø,aal,ø,a,aa,aal,aalg,aalgl,L,LC,LCC,LCCC,LCCCK,ø,14,12,7,3,-1,light,light,c,c,LC,CCKC,,CC,C,C,L,K,3,5,1,1,0,2,2,1,VVC,CCVC,0,3,A,NA,F,2,aalglatt,paenultima
wahl,ø,l,hl,ahl,wahl,twahl,C,LC,CLC,CCLC,CCCLC,ø,Abt,ø,A,Ab,Abt,Abtw,Abtwa,K,KC,KCC,KCCC,KCCCL,ø,8,15,2,5,4,heavy,light,c,c,KCC,CLC,,C,CC,C,K,L,3,4,2,1,0,1,1,2,VCC,CVVC,2,1,N,NN,T,2,Abtwahl,paenultima
druck,ø,k,ck,uck,ruck,druck,C,KC,CKC,CCKC,CCCKC,ø,Achs,ø,A,Ac,Ach,Achs,Achsd,K,KC,KCC,KCCC,KCCCC,ø,8,14,2,3,3,heavy,light,c,c,KCC,CCKC,,CC,CC,C,K,K,4,5,2,1,0,2,1,1,VCC,CCVC,2,3,N,NN,T,2,Achsdruck,paenultima
recht,ø,t,ht,cht,echt,recht,C,CC,KCC,CKCC,CCKCC,ø,achs,ø,a,ac,ach,achs,achsr,K,KC,KCC,KCCC,KCCCK,ø,8,12,2,3,2,heavy,heavy,c,c,KCC,CKCC,,C,CC,CC,K,K,4,5,2,2,0,1,1,1,VCC,CVCC,2,3,A,NA,F,2,achsrecht,paenultima
eck,ø,k,ck,eck,teck,hteck,C,KC,CKC,CCKC,KCCKC,ø,Acht,ø,A,Ac,Ach,Acht,Achte,K,KC,KCC,KCCK,KCCKC,ø,8,7,2,3,0,heavy,light,c,c,KCC,KC,,,CC,C,K,K,4,3,2,1,0,0,1,1,VCC,VC,2,1,N,ø,T,2,Achteck,paenultima
kampf,ø,f,pf,mpf,ampf,kampf,A,CA,KCA,CKCA,CCKCA,ø,Acht,ø,A,Ac,Ach,Acht,Achtk,K,KC,KCC,KCCC,KCCCK,ø,8,11,2,2,2,heavy,heavy,c,c,KCC,CKCA,,C,CC,CA,K,K,4,5,2,2,0,1,1,1,VCC,CVCC,2,3,N,ø,T,2,Achtkampf,paenultima
mal,ø,l,al,mal,tmal,htmal,C,LC,CLC,CCLC,CCCLC,ø,acht,ø,a,ac,ach,acht,achtm,K,KC,KCC,KCCC,KCCCL,ø,8,17,2,5,5,heavy,light,c,c,KCC,CLC,,C,CC,C,K,L,4,3,2,1,0,1,1,2,VCC,CVVC,2,1,ADV,ø,F,2,achtmal,paenultima
zehn,ø,n,hn,ehn,zehn,tzehn,C,LC,ALC,CALC,CCALC,ø,acht,ø,a,ac,ach,acht,achtz,K,KC,KCC,KCCA,KCCAL,ø,8,10,2,3,1,heavy,light,c,c,KCC,ALC,,A,CC,C,K,L,4,4,2,1,0,1,1,2,VCC,CVVC,2,1,X,ø,F,2,achtzehn,paenultima
frau,ø,u,au,rau,frau,nfrau,D,CD,CCD,CCCD,LCCCD,ø,Ahn,ø,A,Ah,Ahn,Ahnf,Ahnfr,L,LC,LCC,LCCC,LCCCD,ø,13,15,6,5,1,light,light,c,o,LC,CCD,,CC,C,,L,D,3,4,1,0,0,2,2,2,VVC,CCVV,0,1,N,NN,T,2,Ahnfrau,paenultima
herr,ø,r,rr,err,herr,nherr,C,KC,CKC,CCKC,LCCKC,ø,Ahn,ø,A,Ah,Ahn,Ahnh,Ahnhe,L,LC,LCC,LCCK,LCCKC,ø,13,11,6,3,-1,light,light,c,c,LC,CKC,,C,C,C,L,K,3,4,1,1,0,1,2,1,VVC,CVC,0,2,N,NN,T,2,Ahnherr,paenultima
da,ø,a,da,lda,llda,allda,L,CL,CCL,KCCL,ø,ø,all,ø,a,al,all,alld,allda,K,KC,KCC,KCCL,ø,ø,10,11,5,5,1,light,light,c,o,KC,CL,,C,C,,K,L,3,2,1,0,0,1,1,2,VC,CVV,1,0,ADV,ø,F,2,allda,ultima
macht,ø,t,ht,cht,acht,macht,C,CC,KCC,CKCC,CCKCC,ø,All,ø,A,Al,All,Allm,Allma,K,KC,KCC,KCCK,KCCKC,ø,10,11,5,2,1,light,heavy,c,c,KC,CKCC,,C,C,CC,K,K,3,5,1,2,0,1,1,1,VC,CVCC,1,3,N,ø,T,2,Allmacht,paenultima
seits,ø,s,ts,its,eits,seits,A,DA,CDA,CCDA,KCCDA,ø,all,ø,a,al,all,alls,allse,K,KC,KCC,KCCD,KCCDA,ø,10,12,5,4,1,light,light,c,c,KC,CDA,,C,C,A,K,D,3,5,1,1,0,1,1,2,VC,CVVC,1,1,ADV,ø,F,2,allseits,paenultima
strom,ø,m,om,rom,trom,strom,C,LC,CLC,CCLC,CCCLC,ø,All,ø,A,Al,All,Alls,Allst,K,KC,KCC,KCCC,KCCCC,ø,10,15,5,3,3,light,light,c,c,KC,CCCLC,,CCC,C,C,K,L,3,5,1,1,0,3,1,2,VC,CCCVVC,1,2,N,ø,T,2,Allstrom,paenultima
tag,ø,g,ag,tag,ltag,lltag,C,LC,CLC,CCLC,KCCLC,ø,All,ø,A,Al,All,Allt,Allta,K,KC,KCC,KCCL,KCCLC,ø,10,12,5,4,1,light,light,c,c,KC,CLC,,C,C,C,K,L,3,3,1,1,0,1,1,2,VC,CVVC,1,1,N,ø,T,2,Alltag,paenultima
tags,ø,s,gs,ags,tags,ltags,C,CC,LCC,CLCC,CCLCC,ø,all,ø,a,al,all,allt,allta,K,KC,KCC,KCCL,KCCLC,ø,10,13,5,3,2,light,heavy,c,c,KC,CLCC,,C,C,CC,K,L,3,4,1,2,0,1,1,2,VC,CVVCC,1,1,ADV,ø,F,2,alltags,paenultima
weil,ø,l,il,eil,weil,lweil,C,DC,CDC,CCDC,KCCDC,ø,all,ø,a,al,all,allw,allwe,K,KC,KCC,KCCD,KCCDC,ø,10,15,5,5,3,light,light,c,c,KC,CDC,,C,C,C,K,D,3,4,1,1,0,1,1,2,VC,CVVC,1,1,ADV,ø,F,2,allweil,paenultima
zeit,ø,t,it,eit,zeit,lzeit,C,DC,ADC,CADC,KCADC,ø,all,ø,a,al,all,allz,allze,K,KC,KCA,KCAD,KCADC,ø,10,12,5,4,1,light,light,c,c,KC,ADC,,A,C,C,K,D,3,4,1,1,0,1,1,2,VC,CVVC,1,1,ADV,ø,F,2,allzeit,multa
zu,ø,u,zu,lzu,llzu,allzu,L,AL,CAL,KCAL,ø,ø,all,ø,a,al,all,allz,allzu,K,KC,KCA,KCAL,ø,ø,10,9,5,4,0,light,light,c,o,KC,AL,,A,C,,K,L,3,2,1,0,0,1,1,2,VC,CVV,1,0,ADV,ø,F,2,allzu,paenultima
rausch,ø,h,ch,sch,usch,ausch,C,DC,CDC,CCDC,CCCDC,ø,Alm,ø,A,Al,Alm,Almr,Almra,K,KC,KCC,KCCC,KCCCD,ø,13,15,4,5,1,heavy,light,c,c,KCC,CDC,,C,CC,C,K,D,3,6,2,1,0,1,1,2,VCC,CVVC,2,1,N,NN,T,2,Almrausch,paenultima
druck,ø,k,ck,uck,ruck,druck,C,KC,CKC,CCKC,CCCKC,ø,Alp,ø,A,Al,Alp,Alpd,Alpdr,K,KC,KCC,KCCC,KCCCC,ø,11,14,3,3,2,heavy,light,c,c,KCC,CCKC,,CC,CC,C,K,K,3,5,2,1,0,2,1,1,VCC,CCVC,2,3,N,NN,T,2,Alpdruck,paenultima
horn,ø,n,rn,orn,horn,phorn,C,CC,KCC,CKCC,CCKCC,ø,Alp,ø,A,Al,Alp,Alph,Alpho,K,KC,KCC,KCCC,KCCCK,ø,11,14,3,3,2,heavy,heavy,c,c,KCC,CKCC,,C,CC,CC,K,K,3,4,2,2,0,1,1,1,VCC,CVCC,2,3,N,NN,T,2,Alphorn,paenultima
traum,ø,m,um,aum,raum,traum,C,DC,CDC,CCDC,CCCDC,ø,Alp,ø,A,Al,Alp,Alpt,Alptr,K,KC,KCC,KCCC,KCCCC,ø,11,18,3,4,4,heavy,light,c,c,KCC,CCDC,,CC,CC,C,K,D,3,5,2,1,0,2,1,2,VCC,CCVVC,2,1,N,NN,T,2,Alptraum,paenultima
bau,ø,u,au,bau,tbau,ltbau,D,CD,LCD,ø,ø,ø,Alt,ø,A,Al,Alt,Altb,Altba,L,LC,LCD,ø,ø,ø,6,11,6,5,3,heavy,light,c,o,L,CD,,C,,,L,D,3,3,2,0,0,1,1,2,VCC,CVV,2,0,N,AN,T,2,Altbau,paenultima
deutsch,ø,h,ch,sch,tsch,utsch,A,DA,CDA,LCDA,ø,ø,alt,ø,a,al,alt,altd,altde,L,LC,LCD,LCDA,ø,ø,6,12,6,4,3,heavy,light,c,c,L,CDA,,C,,A,L,D,3,7,2,1,0,1,1,2,VCC,CVVC,2,1,A,AA,F,2,altdeutsch,paenultima
klug,ø,g,ug,lug,klug,tklug,C,LC,CLC,CCLC,LCCLC,ø,alt,ø,a,al,alt,altk,altkl,L,LC,LCC,LCCL,LCCLC,ø,6,14,6,3,4,heavy,light,c,c,L,CCLC,,CC,,C,L,L,3,4,2,1,0,2,1,2,VCC,CCVVC,2,1,A,AA,F,2,altklug,paenultima
sitz,ø,z,tz,itz,sitz,tsitz,A,KA,CKA,LCKA,ø,ø,Alt,ø,A,Al,Alt,Alts,Altsi,L,LC,LCK,LCKA,ø,ø,6,10,6,3,2,heavy,light,c,c,L,CKA,,C,,A,L,K,3,4,2,1,0,1,1,1,VCC,CVC,2,2,N,AN,T,2,Altsitz,ultima
stadt,ø,t,dt,adt,tadt,stadt,C,KC,CKC,CCKC,LCCKC,ø,Alt,ø,A,Al,Alt,Alts,Altst,L,LC,LCC,LCCK,LCCKC,ø,6,9,6,2,2,heavy,light,c,c,L,CCKC,,CC,,C,L,K,3,5,2,1,0,2,1,1,VCC,CCVC,2,3,N,AN,T,2,Altstadt,paenultima
tier,ø,r,er,ier,tier,ttier,C,LC,CLC,LCLC,ø,ø,Alt,ø,A,Al,Alt,Altt,Altti,L,LC,LCL,LCLC,ø,ø,6,13,6,4,4,heavy,light,c,c,L,CLC,,C,,C,L,L,3,4,2,1,0,1,1,2,VCC,CVVC,2,1,N,AN,T,2,Alttier,paenultima
weg,ø,g,eg,weg,sweg,tsweg,C,LC,CLC,ACLC,CACLC,ø,Amts,ø,A,Am,Amt,Amts,Amtsw,K,KC,KCA,KCAC,KCACL,ø,10,8,3,2,-1,heavy,light,c,c,KCA,CLC,,C,CA,C,K,L,4,3,2,1,0,1,1,2,VCC,CVVC,2,1,N,NN,T,2,Amtsweg,paenultima
zeit,ø,t,it,eit,zeit,szeit,C,DC,ADC,AADC,CAADC,ø,Amts,ø,A,Am,Amt,Amts,Amtsz,K,KC,KCA,KCAA,KCAAD,ø,10,12,3,4,1,heavy,light,c,c,KCA,ADC,,A,CA,C,K,D,4,4,2,1,0,1,1,2,VCC,CVVC,2,1,N,NN,T,2,Amtszeit,paenultima
bei,ø,i,ei,bei,nbei,anbei,D,CD,CCD,KCCD,ø,ø,an,an,a,an,anb,anbe,anbei,K,KC,KCC,KCCD,ø,acc,9,11,4,5,1,light,light,c,o,KC,CD,,C,C,,K,D,2,3,1,0,0,1,1,2,VC,CVV,1,0,ADV,ø,F,2,anbei,ultima
dacht,ø,t,ht,cht,acht,dacht,C,CC,KCC,CKCC,CCKCC,ø,An,ø,A,An,And,Anda,Andac,K,KC,KCC,KCCK,KCCKC,acc,9,9,4,2,0,light,heavy,c,c,KC,CKCC,,C,C,CC,K,K,2,5,1,2,0,1,1,1,VC,CVCC,1,3,N,PV,T,2,Andacht,paenultima
druck,ø,k,ck,uck,ruck,druck,C,KC,CKC,CCKC,CCCKC,ø,An,ø,A,An,And,Andr,Andru,K,KC,KCC,KCCC,KCCCK,acc,9,14,4,3,3,light,light,c,c,KC,CCKC,,CC,C,C,K,K,2,5,1,1,0,2,1,1,VC,CCVC,1,3,N,PN,T,2,Andruck,ultima
ruf,ø,f,uf,ruf,truf,struf,C,LC,CLC,CCLC,CCCLC,ø,Angst,ø,A,An,Ang,Angs,Angst,K,KC,KCC,KCCC,KCCCC,ø,11,13,2,4,1,heavy,light,c,c,KCCC,CLC,,C,CCC,C,K,L,5,3,3,1,0,1,1,2,VCCC,CVVC,3,1,N,NN,T,2,Angstruf,paenultima
schwei$,ø,s,ss,iss,eiss,weiss,C,DC,CDC,CCDC,CCCDC,ø,Angst,ø,A,An,Ang,Angs,Angst,K,KC,KCC,KCCC,KCCCC,ø,11,13,2,3,1,heavy,light,c,c,KCCC,CCDC,,CC,CCC,C,K,D,5,7,3,1,0,2,1,2,VCCC,CCVVC,3,1,N,NN,T,2,Angstschweiss,paenultima
hand,ø,d,nd,and,hand,nhand,C,CC,KCC,CKCC,CCKCC,ø,an,an,a,an,anh,anha,anhan,K,KC,KCC,KCCK,KCCKC,acc,9,11,4,2,1,light,heavy,c,c,KC,CKCC,,C,C,CC,K,K,2,4,1,2,0,1,1,1,VC,CVCC,1,3,X,PN,F,2,anhand,ultima
hieb,ø,b,eb,ieb,hieb,nhieb,C,LC,CLC,CCLC,KCCLC,ø,An,ø,A,An,Anh,Anhi,Anhie,K,KC,KCC,KCCL,KCCLC,acc,9,10,4,3,1,light,light,c,c,KC,CLC,,C,C,C,K,L,2,4,1,1,0,1,1,2,VC,CVVC,1,1,N,PN,T,2,Anhieb,paenultima
hin,ø,n,in,hin,nhin,anhin,C,KC,CKC,CCKC,KCCKC,ø,an,an,a,an,anh,anhi,anhin,K,KC,KCC,KCCK,KCCKC,acc,9,12,4,4,2,light,light,c,c,KC,CKC,,C,C,C,K,K,2,3,1,1,0,1,1,1,VC,CVC,1,2,ADV,ø,F,2,anhin,paenultima
tun,ø,n,un,tun,ntun,antun,C,LC,CLC,CCLC,KCCLC,ø,an,an,a,an,ant,antu,antun,K,KC,KCC,KCCL,KCCLC,acc,9,12,4,4,2,light,light,c,c,KC,CLC,,C,C,C,K,L,2,3,1,1,0,1,1,2,VC,CVVC,1,1,V,PV,F,2,antun,paenultima
list,ø,t,st,ist,list,glist,C,CC,KCC,CKCC,CCKCC,ø,Arg,ø,A,Ar,Arg,Argl,Argli,K,KC,KCC,KCCC,KCCCK,ø,11,14,3,3,2,heavy,heavy,c,c,KCC,CKCC,,C,CC,CC,K,K,3,4,2,2,0,1,1,1,VCC,CVCC,2,3,N,AN,T,2,Arglist,paenultima
los,los,s,os,los,glos,rglos,C,LC,CLC,CCLC,CCCLC,ø,arg,ø,a,ar,arg,argl,arglo,K,KC,KCC,KCCC,KCCCL,ø,11,11,3,3,0,heavy,light,c,c,KCC,CLC,,C,CC,C,K,L,3,3,2,1,0,1,1,2,VCC,CVVC,2,1,A,ø,F,2,arglos,paenultima
band,ø,d,nd,and,band,mband,C,CC,KCC,CKCC,CCKCC,ø,Arm,ø,A,Ar,Arm,Armb,Armba,K,KC,KCC,KCCC,KCCCK,ø,13,11,4,2,-1,heavy,heavy,c,c,KCC,CKCC,,C,CC,CC,K,K,3,4,2,2,0,1,1,1,VCC,CVCC,2,3,N,NN,T,2,Armband,paenultima
blatt,ø,t,tt,att,latt,blatt,C,KC,CKC,CCKC,CCCKC,ø,Arm,ø,A,Ar,Arm,Armb,Armbl,K,KC,KCC,KCCC,KCCCC,ø,13,12,4,3,0,heavy,light,c,c,KCC,CCKC,,CC,CC,C,K,K,3,5,2,1,0,2,1,1,VCC,CCVC,2,3,N,NN,T,2,Armblatt,paenultima
brust,ø,t,st,ust,rust,brust,C,CC,KCC,CKCC,CCKCC,ø,Arm,ø,A,Ar,Arm,Armb,Armbr,K,KC,KCC,KCCC,KCCCC,ø,13,15,4,3,1,heavy,heavy,c,c,KCC,CCKCC,,CC,CC,CC,K,K,3,5,2,2,0,2,1,1,VCC,CCVCC,2,4,N,NN,T,2,Armbrust,paenultima
dick,ø,k,ck,ick,dick,mdick,C,KC,CKC,CCKC,CCCKC,ø,arm,ø,a,ar,arm,armd,armdi,K,KC,KCC,KCCC,KCCCK,ø,13,10,4,3,-1,heavy,light,c,c,KCC,CKC,,C,CC,C,K,K,3,4,2,1,0,1,1,1,VCC,CVC,2,2,A,NA,F,2,armdick,paenultima
lang,ø,g,ng,ang,lang,mlang,C,KC,CKC,CCKC,CCCKC,ø,arm,ø,a,ar,arm,arml,armla,K,KC,KCC,KCCC,KCCCK,ø,13,13,4,4,0,heavy,light,c,c,KCC,CKC,,C,CC,C,K,K,3,4,2,1,0,1,1,1,VCC,CVC,2,2,A,NA,F,2,armlang,paenultima
reif,ø,f,if,eif,reif,mreif,C,DC,CDC,CCDC,CCCDC,ø,Arm,ø,A,Ar,Arm,Armr,Armre,K,KC,KCC,KCCC,KCCCD,ø,13,15,4,5,1,heavy,light,c,c,KCC,CDC,,C,CC,C,K,D,3,4,2,1,0,1,1,2,VCC,CVVC,2,1,N,NN,T,2,Armreif,paenultima
voll,ø,l,ll,oll,voll,mvoll,C,KC,CKC,CCKC,CCCKC,ø,Arm,ø,A,Ar,Arm,Armv,Armvo,K,KC,KCC,KCCC,KCCCK,ø,13,11,4,3,-1,heavy,light,c,c,KCC,CKC,,C,CC,C,K,K,3,4,2,1,0,1,1,1,VCC,CVC,2,2,N,NA,T,2,Armvoll,paenultima
loch,ø,h,ch,och,loch,hloch,C,KC,CKC,CCKC,CCCKC,ø,Arsch,ø,A,Ar,Ars,Arsc,Arsch,K,KC,KCC,KCCC,KCCCK,ø,11,11,3,3,0,heavy,light,c,c,KCC,CKC,,C,CC,C,K,K,5,4,2,1,0,1,1,1,VCC,CVC,2,2,N,NN,T,2,Arschloch,paenultima
bleich,ø,h,ch,ich,eich,leich,C,DC,CDC,CCDC,CCCDC,ø,asch,ø,a,as,asc,asch,aschb,K,KC,KCC,KCCC,KCCCD,ø,7,16,3,4,5,light,light,c,c,KC,CCDC,,CC,C,C,K,D,4,6,1,1,0,2,1,2,VC,CCVVC,1,1,A,NA,F,2,aschbleich,paenultima
blond,ø,d,nd,ond,lond,blond,C,CC,KCC,CKCC,CCKCC,ø,asch,ø,a,as,asc,asch,aschb,K,KC,KCC,KCCC,KCCCK,ø,7,15,3,3,4,light,heavy,c,c,KC,CCKCC,,CC,C,CC,K,K,4,5,1,2,0,2,1,1,VC,CCVCC,1,4,A,NA,F,2,aschblond,paenultima
fahl,ø,l,hl,ahl,fahl,hfahl,C,LC,CLC,CCLC,KCCLC,ø,asch,ø,a,as,asc,asch,aschf,K,KC,KCC,KCCL,KCCLC,ø,7,15,3,5,4,light,light,c,c,KC,CLC,,C,C,C,K,L,4,4,1,1,0,1,1,2,VC,CVVC,1,1,A,NA,F,2,aschfahl,paenultima
grau,ø,u,au,rau,grau,hgrau,D,CD,CCD,CCCD,KCCCD,ø,asch,ø,a,as,asc,asch,aschg,K,KC,KCC,KCCC,KCCCD,ø,7,15,3,5,4,light,light,c,o,KC,CCD,,CC,C,,K,D,4,4,1,0,0,2,1,2,VC,CCVV,1,1,A,NA,F,2,aschgrau,paenultima
rein,ø,n,in,ein,rein,trein,C,DC,CDC,CCDC,CCCDC,ø,ast,ø,a,as,ast,astr,astre,K,KC,KCC,KCCC,KCCCD,ø,8,17,2,5,5,heavy,light,c,c,KCC,CDC,,C,CC,C,K,D,3,4,2,1,0,1,1,2,VCC,CVVC,2,1,A,NA,F,2,astrein,paenultima
werk,ø,k,rk,erk,werk,twerk,C,CC,KCC,CKCC,CCKCC,ø,Ast,ø,A,As,Ast,Astw,Astwe,K,KC,KCC,KCCC,KCCCK,ø,8,12,2,3,2,heavy,heavy,c,c,KCC,CKCC,,C,CC,CC,K,K,3,4,2,2,0,1,1,1,VCC,CVCC,2,3,N,NN,T,2,Astwerk,paenultima
flu$,ø,s,ss,uss,luss,fluss,C,KC,CKC,CCKC,CCCKC,ø,Aus,ø,A,Au,Aus,Ausf,Ausfl,D,DC,DCC,DCCC,DCCCK,acc,11,14,5,3,2,light,light,c,c,DC,CCKC,,CC,C,C,D,K,3,4,1,1,0,2,2,1,VVC,CCVC,0,3,N,PN,T,2,Ausfluss,paenultima
helm,ø,m,lm,elm,helm,thelm,C,CC,KCC,CKCC,CCKCC,ø,Axt,ø,A,Ax,Axt,Axth,Axthe,K,KC,KCC,KCCC,KCCCC,ø,9,14,2,3,3,heavy,heavy,c,c,KCCC,CKCC,,C,CCC,CC,K,K,3,4,3,2,0,1,1,1,VCCC,CVCC,3,3,N,NN,T,2,Axthelm,paenultima
hieb,ø,b,eb,ieb,hieb,thieb,C,LC,CLC,CCLC,CCCLC,ø,Axt,ø,A,Ax,Axt,Axth,Axthi,K,KC,KCC,KCCC,KCCCC,ø,9,10,2,3,1,heavy,light,c,c,KCCC,CLC,,C,CCC,C,K,L,3,4,3,1,0,1,1,2,VCCC,CVVC,3,1,N,NN,T,2,Axthieb,paenultima
bord,ø,d,rd,ord,bord,kbord,C,CC,KCC,CKCC,CCKCC,ø,back,ø,b,ba,bac,back,backb,C,CK,CKC,CKCC,CKCCK,ø,8,12,2,3,2,light,heavy,c,c,CKC,CKCC,C,C,C,CC,K,K,4,4,1,2,1,1,1,1,CVC,CVCC,2,3,ADV,ø,F,2,backbord,paenultima
fisch,ø,h,ch,sch,isch,fisch,C,KC,CKC,CCKC,KCCKC,ø,Back,ø,B,Ba,Bac,Back,Backf,C,CK,CKC,CKCC,CKCCK,ø,8,10,2,3,1,light,light,c,c,CKC,CKC,C,C,C,C,K,K,4,5,1,1,1,1,1,1,CVC,CVC,2,2,N,VN,T,2,Backfisch,paenultima
obst,ø,t,st,bst,obst,kobst,C,CC,CCC,LCCC,CLCCC,ø,Back,ø,B,Ba,Bac,Back,Backo,C,CK,CKC,CKCL,CKCLC,ø,8,9,2,2,1,light,heavy,c,c,CKC,LCCC,C,,C,CCC,K,L,4,4,1,3,1,0,1,2,CVC,VVCCC,2,1,N,VN,T,2,Backobst,paenultima
stein,ø,n,in,ein,tein,stein,C,DC,CDC,CCDC,CCCDC,ø,Back,ø,B,Ba,Bac,Back,Backs,C,CK,CKC,CKCC,CKCCC,ø,8,15,2,3,4,light,light,c,c,CKC,CCDC,C,CC,C,C,K,D,4,5,1,1,1,2,1,2,CVC,CCVVC,2,1,N,VN,T,2,Backstein,paenultima
zahn,ø,n,hn,ahn,zahn,kzahn,C,LC,ALC,CALC,KCALC,ø,Back,ø,B,Ba,Bac,Back,Backz,C,CK,CKC,CKCA,CKCAL,ø,8,14,2,4,3,light,light,c,c,CKC,ALC,C,A,C,C,K,L,4,4,1,1,1,1,1,2,CVC,CVVC,2,1,N,NN,T,2,Backzahn,paenultima
hof,ø,f,of,hof,nhof,hnhof,C,LC,CLC,CCLC,LCCLC,ø,Bahn,ø,B,Ba,Bah,Bahn,Bahnh,C,CL,CLC,CLCC,CLCCL,ø,14,8,4,2,-3,light,light,c,c,CLC,CLC,C,C,C,C,L,L,4,3,1,1,1,1,2,2,CVVC,CVVC,1,1,N,NN,T,2,Bahnhof,paenultima
steig,ø,g,ig,eig,teig,steig,C,DC,CDC,CCDC,CCCDC,ø,Bahn,ø,B,Ba,Bah,Bahn,Bahns,C,CL,CLC,CLCC,CLCCC,ø,14,13,4,3,0,light,light,c,c,CLC,CCDC,C,CC,C,C,L,D,4,5,1,1,1,2,2,2,CVVC,CCVVC,1,1,N,NN,T,2,Bahnsteig,paenultima
tuch,ø,h,ch,uch,tuch,rtuch,C,LC,CLC,CCLC,LCCLC,ø,Bahr,ø,B,Ba,Bah,Bahr,Bahrt,C,CL,CLC,CLCC,CLCCL,ø,15,10,5,3,-2,light,light,c,c,CLC,CLC,C,C,C,C,L,L,4,4,1,1,1,1,2,2,CVVC,CVVC,1,1,N,NN,T,2,Bahrtuch,paenultima
kleid,ø,d,id,eid,leid,kleid,C,DC,CDC,CCDC,CCCDC,ø,Ball,ø,B,Ba,Bal,Ball,Ballk,C,CK,CKC,CKCC,CKCCC,ø,11,16,3,4,3,light,light,c,c,CKC,CCDC,C,CC,C,C,K,D,4,5,1,1,1,2,1,2,CVC,CCVVC,2,1,N,NN,T,2,Ballkleid,paenultima
nacht,ø,t,ht,cht,acht,nacht,C,CC,KCC,CKCC,CCKCC,ø,Ball,ø,B,Ba,Bal,Ball,Balln,C,CK,CKC,CKCC,CKCCK,ø,11,11,3,2,0,light,heavy,c,c,CKC,CKCC,C,C,C,CC,K,K,4,5,1,2,1,1,1,1,CVC,CVCC,2,3,N,NN,T,2,Ballnacht,paenultima
spiel,ø,l,el,iel,piel,spiel,C,LC,CLC,CCLC,CCCLC,ø,Ball,ø,B,Ba,Bal,Ball,Balls,C,CK,CKC,CKCC,CKCCC,ø,11,14,3,3,2,light,light,c,c,CKC,CCLC,C,CC,C,C,K,L,4,5,1,1,1,2,1,2,CVC,CCVVC,2,1,N,NN,T,2,Ballspiel,paenultima
ma$,ø,s,ss,ass,mass,dmass,C,LC,CLC,CCLC,CCCLC,ø,Band,ø,B,Ba,Ban,Band,Bandm,C,CK,CKC,CKCC,CKCCC,ø,11,14,2,4,2,heavy,light,c,c,CKCC,CLC,C,C,CC,C,K,L,4,3,2,1,1,1,1,2,CVCC,CVVC,3,1,N,NN,T,2,Bandmass,paenultima
wurm,ø,m,rm,urm,wurm,dwurm,C,CC,KCC,CKCC,CCKCC,ø,Band,ø,B,Ba,Ban,Band,Bandw,C,CK,CKC,CKCC,CKCCC,ø,11,16,2,4,3,heavy,heavy,c,c,CKCC,CKCC,C,C,CC,CC,K,K,4,4,2,2,1,1,1,1,CVCC,CVCC,3,3,N,NN,T,2,Bandwurm,paenultima
buch,ø,h,ch,uch,buch,kbuch,C,LC,CLC,CCLC,CCCLC,ø,Bank,ø,B,Ba,Ban,Bank,Bankb,C,CK,CKC,CKCC,CKCCC,ø,11,10,2,3,0,heavy,light,c,c,CKCC,CLC,C,C,CC,C,K,L,4,4,2,1,1,1,1,2,CVCC,CVVC,3,1,N,NN,T,2,Bankbuch,paenultima
bruch,ø,h,ch,uch,ruch,bruch,C,KC,CKC,CCKC,CCCKC,ø,Bann,ø,B,Ba,Ban,Bann,Bannb,C,CK,CKC,CKCC,CKCCC,ø,10,14,3,3,2,light,light,c,c,CKC,CCKC,C,CC,C,C,K,K,4,5,1,1,1,2,1,1,CVC,CCVC,2,3,N,NN,T,2,Bannbruch,paenultima
fluch,ø,h,ch,uch,luch,fluch,C,LC,CLC,CCLC,CCCLC,ø,Bann,ø,B,Ba,Ban,Bann,Bannf,C,CK,CKC,CKCC,CKCCC,ø,10,14,3,3,2,light,light,c,c,CKC,CCLC,C,CC,C,C,K,L,4,5,1,1,1,2,1,2,CVC,CCVVC,2,1,N,NN,T,2,Bannfluch,paenultima
kreis,ø,s,is,eis,reis,kreis,C,DC,CDC,CCDC,CCCDC,ø,Bann,ø,B,Ba,Ban,Bann,Bannk,C,CK,CKC,CKCC,CKCCC,ø,10,16,3,4,3,light,light,c,c,CKC,CCDC,C,CC,C,C,K,D,4,5,1,1,1,2,1,2,CVC,CCVVC,2,1,N,NN,T,2,Bannkreis,paenultima
