syl_suffix,signi_suffix,suffix1,suffix2,suffix3,suffix4,suffix5,suffix_phoncat1,suffix_phoncat2,suffix_phoncat3,suffix_phoncat4,suffix_phoncat5,suff_class,syl_praefix,signi_praefix,praefix1,praefix2,praefix3,praefix4,praefix5,praefix_phoncat1,praefix_phoncat2,praefix_phoncat3,praefix_phoncat4,praefix_phoncat5,prae_class,sonority0,sonority1,sonority2,sonority3,sonority4,sonority5,sonority6,sonority7,sonority_ratio0,sonority_ratio1,sonority_ratio2,sonority_ratio3,sonority_ratio4,sonority_ratio5,sonority_ratio6,sonority_ratio7,sonority_dir,syl_weight0,syl_weight1,syl_weight2,syl_weight3,syl_weight4,syl_weight5,syl_weight6,syl_weight7,syl_open0,syl_open1,syl_open2,syl_open3,syl_open4,syl_open5,syl_open6,syl_open7,syl_phoncat0,syl_phoncat1,syl_phoncat2,syl_phoncat3,syl_phoncat4,syl_phoncat5,syl_phoncat6,syl_phoncat7,onset_phoncat0,onset_phoncat1,onset_phoncat2,onset_phoncat3,onset_phoncat4,onset_phoncat5,onset_phoncat6,onset_phoncat7,koda_phoncat0,koda_phoncat1,koda_phoncat2,koda_phoncat3,koda_phoncat4,koda_phoncat5,koda_phoncat6,koda_phoncat7,nucleus_phoncat0,nucleus_phoncat1,nucleus_phoncat2,nucleus_phoncat3,nucleus_phoncat4,nucleus_phoncat5,nucleus_phoncat6,nucleus_phoncat7,syl_len0,syl_len1,syl_len2,syl_len3,syl_len4,syl_len5,syl_len6,syl_len7,koda_len0,koda_len1,koda_len2,koda_len3,koda_len4,koda_len5,koda_len6,koda_len7,onset_len0,onset_len1,onset_len2,onset_len3,onset_len4,onset_len5,onset_len6,onset_len7,nucleus_len0,nucleus_len1,nucleus_len2,nucleus_len3,nucleus_len4,nucleus_len5,nucleus_len6,nucleus_len7,syl_cv0,syl_cv1,syl_cv2,syl_cv3,syl_cv4,syl_cv5,syl_cv6,syl_cv7,cv_ratio0,cv_ratio1,cv_ratio2,cv_ratio3,cv_ratio4,cv_ratio5,cv_ratio6,cv_ratio7,pos,comp_struct,nomen,comp_len,Word,stress_class
list,ø,t,st,ist,list,alist,C,CC,KCC,CKCC,KCKCC,acc,Na,ø,N,Na,Nat,Nati,Natio,C,CK,CKA,CKAL,CKALL,ø,9,9,6,17,7,9,6,14,4,4,6,5,3,4,6,3,0,light,light,light,light,light,light,light,heavy,c,o,o,c,o,o,c,c,CK,AL,L,CLC,CL,AL,K,CKCC,C,A,,C,C,A,,C,,,,C,,,,CC,K,L,L,L,L,L,K,K,2,2,1,3,2,2,1,4,1,0,0,1,0,0,1,2,1,1,0,1,1,1,0,1,1,2,2,2,2,2,1,1,CVC,CVV,VV,CVVC,CVV,CVV,VC,CVCC,2,0,0,1,0,0,1,3,N,R,T,1,Nationalsozialist,undef
nett,ø,t,tt,ett,nett,inett,C,KC,CKC,LCKC,CLCKC,ø,Na,ø,N,Na,Nat,Natu,Natur,C,CK,CKC,CKCL,CKCLC,ø,9,9,14,12,9,7,9,10,4,4,7,6,4,3,4,3,-1,light,light,light,light,schwa,light,light,light,c,o,o,o,c,c,o,c,CK,CL,CL,CL,KC,CK,CL,CKC,C,C,C,C,,C,C,C,,,,,C,,,C,K,L,L,L,K,K,L,K,2,2,2,2,2,2,2,4,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,2,2,2,1,1,2,1,CVC,CVV,CVV,CVV,VC,CVC,CVV,CVC,2,0,0,0,1,2,0,2,N,NN,T,2,Naturalienkabinett,undef
gen,ø,n,en,gen,egen,oegen,C,KC,CKC,LCKC,CLCKC,ø,O,ø,O,Or,Ori,Orie,Orien,L,LC,LCL,LCLK,LCLKC,ø,6,12,9,9,16,11,9,10,6,6,4,4,4,3,4,3,0,light,light,light,light,heavy,light,light,schwa,o,o,c,o,c,c,o,c,L,CL,KC,CL,CKCC,CKC,CL,CKC,,C,,C,C,C,C,C,,,C,,CC,C,,C,L,L,K,L,K,K,L,K,1,2,2,3,5,3,2,3,0,0,1,0,2,1,0,1,0,1,0,1,1,1,1,1,2,2,1,2,1,1,2,1,VV,CVV,VC,CVV,CVCC,CVC,CVV,CVC,0,0,1,0,3,2,0,2,N,NN,T,2,Orientierungsvermoegen,undef
t1t,ø,t,et,aet,taet,itaet,C,LC,CLC,LCLC,ALCLC,ø,Pro,ø,P,Pr,Pro,Prod,Produ,C,CC,CCL,CCLC,CCLCK,ø,11,10,9,10,7,7,9,8,3,3,4,3,3,3,4,2,-1,light,light,light,heavy,light,light,light,light,o,c,o,c,c,c,o,c,CCL,CKC,AL,LCC,CK,CK,AL,CLC,CC,C,A,,C,C,A,C,,C,,CC,,,,C,L,K,L,L,K,K,L,L,3,3,2,3,2,2,2,3,0,1,0,2,1,1,0,1,2,1,1,0,1,1,1,1,2,1,2,2,1,1,2,2,CCVV,CVC,CVV,VVCC,CVC,CVC,CVV,CVVC,1,2,0,1,2,2,0,1,N,NN,T,2,Produktionskapazitaet,undef
rung,ø,g,ng,ung,rung,erung,C,KC,CKC,KCKC,CKCKC,ø,Pro,ø,P,Pr,Pro,Prod,Produ,C,CC,CCL,CCLC,CCLCK,ø,11,10,9,9,8,12,7,15,3,3,4,4,2,4,3,5,0,light,light,light,light,light,light,schwa,light,o,c,o,o,c,o,o,c,CCL,CKC,CL,CL,CLA,CCD,CK,CKC,CC,C,C,C,C,CC,C,C,,C,,,A,,,C,L,K,L,L,L,D,K,K,3,3,2,2,4,4,2,4,0,1,0,0,1,0,0,1,2,1,1,1,1,2,1,1,2,1,2,2,2,2,1,1,CCVV,CVC,CVV,CVV,CVVC,CCVV,CV,CVC,1,2,0,0,1,1,1,2,N,NV,T,2,Produktivitaetssteigerung,undef
um,um,m,um,ium,gium,egium,C,KC,LKC,CLKC,LCLKC,ø,Pro,ø,P,Pr,Pro,Prof,Profe,C,CC,CCL,CCLC,CCLCK,ø,11,7,7,13,7,10,9,11,3,3,3,4,3,5,4,5,0,light,light,light,schwa,light,light,light,light,o,c,o,c,c,o,o,c,CCL,CK,CL,CKC,CK,CL,CL,KC,CC,C,C,C,C,C,C,,,,,C,,,,C,L,K,L,K,K,L,L,K,3,3,2,3,3,2,2,2,0,1,0,1,1,0,0,1,2,1,1,1,1,1,1,0,2,1,2,1,1,2,2,1,CCVV,CVC,CVV,CVC,CVC,CVV,CVV,VC,1,2,0,2,2,0,0,1,N,NN,T,2,Professorenkollegium,undef
keit,keit,t,it,eit,keit,gkeit,C,DC,CDC,CCDC,KCCDC,ø,Re,ø,R,Re,Rea,Reak,Reakt,C,CL,CLK,CLKC,CLKCA,ø,10,7,9,10,7,13,10,12,5,3,4,3,3,3,3,4,0,light,light,light,heavy,schwa,light,light,light,o,c,o,c,o,c,c,c,CL,KC,AL,LCC,CK,CCKC,CKC,CDC,C,,A,,C,CC,C,C,,C,,CC,,C,C,C,L,K,L,L,K,K,K,D,2,2,2,3,2,6,3,4,0,1,0,2,0,1,1,1,1,0,1,0,1,2,1,1,2,1,2,2,1,1,1,2,CVV,VC,CVV,VVCC,CV,CCVC,CVC,CVVC,0,1,0,1,1,3,2,1,N,NN,T,2,Reaktionsgeschwindigkeit,undef
rie,ø,e,ie,rie,orie,eorie,L,CL,LCL,LLCL,CLLCL,ø,Re,ø,R,Re,Rel,Rela,Relat,C,CL,CLC,CLCK,CLCKC,ø,10,10,9,9,8,7,6,12,5,5,4,4,2,3,6,6,-1,light,light,light,light,light,light,light,light,o,c,o,o,c,o,o,o,CL,CK,CL,CL,CLA,CL,L,CL,C,C,C,C,C,C,,C,,,,,A,,,,L,K,L,L,L,L,L,L,2,2,2,2,4,3,1,3,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,2,1,2,2,2,2,2,2,CVV,CVC,CVV,CVV,CVVC,CVV,VV,CVV,0,2,0,0,1,0,0,0,N,NN,T,2,Relativitaetstheorie,undef
phie,ø,e,ie,hie,phie,ophie,L,CL,LCL,CLCL,LCLCL,ø,Re,ø,R,Re,Rel,Reli,Relig,C,CL,CLC,CLCL,CLCLC,ø,10,12,9,10,9,10,7,9,5,6,4,3,4,5,3,4,-1,light,light,light,heavy,light,light,light,light,o,o,o,c,o,o,o,o,CL,CL,CL,LCC,CL,CL,CL,CL,C,C,C,,C,C,C,C,,,,CC,,,,,L,L,L,L,L,L,L,L,2,2,2,3,3,2,2,4,0,0,0,2,0,0,0,0,1,1,1,0,1,1,1,1,2,2,2,2,2,2,2,2,CVV,CVV,CVV,VVCC,CVV,CVV,CVV,CVV,0,0,0,1,0,0,0,0,N,NN,T,2,Religionsphilosophie,undef
gie,ø,e,ie,gie,ogie,logie,L,CL,LCL,CLCL,LCLCL,ø,Re,ø,R,Re,Rel,Reli,Relig,C,CL,CLC,CLCL,CLCLC,ø,10,12,9,10,10,7,10,9,5,6,4,3,3,3,5,4,-1,light,light,light,heavy,light,light,light,light,o,o,o,c,o,o,o,o,CL,CL,CL,LCC,CCL,CL,CL,CL,C,C,C,,CC,C,C,C,,,,CC,,,,,L,L,L,L,L,L,L,L,2,2,2,3,3,3,2,3,0,0,0,2,0,0,0,0,1,1,1,0,2,1,1,1,2,2,2,2,2,2,2,2,CVV,CVV,CVV,VVCC,CCVV,CVV,CVV,CVV,0,0,0,1,1,0,0,0,N,NN,T,2,Religionspsychologie,undef
rat,ø,t,at,rat,arat,parat,C,LC,CLC,KCLC,CKCLC,ø,Re,ø,R,Re,Res,Resp,Respi,C,CL,CLC,CLCC,CLCCL,ø,11,9,10,9,10,6,7,15,3,4,5,4,3,6,3,5,0,light,light,light,light,heavy,light,light,light,c,o,c,o,c,c,c,c,CLC,CL,CK,AL,LCC,K,CK,CLC,C,C,C,A,,,C,C,C,,,,CC,,,C,L,L,K,L,L,K,K,L,2,3,2,2,3,2,2,3,1,0,1,0,2,1,1,1,1,1,1,1,0,0,1,1,2,2,1,2,2,1,1,2,CVVC,CVV,CVC,CVV,VVCC,VC,CVC,CVVC,1,0,2,0,1,1,2,1,N,NN,T,2,Respirationsapparat,undef
gung,ø,g,ng,ung,gung,agung,C,KC,CKC,LCKC,CLCKC,ø,Sa,ø,S,Sa,Sat,Sate,Satel,C,CK,CKC,CKCK,CKCKC,ø,7,7,12,10,8,11,15,12,3,3,6,3,8,3,5,4,0,light,light,light,schwa,light,schwa,light,light,c,c,o,c,o,c,o,c,CK,CK,CL,CKC,L,CKC,CCL,CKC,C,C,C,C,,C,CC,C,,,,C,,C,,C,K,K,L,K,L,K,L,K,2,3,2,3,1,3,3,4,1,1,0,1,0,1,0,1,1,1,1,1,0,1,2,1,1,1,2,1,2,1,2,1,CVC,CVC,CVV,CVC,VV,CVC,CCVV,CVC,2,2,0,2,0,2,1,2,N,NN,T,2,Satellitenuebertragung,undef
on,ø,n,on,ion,tion,ition,C,LC,LLC,ALLC,LALLC,ø,S2d,ø,S,Su,Sue,Sued,Suedp,C,CL,CLC,CLCC,CLCCL,ø,10,7,18,8,7,9,9,9,3,3,6,2,3,4,4,4,-1,light,light,light,heavy,light,light,light,light,c,o,c,c,o,o,o,c,CLC,CL,CLC,KCC,CL,CL,AL,LC,C,C,C,,C,C,A,,C,,C,CC,,,,C,L,L,L,K,L,L,L,L,3,2,3,2,2,2,2,2,1,0,1,2,0,0,0,1,1,1,1,0,1,1,1,0,2,2,2,1,2,2,2,2,CVVC,CVV,CVVC,VCC,CVV,CVV,CVV,VVC,1,0,1,2,0,0,0,0,N,AN,T,2,Suedpolarexpedition,multa
ser,ø,r,er,ser,sser,esser,C,KC,CKC,KCKC,CKCKC,ø,Ter,ø,T,Te,Ter,Terr,Terri,C,CK,CKC,CKCL,CKCLC,ø,7,12,7,12,14,7,7,11,3,6,3,6,7,3,3,3,0,light,light,light,light,light,schwa,light,schwa,c,o,o,o,c,o,c,c,CK,CL,CL,CL,LC,CK,CK,CKC,C,C,C,C,,C,C,C,,,,,C,,,C,K,L,L,L,L,K,K,K,3,2,2,2,2,2,3,3,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,2,2,2,2,1,1,1,CVC,CVV,CVV,CVV,VVC,CV,CVC,CVC,2,0,0,0,0,1,2,2,N,AN,T,2,Territorialgewaesser,undef
ge,ø,e,ge,rge,orge,sorge,K,CK,CCK,KCCK,CKCCK,ø,Tu,ø,T,Tu,Tub,Tube,Tuber,C,CL,CLC,CLCK,CLCKC,ø,9,11,9,10,7,13,11,7,4,3,4,5,3,4,3,3,-1,light,light,light,light,schwa,light,light,schwa,o,c,o,o,o,c,c,o,CL,CKC,CL,CL,CK,CLC,CKC,CK,C,C,C,C,C,C,C,C,,C,,,,C,C,,L,K,L,L,K,L,K,K,2,3,2,2,2,3,3,2,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,1,CVV,CVC,CVV,CVV,CV,CVVC,CVC,CV,0,2,0,0,1,1,2,1,N,NN,T,2,Tuberkulosefuersorge,undef
rie,ø,e,ie,rie,orie,eorie,L,CL,LCL,LLCL,CLLCL,ø,Un,ø,U,Un,Und,Undu,Undul,K,KC,KCC,KCCL,KCCLC,ø,11,9,10,9,10,7,6,12,5,4,5,4,3,3,6,6,-1,light,light,light,light,heavy,light,light,light,c,o,c,o,c,o,o,o,KC,CL,CK,AL,LCC,CL,L,CL,,C,C,A,,C,,C,C,,,,CC,,,,K,L,K,L,L,L,L,L,2,2,2,2,3,3,1,3,1,0,1,0,2,0,0,0,0,1,1,1,0,1,0,1,1,2,1,2,2,2,2,2,VC,CVV,CVC,CVV,VVCC,CVV,VV,CVV,1,0,2,0,1,0,0,0,N,NN,T,2,Undulationstheorie,undef
de,ø,e,de,nde,ende,aende,K,CK,CCK,KCCK,CKCCK,ø,U,ø,U,Un,Uni,Univ,Unive,K,KC,KCL,KCLC,KCLCK,ø,8,11,11,9,8,7,13,7,8,5,3,4,2,3,4,3,-1,light,light,light,light,light,schwa,light,schwa,c,o,c,o,c,o,c,o,K,CL,CKC,CL,CLA,CK,CKC,CK,,C,C,C,C,C,C,C,,,C,,A,,C,,K,L,K,L,L,K,K,K,1,2,3,2,4,2,3,2,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,VC,CVV,CVC,CVV,CVVC,CV,CVC,CV,1,0,2,0,1,1,2,1,N,NN,T,2,Universitaetsgelaende,undef
sor,ø,r,or,sor,ssor,essor,C,KC,CKC,KCKC,CKCKC,ø,U,ø,U,Un,Uni,Univ,Unive,K,KC,KCL,KCLC,KCLCK,ø,8,11,11,9,8,11,7,11,8,5,3,4,2,3,3,3,0,light,light,light,light,light,light,light,light,c,o,c,o,c,o,c,c,K,CL,CKC,CL,CLA,CCL,CK,CKC,,C,C,C,C,CC,C,C,,,C,,A,,,C,K,L,K,L,L,L,K,K,1,2,3,2,4,3,3,3,1,0,1,0,1,0,1,1,0,1,1,1,1,2,1,1,1,2,1,2,2,2,1,1,VC,CVV,CVC,CVV,CVVC,CCVV,CVC,CVC,1,0,2,0,1,1,2,2,N,NN,T,2,Universitaetsprofessor,undef
um,um,m,um,ium,dium,udium,C,KC,LKC,CLKC,LCLKC,ø,U,ø,U,Un,Uni,Univ,Unive,K,KC,KCL,KCLC,KCLCK,ø,8,11,11,9,8,10,9,11,8,5,3,4,2,3,4,5,0,light,light,light,light,light,light,light,light,c,o,c,o,c,o,o,c,K,CL,CKC,CL,CLA,CCL,CL,KC,,C,C,C,C,CC,C,,,,C,,A,,,C,K,L,K,L,L,L,L,K,1,2,3,2,4,3,2,2,1,0,1,0,1,0,0,1,0,1,1,1,1,2,1,0,1,2,1,2,2,2,2,1,VC,CVV,CVC,CVV,CVVC,CCVV,CVV,VC,1,0,2,0,1,1,0,1,N,NN,T,2,Universitaetsstudium,undef
tur,ø,r,ur,tur,atur,ratur,C,LC,CLC,KCLC,CKCLC,ø,Un,ø,U,Un,Unt,Unte,Unter,K,KC,KCC,KCCK,KCCKC,acc,11,11,11,13,12,7,10,13,5,3,3,3,6,3,5,4,-1,light,schwa,light,heavy,light,schwa,light,light,c,c,c,c,c,o,c,c,KC,CKC,CKC,CKCC,CK,CK,CK,CLC,,C,C,C,C,C,C,C,C,C,C,CC,,,,C,K,K,K,K,K,K,K,L,2,3,3,5,2,2,2,3,1,1,1,2,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,VC,CVC,CVC,CVCC,CVC,CV,CVC,CVVC,1,2,2,3,2,1,2,1,N,NN,T,2,Unterhaltungsliteratur,undef
ne,ø,e,ne,ene,gene,ngene,K,CK,KCK,CKCK,KCKCK,ø,Un,ø,U,Un,Unt,Unte,Unter,K,KC,KCC,KCCK,KCCKC,acc,11,11,9,13,7,7,9,9,5,3,4,3,3,3,4,4,-1,light,schwa,light,heavy,schwa,light,schwa,schwa,c,c,o,c,o,c,o,o,KC,CKC,CL,CKCC,CK,CK,CK,CK,,C,C,C,C,C,C,C,C,C,,CC,,,,,K,K,L,K,K,K,K,K,2,3,2,6,2,3,2,2,1,1,0,2,0,1,0,0,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,VC,CVC,CVV,CVCC,CV,CVC,CV,CV,1,2,0,3,1,2,1,1,N,NN,T,2,Untersuchungsgefangene,undef
ren,ø,n,en,ren,hren,ahren,C,KC,CKC,LCKC,CLCKC,ø,Wie,ø,W,Wi,Wie,Wied,Wiede,C,CL,CLC,CLCK,CLCKC,ø,9,11,11,13,9,11,11,13,4,3,5,6,4,3,5,4,0,light,schwa,light,light,schwa,light,light,schwa,o,c,c,o,o,c,o,c,CL,CKC,DC,CL,CK,CKC,CL,CKC,C,C,,C,C,C,C,C,,C,C,,,C,,C,L,K,D,L,K,K,L,K,3,3,3,3,2,3,3,3,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,2,1,2,2,1,1,2,1,CVV,CVC,VVC,CVV,CV,CVC,CVV,CVC,0,2,0,0,1,2,0,2,N,NN,T,2,Wiederaufnahmeverfahren,undef
