syl_len0,syl_len1,syl_len2,syl0,syl1,syl2,nk_suffix,praefix,basic_pos,comp_struct,sa_struct,prae_class,praefix1,praefix2,praefix3,praefix4,praefix5,suffix1,suffix2,suffix3,suffix4,suffix5,suff_class,rhyme0,rhyme1,rhyme2,cv_ratio0,cv_ratio1,cv_ratio2,koda_len0,koda_len1,koda_len2,onset_len0,onset_len1,onset_len2,nucleus_len0,nucleus_len1,nucleus_len2,comp_len,sonority0,sonority1,sonority2,sonority_ratio0,sonority_ratio1,sonority_ratio2,sonority_dir,syl_class0,syl_class1,syl_class2,onset_class0,onset_class1,onset_class2,koda_class0,koda_class1,koda_class2,nucleus_class0,nucleus_class1,nucleus_class2,syl_weight0,syl_weight1,syl_weight2,nomen,sylcnt,stress_class
2,3,3,ab,hef,ten,en,ab,V,V,AS,acc,K,KC,KCC,KCCK,KCCKC,C,KC,CKC,CCKC,KCCKC,ø,VC,CVC,CVC,1,2,2,1,1,1,0,1,1,1,1,1,1,101,201,1101,2,2,2,1,KC,CKC,CKC,?,C,C,C,C,C,K,K,K,1,1,0,F,3,antepaenultima
3,2,2,Nor,ma,le,e,ø,N,F,S,ø,C,CK,CKC,CKCC,CKCCL,K,CK,LCK,CLCK,CCLCK,ø,CVC,CVV,CV,2,0,1,1,0,0,1,1,1,1,2,1,1,1011,1001,11,3,4,3,-1,CKC,CL,CK,C,C,C,C,?,?,K,L,K,1,1,0,T,3,paenultima
5,2,3,Tisch,de,cke,e,ø,N,NN,SS,ø,C,CK,CKC,CKCC,CKCCK,K,CK,KCK,CKCK,CCKCK,ø,CVC,CVC,CV,2,2,1,1,1,0,1,1,1,1,1,1,2,201,101,101,2,2,2,-1,CKC,CK,CK,C,C,C,C,?,?,K,K,K,1,1,0,T,3,antepaenultima
5,3,2,Sperr,fe2,er,er,ø,N,VN,SS,ø,C,CC,CCK,CCKC,CCKCC,C,KC,DKC,CDKC,CCDKC,ø,CCVC,CVV,VC,3,0,1,1,0,1,2,1,0,1,2,1,2,211,101,11,2,3,3,-1,CCKC,CD,KC,CC,C,?,C,?,C,K,D,K,1,1,0,T,3,antepaenultima
4,3,2,Trag,wei,te,e,ø,N,VN,SS,ø,C,CC,CCL,CCLC,CCLCC,K,CK,DCK,CDCK,CCDCK,ø,CCVVC,CVV,CV,1,0,1,1,0,0,2,1,1,2,2,1,2,211,101,101,2,3,2,-1,CCLC,CD,CK,CC,C,C,C,?,?,L,D,K,1,1,0,T,3,antepaenultima
4,3,2,Wein,ba2,er,er,ø,N,NN,SS,ø,C,CD,CDC,CDCC,CDCCD,C,KC,DKC,CDKC,CCDKC,ø,CVVC,CVV,VC,1,0,1,1,0,1,1,1,0,2,2,1,2,1101,101,11,3,3,3,-1,CDC,CD,KC,C,C,?,C,?,C,D,D,K,1,1,0,T,3,antepaenultima
6,3,3,Spreng,k3r,per,er,ø,N,VN,SS,ø,C,CC,CCC,CCCK,CCCKC,C,KC,CKC,CCKC,KCCKC,ø,CCCVC,CVC,CVC,4,2,2,1,1,1,3,1,1,1,1,1,2,1211,111,111,2,2,2,-1,CCCKC,CKC,CKC,CCC,C,C,C,C,C,K,K,K,1,1,0,T,3,antepaenultima
3,3,3,ver,sa2,ern,ern,ver,V,A,AS,noacc,C,CK,CKC,CKCC,CKCCD,C,CC,KCC,DKCC,CDKCC,ø,CVC,CVV,VCC,2,0,2,1,0,2,1,1,0,1,2,1,1,111,101,1011,2,3,3,1,CKC,CD,KCC,C,C,?,C,?,CC,K,D,K,1,1,0,F,3,paenultima
3,3,3,kon,vul,siv,iv,ø,A,ø,ø,ø,C,CK,CKC,CKCC,CKCCK,C,LC,CLC,CCLC,KCCLC,ø,CVC,CVC,CVVC,2,2,1,1,1,1,1,1,1,1,1,2,0,1101,111,201,2,3,2,-1,CKC,CKC,CLC,C,C,C,C,C,C,K,K,L,1,1,1,F,3,ultima
3,5,3,aus,schel,ten,en,aus,V,V,AS,acc,D,DC,DCC,DCCK,DCCKC,C,KC,CKC,CCKC,KCCKC,ø,VVC,CVC,CVC,0,2,2,1,1,1,0,1,1,2,1,1,1,101,111,1101,3,2,2,1,DC,CKC,CKC,?,C,C,C,C,C,D,K,K,1,1,0,F,3,antepaenultima
2,3,3,Ma,kra,mee,ee,ø,N,N,S,ø,C,CK,CKC,CKCC,CKCCK,L,CL,KCL,CKCL,CCKCL,ø,CVC,CVC,CVV,2,2,0,1,1,0,1,1,1,1,1,2,1,1101,11,1001,2,3,3,-1,CKC,CK,CL,C,C,C,C,?,?,K,K,L,1,1,1,T,3,ultima
4,3,4,fest,ste,hend,end,ø,A,F,S,ø,C,CK,CKC,CKCC,CKCCC,C,CC,KCC,LKCC,CLKCC,ø,CVCC,CCVV,VCC,3,1,2,2,0,2,1,2,0,1,2,1,1,301,201,1101,1,2,2,1,CKCC,CCL,KCC,C,CC,?,CC,?,CC,K,L,K,2,1,0,F,3,antepaenultima
3,3,4,Auf,kl1,rung,ung,auf,N,V,SA,acc,D,DC,DCC,DCCC,DCCCL,C,KC,CKC,LCKC,CLCKC,ø,VVC,CCVV,CVC,0,1,2,1,0,1,0,2,1,2,2,1,1,101,111,1011,3,2,3,1,DC,CCL,CKC,?,CC,C,C,?,C,D,L,K,1,1,1,T,3,antepaenultima
3,2,3,Bau,we,sen,en,ø,N,VN,SS,ø,C,CD,CDC,CDCL,CDCLC,C,KC,CKC,LCKC,CLCKC,ø,CVV,CVV,CVC,0,0,2,0,0,1,1,1,1,2,2,1,2,101,101,1101,3,2,2,1,CD,CL,CKC,C,C,C,?,?,C,D,L,K,1,1,0,T,3,antepaenultima
6,3,2,Schlen,dri,an,an,ø,N,V,SA,ø,C,CC,CCK,CCKC,CCKCC,C,LC,LLC,CLLC,CCLLC,ø,CCVC,CCVV,VVC,3,1,0,1,0,1,2,2,0,1,2,2,1,1111,111,1001,2,3,4,-1,CCKC,CCL,LC,CC,CC,?,C,?,C,K,L,L,1,1,1,T,3,antepaenultima
2,4,3,Fa,sten,kur,ur,ø,N,ø,SS,ø,C,CK,CKC,CKCC,CKCCK,C,LC,CLC,CCLC,KCCLC,ø,CVC,CVC,CVVC,2,2,1,1,1,1,1,1,1,1,1,2,2,201,1101,111,2,2,3,-1,CKC,CKC,CLC,C,C,C,C,C,C,K,K,L,1,0,1,T,3,antepaenultima
2,3,2,Ge,men,ge,e,ø,N,V,ø,ø,C,CK,CKC,CKCK,CKCKC,K,CK,KCK,CKCK,KCKCK,ø,CV,CVC,CV,1,2,1,0,1,0,1,1,1,1,1,1,1,101,1001,1001,2,3,3,1,CK,CK,CK,C,C,C,?,?,?,K,K,K,0,1,0,T,3,paenultima
2,3,3,er,3ff,nen,en,er,V,V,AS,noacc,K,KC,KCK,KCKC,KCKCC,C,KC,CKC,CCKC,KCCKC,ø,VC,VC,CVC,1,1,2,1,1,1,0,0,1,1,1,1,1,11,101,2001,3,2,2,1,KC,KC,CKC,?,?,C,C,C,C,K,K,K,1,1,0,F,3,paenultima
5,2,3,Haupt,be,ruf,uf,ø,N,NN,SS,ø,C,CD,CDC,CDCC,CDCCC,C,LC,CLC,KCLC,CKCLC,ø,CVVCC,CV,CVVC,1,1,1,2,0,1,1,1,1,2,1,2,2,301,101,111,2,2,3,-1,CDCC,CK,CLC,C,C,C,CC,?,C,D,K,L,2,0,1,T,3,antepaenultima
4,3,4,lang,fin,grig,ig,ø,A,N,SA,ø,C,CK,CKC,CKCC,CKCCK,C,KC,CKC,CCKC,KCCKC,noacc,CVC,CVC,CCVC,2,2,3,1,1,1,1,1,2,1,1,1,1,1011,101,1111,3,3,2,1,CKC,CK,CCKC,C,C,CC,C,?,C,K,K,K,1,1,1,F,3,antepaenultima
3,4,5,Ver,lags,recht,echt,ver,N,NN,SAS,noacc,C,CK,CKC,CKCC,CKCCL,C,CC,KCC,CKCC,CCKCC,ø,CVC,CVVCC,CVCC,2,1,3,1,2,2,1,1,1,1,2,1,2,111,211,211,2,2,2,1,CKC,CLCC,CKCC,C,C,C,C,CC,CC,K,L,K,1,2,2,T,3,paenultima
2,3,3,er,mat,ten,en,er,V,A,AS,noacc,K,KC,KCC,KCCK,KCCKC,C,KC,CKC,KCKC,CKCKC,ø,VC,CVC,CVC,1,2,2,1,1,1,0,1,1,1,1,1,1,11,1001,1101,3,3,2,1,KC,CK,CKC,?,C,C,C,?,C,K,K,K,1,1,0,F,3,paenultima
3,4,3,aus,pres,sen,en,aus,V,V,AS,acc,D,DC,DCC,DCCC,DCCCK,C,KC,CKC,KCKC,CKCKC,ø,VVC,CCVC,CVC,0,3,2,1,1,1,0,2,1,2,1,1,1,101,111,1101,3,2,2,1,DC,CCK,CKC,?,CC,C,C,?,C,D,K,K,1,1,0,F,3,antepaenultima
5,3,4,Schl1,fen,bein,ein,ø,N,NN,SAS,ø,C,CC,CCL,CCLC,CCLCK,C,DC,CDC,CCDC,KCCDC,ø,CCVV,CVC,CVVC,1,2,1,0,1,1,2,1,1,2,1,2,2,111,1101,1101,2,2,3,1,CCL,CKC,CDC,CC,C,C,?,C,C,L,K,D,1,0,1,T,3,antepaenultima
3,3,3,Ven,tri,kel,el,ø,N,ø,ø,ø,C,CK,CKC,CKCC,CKCCC,C,KC,CKC,LCKC,CLCKC,ø,CVC,CCVV,CVC,2,1,2,1,0,1,1,2,1,1,2,1,0,1101,111,111,2,3,2,-1,CKC,CCL,CKC,C,CC,C,C,?,C,K,L,K,1,1,0,T,3,paenultima
3,6,3,aus,schl2r,fen,en,aus,V,V,AS,acc,D,DC,DCC,DCCC,DCCCL,C,KC,CKC,CCKC,LCCKC,ø,VVC,CCVVC,CVC,0,1,2,1,1,1,0,2,1,2,2,1,1,101,121,1101,3,3,2,1,DC,CCLC,CKC,?,CC,C,C,C,C,D,L,K,1,1,0,F,3,antepaenultima
2,3,4,ge,bie,tend,end,ø,A,F,S,ø,C,CK,CKC,CKCL,CKCLC,C,CC,KCC,CKCC,LCKCC,ø,CV,CVV,CVCC,1,0,3,0,0,2,1,1,1,1,2,1,1,101,101,1201,2,3,2,1,CK,CL,CKCC,C,C,C,?,?,CC,K,L,K,0,1,0,F,3,paenultima
1,2,5,a,lo,gisch,isch,ø,A,A,AS,ø,K,KC,KCL,KCLC,KCLCK,C,KC,CKC,LCKC,CLCKC,ø,VC,CVV,CVC,1,0,2,1,0,1,0,1,1,1,2,1,1,1,11,201,4,3,2,1,K,CL,CKC,?,C,C,?,?,C,K,L,K,1,1,1,F,3,antepaenultima
3,3,4,The,men,wahl,ahl,ø,N,NN,SAS,ø,C,CL,CLC,CLCK,CLCKC,C,LC,CLC,CCLC,KCCLC,ø,CVV,CVC,CVVC,0,2,1,0,1,1,1,1,1,2,1,2,2,101,2001,111,2,2,3,1,CL,CKC,CLC,C,C,C,?,C,C,L,K,L,1,0,1,T,3,antepaenultima
2,2,3,Ku,ra,tor,or,ø,N,ø,ø,ø,C,CL,CLC,CLCL,CLCLC,C,KC,CKC,LCKC,CLCKC,ø,CVV,CVV,CVC,0,0,2,0,0,1,1,1,1,2,2,1,0,101,11,111,3,4,2,1,CL,CL,CKC,C,C,C,?,?,C,L,L,K,1,1,1,T,3,paenultima
5,3,2,Speck,sei,te,e,ø,N,NN,SS,ø,C,CC,CCK,CCKC,CCKCC,K,CK,DCK,CDCK,CCDCK,ø,CCVC,CVV,CV,3,0,1,1,0,0,2,1,1,1,2,1,2,301,101,101,1,3,2,-1,CCKC,CD,CK,CC,C,C,C,?,?,K,D,K,1,1,0,T,3,antepaenultima
3,3,2,ver,sa2,en,en,ver,V,N,AS,noacc,C,CK,CKC,CKCC,CKCCD,C,KC,DKC,CDKC,CCDKC,ø,CVC,CVV,VC,2,0,1,1,0,1,1,1,0,1,2,1,1,111,101,1001,2,3,3,1,CKC,CD,KC,C,C,?,C,?,C,K,D,K,1,1,0,F,3,paenultima
5,3,3,weich,her,zig,ig,ø,A,AN,SSA,ø,C,CD,CDC,CDCC,CDCCK,C,KC,AKC,CAKC,KCAKC,noacc,CVVC,CVC,CVC,1,2,2,1,1,1,1,1,1,2,1,1,2,201,111,201,2,2,2,0,CDC,CKC,AKC,C,C,A,C,C,C,D,K,K,1,1,1,F,3,antepaenultima
3,3,2,Pro,mil,le,e,ø,N,ø,ø,ø,C,CC,CCL,CCLC,CCLCK,K,CK,KCK,CKCK,LCKCK,ø,CCVV,CVC,CV,1,2,1,0,1,0,2,1,1,2,1,1,0,111,1001,11,2,3,3,-1,CCL,CK,CK,CC,C,C,?,?,?,L,K,K,1,1,0,T,3,paenultima
3,3,4,Syn,kre,tist,ist,ø,N,R,SA,ø,C,CK,CKC,CKCC,CKCCC,C,CC,KCC,CKCC,LCKCC,acc,CVC,CCVV,CVCC,2,1,3,1,0,2,1,2,1,1,2,1,1,1101,111,301,2,2,2,-1,CKC,CCL,CKCC,C,CC,C,C,?,CC,K,L,K,1,1,2,T,3,ultima
2,6,3,un,schl2s,sig,ig,ø,A,A,AS,ø,K,KC,KCC,KCCC,KCCCK,C,KC,CKC,KCKC,CKCKC,noacc,VC,CCVC,CVC,1,3,2,1,1,1,0,2,1,1,1,1,1,1001,111,201,3,3,2,-1,KC,CCK,CKC,?,CC,C,C,?,C,K,K,K,1,1,1,F,3,antepaenultima
3,3,4,Ein,zel,fall,all,ein,N,ø,SAS,acc,D,DC,DCA,DCAK,DCAKC,C,KC,CKC,CCKC,KCCKC,ø,VVC,CVC,CVC,0,2,2,1,1,1,0,1,1,2,1,1,2,1001,111,111,4,2,2,-1,DC,AKC,CKC,?,A,C,C,C,C,D,K,K,1,0,1,T,3,antepaenultima
4,3,3,f2nf,zig,ste,e,ø,ø,ø,SA,ø,C,CK,CKC,CKCC,CKCCA,K,CK,CCK,CCCK,KCCCK,ø,CVCC,CVC,CCV,3,2,2,2,1,0,1,1,2,1,1,1,1,1201,201,201,2,2,2,-1,CKCC,AKC,CCK,C,A,CC,CC,C,?,K,K,K,2,1,0,F,3,antepaenultima
5,3,4,quack,sal,bern,ern,ø,V,N,S,ø,C,CC,CCK,CCKC,CCKCC,C,CC,KCC,CKCC,CCKCC,ø,CCVC,CVC,CVCC,3,2,3,1,1,2,2,1,1,1,1,1,1,301,111,1111,1,2,2,1,CCKC,CKC,CKCC,CC,C,C,C,C,CC,K,K,K,1,1,0,F,3,antepaenultima
2,2,6,un,ge,pflegt,egt,ø,A,F,AS,ø,K,KC,KCC,KCCK,KCCKA,C,CC,LCC,CLCC,ACLCC,ø,VC,CV,CCVVCC,1,1,2,1,0,2,0,1,2,1,1,2,1,1001,101,311,3,2,2,-1,KC,CK,ACLCC,?,C,AC,C,?,CC,K,K,L,1,0,2,F,3,antepaenultima
2,2,2,se,ni,or,or,ø,A,ø,ø,ø,C,CL,CLC,CLCL,CLCLK,C,KC,LKC,CLKC,LCLKC,ø,CVV,CVV,VC,0,0,1,0,0,1,1,1,0,2,2,1,0,101,1001,11,2,3,3,-1,CL,CL,KC,C,C,?,?,?,C,L,L,K,1,1,1,F,3,antepaenultima
2,2,3,We,be,rei,ei,ø,N,V,SA,ø,C,CL,CLC,CLCK,CLCKC,D,CD,KCD,CKCD,LCKCD,ø,CVV,CV,CVV,0,1,0,0,0,0,1,1,1,2,1,2,1,101,101,11,2,2,4,-1,CL,CK,CD,C,C,C,?,?,?,L,K,D,1,0,1,T,3,ultima
6,2,3,Spreit,de,cke,e,ø,N,VN,SS,ø,C,CC,CCC,CCCD,CCCDC,K,CK,KCK,CKCK,CCKCK,ø,CCCVVC,CVC,CV,2,2,1,1,1,0,3,1,1,2,1,1,2,311,101,101,2,2,2,-1,CCCDC,CK,CK,CCC,C,C,C,?,?,D,K,K,1,1,0,T,3,antepaenultima
3,2,5,R1n,ke,spiel,iel,ø,N,ø,SS,ø,C,CK,CKC,CKCC,CKCCK,C,LC,CLC,CCLC,KCCLC,ø,CVC,CV,CCVVC,2,1,1,1,0,1,1,1,2,1,1,2,2,1011,101,211,3,2,2,-1,CKC,CK,CCLC,C,C,CC,C,?,C,K,K,L,1,0,1,T,3,antepaenultima
3,2,2,N3l,su,se,e,ø,N,ø,ø,ø,C,CL,CLC,CLCC,CLCCL,K,CK,LCK,CLCK,CCLCK,ø,CVVC,CVV,CV,1,0,1,1,0,0,1,1,1,2,2,1,0,1011,101,101,3,3,2,-1,CLC,CL,CK,C,C,C,C,?,?,L,L,K,1,1,0,T,3,antepaenultima
5,2,3,Grund,re,gel,el,ø,N,NN,SS,ø,C,CC,CCK,CCKC,CCKCC,C,KC,CKC,LCKC,CLCKC,ø,CCVCC,CVV,CVC,4,0,2,2,0,1,2,1,1,1,2,1,2,1211,11,111,2,3,2,-1,CCKCC,CL,CKC,CC,C,C,CC,?,C,K,L,K,2,1,0,T,3,antepaenultima
3,3,4,sor,gen,voll,oll,ø,A,NA,SAS,ø,C,CK,CKC,CKCC,CKCCK,C,KC,CKC,CCKC,KCCKC,ø,CVC,CVC,CVC,2,2,2,1,1,1,1,1,1,1,1,1,2,111,1101,111,2,2,2,0,CKC,CKC,CKC,C,C,C,C,C,C,K,K,K,1,0,1,F,3,antepaenultima
7,4,3,Schieds,rich,ter,er,ø,N,ø,SAS,ø,C,CL,CLA,CLAC,CLACK,C,KC,CKC,CCKC,KCCKC,ø,CVVC,CVC,CVC,1,2,2,1,1,1,1,1,1,2,1,1,2,201,111,111,2,3,2,-1,CLA,CKC,CKC,C,C,C,A,C,C,L,K,K,1,1,0,T,3,antepaenultima
2,2,5,We,ge,recht,echt,ø,N,NN,SAS,ø,C,CL,CLC,CLCK,CLCKC,C,CC,KCC,CKCC,KCKCC,ø,CVV,CV,CVCC,0,1,3,0,0,2,1,1,1,2,1,1,2,101,101,211,2,2,2,1,CL,CK,CKCC,C,C,C,?,?,CC,L,K,K,1,0,2,T,3,antepaenultima
2,3,3,an,he2,ern,ern,an,V,V,AS,acc,K,KC,KCC,KCCD,KCCDK,C,CC,KCC,DKCC,CDKCC,ø,VC,CVV,VCC,1,0,2,1,0,2,0,1,0,1,2,1,1,1001,101,1011,3,3,3,1,KC,CD,KCC,?,C,?,C,?,CC,K,D,K,1,1,0,F,3,antepaenultima
4,3,3,Hoch,sai,son,on,hoch,N,AN,SS,acc,C,CL,CLC,CLCC,CLCCK,N,CN,KCN,CKCN,CCKCN,ø,CVVC,CVC,CVV,1,2,0,1,1,0,1,1,1,2,1,2,2,201,101,101,2,2,3,-1,CLC,CK,CN,C,C,C,C,?,?,L,K,N,1,1,1,T,3,antepaenultima
3,3,3,ent,sal,zen,en,ent,V,V,AS,noacc,K,KC,KCC,KCCC,KCCCK,C,KC,AKC,CAKC,KCAKC,ø,VCC,CVC,CVC,2,2,2,2,1,1,0,1,1,1,1,1,1,1101,111,1101,2,2,2,0,KCC,CKC,AKC,?,C,A,CC,C,C,K,K,K,2,1,0,F,3,paenultima
3,3,3,ver,j2n,gen,en,ver,V,A,AS,noacc,C,CK,CKC,CKCC,CKCCK,C,KC,CKC,KCKC,CKCKC,ø,CVC,CVC,CVC,2,2,2,1,1,1,1,1,1,1,1,1,1,111,2,2001,2,4,2,1,CKC,CK,CKC,C,C,C,C,?,C,K,K,K,1,1,0,F,3,paenultima
2,2,3,N1,he,rin,in,ø,N,N,SA,ø,C,CL,CLK,CLKC,CLKCK,C,KC,CKC,KCKC,LKCKC,ø,CVV,V,CVC,0,0,2,0,0,1,1,0,1,2,1,1,1,1001,1,1011,3,4,3,1,CL,K,CKC,C,?,C,?,?,C,L,K,K,1,0,1,T,3,antepaenultima
2,2,3,Ge,ne,sis,is,ø,N,ø,ø,ø,C,CL,CLC,CLCL,CLCLC,C,KC,CKC,LCKC,CLCKC,ø,CVV,CVV,CVC,0,0,2,0,0,1,1,1,1,2,2,1,0,101,1001,201,2,3,2,1,CL,CL,CKC,C,C,C,?,?,C,L,L,K,1,1,1,T,3,antepaenultima
3,2,4,Sta,pe,lung,ung,ø,N,V,SA,ø,C,CC,CCL,CCLC,CCLCK,C,KC,CKC,KCKC,CKCKC,ø,CCVV,CV,CVC,1,1,2,0,0,1,2,1,1,2,1,1,1,201,101,1011,2,2,3,1,CCL,CK,CKC,CC,C,C,?,?,C,L,K,K,1,0,1,T,3,antepaenultima
2,3,4,da,bei,sein,ein,ø,V,BV,SS,ø,C,CL,CLC,CLCD,CLCDC,C,DC,CDC,DCDC,CDCDC,ø,CVV,CVV,CVVC,0,0,1,0,0,1,1,1,1,2,2,2,2,101,101,1101,3,3,3,1,CL,CD,CDC,C,C,C,?,?,C,L,D,D,1,1,1,F,3,paenultima
3,3,3,aus,keh,len,en,aus,V,N,AS,acc,D,DC,DCC,DCCL,DCCLC,C,KC,CKC,LCKC,CLCKC,ø,VVC,CVV,CVC,0,0,2,1,0,1,0,1,1,2,2,1,1,101,101,1011,3,2,3,1,DC,CL,CKC,?,C,C,C,?,C,D,L,K,1,1,0,F,3,antepaenultima
4,2,3,klar,se,hen,en,ø,V,ø,SS,ø,C,CC,CCL,CCLC,CCLCC,C,KC,LKC,CLKC,CCLKC,ø,CCVVC,CVV,VC,1,0,1,1,0,1,2,1,0,2,2,1,2,121,101,1001,3,2,3,1,CCLC,CL,KC,CC,C,?,C,?,C,L,L,K,1,1,0,F,3,antepaenultima
3,3,3,b3s,wil,lig,ig,ø,A,AN,SSA,ø,C,CL,CLC,CLCC,CLCCK,C,KC,CKC,KCKC,CKCKC,noacc,CVVC,CVC,CVC,1,2,2,1,1,1,1,1,1,2,1,1,2,201,101,111,2,3,3,-1,CLC,CK,CKC,C,C,C,C,?,C,L,K,K,1,1,1,F,3,antepaenultima
3,3,2,Ton,sil,be,e,ø,N,NN,SS,ø,C,CL,CLC,CLCC,CLCCK,K,CK,CCK,KCCK,CKCCK,ø,CVVC,CVC,CV,1,2,1,1,1,0,1,1,1,2,1,1,2,1101,111,101,2,3,2,-1,CLC,CKC,CK,C,C,C,C,C,?,L,K,K,1,1,0,T,3,antepaenultima
4,4,4,nach,spre,chen,en,nach,V,PV,SS,acc,C,CL,CLC,CLCC,CLCCC,C,KC,CKC,KCKC,CKCKC,ø,CVVC,CCCVC,CVC,1,4,2,1,1,1,1,3,1,2,1,1,2,1101,211,1101,3,2,2,0,CLC,CCCK,CKC,C,CCC,C,C,?,C,L,K,K,1,1,0,F,3,antepaenultima
2,4,4,R2,stig,keit,eit,ø,N,A,SA,ø,C,CK,CKC,CKCC,CKCCK,C,DC,CDC,CCDC,KCCDC,ø,CVC,CVC,CVVC,2,2,1,1,1,1,1,1,1,1,1,2,1,111,201,201,3,2,2,1,CKC,CKC,CDC,C,C,C,C,C,C,K,K,D,1,1,1,T,3,antepaenultima
1,3,5,A,tom,krieg,ieg,ø,N,NN,SS,ø,K,KC,KCL,KCLC,KCLCC,C,LC,CLC,CCLC,CCCLC,ø,VC,CVVC,CCVVC,1,1,1,1,1,1,0,1,2,1,2,2,2,1,1101,211,4,2,2,1,K,CLC,CCLC,?,C,CC,?,C,C,K,L,L,1,1,1,T,3,paenultima
3,3,3,Kal,fak,tor,or,ø,N,N,S,ø,C,CK,CKC,CKCC,CKCCK,C,KC,CKC,CCKC,KCCKC,ø,CVC,CVC,CVC,2,2,2,1,1,1,1,1,1,1,1,1,1,111,201,111,2,2,2,0,CKC,CKC,CKC,C,C,C,C,C,C,K,K,K,1,1,1,T,3,paenultima
5,3,3,First,zie,gel,el,ø,N,NN,SS,ø,C,CK,CKC,CKCC,CKCCC,C,KC,CKC,LCKC,ALCKC,ø,CVCCC,CVV,CVC,4,0,2,3,0,1,1,1,1,1,2,1,2,311,101,111,2,3,2,-1,CKCCC,AL,CKC,C,A,C,CCC,?,C,K,L,K,2,1,0,T,3,antepaenultima
3,3,7,Sit,ten,strolch,olch,ø,N,NN,SAS,ø,C,CK,CKC,CKCK,CKCKC,C,CC,KCC,CKCC,CCKCC,ø,CVC,CVC,CCCVCC,2,2,5,1,1,2,1,1,3,1,1,1,2,101,1101,321,3,2,2,1,CK,CKC,CCCKCC,C,C,CCC,?,C,CC,K,K,K,1,0,2,T,3,antepaenultima
6,2,3,Schlaf,wa,gen,en,ø,N,VN,SS,ø,C,CC,CCL,CCLC,CCLCC,C,KC,CKC,LCKC,CLCKC,ø,CCVVC,CVV,CVC,1,0,2,1,0,1,2,1,1,2,2,1,2,211,101,1101,2,3,2,1,CCLC,CL,CKC,CC,C,C,C,?,C,L,L,K,1,1,0,T,3,antepaenultima
4,3,3,Zeit,mes,ser,er,ø,N,NV,ø,ø,A,AD,ADC,ADCC,ADCCK,C,KC,CKC,KCKC,CKCKC,ø,CVVC,CVC,CVC,1,2,2,1,1,1,1,1,1,2,1,1,2,201,1001,111,2,3,2,-1,ADC,CK,CKC,A,C,C,C,?,C,D,K,K,1,1,0,T,3,antepaenultima
3,2,5,Hei,de,kraut,aut,ø,N,NN,SS,ø,C,CD,CDC,CDCK,CDCKC,C,DC,CDC,CCDC,KCCDC,ø,CVV,CV,CCVVC,0,1,1,0,0,1,1,1,2,2,1,2,2,101,101,211,3,2,2,1,CD,CK,CCDC,C,C,CC,?,?,C,D,K,D,1,0,1,T,3,antepaenultima
1,3,2,A,pol,lo,o,ø,N,ø,ø,ø,K,KC,KCK,KCKC,KCKCL,L,CL,KCL,CKCL,KCKCL,ø,VC,CVC,CVV,1,2,0,1,1,0,0,1,1,1,1,2,0,1,101,11,4,2,3,1,K,CK,CL,?,C,C,?,?,?,K,K,L,1,1,1,T,3,paenultima
2,4,3,un,teil,bar,ar,ø,A,A,AS,ø,K,KC,KCC,KCCD,KCCDC,C,LC,CLC,CCLC,DCCLC,ø,VC,CVVC,CVVC,1,1,1,1,1,1,0,1,1,1,2,2,1,1001,111,111,3,3,3,-1,KC,CDC,CLC,?,C,C,C,C,C,K,D,L,1,1,1,F,3,antepaenultima
2,3,3,zu,gie,$en,en,zu,V,V,AS,acc,A,AL,ALC,ALCL,ALCLC,C,KC,CKC,LCKC,CLCKC,ø,CVV,CVV,CVC,0,0,2,0,0,1,1,1,1,2,2,1,1,101,101,1101,3,3,2,1,AL,CL,CKC,A,C,C,?,?,C,L,L,K,1,1,0,F,3,antepaenultima
3,3,4,Kom,bat,tant,ant,ø,N,ø,ø,ø,C,CK,CKC,CKCC,CKCCK,C,CC,KCC,CKCC,KCKCC,ø,CVC,CVC,CVCC,2,2,3,1,1,2,1,1,1,1,1,1,0,1101,101,1201,2,2,2,1,CKC,CK,CKCC,C,C,C,C,?,CC,K,K,K,1,1,2,T,3,ultima
3,2,3,ent,he,ben,en,ent,V,V,AS,noacc,K,KC,KCC,KCCC,KCCCL,C,KC,CKC,LCKC,CLCKC,ø,VCC,CVV,CVC,2,0,2,2,0,1,0,1,1,1,2,1,1,1101,101,1101,2,2,2,0,KCC,CL,CKC,?,C,C,CC,?,C,K,L,K,2,1,0,F,3,paenultima
4,2,5,rech,ne,risch,isch,ø,A,V,SA,ø,C,CK,CKC,CKCC,CKCCK,C,KC,CKC,KCKC,CKCKC,ø,CVC,CV,CVC,2,1,2,1,0,1,1,1,1,1,1,1,1,111,1001,111,2,3,3,0,CKC,CK,CKC,C,C,C,C,?,C,K,K,K,1,0,1,F,3,antepaenultima
6,2,5,Schank,be,trieb,ieb,ø,N,NN,SS,ø,C,CK,CKC,CKCC,CKCCC,C,LC,CLC,CCLC,KCCLC,ø,CVCC,CV,CCVVC,3,1,1,2,0,1,1,1,2,1,1,2,2,1201,101,211,2,2,2,-1,CKCC,CK,CCLC,C,C,CC,CC,?,C,K,K,L,2,0,1,T,3,antepaenultima
