syl_suffix,signi_suffix,suffix1,suffix2,suffix3,suffix4,suffix5,suffix_phoncat1,suffix_phoncat2,suffix_phoncat3,suffix_phoncat4,suffix_phoncat5,suff_class,syl_praefix,signi_praefix,praefix1,praefix2,praefix3,praefix4,praefix5,praefix_phoncat1,praefix_phoncat2,praefix_phoncat3,praefix_phoncat4,praefix_phoncat5,prae_class,sonority0,sonority1,sonority2,sonority3,sonority4,sonority5,sonority_ratio0,sonority_ratio1,sonority_ratio2,sonority_ratio3,sonority_ratio4,sonority_ratio5,sonority_dir,syl_weight0,syl_weight1,syl_weight2,syl_weight3,syl_weight4,syl_weight5,syl_open0,syl_open1,syl_open2,syl_open3,syl_open4,syl_open5,syl_phoncat0,syl_phoncat1,syl_phoncat2,syl_phoncat3,syl_phoncat4,syl_phoncat5,onset_phoncat0,onset_phoncat1,onset_phoncat2,onset_phoncat3,onset_phoncat4,onset_phoncat5,koda_phoncat0,koda_phoncat1,koda_phoncat2,koda_phoncat3,koda_phoncat4,koda_phoncat5,nucleus_phoncat0,nucleus_phoncat1,nucleus_phoncat2,nucleus_phoncat3,nucleus_phoncat4,nucleus_phoncat5,syl_len0,syl_len1,syl_len2,syl_len3,syl_len4,syl_len5,koda_len0,koda_len1,koda_len2,koda_len3,koda_len4,koda_len5,onset_len0,onset_len1,onset_len2,onset_len3,onset_len4,onset_len5,nucleus_len0,nucleus_len1,nucleus_len2,nucleus_len3,nucleus_len4,nucleus_len5,syl_cv0,syl_cv1,syl_cv2,syl_cv3,syl_cv4,syl_cv5,cv_ratio0,cv_ratio1,cv_ratio2,cv_ratio3,cv_ratio4,cv_ratio5,pos,comp_struct,nomen,comp_len,Word,stress_class
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,ø,ø,E,ø,ø,ø,ø,L,LC,ø,ø,ø,ø,6,7,7,10,9,9,6,3,3,5,4,4,0,light,light,light,light,light,light,o,c,o,c,o,c,L,CK,CL,CK,AL,LC,,C,C,C,A,,,,,,,C,L,K,L,K,L,L,1,2,2,2,2,2,0,1,0,1,0,1,0,1,1,1,1,0,2,1,2,1,2,2,VV,CVC,CVV,CVC,CVV,VVC,0,2,0,2,0,0,N,R,T,1,Evaporation,ultima
ø,ø,t,ø,aet,taet,itaet,C,LC,ø,ø,ø,ø,ø,ø,E,ø,ø,ø,ø,L,LC,ø,ø,ø,ø,6,10,9,10,12,8,6,3,4,10,6,2,0,light,light,light,light,light,light,o,c,o,o,o,c,L,CKC,CL,L,CL,CLC,,C,C,,C,C,,C,,,,C,L,K,L,L,L,L,1,3,2,1,2,3,0,1,0,0,0,1,0,1,1,0,1,1,2,1,2,2,2,2,VV,CVC,CVV,VV,CVV,CVVC,0,2,0,0,0,1,N,A,T,1,Eventualitaet,ultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,ø,ø,ø,ø,e,ø,ø,ø,ø,K,KC,KCC,KCCK,KCCKC,ø,6,11,13,9,9,13,6,2,4,4,4,4,0,light,light,light,light,light,schwa,c,c,o,o,o,c,K,ø,ø,CL,AL,CKC,,CC,CC,C,A,C,,C,,,,C,K,K,L,L,L,K,2,2,3,2,3,3,1,1,0,0,0,1,0,2,2,1,1,1,1,1,2,2,2,1,VC,ø,ø,CVV,CVV,CVC,1,3,1,0,0,2,V,R,F,1,exemplifizieren,paenultima
ø,ø,t,ø,ø,ø,ø,C,ø,ø,ø,ø,acc,ø,ø,E,ø,ø,ø,ø,K,KC,KCC,ø,ø,ø,8,9,9,9,6,13,2,4,4,4,6,3,0,heavy,light,light,light,light,heavy,c,o,o,o,o,c,ø,CL,CL,ø,L,ø,,C,C,A,,C,CC,,,,,CC,K,L,L,L,L,K,2,2,2,2,1,4,2,0,0,0,0,2,0,1,1,1,0,1,1,2,2,2,2,1,ø,CVV,CVV,CVV,ø,ø,2,0,0,0,0,3,N,N,T,1,Exhibitionist,ultima
ø,ø,t,ø,ø,ø,ø,C,ø,ø,ø,ø,acc,ø,ø,E,ø,ø,ø,ø,K,KC,KCC,KCCK,KCCKC,ø,6,11,10,9,6,14,6,2,3,4,6,3,0,light,light,light,light,light,heavy,c,c,c,o,c,c,K,ø,CKC,ø,ø,ø,,CC,C,A,,C,,C,C,,,CC,K,K,K,L,K,K,1,2,4,2,1,4,1,1,1,0,1,2,0,2,1,1,0,1,1,1,1,2,1,1,VC,ø,CVC,CVV,ø,ø,1,3,2,0,1,3,N,A,T,1,Existentialist,ultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,ø,ø,ø,ø,e,ø,ø,ø,ø,K,KC,KCC,ø,ø,ø,8,7,11,11,9,13,2,3,5,5,4,4,0,heavy,light,light,light,light,schwa,c,c,o,o,o,c,ø,CK,CL,CL,AL,CKC,,C,C,C,A,C,CC,,,,,C,K,K,L,L,L,K,2,3,2,2,3,3,2,1,0,0,0,1,0,1,1,1,1,1,1,1,2,2,2,1,ø,CVC,CVV,CVV,CVV,CVC,2,2,0,0,0,2,V,ø,F,0,exkommunizieren,paenultima
ø,ø,h,ch,sch,isch,tisch,C,KC,CKC,CCKC,KCCKC,ø,ø,ø,e,ø,ø,ø,ø,K,KC,KCC,ø,ø,ø,8,10,9,6,12,10,2,3,4,6,4,3,0,heavy,light,light,light,light,light,c,c,o,o,c,c,ø,CKC,CL,L,CKC,CKC,,C,C,,C,C,CC,C,,,C,C,K,K,L,L,K,K,2,3,2,1,2,6,2,1,0,0,1,1,0,1,1,0,1,1,1,1,2,2,1,1,ø,CVC,CVV,VV,CVC,CVC,2,2,0,0,2,2,A,N,F,1,expansionistisch,paenultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,ø,ø,e,ø,ø,ø,ø,K,KC,KCC,ø,ø,ø,8,7,12,12,9,13,2,3,6,4,4,4,0,heavy,light,light,light,light,schwa,c,o,o,c,o,c,ø,CL,CL,CKC,CL,CKC,,C,C,C,C,C,CC,,,C,,C,K,L,L,K,L,K,2,2,2,3,3,3,2,0,0,1,0,1,0,1,1,1,1,1,1,2,2,1,2,1,ø,CVV,CVV,CVC,CVV,CVC,2,0,0,2,0,2,V,N,F,1,experimentieren,paenultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,ø,ø,E,ø,ø,ø,ø,K,KC,KCC,ø,ø,ø,8,11,6,7,9,9,2,3,6,3,4,4,0,heavy,light,light,light,light,light,c,o,c,c,o,c,ø,CCL,ø,CK,AL,LC,,CC,,C,A,,CC,,,,,C,K,L,K,K,L,L,2,3,1,2,2,2,2,0,1,1,0,1,0,2,0,1,1,0,1,2,1,1,2,2,ø,CCVV,ø,CVC,CVV,VVC,2,1,1,2,0,0,N,R,T,1,Exploitation,ultima
ø,ø,s,ø,mus,ø,ismus,C,KC,CKC,CCKC,KCCKC,noacc,ø,ø,E,ø,ø,ø,ø,K,KC,KCC,ø,ø,ø,8,11,9,6,12,12,2,3,4,6,4,4,0,heavy,light,light,light,light,light,c,c,o,o,c,c,ø,ø,CL,L,CKC,CKC,,CC,C,,C,C,CC,,,,C,C,K,K,L,L,K,K,2,4,2,1,3,3,2,1,0,0,1,1,0,2,1,0,1,1,1,1,2,2,1,1,ø,ø,CVV,VV,CVC,CVC,2,3,0,0,2,2,N,N,T,1,Expressionismus,paenultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,ø,ø,E,ø,ø,ø,ø,K,KC,KCC,ø,ø,ø,8,11,13,6,9,9,2,3,4,6,4,4,-1,heavy,light,light,light,light,light,c,o,o,c,o,c,ø,CCL,ø,ø,AL,LC,,CC,CC,,A,,CC,,,,,C,K,L,L,K,L,L,2,3,3,1,2,2,2,0,0,1,0,1,0,2,2,0,1,0,1,2,2,1,2,2,ø,CCVV,ø,ø,CVV,VVC,2,1,1,1,0,0,N,R,T,1,Expropriation,ultima
ø,al,l,ø,ø,ø,ø,C,LC,LLC,ø,ø,ø,ø,ø,e,ø,ø,ø,ø,K,KC,KCC,ø,ø,ø,8,7,12,7,12,14,2,3,6,3,6,7,1,heavy,light,light,light,light,light,c,c,o,o,o,c,ø,CK,CL,CL,CL,LC,,C,C,C,C,,CC,,,,,C,K,K,L,L,L,L,2,3,2,2,2,2,2,1,0,0,0,1,0,1,1,1,1,0,1,1,2,2,2,2,ø,CVC,CVV,CVV,CVV,VVC,2,2,0,0,0,0,A,A,F,1,exterritorial,ultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,ø,ø,E,ø,ø,ø,ø,K,KC,KCC,ø,ø,ø,8,15,7,10,9,9,2,5,3,5,4,4,-1,heavy,light,light,light,light,light,c,o,o,c,o,c,ø,CCL,CL,CK,AL,LC,,CC,C,C,A,,CC,,,,,C,K,L,L,K,L,L,2,3,2,2,2,2,2,0,0,1,0,1,0,2,1,1,1,0,1,2,2,1,2,2,ø,CCVV,CVV,CVC,CVV,VVC,2,1,0,2,0,0,N,R,T,1,Extrapolation,ultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,ø,ø,F,ø,ø,ø,ø,C,CK,CKC,CKCC,CKCCL,ø,11,9,9,7,9,9,3,4,4,3,4,4,-1,light,light,light,light,light,light,c,o,o,c,o,c,CKC,CL,CL,CK,AL,LC,C,C,C,C,A,,C,,,,,C,K,L,L,K,L,L,3,2,2,2,2,2,1,0,0,1,0,1,1,1,1,1,1,0,1,2,2,1,2,2,CVC,CVV,CVV,CVC,CVV,VVC,2,0,0,2,0,0,N,R,T,1,Falsifikation,ultima
ø,ø,t,ø,aet,taet,itaet,C,LC,ø,ø,ø,ø,ø,ø,F,ø,ø,ø,ø,C,CK,CKC,CKCL,CKCLC,ø,7,11,12,10,12,8,3,5,6,10,6,2,0,light,light,light,light,light,light,c,o,o,o,o,c,CK,CL,CL,L,CL,CLC,C,C,C,,C,C,,,,,,C,K,L,L,L,L,L,2,2,2,1,2,3,1,0,0,0,0,1,1,1,1,0,1,1,1,2,2,2,2,2,CVC,CVV,CVV,VV,CVV,CVVC,2,0,0,0,0,1,N,A,T,1,Familiaritaet,ultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,ø,ø,F,ø,ø,ø,ø,C,CK,CKC,CKCC,CKCCL,ø,11,9,9,7,9,9,3,4,4,3,4,4,-1,light,light,light,light,light,light,c,o,o,c,o,c,CKC,CL,CL,CK,AL,LC,C,C,C,C,A,,C,,,,,C,K,L,L,K,L,L,3,2,2,2,2,2,1,0,0,1,0,1,1,1,1,1,1,0,1,2,2,1,2,2,CVC,CVV,CVV,CVC,CVV,VVC,2,0,0,2,0,0,N,R,T,1,Fortifikation,ultima
ø,ø,t,ø,aet,taet,itaet,C,LC,ø,ø,ø,ø,ø,ø,F,ø,ø,ø,ø,C,CK,CKC,CKCC,ø,ø,13,9,6,13,12,8,3,4,6,6,6,2,-1,heavy,light,light,light,light,light,c,o,o,o,o,c,ø,ø,L,CL,CL,CLC,C,A,,C,C,C,CC,,,,,C,K,L,L,L,L,L,4,2,1,2,2,3,2,0,0,0,0,1,1,1,0,1,1,1,1,2,2,2,2,2,ø,CVV,ø,CVV,CVV,CVVC,3,0,0,0,0,1,N,A,T,1,Funktionalitaet,ultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,ø,ø,G,ø,ø,ø,ø,C,CK,CKC,CKCC,ø,ø,11,7,11,7,9,9,3,3,5,3,4,4,-1,light,light,light,light,light,light,c,c,o,c,o,c,CKC,CK,CL,CK,AL,LC,C,C,C,C,A,,C,,,,,C,K,K,L,K,L,L,3,2,2,2,2,2,1,1,0,1,0,1,1,1,1,1,1,0,1,1,2,1,2,2,CVC,CVC,CVV,CVC,CVV,VVC,2,2,0,2,0,0,N,R,T,1,Galvanisation,ultima
ø,ø,n,en,ø,ø,ø,C,KC,CKC,LCKC,CLCKC,ø,ø,ø,g,ø,ø,ø,ø,C,CK,CKC,CKCL,CKCLC,ø,7,9,13,11,13,10,3,4,4,3,6,3,0,schwa,light,schwa,schwa,light,schwa,o,o,c,c,o,c,CK,CL,CKC,CKC,CL,CKC,C,C,C,C,C,C,,,C,C,,C,K,L,K,K,L,K,2,3,3,3,2,3,0,0,1,1,0,1,1,1,1,1,1,1,1,2,1,1,2,1,ø,CVV,CVC,CVC,CVV,CVC,1,0,2,2,0,2,ADV,ø,F,1,gebuehrendermassen,sekunda
ø,keit,t,ø,eit,keit,gkeit,C,ø,ø,ø,ø,ø,ø,ø,G,ø,ø,ø,ø,C,CK,CKC,ø,ø,ø,7,10,10,10,10,12,3,3,3,5,3,4,0,schwa,light,schwa,light,light,light,o,c,c,o,c,c,CK,CKC,CKC,CL,CKC,CDC,C,C,C,C,C,C,,C,C,,C,C,K,K,K,L,K,D,2,3,3,2,3,4,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2,1,2,ø,CVC,CVC,CVV,CVC,CVVC,1,2,2,0,2,1,N,A,T,1,Gedankenlosigkeit,sekunda
ø,keit,t,ø,eit,keit,gkeit,C,ø,ø,ø,ø,ø,ø,ø,G,ø,ø,ø,ø,C,CL,CLC,CLCK,CLCKC,ø,7,10,12,10,10,12,3,3,2,5,3,4,0,light,schwa,heavy,light,light,light,o,c,c,o,c,c,CL,CKC,ø,CL,CKC,CDC,C,C,CC,C,C,C,,C,CA,,C,C,L,K,K,L,K,D,2,3,6,2,3,4,0,1,2,0,1,1,1,1,2,1,1,1,2,1,1,2,1,2,CVV,CVC,ø,CVV,CVC,CVVC,0,2,4,0,2,1,N,A,T,1,Gegenstandslosigkeit,prima
ø,ø,g,ø,ø,ø,ø,C,KC,CKC,CCKC,KCCKC,noacc,ø,ø,g,ø,ø,ø,ø,C,ø,ø,ø,ø,ø,12,8,7,10,11,10,4,2,3,3,3,3,0,light,schwa,light,schwa,light,light,c,c,o,c,c,c,ø,CKC,CL,CKC,CKC,CKC,C,C,C,C,C,C,C,C,,C,C,C,D,K,L,K,K,K,3,4,2,3,3,3,1,1,0,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,ø,CVC,CVV,CVC,CVC,CVC,1,2,0,2,2,2,A,N,F,1,geistesgegenwaertig,prima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,ø,ø,g,ø,ø,ø,ø,C,CL,CLC,CLCK,CLCKC,ø,7,9,10,12,9,13,3,4,5,6,4,4,0,light,schwa,light,light,light,schwa,o,o,c,o,o,c,CL,CK,CK,CL,CL,CKC,C,C,C,C,C,C,,,,,,C,L,K,K,L,L,K,2,2,2,2,3,3,0,0,1,0,0,1,1,1,1,1,1,1,2,1,1,2,2,1,CVV,ø,CVC,CVV,CVV,CVC,0,1,2,0,0,2,V,R,F,1,generalisieren,paenultima
ø,ø,s,ø,mus,ø,ø,C,KC,CKC,LCKC,CLCKC,ø,ø,ø,G,ø,ø,ø,ø,C,CL,CLC,CLCK,CLCKC,ø,7,9,10,13,9,12,3,4,5,4,4,4,0,light,schwa,light,light,light,light,o,o,c,c,o,c,CL,CK,CK,CKC,CL,CKC,C,C,C,C,C,C,,,,C,,C,L,K,K,K,L,K,2,2,2,3,2,3,0,0,1,1,0,1,1,1,1,1,1,1,2,1,1,1,2,1,CVV,ø,CVC,CVC,CVV,CVC,0,1,2,2,0,2,N,ø,T,0,Generalissimus,antepaenultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,ø,ø,G,ø,ø,ø,ø,C,CK,CKC,CKCC,CKCCL,ø,8,9,9,10,9,9,2,4,4,5,4,4,0,light,light,light,light,light,light,c,o,o,c,o,c,CKC,CL,CL,CK,AL,LC,C,C,C,C,A,,C,,,,,C,K,L,L,K,L,L,2,3,2,2,2,2,1,0,0,1,0,1,1,1,1,1,1,0,1,2,2,1,2,2,CVC,CVV,CVV,CVC,CVV,VVC,2,0,0,2,0,0,N,R,T,1,Gestikulation,ultima
ø,keit,t,ø,eit,keit,gkeit,C,ø,ø,ø,ø,ø,ø,ø,G,ø,ø,ø,ø,C,CK,CKC,ø,ø,ø,7,9,10,8,10,12,3,4,3,2,3,4,0,schwa,light,schwa,light,light,light,o,c,c,c,c,c,CK,CK,CKC,CKC,CKC,CDC,C,C,C,C,C,C,,,C,C,C,C,K,K,K,K,K,D,2,3,3,3,3,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,ø,CVC,CVC,CVC,CVC,CVVC,1,2,2,2,2,1,N,A,T,1,Gewissenhaftigkeit,sekunda
ø,keit,t,ø,eit,keit,gkeit,C,ø,ø,ø,ø,ø,ø,ø,G,ø,ø,ø,ø,C,CK,CKC,ø,ø,ø,7,9,10,10,10,12,3,4,3,5,3,4,0,schwa,light,schwa,light,light,light,o,c,c,o,c,c,CK,CK,CKC,CL,CKC,CDC,C,C,C,C,C,C,,,C,,C,C,K,K,K,L,K,D,2,3,3,2,3,4,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2,1,2,ø,CVC,CVC,CVV,CVC,CVVC,1,2,2,0,2,1,N,A,T,1,Gewissenlosigkeit,sekunda
ø,ø,n,en,ø,ø,ø,C,KC,CKC,LCKC,CLCKC,ø,ø,ø,g,ø,ø,ø,ø,C,CK,ø,ø,ø,ø,7,10,9,13,13,10,3,3,4,4,6,3,0,schwa,light,schwa,schwa,light,schwa,o,c,o,c,o,c,CK,ø,CK,CKC,CL,CKC,C,AC,C,C,C,C,,,,C,,C,K,K,K,K,L,K,2,4,2,3,2,3,0,1,0,1,0,1,1,2,1,1,1,1,1,1,1,1,2,1,ø,ø,ø,CVC,CVV,CVC,1,3,1,2,0,2,ADV,ø,F,1,gezwungenermassen,sekunda
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,ø,ø,G,ø,ø,ø,ø,C,CC,ø,ø,ø,ø,11,12,9,7,9,9,3,6,4,3,4,4,-1,light,light,light,light,light,light,o,o,o,c,o,c,ø,CL,CL,CK,AL,LC,CC,C,C,C,A,,,,,,,C,L,L,L,K,L,L,3,2,2,2,2,2,0,0,0,1,0,1,2,1,1,1,1,0,2,2,2,1,2,2,ø,CVV,CVV,CVC,CVV,VVC,1,0,0,2,0,0,N,R,T,1,Glorifikation,ultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,ø,ø,G,ø,ø,ø,ø,C,CC,ø,ø,ø,ø,11,9,9,7,9,9,3,4,4,3,4,4,-1,light,light,light,light,light,light,c,o,o,c,o,c,ø,CL,CL,CK,AL,LC,CC,C,C,C,A,,,,,,,C,K,L,L,K,L,L,3,2,2,2,2,2,1,0,0,1,0,1,2,1,1,1,1,0,1,2,2,1,2,2,ø,CVV,CVV,CVC,CVV,VVC,3,0,0,2,0,0,N,R,T,1,Gratifikation,ultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,ø,ø,H,ø,ø,ø,ø,C,CK,CKC,CKCL,CKCLC,ø,7,9,12,7,9,9,3,4,6,3,4,4,0,light,light,light,light,light,light,c,o,o,c,o,c,CK,CL,CL,CK,AL,LC,C,C,C,C,A,,,,,,,C,K,L,L,K,L,L,2,2,2,2,2,2,1,0,0,1,0,1,1,1,1,1,1,0,1,2,2,1,2,2,CVC,CVV,CVV,CVC,CVV,VVC,2,0,0,2,0,0,N,R,T,1,Habilitation,ultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,ø,ø,H,ø,ø,ø,ø,C,CK,CKC,CKCL,ø,ø,7,12,9,9,9,9,3,6,4,4,4,4,0,light,light,light,light,light,light,c,o,o,c,o,c,CK,CL,AL,CK,AL,LC,C,C,A,C,A,,,,,,,C,K,L,L,K,L,L,3,2,2,2,2,2,1,0,0,1,0,1,1,1,1,1,1,0,1,2,2,1,2,2,CVC,CVV,CVV,CVC,CVV,VVC,2,0,0,2,0,0,N,R,T,1,Halluzination,ultima
ø,ø,n,en,ø,ø,ø,C,KC,CKC,LCKC,CLCKC,ø,ø,ø,h,ø,ø,ø,ø,C,CL,CLC,ø,ø,ø,11,7,12,11,13,10,3,3,3,3,6,3,0,light,schwa,light,schwa,light,schwa,c,o,c,c,o,c,ø,CK,ø,CKC,CL,CKC,C,C,CC,C,C,C,C,,C,C,,C,L,K,K,K,L,K,3,2,5,3,2,3,1,0,1,1,0,1,1,1,2,1,1,1,2,1,1,1,2,1,ø,ø,ø,CVC,CVV,CVC,1,1,3,2,0,2,ADV,ø,F,1,hergebrachtermassen,prima
ø,ø,l,ø,ø,ø,ø,C,KC,ø,ø,ø,ø,ø,ø,h,ø,ø,ø,ø,C,CL,CLC,CLCL,CLCLC,ø,7,7,10,7,10,10,3,3,5,3,3,5,0,light,light,light,light,light,light,o,o,o,c,o,c,CL,CL,CL,CK,ø,ø,C,C,C,C,CC,,,,,,,C,L,L,L,K,L,K,2,2,2,2,2,3,0,0,0,1,0,1,1,1,1,1,2,0,2,2,2,1,2,1,CVV,CVV,CVV,CVC,ø,ø,0,0,0,2,1,1,A,A,F,1,heterosexuell,ultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,ø,ø,h,ø,ø,ø,ø,C,CL,CLC,CLCL,CLCLC,ø,7,9,7,11,9,13,3,4,3,5,4,4,0,light,light,light,light,light,schwa,o,o,o,o,o,c,CL,CL,CL,CL,CL,CKC,C,C,C,C,C,C,,,,,,C,L,L,L,L,L,K,2,2,2,2,3,3,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,1,CVV,CVV,CVV,CVV,CVV,CVC,0,0,0,0,0,2,V,A,F,1,homogenisieren,paenultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,ø,ø,h,ø,ø,ø,ø,C,CK,CKC,CKCC,CKCCL,ø,8,9,11,12,9,13,2,4,5,6,4,4,0,light,light,light,light,light,schwa,c,o,o,o,o,c,CKC,CL,CL,CL,CL,CKC,C,C,C,C,C,C,C,,,,,C,K,L,L,L,L,K,2,3,2,2,3,3,1,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,1,CVC,CVV,CVV,CVV,CVV,CVC,2,0,0,0,0,2,V,N,F,1,hospitalisieren,paenultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,ø,ø,i,ø,ø,ø,ø,L,LC,ø,ø,ø,ø,8,7,6,12,9,13,8,3,6,6,4,4,1,light,light,light,light,light,schwa,o,o,c,o,o,c,L,CL,ø,CL,CL,CKC,,C,,C,C,C,,,,,,C,L,L,K,L,L,K,1,2,1,2,3,3,0,0,1,0,0,1,0,1,0,1,1,1,2,2,1,2,2,1,VV,CVV,ø,CVV,CVV,CVC,0,0,1,0,0,2,V,A,F,1,idealisieren,paenultima
ø,ø,g,ø,ung,rung,erung,C,KC,CKC,LCKC,CLCKC,ø,ø,ø,I,ø,ø,ø,ø,L,LC,ø,ø,ø,ø,8,7,6,12,9,15,8,3,6,6,4,5,1,light,light,light,light,light,light,o,o,c,o,o,c,L,CL,ø,CL,CL,CKC,,C,,C,C,C,,,,,,C,L,L,K,L,L,K,1,2,1,2,3,4,0,0,1,0,0,1,0,1,0,1,1,1,2,2,1,2,2,1,VV,CVV,ø,CVV,CVV,CVC,0,0,1,0,0,2,N,V,T,1,Idealisierung,paenultima
ø,keit,t,ø,eit,keit,gkeit,C,ø,ø,ø,ø,ø,ø,ø,I,ø,ø,ø,ø,L,LC,ø,ø,ø,ø,8,7,9,10,10,12,8,3,4,5,3,4,0,light,light,schwa,light,light,light,o,o,c,o,c,c,L,CL,ø,CL,CKC,CDC,,C,,C,C,C,,,C,,C,C,L,L,K,L,K,D,1,2,2,2,3,4,0,0,1,0,1,1,0,1,0,1,1,1,2,2,1,2,1,2,VV,CVV,ø,CVV,CVC,CVVC,0,0,1,0,2,1,N,A,T,1,Ideenlosigkeit,sekunda
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,ø,ø,ø,ø,i,ø,ø,ø,ø,L,LC,ø,ø,ø,ø,8,10,9,9,9,13,8,3,4,4,4,4,0,light,light,light,light,light,schwa,o,c,o,o,o,c,L,CKC,CL,CL,AL,CKC,,C,C,C,A,C,,C,,,,C,L,K,L,L,L,K,1,3,2,2,3,3,0,1,0,0,0,1,0,1,1,1,1,1,2,1,2,2,2,1,VV,CVC,CVV,CVV,CVV,CVC,0,2,0,0,0,2,V,R,F,1,identifizieren,paenultima
ø,ø,g,ø,ung,rung,erung,C,KC,CKC,LCKC,ø,ø,ø,ø,I,ø,ø,ø,ø,L,LC,ø,ø,ø,ø,8,10,9,9,9,15,8,3,4,4,4,5,0,light,light,light,light,light,light,o,c,o,o,o,c,L,CKC,CL,CL,AL,CKC,,C,C,C,A,C,,C,,,,C,L,K,L,L,L,K,1,3,2,2,3,4,0,1,0,0,0,1,0,1,1,1,1,1,2,1,2,2,2,1,VV,CVC,CVV,CVV,CVV,CVC,0,2,0,0,0,2,N,V,T,1,Identifizierung,paenultima
ø,ø,e,ø,ø,ø,ø,L,ø,ø,ø,ø,ø,ø,ø,I,ø,ø,ø,ø,L,LC,ø,ø,ø,ø,8,9,6,12,11,9,8,4,6,4,3,4,0,light,light,light,light,light,light,o,o,o,c,c,o,L,CL,L,CKC,ø,ø,,C,,C,CC,C,,,,C,,,L,L,L,K,K,L,1,2,1,3,3,3,0,0,0,1,1,0,0,1,0,1,2,1,2,2,2,1,1,2,VV,CVV,ø,CVC,ø,ø,0,0,0,2,3,0,N,N,T,1,Idiosynkrasie,ultima
ø,ø,h,ch,sch,isch,tisch,C,KC,CKC,LCKC,CLCKC,ø,ø,ø,i,ø,ø,ø,ø,L,LC,ø,ø,ø,ø,8,9,6,12,15,10,8,4,6,4,5,3,0,light,light,light,light,light,light,o,o,o,c,o,c,L,CL,L,CKC,ø,CKC,,C,,C,CC,C,,,,C,,C,L,L,L,K,L,K,1,2,1,3,3,5,0,0,0,1,0,1,0,1,0,1,2,1,2,2,2,1,2,1,VV,CVV,ø,CVC,ø,CVC,0,0,0,2,1,2,A,N,F,1,idiosynkratisch,paenultima
ø,ø,t,ø,aet,taet,itaet,C,LC,ø,ø,ø,ø,ø,ø,I,ø,ø,ø,ø,K,KC,KCL,KCLC,ø,ø,8,10,9,9,11,8,8,5,4,4,5,2,0,light,light,light,light,light,light,c,o,o,o,o,c,K,CL,CL,CL,CL,CLC,,C,C,C,C,C,,,,,,C,K,L,L,L,L,L,2,2,2,2,2,3,1,0,0,0,0,1,0,1,1,1,1,1,1,2,2,2,2,2,VC,CVV,CVV,CVV,CVV,CVVC,1,0,0,0,0,1,N,A,T,1,Illegitimitaet,ultima
ø,ø,t,ø,aet,taet,itaet,C,LC,ø,ø,ø,ø,ø,ø,I,ø,ø,ø,ø,K,KC,KCL,KCLC,ø,ø,8,12,7,14,12,8,8,6,3,7,6,2,0,light,light,light,light,light,light,c,o,o,o,o,c,K,CL,CL,CL,CL,CLC,,C,C,C,C,C,,,,,,C,K,L,L,L,L,L,2,2,2,2,2,3,1,0,0,0,0,1,0,1,1,1,1,1,1,2,2,2,2,2,VC,CVV,CVV,CVV,CVV,CVVC,1,0,0,0,0,1,N,A,T,1,Illiberalitaet,ultima
