syl_suffix,signi_suffix,suffix1,suffix2,suffix3,suffix4,suffix5,suffix_phoncat1,suffix_phoncat2,suffix_phoncat3,suffix_phoncat4,suffix_phoncat5,suff_class,syl_praefix,signi_praefix,praefix1,praefix2,praefix3,praefix4,praefix5,praefix_phoncat1,praefix_phoncat2,praefix_phoncat3,praefix_phoncat4,praefix_phoncat5,prae_class,sonority0,sonority1,sonority2,sonority3,sonority_ratio0,sonority_ratio1,sonority_ratio2,sonority_ratio3,sonority_dir,syl_weight0,syl_weight1,syl_weight2,syl_weight3,syl_open0,syl_open1,syl_open2,syl_open3,syl_phoncat0,syl_phoncat1,syl_phoncat2,syl_phoncat3,onset_phoncat0,onset_phoncat1,onset_phoncat2,onset_phoncat3,koda_phoncat0,koda_phoncat1,koda_phoncat2,koda_phoncat3,nucleus_phoncat0,nucleus_phoncat1,nucleus_phoncat2,nucleus_phoncat3,syl_len0,syl_len1,syl_len2,syl_len3,koda_len0,koda_len1,koda_len2,koda_len3,onset_len0,onset_len1,onset_len2,onset_len3,nucleus_len0,nucleus_len1,nucleus_len2,nucleus_len3,syl_cv0,syl_cv1,syl_cv2,syl_cv3,cv_ratio0,cv_ratio1,cv_ratio2,cv_ratio3,pos,comp_struct,nomen,comp_len,Word,stress_class
der,ø,r,er,der,nder,ander,C,KC,CKC,CCKC,KCCKC,ø,Durch,ø,D,Du,Dur,Durc,Durch,C,CK,CKC,CKCC,CKCCD,acc,14,13,9,11,3,6,4,3,-2,heavy,light,light,schwa,c,c,c,c,CKCC,DC,KC,CKC,C,,,C,CC,C,C,C,K,D,K,K,5,3,2,3,2,1,1,1,1,0,0,1,1,2,1,1,CVCC,VVC,VC,CVC,3,0,1,2,N,ø,T,2,Durcheinander,paenultima
$e,ø,e,se,sse,asse,rasse,K,CK,LCK,CLCK,CCLCK,ø,Durch,ø,D,Du,Dur,Durc,Durch,C,CK,CKC,CKCC,CKCCC,acc,14,16,16,7,3,4,4,3,-2,heavy,heavy,light,schwa,c,c,o,o,CKCC,CLCA,CCCL,CK,C,C,CCC,C,CC,CA,,,K,L,L,K,5,6,4,2,2,2,0,0,1,1,3,1,1,2,2,1,CVCC,CVVCC,CCCVV,CV,3,1,1,1,N,NN,T,2,Durchfahrtsstrasse,prima
bot,ø,t,ot,bot,rbot,erbot,C,LC,CLC,CCLC,KCCLC,ø,Durch,ø,D,Du,Dur,Durc,Durch,C,CK,CKC,CKCC,CKCCC,acc,14,13,11,8,3,4,3,2,-2,heavy,light,light,light,c,c,c,c,CKCC,CLC,CKC,CLC,C,C,C,C,CC,C,C,C,K,L,K,L,5,4,3,3,2,1,1,1,1,1,1,1,1,2,1,2,CVCC,CVVC,CVC,CVVC,3,1,2,1,N,VN,T,2,Durchfuhrverbot,prima
$e,ø,e,se,sse,asse,rasse,K,CK,LCK,CLCK,CCLCK,ø,Durch,ø,D,Du,Dur,Durc,Durch,C,CK,CKC,CKCC,CKCCC,acc,14,11,16,7,3,2,4,3,-2,heavy,heavy,light,schwa,c,c,o,o,CKCC,CKCC,CCCL,CK,C,C,CCC,C,CC,CC,,,K,K,L,K,5,5,4,2,2,2,0,0,1,1,3,1,1,1,2,1,CVCC,CVCC,CCCVV,CV,3,3,1,1,N,NN,T,2,Durchgangsstrasse,prima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,durch,durch,d,du,dur,durc,durch,C,CK,CKC,CKCC,CKCCC,acc,14,13,9,13,3,4,4,4,-1,heavy,light,light,schwa,c,c,o,c,CKCC,CKC,CL,CKC,C,C,C,C,CC,C,,C,K,K,L,K,5,3,5,3,2,1,0,1,1,1,1,1,1,1,2,1,CVCC,CVC,CVV,CVC,3,2,0,2,V,PV,F,2,durchmarschieren,prima
de,ø,e,de,nde,ende,sende,K,CK,CCK,KCCK,CKCCK,ø,Durch,ø,D,Du,Dur,Durc,Durch,C,CK,CKC,CKCC,CKCCC,acc,14,14,10,7,3,7,3,3,-3,heavy,light,schwa,schwa,c,o,c,o,CKCC,CD,CKC,CK,C,C,C,C,CC,,C,,K,D,K,K,5,3,3,2,2,0,1,0,1,1,1,1,1,2,1,1,CVCC,CVV,CVC,CV,3,0,2,1,N,PN,T,2,Durchreisende,prima
pier,ø,r,er,ier,pier,apier,C,LC,CLC,KCLC,CKCLC,ø,Durch,ø,D,Du,Dur,Durc,Durch,C,CK,CKC,CKCC,CKCCC,acc,14,16,7,13,3,4,3,4,-2,heavy,light,light,light,c,c,c,c,CKCC,CCLC,CK,CLC,C,CC,C,C,CC,C,,C,K,L,K,L,5,6,2,4,2,1,1,1,1,2,1,1,1,2,1,2,CVCC,CCVVC,CVC,CVVC,3,1,2,1,N,NN,T,2,Durchschlagpapier,prima
ter,ø,r,er,ter,lter,alter,C,KC,CKC,CCKC,KCCKC,ø,Durch,ø,D,Du,Dur,Durc,Durch,C,CK,CKC,CKCC,CKCCC,ø,14,13,10,11,3,3,5,3,-2,heavy,light,light,schwa,c,c,c,c,CKCC,CCKA,KC,CKC,C,CC,,C,CC,A,C,C,K,K,K,K,5,8,2,3,2,1,1,1,1,2,0,1,1,1,1,1,CVCC,CCVC,VC,CVC,3,3,1,2,N,NN,T,2,Durchschnittsalter,prima
dung,ø,g,ng,ung,dung,ldung,C,KC,CKC,CCKC,KCCKC,ø,Durch,ø,D,Du,Dur,Durc,Durch,C,CK,CKC,CKCC,CKCCC,ø,14,13,13,12,3,3,4,4,-1,heavy,light,light,light,c,c,c,c,CKCC,CCKA,CKC,CKC,C,CC,C,C,CC,A,C,C,K,K,K,K,5,8,3,4,2,1,1,1,1,2,1,1,1,1,1,1,CVCC,CCVC,CVC,CVC,3,3,2,2,N,NN,T,2,Durchschnittsbildung,prima
stung,ø,g,ng,ung,tung,stung,C,KC,CKC,CCKC,DCCKC,ø,Durch,ø,D,Du,Dur,Durc,Durch,C,CK,CKC,CKCC,CKCCC,ø,14,13,15,12,3,3,5,4,-1,heavy,light,light,light,c,c,c,c,CKCC,CCKA,CDC,CKC,C,CC,C,C,CC,A,C,C,K,K,D,K,5,8,3,5,2,1,1,1,1,2,1,1,1,1,2,1,CVCC,CCVC,CVVC,CVC,3,3,1,2,N,NN,T,2,Durchschnittsleistung,prima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,durch,durch,d,du,dur,durc,durch,C,CK,CKC,CKCC,CKCCC,acc,14,11,11,13,3,3,5,4,-1,heavy,light,light,schwa,c,c,o,c,CKCC,CCK,CL,CKC,C,CC,C,C,CC,,,C,K,K,L,K,5,4,3,3,2,1,0,1,1,2,1,1,1,1,2,1,CVCC,CCVC,CVV,CVC,3,3,0,2,V,PV,F,2,durchtrainieren,prima
tig,ø,g,ig,tig,rtig,ertig,C,KC,CKC,CCKC,KCCKC,ø,e,ø,e,eb,ebe,eben,ebenb,L,LC,LCK,LCKC,LCKCC,ø,6,10,13,10,6,3,4,3,1,light,schwa,light,light,o,c,c,c,L,CKC,CKC,CKC,,C,C,C,,C,C,C,L,K,K,K,1,3,3,3,0,1,1,1,0,1,1,1,2,1,1,1,VV,CVC,CVC,CVC,0,2,2,2,A,ø,F,2,ebenbuertig,prima
her,ø,r,er,her,aher,daher,C,LC,CLC,KCLC,CKCLC,ø,e,ø,e,eb,ebe,eben,ebend,L,LC,LCK,LCKC,LCKCC,ø,6,10,7,11,6,3,3,3,1,light,schwa,light,light,o,c,c,c,L,CKC,CK,CLC,,C,C,C,,C,,C,L,K,K,L,1,3,2,3,0,1,1,1,0,1,1,1,2,1,1,2,VV,CVC,CVC,CVVC,0,2,2,1,ADV,ø,F,2,ebendaher,multa
hin,ø,n,in,hin,ahin,dahin,C,KC,CKC,KCKC,CKCKC,ø,e,ø,e,eb,ebe,eben,ebend,L,LC,LCK,LCKC,LCKCC,ø,6,10,7,12,6,3,3,4,1,light,schwa,light,light,o,c,c,c,L,CKC,CK,CKC,,C,C,C,,C,,C,L,K,K,K,1,3,2,3,0,1,1,1,0,1,1,1,2,1,1,1,VV,CVC,CVC,CVC,0,2,2,2,ADV,ø,F,2,ebendahin,multa
um,um,m,um,rum,arum,darum,C,KC,CKC,LCKC,CLCKC,ø,e,ø,e,eb,ebe,eben,ebend,L,LC,LCK,LCKC,LCKCC,ø,6,10,11,15,6,3,5,5,2,light,schwa,light,light,o,c,o,c,L,CKC,CL,CKC,,C,C,C,,C,,C,L,K,L,K,1,3,3,2,0,1,0,1,0,1,1,1,2,1,2,1,VV,CVC,CVV,CVC,0,2,0,2,X,ø,F,2,ebendarum,multa
um,um,m,um,rum,arum,darum,C,KC,CKC,LCKC,CLCKC,ø,e,ø,e,eb,ebe,eben,ebend,L,LC,LCK,LCKC,LCKCC,ø,6,10,11,15,6,3,5,5,2,light,schwa,light,light,o,c,o,c,L,CKC,CL,CKC,,C,C,C,,C,,C,L,K,L,K,1,3,3,2,0,1,0,1,0,1,1,1,2,1,2,1,VV,CVC,CVV,CVC,0,2,0,2,ADV,ø,F,2,ebendarum,multa
ser,ø,r,er,ser,eser,ieser,C,KC,CKC,LCKC,CLCKC,ø,e,ø,e,eb,ebe,eben,ebend,L,LC,LCK,LCKC,LCKCC,ø,6,10,9,11,6,3,4,3,1,light,schwa,light,schwa,o,c,o,c,L,CKC,CL,CKC,,C,C,C,,C,,C,L,K,L,K,1,3,3,3,0,1,0,1,0,1,1,1,2,1,2,1,VV,CVC,CVV,CVC,0,2,0,2,X,ø,F,2,ebendieser,multa
dig,ø,g,ig,dig,rdig,erdig,C,KC,CKC,CCKC,LCCKC,noacc,e,ø,e,eb,ebe,eben,ebene,L,LC,LCK,LCKC,LCKCL,ø,6,10,10,10,6,3,5,3,1,light,schwa,light,light,o,c,c,c,L,CKC,LC,CKC,,C,,C,,C,C,C,L,K,L,K,1,3,2,3,0,1,1,1,0,1,0,1,2,1,2,1,VV,CVC,VVC,CVC,0,2,0,2,A,ø,F,2,ebenerdig,prima
ner,ø,r,er,ner,ener,jener,C,KC,CKC,LCKC,CLCKC,ø,e,ø,e,eb,ebe,eben,ebenj,L,LC,LCK,LCKC,LCKCC,ø,6,10,12,13,6,3,6,4,2,light,schwa,light,schwa,o,c,o,c,L,CKC,CL,CKC,,C,C,C,,C,,C,L,K,L,K,1,3,2,3,0,1,0,1,0,1,1,1,2,1,2,1,VV,CVC,CVV,CVC,0,2,0,2,X,ø,F,2,ebenjener,multa
gern,ø,n,rn,ern,gern,ogern,C,CC,KCC,CKCC,LCKCC,ø,e,ø,e,eb,ebe,eben,ebens,L,LC,LCK,LCKC,LCKCC,ø,6,10,7,14,6,3,3,3,2,light,schwa,light,heavy,o,c,o,c,L,CKC,CL,CKCC,,C,C,C,,C,,CC,L,K,L,K,1,3,2,4,0,1,0,2,0,1,1,1,2,1,2,1,VV,CVC,CVV,CVCC,0,2,0,3,ADV,ø,F,2,ebensogern,prima
gut,ø,t,ut,gut,ogut,sogut,C,LC,CLC,LCLC,CLCLC,ø,e,ø,e,eb,ebe,eben,ebens,L,LC,LCK,LCKC,LCKCC,ø,6,10,7,10,6,3,3,3,1,light,schwa,light,light,o,c,o,c,L,CKC,CL,CLC,,C,C,C,,C,,C,L,K,L,L,1,3,2,3,0,1,0,1,0,1,1,1,2,1,2,2,VV,CVC,CVV,CVVC,0,2,0,1,ADV,ø,F,2,ebensogut,prima
lang,ø,g,ng,ang,lang,olang,C,KC,CKC,LCKC,CLCKC,ø,e,ø,e,eb,ebe,eben,ebens,L,LC,LCK,LCKC,LCKCC,ø,6,10,7,13,6,3,3,4,1,light,schwa,light,light,o,c,o,c,L,CKC,CL,CKC,,C,C,C,,C,,C,L,K,L,K,1,3,2,4,0,1,0,1,0,1,1,1,2,1,2,1,VV,CVC,CVV,CVC,0,2,0,2,ADV,ø,F,2,ebensolang,prima
weit,ø,t,it,eit,weit,oweit,C,DC,CDC,LCDC,CLCDC,ø,e,ø,e,eb,ebe,eben,ebens,L,LC,LCK,LCKC,LCKCC,ø,6,10,7,12,6,3,3,4,1,light,schwa,light,light,o,c,o,c,L,CKC,CL,CDC,,C,C,C,,C,,C,L,K,L,D,1,3,2,4,0,1,0,1,0,1,1,1,2,1,2,2,VV,CVC,CVV,CVVC,0,2,0,1,ADV,ø,F,2,ebensoweit,prima
sche,ø,e,he,che,sche,esche,K,CK,KCK,CKCK,KCKCK,ø,E,ø,E,Eb,Ebe,Eber,Ebere,L,LC,LCK,LCKC,LCKCK,ø,6,11,6,7,6,3,6,3,-1,light,schwa,light,schwa,o,c,c,o,L,CKC,K,CK,,C,,C,,C,,,L,K,K,K,1,3,1,4,0,1,1,0,0,1,0,1,2,1,1,1,VV,CVC,VC,CV,0,2,1,1,N,NN,T,2,Eberesche,prima
nisch,ø,h,ch,sch,isch,nisch,C,KC,CKC,KCKC,CKCKC,ø,e,ø,e,ed,ede,edel,edelm,L,LC,LCK,LCKC,LCKCC,ø,6,11,9,12,6,3,4,4,1,light,schwa,light,light,o,c,c,c,L,CKC,CK,CKC,,C,C,C,,C,,C,L,K,K,K,1,3,3,5,0,1,1,1,0,1,1,1,2,1,1,1,VV,CVC,CVC,CVC,0,2,2,2,A,AN,F,2,edelmaennisch,prima
tall,ø,l,ll,all,tall,etall,C,KC,CKC,LCKC,CLCKC,ø,E,ø,E,Ed,Ede,Edel,Edelm,L,LC,LCK,LCKC,LCKCC,ø,6,11,9,11,6,3,4,3,1,light,schwa,light,light,o,c,o,c,L,CKC,CL,CKC,,C,C,C,,C,,C,L,K,L,K,1,3,2,4,0,1,0,1,0,1,1,1,2,1,2,1,VV,CVC,CVV,CVC,0,2,0,2,N,AN,T,2,Edelmetall,prima
trisch,ø,h,ch,sch,isch,risch,C,KC,CKC,CCKC,CCCKC,ø,e,ø,e,eg,ego,egoz,egoze,L,LC,LCL,LCLA,LCLAK,ø,6,7,10,14,6,3,3,3,2,light,light,light,light,o,o,c,c,L,CL,AKC,CCKC,,C,A,CC,,,C,C,L,L,K,K,1,2,3,6,0,0,1,1,0,1,1,2,2,2,1,1,VV,CVV,CVC,CCVC,0,0,2,3,A,NA,F,2,egozentrisch,paenultima
chen,chen,n,en,hen,chen,echen,C,KC,CKC,KCKC,CKCKC,ø,e,ø,e,eh,ehe,eheb,ehebr,L,LK,LKC,LKCC,LKCCK,ø,6,6,11,10,6,6,3,3,1,light,schwa,light,schwa,o,o,c,c,L,K,CCK,CKC,,,CC,C,,,,C,L,K,K,K,1,2,3,4,0,0,1,1,0,0,2,1,2,1,1,1,VV,V,CCVC,CVC,0,0,3,2,V,NV,F,2,ehebrechen,prima
te,ø,e,te,tte,atte,gatte,K,CK,KCK,CKCK,KCKCK,ø,E,ø,E,Eh,Ehe,Eheg,Ehega,L,LK,LKC,LKCK,LKCKC,ø,6,6,7,7,6,6,3,3,0,light,schwa,light,schwa,o,o,c,o,L,K,CK,CK,,,C,C,,,,,L,K,K,K,1,2,3,2,0,0,1,0,0,0,1,1,2,1,1,1,VV,V,CVC,CV,0,0,2,1,N,NN,T,2,Ehegatte,prima
stern,ø,n,rn,ern,tern,stern,C,CC,KCC,CKCC,CCKCC,ø,e,ø,e,eh,ehe,eheg,ehege,L,LK,LKC,LKCK,LKCKC,ø,6,6,8,14,6,6,2,3,2,light,schwa,light,schwa,o,o,c,c,L,K,CKC,CKCC,,,C,C,,,C,CC,L,K,K,K,1,2,2,5,0,0,1,2,0,0,1,1,2,1,1,1,VV,V,CVC,CVCC,0,0,2,3,ADV,ø,F,2,ehegestern,prima
lig,ø,g,ig,lig,alig,malig,C,KC,CKC,LCKC,CLCKC,noacc,e,ø,e,eh,ehe,ehem,ehema,L,LK,LKC,LKCL,LKCLC,ø,6,6,13,13,6,6,6,4,2,light,schwa,light,light,o,o,o,c,L,K,CL,CKC,,,C,C,,,,C,L,K,L,K,1,2,2,3,0,0,0,1,0,0,1,1,2,1,2,1,VV,V,CVV,CVC,0,0,0,2,A,ø,F,2,ehemalig,prima
dung,ø,g,ng,ung,dung,idung,C,KC,CKC,DCKC,CDCKC,ø,E,ø,E,Eh,Ehe,Ehes,Ehesc,L,LK,LKC,LKCD,LKCDC,ø,6,6,11,12,6,6,5,4,2,light,schwa,light,light,o,o,o,c,L,K,CD,CKC,,,C,C,,,,C,L,K,D,K,1,2,5,4,0,0,0,1,0,0,1,1,2,1,2,1,VV,V,CVV,CVC,0,0,0,2,N,NV,T,2,Ehescheidung,prima
der,ø,r,er,der,ider,eider,C,KC,CKC,DCKC,CDCKC,ø,Ehr,ø,E,Eh,Ehr,Ehra,Ehrab,L,LC,LCK,LCKC,LCKCC,ø,10,7,14,11,5,3,4,3,1,light,light,light,schwa,c,c,o,c,LC,KC,CCD,CKC,,,CC,C,C,C,,C,L,K,D,K,3,2,6,3,1,1,0,1,0,0,2,1,2,1,2,1,VVC,VC,CCVV,CVC,0,1,1,2,N,NV,T,2,Ehrabschneider,prima
rig,ø,g,ig,rig,erig,ierig,C,KC,CKC,LCKC,CLCKC,noacc,ehr,ø,e,eh,ehr,ehrb,ehrbe,L,LC,LCC,LCCK,LCCKC,ø,10,7,9,13,5,3,4,4,1,light,schwa,light,light,c,o,o,c,LC,CK,CL,CKC,,C,C,C,C,,,C,L,K,L,K,3,2,3,3,1,0,0,1,0,1,1,1,2,1,2,1,VVC,CV,CVV,CVC,0,1,0,2,A,NA,F,2,ehrbegierig,prima
che,ø,e,he,che,ache,sache,K,CK,KCK,CKCK,CCKCK,ø,Eh,ø,E,Eh,Ehr,Ehre,Ehren,L,LC,LCK,LCKC,LCKCC,ø,6,13,7,7,6,4,3,3,-1,light,schwa,light,schwa,o,c,c,o,L,CKC,CK,CK,,C,C,C,,C,,,L,K,K,K,2,3,2,3,0,1,1,0,0,1,1,1,2,1,1,1,VV,CVC,CVC,CV,0,2,2,1,N,NN,T,2,Ehrensache,prima
tig,ø,g,ig,tig,etig,ietig,C,KC,CKC,LCKC,CLCKC,noacc,ehr,ø,e,eh,ehr,ehre,ehrer,L,LC,LCK,LCKC,LCKCC,ø,10,10,9,10,5,5,4,3,0,light,light,light,light,c,c,o,c,LC,KC,CL,CKC,,,C,C,C,C,,C,L,K,L,K,3,2,3,3,1,1,0,1,0,0,1,1,2,1,2,1,VVC,VC,CVV,CVC,0,1,0,2,A,NV,F,2,ehrerbietig,prima
tung,ø,g,ng,ung,tung,etung,C,KC,CKC,LCKC,CLCKC,ø,Ehr,ø,E,Eh,Ehr,Ehre,Ehrer,L,LC,LCK,LCKC,LCKCC,ø,10,10,9,12,5,5,4,4,0,light,light,light,light,c,c,o,c,LC,KC,CL,CKC,,,C,C,C,C,,C,L,K,L,K,3,2,3,4,1,1,0,1,0,0,1,1,2,1,2,1,VVC,VC,CVV,CVC,0,1,0,2,N,NV,T,2,Ehrerbietung,prima
her,ø,r,er,her,eher,aeher,C,KC,LKC,CLKC,CCLKC,ø,Ei,ø,E,Ei,Eic,Eich,Eiche,D,DC,DCK,DCKC,DCKCC,ø,10,11,7,10,10,3,3,5,-1,light,schwa,light,schwa,o,c,o,c,D,CKC,CL,KC,,C,C,,,C,,C,D,K,L,K,2,4,2,3,0,1,0,1,0,1,1,0,2,1,2,1,VV,CVC,CVV,VC,0,2,0,1,N,NN,T,2,Eichelhaeher,prima
ne,ø,e,ne,une,aune,daune,K,CK,DCK,CDCK,CCDCK,ø,Ei,ø,E,Ei,Eid,Eide,Eider,D,DC,DCK,DCKC,DCKCC,ø,10,11,11,9,10,3,5,4,-1,light,schwa,light,schwa,o,c,o,o,D,CKC,CD,CK,,C,C,C,,C,,,D,K,D,K,2,3,3,2,0,1,0,0,0,1,1,1,2,1,2,1,VV,CVC,CVV,CV,0,2,0,1,N,NN,T,2,Eiderdaune,prima
te,ø,e,te,nte,ente,rente,K,CK,CCK,KCCK,CKCCK,ø,Ei,ø,E,Ei,Eid,Eide,Eider,D,DC,DCK,DCKC,DCKCK,ø,10,11,9,7,10,3,4,3,-1,light,schwa,light,schwa,o,c,c,o,D,CKC,KC,CK,,C,,C,,C,C,,D,K,K,K,2,3,2,2,0,1,1,0,0,1,0,1,2,1,1,1,VV,CVC,VC,CV,0,2,1,1,N,NN,T,2,Eiderente,prima
lich,ø,h,ch,ich,lich,tlich,C,KC,CKC,CCKC,KCCKC,ø,ei,ø,e,ei,eid,eide,eides,D,DC,DCK,DCKC,DCKCC,ø,10,8,9,13,10,2,2,4,1,light,schwa,light,light,o,c,c,c,D,CKC,CCKC,CKC,,C,CC,C,,C,C,C,D,K,K,K,2,3,5,4,0,1,1,1,0,1,2,1,2,1,1,1,VV,CVC,CCVC,CVC,0,2,3,2,A,NA,F,2,eidesstattlich,prima
sig,ø,g,ig,sig,ssig,essig,C,KC,CKC,KCKC,CKCKC,noacc,eid,ø,e,ei,eid,eidg,eidge,D,DC,DCC,DCCK,DCCKC,ø,11,7,9,10,5,3,4,3,0,light,schwa,light,light,c,o,c,c,DC,CK,CK,CKC,,C,C,C,C,,,C,D,K,K,K,3,2,3,3,1,0,1,1,0,1,1,1,2,1,1,1,VVC,CV,CVC,CVC,0,1,2,2,A,NN,F,2,eidgenoessig,prima
kett,ø,t,tt,ett,kett,ikett,C,KC,CKC,LCKC,CLCKC,ø,Ei,ø,E,Ei,Eie,Eier,Eierb,D,DK,DKC,DKCC,DKCCC,ø,10,10,13,8,10,5,4,2,-1,light,schwa,light,light,o,c,o,c,D,KC,CCL,CKC,,,CC,C,,C,,C,D,K,L,K,2,2,3,4,0,1,0,1,0,0,2,1,2,1,2,1,VV,VC,CCVV,CVC,0,1,1,2,N,NN,T,2,Eierbrikett,prima
k3r,ø,r,er,oer,koer,ikoer,C,LC,CLC,LCLC,CLCLC,ø,Ei,ø,E,Ei,Eie,Eier,Eierl,D,DK,DKC,DKCC,DKCCL,ø,10,10,12,11,10,5,6,3,0,light,schwa,light,light,o,c,o,c,D,KC,CL,CLC,,,C,C,,C,,C,D,K,L,L,2,2,2,3,0,1,0,1,0,0,1,1,2,1,2,2,VV,VC,CVV,CVVC,0,1,0,1,N,NN,T,2,Eierlikoer,prima
le,ø,e,le,ale,hale,chale,K,CK,LCK,CLCK,CCLCK,ø,Ei,ø,E,Ei,Eie,Eier,Eiers,D,DK,DKC,DKCC,DKCCL,ø,10,10,11,10,10,5,5,5,0,light,schwa,light,schwa,o,c,o,o,D,KC,CL,CK,,,C,C,,C,,,D,K,L,K,2,2,4,2,0,1,0,0,0,0,1,1,2,1,2,1,VV,VC,CVV,CV,0,1,0,1,N,NN,T,2,Eierschale,prima
darf,ø,f,rf,arf,darf,edarf,C,CC,KCC,CKCC,KCKCC,ø,Ei,ø,E,Ei,Eig,Eige,Eigen,D,DC,DCK,DCKC,DCKCC,ø,10,10,7,12,10,3,3,3,0,light,schwa,schwa,heavy,o,c,o,c,D,CKC,CK,CKCC,,C,C,C,,C,,CC,D,K,K,K,2,3,2,4,0,1,0,2,0,1,1,1,2,1,1,1,VV,CVC,CV,CVCC,0,2,1,3,N,AN,T,2,Eigenbedarf,prima
ler,ler,r,er,ler,tler,etler,C,KC,CKC,CCKC,LCCKC,noacc,Ei,ø,E,Ei,Eig,Eige,Eigen,D,DC,DCK,DCKC,DCKCC,ø,10,10,12,14,10,3,3,4,1,light,schwa,light,schwa,o,c,c,c,D,CKC,CCLC,CKC,,C,CC,C,,C,C,C,D,K,L,K,2,3,4,3,0,1,1,1,0,1,2,1,2,1,2,1,VV,CVC,CCVVC,CVC,0,2,1,2,N,AN,T,2,Eigenbroetler,prima
dig,ø,g,ig,dig,ndig,endig,C,KC,CKC,CCKC,KCCKC,noacc,ei,ø,e,ei,eig,eige,eigen,D,DC,DCK,DCKC,DCKCC,ø,10,10,10,10,10,3,3,3,0,light,schwa,light,light,o,c,c,c,D,CKC,CKC,CKC,,C,C,C,,C,C,C,D,K,K,K,2,3,3,3,0,1,1,1,0,1,1,1,2,1,1,1,VV,CVC,CVC,CVC,0,2,2,2,A,AN,F,2,eigenhaendig,prima
zig,ø,g,ig,zig,tzig,etzig,C,KC,AKC,KAKC,CKAKC,noacc,ei,ø,e,ei,eig,eige,eigen,D,DC,DCK,DCKC,DCKCC,ø,10,10,11,10,10,3,5,3,0,light,schwa,light,light,o,c,c,c,D,CKC,CK,AKC,,C,C,A,,C,,C,D,K,K,K,2,3,3,3,0,1,1,1,0,1,1,1,2,1,1,1,VV,CVC,CVC,CVC,0,2,2,2,A,AN,F,2,eigennuetzig,prima
nig,ø,g,ig,nig,nnig,innig,C,KC,CKC,KCKC,CKCKC,noacc,ei,ø,e,ei,eig,eige,eigen,D,DC,DCK,DCKC,DCKCC,ø,10,10,9,12,10,3,4,4,0,light,schwa,light,light,o,c,c,c,D,CKC,CK,CKC,,C,C,C,,C,,C,D,K,K,K,2,3,3,3,0,1,1,1,0,1,1,1,2,1,1,1,VV,CVC,CVC,CVC,0,2,2,2,A,AN,F,2,eigensinnig,prima
dig,ø,g,ig,dig,ndig,endig,C,KC,CKC,CCKC,KCCKC,noacc,ei,ø,e,ei,eig,eige,eigen,D,DC,DCK,DCKC,DCKCC,ø,10,10,11,10,10,3,2,3,0,light,schwa,light,light,o,c,c,c,D,CKC,CCKC,CKC,,C,CC,C,,C,C,C,D,K,K,K,2,3,4,3,0,1,1,1,0,1,2,1,2,1,1,1,VV,CVC,CCVC,CVC,0,2,3,2,A,AA,F,2,eigenstaendig,prima
tig,ø,g,ig,tig,htig,chtig,C,KC,CKC,CCKC,KCCKC,noacc,ei,ø,e,ei,eig,eige,eigen,D,DC,DCK,DCKC,DCKCC,ø,10,10,10,10,10,3,3,3,0,light,schwa,light,light,o,c,c,c,D,CKC,CKC,CKC,,C,C,C,,C,C,C,D,K,K,K,2,3,4,3,0,1,1,1,0,1,1,1,2,1,1,1,VV,CVC,CVC,CVC,0,2,2,2,A,AA,F,2,eigensuechtig,prima
tig,ø,g,ig,tig,rtig,ertig,C,KC,CKC,CCKC,LCCKC,noacc,ei,ø,e,ei,eig,eige,eigen,D,DC,DCK,DCKC,DCKCC,ø,10,10,11,10,10,3,3,3,0,light,schwa,light,light,o,c,c,c,D,CKC,CLC,CKC,,C,C,C,,C,C,C,D,K,L,K,2,3,3,3,0,1,1,1,0,1,1,1,2,1,2,1,VV,CVC,CVVC,CVC,0,2,1,2,A,AA,F,2,eigenwertig,prima
le,ø,e,le,lle,ille,wille,K,CK,KCK,CKCK,CCKCK,ø,Ei,ø,E,Ei,Eig,Eige,Eigen,D,DC,DCK,DCKC,DCKCC,ø,10,10,9,10,10,3,4,5,0,light,schwa,light,schwa,o,c,c,o,D,CKC,CK,CK,,C,C,C,,C,,,D,K,K,K,2,3,3,2,0,1,1,0,0,1,1,1,2,1,1,1,VV,CVC,CVC,CV,0,2,2,1,N,AN,T,2,Eigenwille,prima
sig,ø,g,ig,sig,hsig,chsig,C,KC,CKC,CCKC,KCCKC,noacc,ei,ø,e,ei,eig,eige,eigen,D,DC,DCK,DCKC,DCKCC,ø,10,10,10,10,10,3,3,3,0,light,schwa,light,light,o,c,c,c,D,CKC,CKC,CKC,,C,C,C,,C,C,C,D,K,K,K,2,3,4,3,0,1,1,1,0,1,1,1,2,1,1,1,VV,CVC,CVC,CVC,0,2,2,2,A,AN,F,2,eigenwuechsig,prima
bot,ø,t,ot,bot,ebot,gebot,C,LC,CLC,KCLC,CKCLC,ø,Eil,ø,E,Ei,Eil,Eila,Eilan,D,DC,DCK,DCKC,DCKCC,ø,14,9,7,8,7,4,3,2,-2,light,light,schwa,light,c,c,o,c,DC,KC,CK,CLC,,,C,C,C,C,,C,D,K,K,L,3,2,2,3,1,1,0,1,0,0,1,1,2,1,1,2,VVC,VC,CV,CVVC,0,1,1,1,N,VN,T,2,Eilangebot,prima
