syl_len0,syl_len1,syl_len2,syl_len3,syl_len4,syl_len5,syl_len6,syl0,syl1,syl2,syl3,syl4,syl5,syl6,nk_suffix,praefix,basic_pos,comp_struct,sa_struct,prae_class,praefix1,praefix2,praefix3,praefix4,praefix5,suffix1,suffix2,suffix3,suffix4,suffix5,suff_class,rhyme0,rhyme1,rhyme2,rhyme3,rhyme4,rhyme5,rhyme6,cv_ratio0,cv_ratio1,cv_ratio2,cv_ratio3,cv_ratio4,cv_ratio5,cv_ratio6,koda_len0,koda_len1,koda_len2,koda_len3,koda_len4,koda_len5,koda_len6,onset_len0,onset_len1,onset_len2,onset_len3,onset_len4,onset_len5,onset_len6,nucleus_len0,nucleus_len1,nucleus_len2,nucleus_len3,nucleus_len4,nucleus_len5,nucleus_len6,comp_len,sonority0,sonority1,sonority2,sonority3,sonority4,sonority5,sonority6,sonority_ratio0,sonority_ratio1,sonority_ratio2,sonority_ratio3,sonority_ratio4,sonority_ratio5,sonority_ratio6,sonority_dir,syl_class0,syl_class1,syl_class2,syl_class3,syl_class4,syl_class5,syl_class6,onset_class0,onset_class1,onset_class2,onset_class3,onset_class4,onset_class5,onset_class6,koda_class0,koda_class1,koda_class2,koda_class3,koda_class4,koda_class5,koda_class6,nucleus_class0,nucleus_class1,nucleus_class2,nucleus_class3,nucleus_class4,nucleus_class5,nucleus_class6,syl_weight0,syl_weight1,syl_weight2,syl_weight3,syl_weight4,syl_weight5,syl_weight6,nomen,sylcnt,stress_class
3,2,2,1,2,3,3,Kon,di,ti,o,na,lis,mus,us,ø,N,A,SA,ø,C,CK,CKC,CKCC,CKCCL,C,KC,CKC,CCKC,KCCKC,noacc,CVC,CVV,CVV,VV,CVV,CVC,CVC,2,0,0,0,0,2,2,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,2,2,2,2,1,1,1,1101,101,101,1,1001,111,1101,2,3,3,4,4,3,2,1,CKC,CL,AL,L,CL,CKC,CKC,C,C,A,,C,C,C,C,,,,,C,C,K,L,L,L,L,K,K,1,1,1,1,1,1,1,T,7,paenultima
3,3,2,2,2,2,2,Kon,ter,re,vo,lu,ti,on,on,ø,N,N,AS,ø,C,CK,CKC,CKCC,CKCCK,C,LC,LLC,ALLC,LALLC,ø,CVC,CVC,CVV,CVV,CVV,CVV,VVC,2,2,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,2,2,2,2,2,1,1101,111,11,101,11,101,1001,2,2,3,2,4,3,3,-1,CKC,CKC,CL,CL,CL,AL,LC,C,C,C,C,C,A,,C,C,,,,,C,K,K,L,L,L,L,L,1,0,1,1,1,1,1,T,7,prima
3,3,3,2,3,3,3,Kon,zen,tra,ti,ons,man,gel,el,ø,N,NN,SAS,ø,C,CK,CKC,CKCA,CKCAK,C,KC,CKC,KCKC,CKCKC,ø,CVC,CVC,CCVC,CVV,VVCC,CVC,CVC,2,2,3,0,1,2,2,1,1,1,0,2,1,1,1,1,2,1,0,1,1,1,1,1,2,2,1,1,2,1101,1101,111,101,1101,1001,1011,2,2,2,3,2,3,3,1,CKC,AKC,CCK,AL,LCC,CK,CKC,C,A,CC,A,,C,C,C,C,,,CC,,C,K,K,K,L,L,K,K,1,1,1,1,2,1,0,T,7,antepaenultima
2,2,2,2,3,2,4,Ko,or,di,na,ten,sy,stem,em,ø,N,NN,SAS,ø,C,CL,CLK,CLKC,CLKCC,C,LC,CLC,CCLC,KCCLC,ø,CVV,VC,CVV,CVV,CVC,CVC,CVVC,0,1,0,0,2,2,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,2,1,2,2,1,1,2,2,101,11,101,1001,1101,201,1101,2,3,3,4,2,2,2,1,CL,KC,CL,CL,CKC,CKC,CLC,C,,C,C,C,C,C,,C,,,C,C,C,L,K,L,L,K,K,L,1,1,1,1,0,1,1,T,7,undef
3,2,2,3,2,4,3,kor,ro,si,ons,be,st1n,dig,ig,ø,A,NA,SAS,ø,C,CK,CKC,CKCL,CKCLC,C,KC,CKC,CCKC,KCCKC,noacc,CVC,CVV,CVV,VVCC,CV,CCVC,CVC,2,0,0,1,1,3,2,1,0,0,2,0,1,1,1,1,1,0,1,2,1,1,2,2,2,1,1,1,2,101,11,101,1101,101,1201,201,2,3,3,2,2,2,2,1,CK,CL,CL,LCC,CK,CCKC,CKC,C,C,C,,C,CC,C,,,,CC,,C,C,K,L,L,L,K,K,K,1,1,1,2,0,1,1,F,7,undef
3,3,2,2,1,2,2,Kri,sen,si,tu,a,ti,on,on,ø,N,NN,SAS,ø,C,CC,CCL,CCLC,CCLCK,C,LC,LLC,ALLC,KALLC,ø,CCVV,CVC,CVV,CVV,VC,CVV,VVC,1,2,0,0,1,0,0,0,1,0,0,1,0,1,2,1,1,1,0,1,0,2,1,2,2,1,2,2,2,111,1101,101,101,1,101,1001,3,2,3,3,4,3,3,1,CCL,CKC,CL,CL,K,AL,LC,CC,C,C,C,,A,,,C,,,,,C,L,K,L,L,K,L,L,1,0,1,1,1,1,1,T,7,prima
3,4,2,2,2,3,5,Kri,stal,li,sa,ti,ons,punkt,unkt,ø,N,NN,SAS,ø,C,CC,CCK,CCKC,CCKCC,C,CC,CCC,KCCC,CKCCC,ø,CCVC,CVC,CVV,CVC,CVV,VVCC,CVCCC,3,2,0,2,0,1,4,1,1,0,1,0,2,3,2,1,1,1,1,0,1,1,1,2,1,2,2,1,2,211,101,11,101,101,1101,1301,2,2,4,2,3,2,2,1,CCKC,CK,CL,CK,AL,LCC,CKCCC,CC,C,C,C,A,,C,C,,,,,CC,CCC,K,K,L,K,L,L,K,1,1,1,1,1,2,2,T,7,paenultima
3,3,2,2,3,2,2,Kul,tur,mi,ni,ste,ri,um,um,ø,N,NN,SS,ø,C,CK,CKC,CKCC,CKCCL,C,KC,LKC,CLKC,LCLKC,ø,CVC,CVVC,CVV,CVC,CVV,CVV,VC,2,1,0,2,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,2,2,1,2,2,1,2,111,111,1001,1101,101,11,1001,3,3,3,2,2,4,3,1,CKC,CLC,CL,CKC,CL,CL,KC,C,C,C,C,C,C,,C,C,,C,,,C,K,L,L,K,L,L,K,1,1,1,1,1,1,1,T,7,sekunda
3,3,2,2,2,2,2,Kul,tur,re,vo,lu,ti,on,on,ø,N,NN,SS,ø,C,CK,CKC,CKCC,CKCCL,C,LC,LLC,ALLC,LALLC,ø,CVC,CVVC,CVV,CVV,CVV,CVV,VVC,2,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,2,2,2,2,2,2,2,111,111,11,101,11,101,1001,3,3,3,2,4,3,3,1,CKC,CLC,CL,CL,CL,AL,LC,C,C,C,C,C,A,,C,C,,,,,C,K,L,L,L,L,L,L,1,1,1,1,1,1,1,T,7,sekunda
2,4,1,2,2,2,5,la,tein,a,me,ri,ka,nisch,isch,ø,A,ø,ø,ø,C,CK,CKC,CKCD,CKCDC,C,KC,CKC,LCKC,CLCKC,ø,CVC,CVVC,VC,CVV,CVV,CVV,CVC,2,1,1,0,0,0,2,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,2,1,2,2,2,1,0,11,1101,1,1001,11,101,1101,3,3,4,3,4,3,2,1,CK,CDC,K,CL,CL,CL,CKC,C,C,,C,C,C,C,,C,,,,,C,K,D,K,L,L,L,K,1,1,1,1,1,1,1,F,7,sekunda
3,3,2,2,2,2,2,Lei,bes,vi,si,ta,ti,on,on,ø,N,NN,SAS,ø,C,CD,CDC,CDCK,CDCKC,C,LC,LLC,ALLC,KALLC,ø,CVV,CVC,CVV,CVV,CVC,CVV,VVC,0,2,0,0,2,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,2,1,2,2,1,2,2,2,11,201,101,101,101,101,1001,4,2,3,3,2,3,3,1,CD,CKC,CL,CL,CK,AL,LC,C,C,C,C,C,A,,,C,,,,,C,D,K,L,L,K,L,L,1,0,1,1,1,1,1,T,7,prima
3,4,3,2,3,3,2,lie,bens,w2r,di,ger,wei,se,e,ø,ADV,A,SAA,ø,C,CL,CLC,CLCK,CLCKC,K,CK,DCK,CDCK,CCDCK,ø,CVV,CVCC,CVC,CVV,CVC,CVV,CV,0,3,2,0,2,0,1,0,2,1,0,1,0,0,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,11,1201,111,101,111,101,101,4,2,3,3,2,3,2,-1,CL,CKCC,CKC,CL,CKC,CD,CK,C,C,C,C,C,C,C,,CC,C,,C,,,L,K,K,L,K,D,K,1,0,1,1,0,1,0,F,7,multa
2,2,2,3,2,6,2,Li,te,ra,tur,ge,schich,te,e,ø,N,NN,SS,ø,C,CK,CKC,CKCK,CKCKC,K,CK,CCK,KCCK,CKCCK,ø,CVC,CV,CVC,CVVC,CV,CVC,CV,2,1,2,1,1,2,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,11,101,11,111,101,201,101,4,2,3,3,2,2,2,1,CK,CK,CK,CLC,CK,CKC,CK,C,C,C,C,C,C,C,,,,C,,C,,K,K,K,L,K,K,K,1,0,1,1,0,1,0,T,7,undef
2,2,2,3,2,7,4,li,te,ra,tur,ge,schicht,lich,ich,ø,A,N,SA,ø,C,CK,CKC,CKCK,CKCKC,C,KC,CKC,CCKC,CCCKC,noacc,CVC,CV,CVC,CVVC,CV,CVCC,CVC,2,1,2,1,1,3,2,1,0,1,1,0,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,11,101,11,111,101,301,111,4,2,3,3,2,2,3,1,CK,CK,CK,CLC,CK,CKCC,CKC,C,C,C,C,C,C,C,,,,C,,CC,C,K,K,K,L,K,K,K,1,0,1,1,0,2,1,F,7,undef
2,2,2,3,3,3,6,Li,te,ra,tur,wis,sen,schaft,aft,ø,N,NN,SS,ø,C,CK,CKC,CKCK,CKCKC,C,CC,KCC,CKCC,CCKCC,ø,CVC,CV,CVC,CVVC,CVC,CVC,CVCC,2,1,2,1,2,2,3,1,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,11,101,11,111,101,1101,301,4,2,3,3,3,2,1,1,CK,CK,CK,CLC,CK,CKC,CKCC,C,C,C,C,C,C,C,,,,C,,C,CC,K,K,K,L,K,K,K,1,0,1,1,1,0,2,T,7,undef
2,3,2,3,1,3,3,Lo,kal,pa,tri,o,tis,mus,us,ø,N,AN,SS,ø,C,CL,CLC,CLCL,CLCLC,C,KC,CKC,CCKC,KCCKC,noacc,CVV,CVVC,CVC,CVV,VV,CVC,CVC,0,1,2,0,0,2,2,0,1,1,0,0,1,1,1,1,1,1,0,1,1,2,2,1,2,2,1,1,2,11,111,201,11,1,201,1101,3,3,2,4,4,2,2,1,CL,CLC,CKC,CL,L,CKC,CKC,C,C,C,C,,C,C,,C,C,,,C,C,L,L,K,L,L,K,K,1,1,1,1,1,1,1,T,7,sekunda
3,3,2,3,2,2,2,Lun,gen,tu,ber,ku,lo,se,e,ø,N,NN,SAS,ø,C,CK,CKC,CKCK,CKCKC,K,CK,LCK,CLCK,LCLCK,ø,CVC,CVC,CVV,CVC,CVV,CVV,CV,2,2,0,2,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,11,2001,101,111,101,11,101,4,2,3,2,3,3,2,-1,CK,CKC,CL,CKC,CL,CL,CK,C,C,C,C,C,C,C,,C,,C,,,,K,K,L,K,L,L,K,1,0,1,1,1,1,0,T,7,prima
2,2,5,2,3,2,4,Ma,je,st1ts,be,lei,di,gung,ung,ø,N,NV,ø,ø,C,CK,CKC,CKCK,CKCKC,C,KC,CKC,KCKC,CKCKC,ø,CVC,CVC,CVVC,CV,CVV,CVC,CVC,2,2,1,1,0,2,2,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1001,102,201,101,11,101,1101,3,3,2,2,4,3,2,1,CK,CKC,CLA,CK,CD,CK,CKC,C,C,C,C,C,C,C,,C,A,,,,C,K,K,L,K,D,K,K,1,1,1,0,1,1,1,T,7,undef
2,2,2,1,2,3,3,ma,te,ri,a,li,sie,ren,en,ø,V,N,SA,ø,C,CK,CKC,CKCL,CKCLC,C,KC,CKC,LCKC,CLCKC,ø,CVC,CVV,CVV,VV,CVV,CVV,CVC,2,0,0,0,0,0,2,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,2,2,2,2,2,1,1,1001,101,11,1,11,101,1011,3,2,4,6,4,3,3,1,CK,CL,CL,L,CL,CL,CKC,C,C,C,,C,C,C,,,,,,,C,K,L,L,L,L,L,K,1,1,1,1,1,1,0,F,7,paenultima
2,2,3,1,2,2,3,Mi,li,t1r,a,ka,de,mie,ie,ø,N,NN,SS,ø,C,CL,CLC,CLCL,CLCLC,L,CL,LCL,CLCL,KCLCL,ø,CVV,CVV,CVVC,VC,CVC,CVV,CVV,0,0,1,1,2,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,2,2,2,1,1,2,2,2,1001,11,111,1,101,101,1001,3,4,2,4,2,2,3,1,CL,CL,CLC,K,CK,CL,CL,C,C,C,,C,C,C,,,C,,,,,L,L,L,K,K,L,L,1,1,1,1,1,1,1,T,7,undef
2,2,1,3,3,2,2,Mi,ni,a,tur,aus,ga,be,e,ø,N,NN,SS,ø,C,CL,CLC,CLCL,CLCLK,K,CK,LCK,CLCK,CCLCK,ø,CVV,CVV,VC,CVVC,VVC,CVV,CV,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,1,1,2,2,1,2,2,2,1,2,1001,1001,1,111,101,101,101,3,3,4,3,3,3,2,-1,CL,CL,K,CLC,DC,CL,CK,C,C,,C,,C,C,,,,C,C,,,L,L,K,L,D,L,K,1,1,1,1,1,1,0,T,7,undef
2,2,1,2,2,3,3,mi,ni,a,tu,ri,sie,ren,en,ø,V,N,SA,ø,C,CL,CLC,CLCL,CLCLK,C,KC,CKC,LCKC,CLCKC,ø,CVV,CVV,VC,CVV,CVV,CVV,CVC,0,0,1,0,0,0,2,0,0,1,0,0,0,1,1,1,0,1,1,1,1,2,2,1,2,2,2,1,1,1001,1001,1,101,11,101,1011,3,3,4,3,4,3,3,-1,CL,CL,K,CL,CL,CL,CKC,C,C,,C,C,C,C,,,,,,,C,L,L,K,L,L,L,K,1,1,1,1,1,1,0,F,7,paenultima
2,2,1,3,2,2,3,Mi,ni,a,tur,ma,le,rei,ei,ø,N,NN,SS,ø,C,CL,CLC,CLCL,CLCLK,D,CD,KCD,CKCD,LCKCD,ø,CVV,CVV,VC,CVVC,CVV,CV,CVV,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,2,2,1,2,2,1,2,2,1001,1001,1,111,1001,11,11,3,3,4,3,4,3,4,-1,CL,CL,K,CLC,CL,CK,CD,C,C,,C,C,C,C,,,,C,,,,L,L,K,L,L,K,D,1,1,1,1,1,0,1,T,7,undef
3,2,2,3,2,1,3,mul,ti,di,men,si,o,nal,al,ø,A,A,AS,ø,C,CK,CKC,CKCC,CKCCL,C,LC,CLC,LCLC,LLCLC,ø,CVC,CVV,CVV,CVC,CVV,VV,CVVC,2,0,0,2,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,2,2,1,2,2,2,1,1011,101,101,2001,101,1,1011,3,3,3,2,3,4,3,-1,CKC,CL,CL,CKC,CL,L,CLC,C,C,C,C,C,,C,C,,,C,,,C,K,L,L,K,L,L,L,1,1,1,1,1,1,1,F,7,ultima
3,5,3,3,3,3,4,Nah,rungs,mit,tel,ver,gif,tung,ung,ø,N,NN,SS,ø,C,CL,CLC,CLCK,CLCKC,C,KC,CKC,CCKC,KCCKC,ø,CVV,CVCC,CVC,CVC,CVC,CVC,CVC,0,3,2,2,2,2,2,0,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1001,1111,1001,111,111,201,1101,4,2,3,2,2,2,2,-1,CL,CKCC,CK,CKC,CKC,CKC,CKC,C,C,C,C,C,C,C,,CC,,C,C,C,C,L,K,K,K,K,K,K,1,2,1,0,1,1,1,T,7,prima
2,2,1,3,2,4,4,Na,ti,o,nal,be,wu$t,sein,ein,ø,N,AN,SS,ø,C,CK,CKA,CKAL,CKALL,C,DC,CDC,CCDC,CCCDC,ø,CVC,CVV,VV,CVVC,CV,CVCC,CVVC,2,0,0,1,1,3,1,1,0,0,1,0,2,1,1,1,0,1,1,1,1,1,2,2,2,1,1,2,2,1001,101,1,1011,101,301,1101,3,3,4,3,2,2,3,1,CK,AL,L,CLC,CK,CKCC,CDC,C,A,,C,C,C,C,,,,C,,CC,C,K,L,L,L,K,K,D,1,1,1,1,0,2,1,T,7,undef
2,2,1,3,3,3,3,Na,ti,o,nal,cha,rak,ter,er,ø,N,AN,SS,ø,C,CK,CKA,CKAL,CKALL,C,KC,CKC,CCKC,KCCKC,ø,CVC,CVV,VV,CVVC,CVC,CVC,CVC,2,0,0,1,2,2,2,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,2,2,2,1,1,1,2,1001,101,1,1011,101,111,111,3,3,4,3,2,2,2,-1,CK,AL,L,CLC,CK,CKC,CKC,C,A,,C,C,C,C,,,,C,,C,C,K,L,L,L,K,K,K,1,1,1,1,1,1,0,T,7,undef
2,2,1,3,3,3,3,Na,ti,o,nal,ein,kom,men,en,ø,N,AN,SS,ø,C,CK,CKA,CKAL,CKALL,C,KC,CKC,KCKC,CKCKC,ø,CVC,CVV,VV,CVVC,VVC,CVC,CVC,2,0,0,1,0,2,2,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,2,2,2,2,1,1,2,1001,101,1,1011,1001,101,2001,3,3,4,3,4,2,2,1,CK,AL,L,CLC,DC,CK,CKC,C,A,,C,,C,C,,,,C,C,,C,K,L,L,L,D,K,K,1,1,1,1,1,1,0,T,7,undef
2,2,1,3,3,2,3,Na,ti,o,nal,fei,er,tag,ag,ø,N,AN,ø,ø,C,CK,CKA,CKAL,CKALL,C,LC,CLC,CCLC,KCCLC,ø,CVC,CVV,VV,CVVC,CVV,VC,CVVC,2,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,2,2,2,2,1,2,2,1001,101,1,1011,101,11,201,3,3,4,3,3,3,2,-1,CK,AL,L,CLC,CD,KC,CLC,C,A,,C,C,,C,,,,C,,C,C,K,L,L,L,D,K,L,1,1,1,1,1,0,1,T,7,undef
2,2,1,2,2,3,3,na,ti,o,na,li,sie,ren,en,ø,V,A,SA,ø,C,CK,CKA,CKAL,CKALL,C,KC,CKC,LCKC,CLCKC,ø,CVC,CVV,VV,CVV,CVV,CVV,CVC,2,0,0,0,0,0,2,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,2,2,2,2,2,1,1,1001,101,1,1001,11,101,1011,3,3,4,4,4,3,3,1,CK,AL,L,CL,CL,CL,CKC,C,A,,C,C,C,C,,,,,,,C,K,L,L,L,L,L,K,1,1,1,1,1,1,0,F,7,paenultima
2,2,1,2,2,3,4,Na,ti,o,na,li,sie,rung,ung,ø,N,V,SA,ø,C,CK,CKA,CKAL,CKALL,C,KC,CKC,LCKC,CLCKC,ø,CVC,CVV,VV,CVV,CVV,CVV,CVC,2,0,0,0,0,0,2,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,2,2,2,2,2,1,1,1001,101,1,1001,11,101,1011,3,3,4,4,4,3,3,1,CK,AL,L,CL,CL,CL,CKC,C,A,,C,C,C,C,,,,,,,C,K,L,L,L,L,L,K,1,1,1,1,1,1,1,T,7,paenultima
2,2,1,3,2,2,3,na,ti,o,nal,li,be,ral,al,ø,A,ø,SS,ø,C,CK,CKA,CKAL,CKALL,C,LC,CLC,LCLC,CLCLC,ø,CVC,CVV,VV,CVVC,CVV,CVV,CVVC,2,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,2,2,2,2,2,2,2,1001,101,1,1011,11,101,21,3,3,4,3,4,2,4,-1,CK,AL,L,CLC,CL,CL,CLC,C,A,,C,C,C,C,,,,C,,,C,K,L,L,L,L,L,L,1,1,1,1,1,1,1,F,7,undef
2,2,1,3,1,2,3,Na,ti,o,nal,3,ko,nom,om,ø,N,AN,SS,ø,C,CK,CKA,CKAL,CKALL,C,LC,CLC,LCLC,CLCLC,ø,CVC,CVV,VV,CVVC,VV,CVV,CVVC,2,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,1,1,2,2,2,2,2,2,2,1001,101,1,1011,1,101,2001,3,3,4,3,4,2,2,1,CK,AL,L,CLC,L,CL,CLC,C,A,,C,,C,C,,,,C,,,C,K,L,L,L,L,L,L,1,1,1,1,1,1,1,T,7,multa
2,2,1,3,3,4,4,Na,ti,o,nal,ver,samm,lung,ung,ø,N,AN,SS,ø,C,CK,CKA,CKAL,CKALL,C,KC,CKC,CCKC,KCCKC,ø,CVC,CVV,VV,CVVC,CVC,CVC,CCVC,2,0,0,1,2,2,3,1,0,0,1,1,1,1,1,1,0,1,1,1,2,1,2,2,2,1,1,1,2,1001,101,1,1011,111,101,2011,3,3,4,3,2,2,3,1,CK,AL,L,CLC,CKC,CK,CCKC,C,A,,C,C,C,CC,,,,C,C,,C,K,L,L,L,K,K,K,1,1,1,1,1,1,1,T,7,undef
2,2,2,2,2,2,2,Na,tu,ra,li,sa,ti,on,on,ø,N,R,SA,ø,C,CK,CKC,CKCL,CKCLC,C,LC,LLC,ALLC,KALLC,ø,CVC,CVV,CVC,CVV,CVC,CVV,VVC,2,0,2,0,2,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,2,1,2,1,2,2,1,1001,101,11,11,101,101,1001,3,3,3,4,2,3,3,1,CK,CL,CK,CL,CK,AL,LC,C,C,C,C,C,A,,,,,,,,C,K,L,K,L,K,L,L,1,1,1,1,1,1,1,T,7,ultima
2,3,3,2,3,5,3,ne,ben,ein,an,der,schal,ten,en,ø,V,BV,SS,ø,C,CL,CLC,CLCK,CLCKC,C,KC,CKC,CCKC,KCCKC,ø,CVV,CVC,VVC,VC,CVC,CVC,CVC,0,2,0,1,2,2,2,0,1,1,1,1,1,1,1,1,0,0,1,1,1,2,1,2,1,1,1,1,2,1001,1101,1001,1001,111,111,1101,3,2,4,3,2,2,2,-1,CL,CKC,DC,KC,CKC,CKC,CKC,C,C,,,C,C,C,,C,C,C,C,C,C,L,K,D,K,K,K,K,1,0,1,1,0,1,0,F,7,undef
2,3,3,2,3,5,4,Ne,ben,ein,an,der,schal,tung,ung,ø,N,V,SA,ø,C,CL,CLC,CLCK,CLCKC,C,KC,CKC,CCKC,KCCKC,ø,CVV,CVC,VVC,VC,CVC,CVC,CVC,0,2,0,1,2,2,2,0,1,1,1,1,1,1,1,1,0,0,1,1,1,2,1,2,1,1,1,1,1,1001,1101,1001,1001,111,111,1101,3,2,4,3,2,2,2,-1,CL,CKC,DC,KC,CKC,CKC,CKC,C,C,,,C,C,C,,C,C,C,C,C,C,L,K,D,K,K,K,K,1,0,1,1,0,1,1,T,7,prima
3,2,2,2,4,3,2,Net,to,re,gi,ster,ton,ne,e,ø,N,ø,SS,ø,C,CK,CKC,CKCL,CKCLC,K,CK,KCK,CKCK,CCKCK,ø,CVC,CVV,CVV,CVC,CVC,CVC,CV,2,0,0,2,2,2,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1001,101,11,201,111,101,1001,3,2,3,2,2,2,3,1,CK,CL,CL,CKC,CKC,CK,CK,C,C,C,C,C,C,C,,,,C,C,,,K,L,L,K,K,K,K,1,1,1,1,0,1,0,T,7,prima
3,3,2,4,3,3,4,Nie,ren,be,cken,ent,z2n,dung,ung,ø,N,NV,ø,ø,C,CL,CLC,CLCK,CLCKC,C,KC,CKC,CCKC,KCCKC,ø,CVV,CVC,CVC,CVC,VCC,CVC,CVC,0,2,2,2,2,2,2,0,1,1,1,2,1,1,1,1,1,1,0,1,1,2,1,1,1,1,1,1,2,1001,1011,101,1101,1101,1101,1101,3,3,2,2,2,2,2,1,CL,CKC,CK,CKC,KCC,AKC,CKC,C,C,C,C,,A,C,,C,,C,CC,C,C,L,K,K,K,K,K,K,1,0,1,0,2,1,1,T,7,prima
1,3,3,4,2,4,4,O,ber,fl1,chen,be,hand,lung,ung,ø,N,NV,ø,ø,L,LC,LCK,LCKC,LCKCC,C,KC,CKC,CCKC,CCCKC,ø,VV,CVC,CCVC,CVC,CV,CVC,CCVC,0,2,3,2,1,2,3,0,1,1,1,0,1,1,0,1,2,1,1,1,2,2,1,1,1,1,1,1,2,1,111,111,1101,101,1101,1111,4,2,2,2,2,2,2,1,L,CKC,CCK,CKC,CK,CKC,CCKC,,C,CC,C,C,C,CC,,C,,C,,C,C,L,K,K,K,K,K,K,1,0,1,0,0,1,1,T,7,prima
1,3,3,3,3,3,2,O,ber,kom,man,die,ren,de,e,ø,N,ø,SSA,ø,L,LC,LCK,LCKC,LCKCC,K,CK,CCK,KCCK,CKCCK,ø,VV,CVC,CVC,CVC,CVV,CVC,CV,0,2,2,2,0,2,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,111,101,2001,101,1011,101,4,2,2,2,3,3,2,1,L,CKC,CK,CKC,CL,CKC,CK,,C,C,C,C,C,C,,C,,C,,C,,L,K,K,K,L,K,K,1,0,1,1,1,0,0,T,7,prima
1,3,3,3,5,2,5,O,ber,ver,wal,tungs,ge,richt,icht,ø,N,AN,SS,ø,L,LC,LCK,LCKC,LCKCC,C,CC,KCC,CKCC,KCKCC,ø,VV,CVC,CVC,CVC,CVCC,CV,CVCC,0,2,2,2,3,1,3,0,1,1,1,2,0,2,0,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,111,111,111,1201,101,211,4,2,2,2,2,2,2,1,L,CKC,CKC,CKC,CKCC,CK,CKCC,,C,C,C,C,C,C,,C,C,C,CC,,CC,L,K,K,K,K,K,K,1,0,1,1,2,0,2,T,7,prima
1,3,2,2,1,3,5,O,bli,ga,ti,o,nen,recht,echt,ø,N,NN,SAS,ø,L,LC,LCC,LCCL,LCCLC,C,CC,KCC,CKCC,CCKCC,ø,VV,CCVV,CVC,CVV,VV,CVC,CVCC,0,1,2,0,0,2,3,0,0,1,0,0,1,2,0,2,1,1,0,1,1,2,2,1,2,2,1,1,2,1,111,101,101,1,2001,211,4,3,2,3,4,2,2,1,L,CCL,CK,AL,L,CKC,CKCC,,CC,C,A,,C,C,,,,,,C,CC,L,L,K,L,L,K,K,1,1,1,1,1,0,2,T,7,antepaenultima
1,3,2,1,3,2,2,O,lym,pi,a,sta,di,on,on,ø,N,ø,ø,ø,L,LC,LCK,LCKC,LCKCC,C,KC,LKC,CLKC,KCLKC,ø,VV,CVC,CVV,VC,CCVC,CVV,VC,0,2,0,1,3,0,1,0,1,0,1,1,0,1,0,1,1,0,2,1,0,2,1,2,1,1,2,1,0,1,1011,101,1,201,101,1001,4,3,3,4,2,3,3,1,L,CKC,CL,K,CCK,CL,KC,,C,C,,CC,C,,,C,,,,,C,L,K,L,K,K,L,K,1,1,1,1,1,1,1,T,7,sekunda
1,3,2,1,4,3,3,O,lym,pi,a,teil,neh,mer,er,ø,N,ø,ø,ø,L,LC,LCL,LCLC,LCLCC,C,KC,CKC,LCKC,CLCKC,ø,VV,CVVC,CVV,VC,CVVC,CVV,CVC,0,1,0,1,1,0,2,0,1,0,1,1,0,1,0,1,1,0,1,1,1,2,2,2,1,2,2,1,0,1,1011,101,1,111,1001,1011,4,3,3,4,3,3,3,1,L,CLC,CL,K,CDC,CL,CKC,,C,C,,C,C,C,,C,,,C,,C,L,L,L,K,D,L,K,1,1,1,1,1,1,0,T,7,sekunda
