syl_suffix,signi_suffix,suffix1,suffix2,suffix3,suffix4,suffix5,suffix_phoncat1,suffix_phoncat2,suffix_phoncat3,suffix_phoncat4,suffix_phoncat5,suff_class,syl_praefix,signi_praefix,praefix1,praefix2,praefix3,praefix4,praefix5,praefix_phoncat1,praefix_phoncat2,praefix_phoncat3,praefix_phoncat4,praefix_phoncat5,prae_class,sonority0,sonority1,sonority2,sonority3,sonority4,sonority_ratio0,sonority_ratio1,sonority_ratio2,sonority_ratio3,sonority_ratio4,sonority_dir,syl_weight0,syl_weight1,syl_weight2,syl_weight3,syl_weight4,syl_open0,syl_open1,syl_open2,syl_open3,syl_open4,syl_phoncat0,syl_phoncat1,syl_phoncat2,syl_phoncat3,syl_phoncat4,onset_phoncat0,onset_phoncat1,onset_phoncat2,onset_phoncat3,onset_phoncat4,koda_phoncat0,koda_phoncat1,koda_phoncat2,koda_phoncat3,koda_phoncat4,nucleus_phoncat0,nucleus_phoncat1,nucleus_phoncat2,nucleus_phoncat3,nucleus_phoncat4,syl_len0,syl_len1,syl_len2,syl_len3,syl_len4,koda_len0,koda_len1,koda_len2,koda_len3,koda_len4,onset_len0,onset_len1,onset_len2,onset_len3,onset_len4,nucleus_len0,nucleus_len1,nucleus_len2,nucleus_len3,nucleus_len4,syl_cv0,syl_cv1,syl_cv2,syl_cv3,syl_cv4,cv_ratio0,cv_ratio1,cv_ratio2,cv_ratio3,cv_ratio4,pos,comp_struct,nomen,comp_len,Word,stress_class
ge,ø,e,ge,age,hage,phage,K,CK,LCK,CLCK,LCLCK,ø,An,ø,A,An,Ant,Anth,Anthr,K,KC,KCC,KCCC,KCCCL,ø,9,11,7,11,7,4,3,3,5,3,-1,light,light,light,light,schwa,c,o,o,o,o,KC,CCL,CL,CL,CK,,CC,C,C,C,C,,,,,K,L,L,L,K,2,4,2,3,2,1,0,0,0,0,0,2,1,1,1,1,2,2,2,1,VC,CCVV,CVV,CVV,CV,1,1,0,0,1,N,ø,T,0,Anthropophage,paenultima
bie,ø,e,ie,bie,obie,hobie,L,CL,LCL,CLCL,LCLCL,ø,An,ø,A,An,Ant,Anth,Anthr,K,KC,KCC,KCCC,KCCCL,ø,9,11,7,7,9,4,3,3,3,4,-1,light,light,light,light,light,c,o,o,o,o,KC,CCL,CL,CL,CL,,CC,C,C,C,C,,,,,K,L,L,L,L,2,4,2,3,3,1,0,0,0,0,0,2,1,1,1,1,2,2,2,2,VC,CCVV,CVV,CVV,CVV,1,1,0,0,0,N,ø,T,0,Anthropophobie,ultima
phie,ø,e,ie,hie,phie,ophie,L,CL,LCL,CLCL,LCLCL,ø,An,ø,A,An,Ant,Anth,Anthr,K,KC,KCC,KCCC,KCCCL,ø,9,11,7,7,9,4,3,3,3,4,-1,light,light,light,light,light,c,o,o,o,o,KC,CCL,CL,CL,CL,,CC,C,C,C,C,,,,,K,L,L,L,L,2,4,2,2,4,1,0,0,0,0,0,2,1,1,1,1,2,2,2,2,VC,CCVV,CVV,CVV,CVV,1,1,0,0,0,N,N,T,1,Anthroposophie,ultima
phisch,ø,h,ch,sch,isch,hisch,C,KC,CKC,LCKC,CLCKC,ø,an,an,a,an,ant,anth,anthr,K,KC,KCC,KCCC,KCCCL,ø,9,11,7,7,10,4,3,3,3,3,-1,light,light,light,light,light,c,o,o,o,c,KC,CCL,CL,CL,CKC,,CC,C,C,C,C,,,,C,K,L,L,L,K,2,4,2,2,6,1,0,0,0,1,0,2,1,1,1,1,2,2,2,1,VC,CCVV,CVV,CVV,CVC,1,1,0,0,2,A,N,F,1,anthroposophisch,ultima
trisch,ø,h,ch,sch,isch,risch,C,KC,CKC,CCKC,CCCKC,ø,an,an,a,an,ant,anth,anthr,K,KC,KCC,KCCC,KCCCL,ø,9,11,7,10,14,4,3,3,3,3,0,light,light,light,light,light,c,o,o,c,c,KC,CCL,CL,AKC,CCKC,,CC,C,A,CC,C,,,C,C,K,L,L,K,K,2,4,2,3,6,1,0,0,1,1,0,2,1,1,2,1,2,2,1,1,VC,CCVV,CVV,CVC,CCVC,1,1,0,2,3,A,ø,F,0,anthropozentrisch,paenultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,an,an,a,an,ant,anti,antic,K,KC,KCC,KCCL,KCCLC,ø,9,9,10,13,13,4,4,3,4,4,1,light,light,light,light,schwa,c,o,c,o,c,KC,CL,CKC,CCL,CKC,,C,C,CC,C,C,,C,,C,K,L,K,L,K,2,2,4,4,3,1,0,1,0,1,0,1,1,2,1,1,2,1,2,1,VC,CVV,CVC,CCVV,CVC,1,0,2,1,2,V,V,F,1,antichambrieren,paenultima
mus,ø,s,us,mus,smus,ismus,C,KC,CKC,CCKC,KCCKC,ø,An,ø,A,An,Ant,Anti,Antif,K,KC,KCC,KCCL,KCCLC,ø,9,9,7,10,12,4,4,3,3,4,0,light,light,light,light,light,c,o,c,c,c,KC,CL,CK,CKC,CKC,,C,C,C,C,C,,,C,C,K,L,K,K,K,2,2,2,5,3,1,0,1,1,1,0,1,1,1,1,1,2,1,1,1,VC,CVV,CVC,CVC,CVC,1,0,2,2,2,N,N,T,1,Antifaschismus,paenultima
stisch,ø,h,ch,sch,isch,tisch,C,KC,CKC,CCKC,KCCKC,ø,an,an,a,an,ant,anti,antif,K,KC,KCC,KCCL,KCCLC,ø,9,9,7,10,10,4,4,3,3,3,0,light,light,light,light,light,c,o,c,c,c,KC,CL,CK,CKC,CKC,,C,C,C,C,C,,,C,C,K,L,K,K,K,2,2,2,4,6,1,0,1,1,1,0,1,1,1,1,1,2,1,1,1,VC,CVV,CVC,CVC,CVC,1,0,2,2,2,A,N,F,1,antifaschistisch,paenultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,an,an,a,an,ant,anti,antik,K,KC,KCC,KCCL,KCCLC,ø,9,9,9,9,13,4,4,4,4,4,0,light,light,light,light,schwa,c,o,o,o,c,KC,CL,CL,CL,CKC,,C,C,C,C,C,,,,C,K,L,L,L,K,2,2,2,3,3,1,0,0,0,1,0,1,1,1,1,1,2,2,2,1,VC,CVV,CVV,CVV,CVC,1,0,0,0,2,V,N,F,1,antikisieren,paenultima
kal,ø,l,al,kal,ikal,rikal,C,LC,CLC,LCLC,CLCLC,ø,an,an,a,an,ant,anti,antik,K,KC,KCC,KCCL,KCCLC,ø,9,9,11,12,15,4,4,3,6,5,1,light,light,light,light,light,c,o,o,o,c,KC,CL,CCL,CL,CLC,,C,CC,C,C,C,,,,C,K,L,L,L,L,2,2,3,2,3,1,0,0,0,1,0,1,2,1,1,1,2,2,2,2,VC,CVV,CCVV,CVV,CVVC,1,0,1,0,1,A,A,F,1,antiklerikal,ultima
tel,ø,l,el,tel,ttel,ittel,C,KC,CKC,KCKC,CKCKC,ø,An,ø,A,An,Ant,Anti,Antik,K,KC,KCC,KCCL,KCCLC,ø,9,9,12,11,11,4,4,3,5,3,0,light,light,light,light,schwa,c,o,c,c,c,KC,CL,CCKA,CK,CKC,,C,CC,C,C,C,,A,,C,K,L,K,K,K,2,2,5,3,3,1,0,1,1,1,0,1,2,1,1,1,2,1,1,1,VC,CVV,CCVC,CVC,CVC,1,0,3,2,2,N,ø,T,2,Antiklopfmittel,antepaenultima
chisch,ø,h,ch,sch,isch,hisch,C,KC,CKC,CCKC,KCCKC,ø,an,an,a,an,ant,anti,antim,K,KC,KCC,KCCL,KCCLC,ø,9,9,9,13,10,4,4,4,4,3,0,light,light,light,light,light,c,o,o,c,c,KC,CL,CL,CKC,CKC,,C,C,C,C,C,,,C,C,K,L,L,K,K,2,2,3,2,6,1,0,0,1,1,0,1,1,1,1,1,2,2,1,1,VC,CVV,CVV,CVC,CVC,1,0,0,2,2,A,A,F,1,antimonarchisch,paenultima
ne,ø,e,ne,ene,hene,chene,K,CK,LCK,CLCK,KCLCK,ø,An,ø,A,An,Ant,Anti,Antio,K,KC,KCC,KCCL,KCCLK,ø,9,9,6,7,9,4,4,6,3,4,-1,light,light,light,light,schwa,c,o,c,o,o,KC,CL,K,CL,CK,,C,,C,C,C,,,,,K,L,K,L,K,2,2,1,3,2,1,0,1,0,0,0,1,0,1,1,1,2,1,2,1,VC,CVV,VC,CVV,CV,1,0,1,0,1,N,ø,T,0,Antiochene,paenultima
nisch,ø,h,ch,sch,isch,nisch,C,KC,CKC,LCKC,CLCKC,ø,an,an,a,an,ant,anti,antio,K,KC,KCC,KCCL,KCCLK,ø,9,9,6,7,12,4,4,6,3,4,0,light,light,light,light,light,c,o,c,o,c,KC,CL,K,CL,CKC,,C,,C,C,C,,,,C,K,L,K,L,K,2,2,1,3,5,1,0,1,0,1,0,1,0,1,1,1,2,1,2,1,VC,CVV,VC,CVV,CVC,1,0,1,0,2,A,N,F,1,antiochenisch,paenultima
at,at,t,at,iat,riat,ariat,C,LC,LLC,CLLC,LCLLC,ø,An,ø,A,An,Ant,Anti,Antiq,K,KC,KCC,KCCL,KCCLC,ø,9,9,12,12,11,4,4,4,6,5,0,light,light,light,light,light,c,o,o,o,c,KC,CL,CCL,CL,LC,,C,CC,C,,C,,,,C,K,L,L,L,L,2,2,3,2,2,1,0,0,0,1,0,1,2,1,0,1,2,2,2,2,VC,CVV,CCVV,CVV,VVC,1,0,1,0,0,N,N,T,1,Antiquariat,ultima
tisch,ø,h,ch,sch,isch,tisch,C,KC,CKC,LCKC,CLCKC,ø,an,an,a,an,ant,anti,antis,K,KC,KCC,KCCL,KCCLC,ø,9,9,7,11,10,4,4,3,5,3,0,light,light,light,light,light,c,o,o,o,c,KC,CL,CL,CL,CKC,,C,C,C,C,C,,,,C,K,L,L,L,K,2,2,2,2,5,1,0,0,0,1,0,1,1,1,1,1,2,2,2,1,VC,CVV,CVV,CVV,CVC,1,0,0,0,2,A,N,F,1,antisemitisch,paenultima
kum,ø,m,um,kum,ikum,tikum,C,KC,CKC,LCKC,CLCKC,ø,An,ø,A,An,Ant,Anti,Antis,K,KC,KCC,KCCL,KCCLC,ø,9,9,8,9,12,4,4,2,4,4,0,light,light,light,light,light,c,o,c,o,c,KC,CL,CKC,CL,CKC,,C,C,C,C,C,,C,,C,K,L,K,L,K,2,2,3,2,3,1,0,1,0,1,0,1,1,1,1,1,2,1,2,1,VC,CVV,CVC,CVV,CVC,1,0,2,0,2,N,N,T,1,Antiseptikum,antepaenultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,an,an,a,an,ant,anti,antiz,K,KC,KCC,KCCL,KCCLA,ø,9,9,9,9,13,4,4,4,4,4,0,light,light,light,light,schwa,c,o,o,o,c,KC,CL,AL,CL,CKC,,C,A,C,C,C,,,,C,K,L,L,L,K,2,2,2,3,3,1,0,0,0,1,0,1,1,1,1,1,2,2,2,1,VC,CVV,CVV,CVV,CVC,1,0,0,0,2,V,R,F,1,antizipieren,paenultima
lar,ø,r,ar,lar,ular,mular,C,LC,CLC,LCLC,CLCLC,ø,An,ø,A,An,Ant,Antr,Antra,K,KC,KCC,KCCC,KCCCL,acc,9,17,11,11,18,4,3,3,5,6,1,light,heavy,light,light,light,c,c,c,o,c,KC,CCLCC,CKC,CL,CLC,,CC,C,C,C,C,CC,C,,C,K,L,K,L,L,2,5,3,2,3,1,2,1,0,1,0,2,1,1,1,1,2,1,2,2,VC,CCVVCC,CVC,CVV,CVVC,1,2,2,0,1,N,NN,T,2,Antragsformular,prima
$e,ø,e,se,sse,esse,aesse,K,CK,LCK,CLCK,KCLCK,ø,an,an,a,an,ant,antr,antra,K,KC,KCC,KCCC,KCCCL,acc,9,17,7,9,7,4,3,3,4,3,-2,light,heavy,schwa,light,schwa,c,c,o,o,o,KC,CCLCC,CK,CL,CK,,CC,C,C,C,C,CC,,,,K,L,K,L,K,2,5,2,2,2,1,2,0,0,0,0,2,1,1,1,1,2,1,2,1,VC,CCVVCC,CV,CVV,CV,1,2,1,0,1,A,NA,F,2,antragsgemaesse,prima
gie,ø,e,ie,gie,ogie,logie,L,CL,LCL,CLCL,LCLCL,ø,An,ø,A,An,Ant,Antr,Antro,K,KC,KCC,KCCC,KCCCL,ø,9,11,7,10,9,4,3,3,5,4,-1,light,light,light,light,light,c,o,o,o,o,KC,CCL,CL,CL,CL,,CC,C,C,C,C,,,,,K,L,L,L,L,2,3,2,2,3,1,0,0,0,0,0,2,1,1,1,1,2,2,2,2,VC,CCVV,CVV,CVV,CVV,1,1,0,0,0,N,ø,T,0,Antropologie,ultima
me,ø,e,me,mme,umme,summe,K,CK,KCK,CKCK,CCKCK,ø,An,ø,A,An,Anz,Anza,Anzah,K,KC,KCA,KCAL,KCALC,acc,9,11,16,9,9,4,5,4,4,4,-1,light,light,heavy,light,schwa,c,o,c,c,o,KC,AL,CKCC,CK,CK,,A,C,C,C,C,,CC,,,K,L,K,K,K,2,3,5,3,2,1,0,2,1,0,0,1,1,1,1,1,2,1,1,1,VC,CVV,CVCC,CVC,CV,1,0,3,2,1,N,NN,T,2,Anzahlungssumme,prima
tig,ø,g,ig,tig,htig,chtig,C,KC,CKC,CCKC,KCCKC,noacc,an,an,a,an,anz,anze,anzei,K,KC,KCA,KCAD,KCADC,acc,9,11,7,14,10,4,5,3,3,3,0,light,light,schwa,light,light,c,o,o,c,c,KC,AD,CK,ACKC,CKC,,A,C,AC,C,C,,,C,C,K,D,K,K,K,2,3,2,6,3,1,0,0,1,1,0,1,1,2,1,1,2,1,1,1,VC,CVV,CV,CCVC,CVC,1,0,1,3,2,A,N,F,1,anzeigepflichtig,prima
pe,ø,e,pe,ppe,appe,lappe,K,CK,KCK,CKCK,CCKCK,ø,A,ø,A,Ao,Aor,Aort,Aorte,K,KK,KKC,KKCC,KKCCK,ø,6,10,10,11,7,6,5,3,3,3,0,heavy,light,schwa,light,schwa,o,c,c,c,o,K,KC,CKC,CCK,CK,,,C,CC,C,,C,C,,,K,K,K,K,K,1,2,3,4,2,0,1,1,1,0,0,0,1,2,1,1,1,1,1,1,V,VC,CVC,CCVC,CV,0,1,2,3,1,N,NN,T,2,Aortenklappe,sekunda
be,ø,e,be,ebe,iebe,riebe,K,CK,LCK,CLCK,CCLCK,ø,A,ø,A,Ap,Aph,Apho,Aphon,K,KC,KCL,KCLC,KCLCC,ø,6,10,7,13,7,6,3,3,4,3,0,light,light,schwa,light,schwa,c,c,o,o,o,K,CLC,CK,CCL,CK,,C,C,CC,C,,C,,,,K,L,K,L,K,1,4,2,4,2,1,1,0,0,0,0,1,1,2,1,1,2,1,2,1,VC,CVVC,CV,CCVV,CV,1,1,1,1,1,N,ø,T,2,Aphongetriebe,sekunda
tisch,ø,h,ch,sch,isch,tisch,C,KC,CKC,LCKC,CLCKC,ø,a,ø,a,ap,apo,apoc,apoch,K,KC,KCL,KCLC,KCLCC,ø,6,7,11,13,10,6,3,3,6,3,1,light,light,light,light,light,c,o,o,o,c,K,CL,CCL,CL,CKC,,C,CC,C,C,,,,,C,K,L,L,L,K,1,2,4,2,5,1,0,0,0,1,0,1,2,1,1,1,2,2,2,1,VC,CVV,CCVV,CVV,CVC,1,0,1,0,2,A,N,F,1,apochromatisch,paenultima
se,ø,e,se,pse,ypse,lypse,K,CK,CCK,LCCK,CLCCK,ø,A,ø,A,Ap,Apo,Apok,Apoka,K,KC,KCL,KCLC,KCLCK,ø,6,7,7,13,7,6,3,3,4,3,0,light,light,light,light,schwa,c,o,c,c,o,K,CL,CK,CLC,CK,,C,C,C,C,,,,C,,K,L,K,L,K,1,2,2,3,2,1,0,1,1,0,0,1,1,1,1,1,2,1,2,1,VC,CVV,CVC,CVVC,CV,1,0,2,1,1,N,ø,T,0,Apokalypse,paenultima
tisch,ø,h,ch,sch,isch,tisch,C,KC,CKC,CCKC,LCCKC,ø,a,ø,a,ap,apo,apok,apoka,K,KC,KCL,KCLC,KCLCK,ø,6,7,7,13,10,6,3,3,4,3,1,light,light,light,light,light,c,o,c,c,c,K,CL,CK,CLC,CKC,,C,C,C,C,,,,C,C,K,L,K,L,K,1,2,2,3,5,1,0,1,1,1,0,1,1,1,1,1,2,1,2,1,VC,CVV,CVC,CVVC,CVC,1,0,2,1,2,A,R,F,1,apokalyptisch,paenultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,a,ø,a,ap,apo,apok,apoko,K,KC,KCL,KCLC,KCLCL,ø,6,7,7,9,13,6,3,3,4,4,1,light,light,light,light,schwa,c,o,o,o,c,K,CL,CL,CL,CKC,,C,C,C,C,,,,,C,K,L,L,L,K,1,2,2,3,3,1,0,0,0,1,0,1,1,1,1,1,2,2,2,1,VC,CVV,CVV,CVV,CVC,1,0,0,0,2,V,N,F,1,apokopieren,paenultima
tik,ø,k,ik,tik,etik,getik,C,KC,CKC,LCKC,CLCKC,noacc,A,ø,A,Ap,Apo,Apol,Apolo,K,KC,KCL,KCLC,KCLCL,ø,6,7,10,7,10,6,3,5,3,3,0,light,light,light,light,light,c,o,o,o,c,K,CL,CL,CL,CKC,,C,C,C,C,,,,,C,K,L,L,L,K,1,2,2,2,3,1,0,0,0,1,0,1,1,1,1,1,2,2,2,1,VC,CVV,CVV,CVV,CVC,1,0,0,0,2,N,N,T,1,Apologetik,paenultima
tisch,ø,h,ch,sch,isch,tisch,C,KC,CKC,LCKC,CLCKC,ø,a,ø,a,ap,apo,apol,apolo,K,KC,KCL,KCLC,KCLCL,ø,6,7,10,7,10,6,3,5,3,3,0,light,light,light,light,light,c,o,o,o,c,K,CL,CL,CL,CKC,,C,C,C,C,,,,,C,K,L,L,L,K,1,2,2,2,5,1,0,0,0,1,0,1,1,1,1,1,2,2,2,1,VC,CVV,CVV,CVV,CVC,1,0,0,0,2,A,N,F,1,apologetisch,paenultima
ker,ø,r,er,ker,iker,tiker,C,KC,CKC,LCKC,CLCKC,ø,A,ø,A,Ap,Apo,Apop,Apopl,K,KC,KCL,KCLC,KCLCC,ø,6,7,12,9,11,6,3,3,4,3,1,light,light,light,light,schwa,c,o,c,o,c,K,CL,CCKC,CL,CKC,,C,CC,C,C,,,C,,C,K,L,K,L,K,1,2,4,2,3,1,0,1,0,1,0,1,2,1,1,1,2,1,2,1,VC,CVV,CCVC,CVV,CVC,1,0,3,0,2,N,N,T,1,Apoplektiker,antepaenultima
kum,ø,m,um,kum,ikum,likum,C,KC,CKC,LCKC,CLCKC,ø,A,ø,A,Ap,Apo,Apos,Apost,K,KC,KCK,KCKC,KCKCC,ø,6,8,7,12,12,6,2,3,6,4,1,light,light,light,light,light,c,c,o,o,c,K,CKC,CL,CL,CKC,,C,C,C,C,,C,,,C,K,K,L,L,K,1,2,3,2,3,1,1,0,0,1,0,1,1,1,1,1,1,2,2,1,VC,CVC,CVV,CVV,CVC,1,2,0,0,2,N,N,T,1,Apostolikum,antepaenultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,a,ø,a,ap,apo,apos,apost,K,KC,KCK,KCKC,KCKCC,ø,6,8,11,9,13,6,2,3,4,4,1,light,light,light,light,schwa,c,c,o,o,c,K,CKC,CCL,CL,CKC,,C,CC,C,C,,C,,,C,K,K,L,L,K,1,2,4,4,3,1,1,0,0,1,0,1,2,1,1,1,1,2,2,1,VC,CVC,CCVV,CVV,CVC,1,2,1,0,2,V,N,F,1,apostrophieren,paenultima
se,ø,e,se,ose,eose,heose,K,CK,LCK,LLCK,CLLCK,ø,A,ø,A,Ap,Apo,Apot,Apoth,K,KC,KCL,KCLC,KCLCL,ø,6,7,7,6,7,6,3,3,6,3,0,light,light,light,light,schwa,c,o,o,o,o,K,CL,CL,L,CK,,C,C,,C,,,,,,K,L,L,L,K,1,2,3,1,2,1,0,0,0,0,0,1,1,0,1,1,2,2,2,1,VC,CVV,CVV,VV,CV,1,0,0,0,1,N,ø,T,0,Apotheose,paenultima
isch,isch,h,ch,sch,isch,eisch,C,KC,LKC,CLKC,LCLKC,ø,a,ø,a,ap,apo,apot,apotr,K,KC,KCL,KCLC,KCLCC,ø,6,7,11,7,9,6,3,3,3,4,0,light,light,light,light,light,c,o,o,o,c,K,CL,CCL,CL,KC,,C,CC,C,,,,,,C,K,L,L,L,K,1,2,3,2,4,1,0,0,0,1,0,1,2,1,0,1,2,2,2,1,VC,CVV,CCVV,CVV,VC,1,0,1,0,1,A,ø,F,0,apotropaeisch,paenultima
haus,ø,s,us,aus,haus,thaus,C,DC,CDC,NCDC,CNCDC,ø,Ap,ø,A,Ap,App,Appa,Appar,K,KC,KCK,KCKC,KCKCC,ø,6,11,7,11,12,6,3,3,5,4,1,light,light,schwa,light,light,c,c,o,o,c,K,CKC,CK,CN,CDC,,C,C,C,C,,C,,,C,K,K,K,N,D,2,3,2,4,4,1,1,0,0,1,0,1,1,1,1,1,1,1,2,2,VC,CVC,CV,CVV,CVVC,1,2,1,0,1,N,NN,T,2,Appartementhaus,paenultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,Ap,ø,A,Ap,App,Appe,Appel,K,KC,KCK,KCKC,KCKCK,ø,6,7,10,9,9,6,3,5,4,4,0,light,light,light,light,light,c,c,c,o,c,K,CK,CK,AL,LC,,C,C,A,,,,,,C,K,K,K,L,L,2,3,2,2,2,1,1,1,0,1,0,1,1,1,0,1,1,1,2,2,VC,CVC,CVC,CVV,VVC,1,2,2,0,0,N,N,T,1,Appellation,ultima
tis,ø,s,is,tis,itis,zitis,C,KC,CKC,LCKC,ALCKC,ø,Ap,ø,A,Ap,App,Appe,Appen,K,KC,KCK,KCKC,KCKCC,ø,6,10,9,9,10,6,3,4,4,3,0,light,light,light,light,light,c,c,o,o,c,K,CKC,CL,AL,CKC,,C,C,A,C,,C,,,C,K,K,L,L,K,2,3,2,2,3,1,1,0,0,1,0,1,1,1,1,1,1,2,2,1,VC,CVC,CVV,CVV,CVC,1,2,0,0,2,N,N,T,1,Appendizitis,paenultima
on,ø,n,on,ion,tion,ption,C,LC,LLC,ALLC,CALLC,ø,Ap,ø,A,Ap,App,Appe,Apper,K,KC,KCK,KCKC,KCKCA,ø,6,11,8,9,9,6,3,2,4,4,0,light,light,light,light,light,c,c,c,o,c,K,CKC,AKC,AL,LC,,C,A,A,,,C,C,,C,K,K,K,L,L,2,3,3,2,2,1,1,1,0,1,0,1,1,1,0,1,1,1,2,2,VC,CVC,CVC,CVV,VVC,1,2,2,0,0,N,ø,T,0,Apperzeption,ultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,ap,ø,a,ap,app,appe,apper,K,KC,KCK,KCKC,KCKCA,ø,6,11,9,9,13,6,3,4,4,4,1,light,light,light,light,schwa,c,c,o,o,c,K,CKC,AL,CL,CKC,,C,A,C,C,,C,,,C,K,K,L,L,K,2,3,2,3,3,1,1,0,0,1,0,1,1,1,1,1,1,2,2,1,VC,CVC,CVV,CVV,CVC,1,2,0,0,2,V,ø,F,0,apperzipieren,paenultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,Ap,ø,A,Ap,App,Appl,Appli,K,KC,KCC,KCCL,KCCLC,ø,6,13,7,9,9,6,4,3,4,4,0,light,light,light,light,light,c,o,c,o,c,K,CCL,CK,AL,LC,,CC,C,A,,,,,,C,K,L,K,L,L,2,3,2,2,2,1,0,1,0,1,0,2,1,1,0,1,2,1,2,2,VC,CCVV,CVC,CVV,VVC,1,1,2,0,0,N,R,T,1,Applikation,ultima
on,ø,n,on,ion,tion,ition,C,LC,LLC,ALLC,LALLC,ø,Ap,ø,A,Ap,App,Appo,Appos,K,KC,KCL,KCLC,KCLCL,ø,6,7,9,9,9,6,3,4,4,4,0,light,light,light,light,light,c,o,o,o,c,K,CL,CL,AL,LC,,C,C,A,,,,,,C,K,L,L,L,L,2,2,2,2,2,1,0,0,0,1,0,1,1,1,0,1,2,2,2,2,VC,CVV,CVV,CVV,VVC,1,0,0,0,0,N,ø,T,0,Apposition,ultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,Ap,ø,A,Ap,App,Appr,Appro,K,KC,KCC,KCCL,KCCLC,ø,6,11,7,9,9,6,3,3,4,4,0,light,light,light,light,light,c,o,c,o,c,K,CCL,CK,AL,LC,,CC,C,A,,,,,,C,K,L,K,L,L,2,3,2,2,2,1,0,1,0,1,0,2,1,1,0,1,2,1,2,2,VC,CCVV,CVC,CVV,VVC,1,1,2,0,0,N,R,T,1,Approbation,ultima
tiv,ø,v,iv,tiv,ativ,mativ,C,LC,CLC,KCLC,CKCLC,ø,ap,ø,a,ap,app,appr,appro,K,KC,KCC,KCCK,KCCKC,ø,6,11,10,9,10,6,3,3,4,3,0,light,light,light,light,light,c,c,o,c,c,K,CCK,CCL,CK,CLC,,CC,CC,C,C,,,,,C,K,K,L,K,L,2,3,2,2,3,1,1,0,1,1,0,2,2,1,1,1,1,2,1,2,VC,CCVC,CCVV,CVC,CVVC,1,3,1,2,1,A,R,F,1,approximativ,ultima
mus,ø,s,us,mus,smus,ismus,C,KC,CKC,CCKC,KCCKC,noacc,A,ø,A,Ap,Apr,Apri,Aprio,K,KC,KCC,KCCL,KCCLL,ø,6,13,6,13,12,6,4,6,4,4,1,light,light,light,light,light,c,o,o,c,c,K,CCL,L,CKC,CKC,,CC,,C,C,,,,C,C,K,L,L,K,K,1,3,1,3,3,1,0,0,1,1,0,2,0,1,1,1,2,2,1,1,VC,CCVV,VV,CVC,CVC,1,1,0,2,2,N,N,T,1,Apriorismus,paenultima
be,ø,e,be,rbe,arbe,farbe,K,CK,CCK,KCCK,CKCCK,ø,A,ø,A,Aq,Aqu,Aqua,Aquar,K,KC,KCC,KCCK,KCCKC,ø,6,8,14,11,7,6,2,4,3,3,0,light,light,light,light,schwa,c,c,c,c,o,K,CCK,CKC,CKC,CK,,CC,C,C,C,,,C,C,,K,K,K,K,K,1,3,4,3,2,1,1,1,1,0,0,2,1,1,1,1,1,1,1,1,VC,CCVC,CVC,CVC,CV,1,3,2,2,1,N,NN,T,2,Aquarellfarbe,antepaenultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,a,ø,a,aq,aqu,aqua,aquar,K,KC,KCC,KCCK,KCCKC,ø,6,8,10,12,13,6,2,5,6,4,1,light,light,light,light,schwa,c,c,c,o,c,K,CCK,CK,CL,CKC,,CC,C,C,C,,,,,C,K,K,K,L,K,1,3,3,3,3,1,1,1,0,1,0,2,1,1,1,1,1,1,2,1,VC,CCVC,CVC,CVV,CVC,1,3,2,0,2,V,N,F,1,aquarellieren,paenultima
ner,ø,r,er,ner,aner,ianer,C,KC,CKC,LCKC,LLCKC,ø,A,ø,A,Aq,Aqu,Aqua,Aquar,K,KC,KCC,KCCK,KCCKC,ø,6,8,12,10,13,6,2,6,10,4,1,light,light,light,light,schwa,c,c,o,o,c,K,CCK,CL,L,CKC,,CC,C,,C,,,,,C,K,K,L,L,K,1,3,2,1,3,1,1,0,0,1,0,2,1,0,1,1,1,2,2,1,VC,CCVC,CVV,VV,CVC,1,3,0,0,2,N,R,T,1,Aquarianer,paenultima
glas,ø,s,as,las,glas,nglas,C,LC,CLC,CCLC,CCCLC,ø,A,ø,A,Aq,Aqu,Aqua,Aquar,K,KC,KCC,KCCL,KCCLC,ø,6,12,12,9,16,6,4,6,4,4,1,light,light,light,schwa,light,c,o,o,c,c,K,CCL,CL,KC,CCLC,,CC,C,,CC,,,,C,C,K,L,L,K,L,1,3,2,2,4,1,0,0,1,1,0,2,1,0,2,1,2,2,1,2,VC,CCVV,CVV,VC,CCVVC,1,1,0,1,1,N,ø,T,2,Aquarienglas,sekunda
