syl_suffix,signi_suffix,suffix1,suffix2,suffix3,suffix4,suffix5,suffix_phoncat1,suffix_phoncat2,suffix_phoncat3,suffix_phoncat4,suffix_phoncat5,suff_class,syl_praefix,signi_praefix,praefix1,praefix2,praefix3,praefix4,praefix5,praefix_phoncat1,praefix_phoncat2,praefix_phoncat3,praefix_phoncat4,praefix_phoncat5,prae_class,sonority0,sonority1,sonority_ratio0,sonority_ratio1,sonority_dir,syl_weight0,syl_weight1,syl_open0,syl_open1,syl_phoncat0,syl_phoncat1,onset_phoncat0,onset_phoncat1,koda_phoncat0,koda_phoncat1,nucleus_phoncat0,nucleus_phoncat1,syl_len0,syl_len1,koda_len0,koda_len1,onset_len0,onset_len1,nucleus_len0,nucleus_len1,syl_cv0,syl_cv1,cv_ratio0,cv_ratio1,pos,comp_struct,nomen,comp_len,Word,stress_class
len,ø,n,en,len,alen,aalen,C,KC,CKC,LCKC,ø,ø,aa,ø,a,aa,aal,aale,aalen,L,LC,LCK,LCKC,ø,ø,10,13,10,4,2,light,schwa,o,c,L,CKC,,C,,C,L,K,2,3,0,1,0,1,2,1,VV,CVC,0,2,V,N,F,1,aalen,paenultima
glatt,ø,t,tt,att,latt,glatt,C,KC,CKC,CCKC,CCCKC,ø,aal,ø,a,aa,aal,aalg,aalgl,L,LC,LCC,LCCC,LCCCK,ø,14,12,7,3,-1,light,light,c,c,LC,CCKC,,CC,C,C,L,K,3,5,1,1,0,2,2,1,VVC,CCVC,0,3,A,NA,F,2,aalglatt,paenultima
art,ø,t,rt,art,bart,Abart,C,CC,LCC,CLCC,KCLCC,ø,Ab,ø,A,Ab,Aba,Abar,Abart,K,KC,KCL,KCLC,KCLCC,acc,7,15,3,5,4,light,heavy,c,c,KC,LCC,,,C,CC,K,L,2,3,1,2,0,0,1,2,VC,VVCC,1,1,N,V,T,1,Abart,paenultima
bau,ø,u,au,bau,bbau,Abbau,D,CD,CCD,KCCD,ø,ø,Ab,ø,A,Ab,Abb,Abba,Abbau,K,KC,KCC,KCCD,ø,acc,7,11,3,5,2,light,light,c,o,KC,CD,,C,C,,K,D,2,3,1,0,0,1,1,2,VC,CVV,1,0,N,V,T,1,Abbau,paenultima
bild,ø,d,ld,ild,bild,bbild,C,CC,KCC,CKCC,CCKCC,ø,Ab,ø,A,Ab,Abb,Abbi,Abbil,K,KC,KCC,KCCK,KCCKC,acc,7,14,3,3,4,light,heavy,c,c,KC,CKCC,,C,C,CC,K,K,2,4,1,2,0,1,1,1,VC,CVCC,1,3,N,V,T,1,Abbild,paenultima
brand,ø,d,nd,and,rand,brand,C,CC,KCC,CKCC,CCKCC,ø,Ab,ø,A,Ab,Abb,Abbr,Abbra,K,KC,KCC,KCCC,KCCCK,acc,7,15,3,3,4,light,heavy,c,c,KC,CCKCC,,CC,C,CC,K,K,2,5,1,2,0,2,1,1,VC,CCVCC,1,4,N,N,T,1,Abbrand,paenultima
bruch,ø,h,ch,uch,ruch,bruch,C,KC,CKC,CCKC,CCCKC,ø,Ab,ø,A,Ab,Abb,Abbr,Abbru,K,KC,KCC,KCCC,KCCCK,acc,7,14,3,3,4,light,light,c,c,KC,CCKC,,CC,C,C,K,K,2,5,1,1,0,2,1,1,VC,CCVC,1,3,N,V,T,1,Abbruch,paenultima
dampf,ø,f,pf,mpf,ampf,dampf,A,CA,KCA,CKCA,CCKCA,ø,Ab,ø,A,Ab,Abd,Abda,Abdam,K,KC,KCC,KCCK,KCCKC,acc,7,11,3,2,2,light,heavy,c,c,KC,CKCA,,C,C,CA,K,K,2,5,1,2,0,1,1,1,VC,CVCC,1,3,N,V,T,1,Abdampf,paenultima
drift,ø,t,ft,ift,rift,drift,C,CC,KCC,CKCC,CCKCC,ø,Ab,ø,A,Ab,Abd,Abdr,Abdri,K,KC,KCC,KCCC,KCCCK,acc,7,15,3,3,4,light,heavy,c,c,KC,CCKCC,,CC,C,CC,K,K,2,5,1,2,0,2,1,1,VC,CCVCC,1,4,N,V,T,1,Abdrift,paenultima
druck,ø,k,ck,uck,ruck,druck,C,KC,CKC,CCKC,CCCKC,ø,Ab,ø,A,Ab,Abd,Abdr,Abdru,K,KC,KCC,KCCC,KCCCK,acc,7,14,3,3,4,light,light,c,c,KC,CCKC,,CC,C,C,K,K,2,5,1,1,0,2,1,1,VC,CCVC,1,3,N,V,T,1,Abdruck,paenultima
bend,ø,d,nd,end,bend,Abend,C,CC,KCC,CKCC,LCKCC,ø,A,ø,A,Ab,Abe,Aben,Abend,L,LC,LCK,LCKC,LCKCC,ø,10,11,10,2,1,light,schwa,o,c,L,CKCC,,C,,CC,L,K,1,4,0,2,0,1,2,1,VV,CVCC,0,3,N,N,T,1,Abend,paenultima
bends,ø,s,ds,nds,ends,bends,A,CA,KCA,CKCA,LCKCA,ø,a,ø,a,ab,abe,aben,abend,L,LC,LCK,LCKC,LCKCA,ø,10,11,10,2,1,light,schwa,o,c,L,CKCA,,C,,CA,L,K,1,5,0,2,0,1,2,1,VV,CVCC,0,3,ADV,F,F,1,abends,paenultima
ber,ø,r,er,ber,aber,ø,C,KC,CKC,LCKC,ø,ø,a,ø,a,ab,abe,aber,ø,L,LC,LCK,LCKC,ø,ø,10,11,10,3,1,light,schwa,o,c,L,CKC,,C,,C,L,K,1,3,0,1,0,1,2,1,VV,CVC,0,2,X,ø,F,1,aber,paenultima
ber,ø,r,er,ber,aber,ø,C,KC,CKC,LCKC,ø,ø,a,ø,a,ab,abe,aber,ø,L,LC,LCK,LCKC,ø,ø,10,11,10,3,1,light,schwa,o,c,L,CKC,,C,,C,L,K,1,3,0,1,0,1,2,1,VV,CVC,0,2,ADV,B,F,1,aber,paenultima
fahrt,ø,t,rt,hrt,ahrt,fahrt,C,CC,LCC,CLCC,CCLCC,ø,Ab,ø,A,Ab,Abf,Abfa,Abfah,K,KC,KCC,KCCL,KCCLC,ø,7,16,3,4,5,light,heavy,c,c,KC,CLCC,,C,C,CC,K,L,2,5,1,2,0,1,1,2,VC,CVVCC,1,1,N,F,T,1,Abfahrt,paenultima
fall,ø,l,ll,all,fall,bfall,C,KC,CKC,CCKC,KCCKC,ø,Ab,ø,A,Ab,Abf,Abfa,Abfal,K,KC,KCC,KCCK,KCCKC,acc,7,11,3,3,2,light,light,c,c,KC,CKC,,C,C,C,K,K,2,4,1,1,0,1,1,1,VC,CVC,1,2,N,V,T,1,Abfall,paenultima
flug,ø,g,ug,lug,flug,bflug,C,LC,CLC,CCLC,CCCLC,ø,Ab,ø,A,Ab,Abf,Abfl,Abflu,K,KC,KCC,KCCC,KCCCL,acc,7,14,3,3,4,light,light,c,c,KC,CCLC,,CC,C,C,K,L,2,4,1,1,0,2,1,2,VC,CCVVC,1,1,N,V,T,1,Abflug,paenultima
flu$,ø,s,ss,uss,luss,fluss,C,KC,CKC,CCKC,CCCKC,ø,Ab,ø,A,Ab,Abf,Abfl,Abflu,K,KC,KCC,KCCC,KCCCK,acc,7,14,3,3,4,light,light,c,c,KC,CCKC,,CC,C,C,K,K,2,4,1,1,0,2,1,1,VC,CCVC,1,3,N,V,T,1,Abfluss,paenultima
fuhr,ø,r,hr,uhr,fuhr,bfuhr,C,LC,CLC,CCLC,KCCLC,ø,Ab,ø,A,Ab,Abf,Abfu,Abfuh,K,KC,KCC,KCCL,KCCLC,acc,7,13,3,4,3,light,light,c,c,KC,CLC,,C,C,C,K,L,2,4,1,1,0,1,1,2,VC,CVVC,1,1,N,V,T,1,Abfuhr,paenultima
gang,ø,g,ng,ang,gang,bgang,C,KC,CKC,CCKC,KCCKC,ø,Ab,ø,A,Ab,Abg,Abga,Abgan,K,KC,KCC,KCCK,KCCKC,acc,7,10,3,3,2,light,light,c,c,KC,CKC,,C,C,C,K,K,2,4,1,1,0,1,1,1,VC,CVC,1,2,N,V,T,1,Abgang,paenultima
gas,ø,s,as,gas,bgas,Abgas,C,LC,CLC,CCLC,KCCLC,ø,Ab,ø,A,Ab,Abg,Abga,Abgas,K,KC,KCC,KCCL,KCCLC,acc,7,12,3,4,3,light,light,c,c,KC,CLC,,C,C,C,K,L,2,3,1,1,0,1,1,2,VC,CVVC,1,1,N,N,T,1,Abgas,paenultima
geld,ø,d,ld,eld,geld,bgeld,C,CC,KCC,CKCC,CCKCC,ø,Ab,ø,A,Ab,Abg,Abge,Abgel,K,KC,KCC,KCCK,KCCKC,acc,7,12,3,3,3,light,heavy,c,c,KC,CKCC,,C,C,CC,K,K,2,4,1,2,0,1,1,1,VC,CVCC,1,3,N,N,T,1,Abgeld,paenultima
glanz,ø,z,nz,anz,lanz,glanz,A,CA,KCA,CKCA,CCKCA,ø,Ab,ø,A,Ab,Abg,Abgl,Abgla,K,KC,KCC,KCCC,KCCCK,acc,7,15,3,3,4,light,heavy,c,c,KC,CCKCA,,CC,C,CA,K,K,2,5,1,2,0,2,1,1,VC,CCVCC,1,4,N,N,T,1,Abglanz,paenultima
gott,ø,t,tt,ott,gott,bgott,C,KC,CKC,CCKC,KCCKC,ø,Ab,ø,A,Ab,Abg,Abgo,Abgot,K,KC,KCC,KCCK,KCCKC,acc,7,8,3,2,1,light,light,c,c,KC,CKC,,C,C,C,K,K,2,4,1,1,0,1,1,1,VC,CVC,1,2,N,N,T,1,Abgott,paenultima
grund,ø,d,nd,und,rund,grund,C,CC,KCC,CKCC,CCKCC,ø,Ab,ø,A,Ab,Abg,Abgr,Abgru,K,KC,KCC,KCCC,KCCCK,acc,7,17,3,3,5,light,heavy,c,c,KC,CCKCC,,CC,C,CC,K,K,2,5,1,2,0,2,1,1,VC,CCVCC,1,4,N,N,T,1,Abgrund,paenultima
gu$,ø,s,ss,uss,guss,bguss,C,KC,CKC,CCKC,KCCKC,ø,Ab,ø,A,Ab,Abg,Abgu,Abgus,K,KC,KCC,KCCK,KCCKC,acc,7,10,3,3,2,light,light,c,c,KC,CKC,,C,C,C,K,K,2,3,1,1,0,1,1,1,VC,CVC,1,2,N,V,T,1,Abguss,paenultima
hang,ø,g,ng,ang,hang,bhang,C,KC,CKC,CCKC,KCCKC,ø,Ab,ø,A,Ab,Abh,Abha,Abhan,K,KC,KCC,KCCK,KCCKC,acc,7,10,3,3,2,light,light,c,c,KC,CKC,,C,C,C,K,K,2,4,1,1,0,1,1,1,VC,CVC,1,2,N,N,T,1,Abhang,paenultima
hold,ø,d,ld,old,hold,bhold,C,CC,KCC,CKCC,CCKCC,ø,ab,ab,a,ab,abh,abho,abhol,K,KC,KCC,KCCK,KCCKC,acc,7,12,3,3,3,light,heavy,c,c,KC,CKCC,,C,C,CC,K,K,2,4,1,2,0,1,1,1,VC,CVCC,1,3,A,A,F,1,abhold,paenultima
kehr,ø,r,hr,ehr,kehr,bkehr,C,LC,CLC,CCLC,KCCLC,ø,Ab,ø,A,Ab,Abk,Abke,Abkeh,K,KC,KCC,KCCL,KCCLC,acc,7,11,3,3,2,light,light,c,c,KC,CLC,,C,C,C,K,L,2,4,1,1,0,1,1,2,VC,CVVC,1,1,N,V,T,1,Abkehr,paenultima
klatsch,ø,h,ch,sch,tsch,atsch,A,KA,CKA,CCKA,CCCKA,ø,Ab,ø,A,Ab,Abk,Abkl,Abkla,K,KC,KCC,KCCC,KCCCK,acc,7,12,3,3,3,light,light,c,c,KC,CCKA,,CC,C,A,K,K,2,7,1,1,0,2,1,1,VC,CCVC,1,3,N,V,T,1,Abklatsch,paenultima
kunft,ø,t,ft,nft,unft,kunft,C,CC,CCC,KCCC,CKCCC,ø,Ab,ø,A,Ab,Abk,Abku,Abkun,K,KC,KCC,KCCK,KCCKC,acc,7,14,3,2,4,light,heavy,c,c,KC,CKCCC,,C,C,CCC,K,K,2,5,1,3,0,1,1,1,VC,CVCCC,1,4,N,V,T,1,Abkunft,paenultima
la$,ø,s,ss,ass,lass,blass,C,KC,CKC,CCKC,KCCKC,ø,Ab,ø,A,Ab,Abl,Abla,Ablas,K,KC,KCC,KCCK,KCCKC,acc,7,11,3,3,2,light,light,c,c,KC,CKC,,C,C,C,K,K,2,3,1,1,0,1,1,1,VC,CVC,1,2,N,V,T,1,Ablass,paenultima
lauf,ø,f,uf,auf,lauf,blauf,C,DC,CDC,CCDC,KCCDC,ø,Ab,ø,A,Ab,Abl,Abla,Ablau,K,KC,KCC,KCCD,KCCDC,acc,7,15,3,5,4,light,light,c,c,KC,CDC,,C,C,C,K,D,2,4,1,1,0,1,1,2,VC,CVVC,1,1,N,V,T,1,Ablauf,paenultima
laut,ø,t,ut,aut,laut,blaut,C,DC,CDC,CCDC,KCCDC,ø,Ab,ø,A,Ab,Abl,Abla,Ablau,K,KC,KCC,KCCD,KCCDC,acc,7,15,3,5,4,light,light,c,c,KC,CDC,,C,C,C,K,D,2,4,1,1,0,1,1,2,VC,CVVC,1,1,N,N,T,1,Ablaut,paenultima
luft,ø,t,ft,uft,luft,bluft,C,CC,KCC,CKCC,CCKCC,ø,Ab,ø,A,Ab,Abl,Ablu,Abluf,K,KC,KCC,KCCK,KCCKC,acc,7,14,3,3,4,light,heavy,c,c,KC,CKCC,,C,C,CC,K,K,2,4,1,2,0,1,1,1,VC,CVCC,1,3,N,N,T,1,Abluft,paenultima
marsch,ø,h,ch,sch,rsch,arsch,C,CC,KCC,CKCC,CCKCC,ø,Ab,ø,A,Ab,Abm,Abma,Abmar,K,KC,KCC,KCCK,KCCKC,acc,7,14,3,3,4,light,heavy,c,c,KC,CKCC,,C,C,CC,K,K,2,6,1,2,0,1,1,1,VC,CVCC,1,3,N,N,T,1,Abmarsch,paenultima
norm,ø,m,rm,orm,norm,bnorm,C,CC,KCC,CKCC,CCKCC,ø,ab,ab,a,ab,abn,abno,abnor,K,KC,KCC,KCCK,KCCKC,acc,7,16,3,4,5,light,heavy,c,c,KC,CKCC,,C,C,CC,K,K,2,4,1,2,0,1,1,1,VC,CVCC,1,3,A,N,F,1,abnorm,ultima
ort,ø,t,rt,ort,bort,Abort,C,CC,KCC,CKCC,KCKCC,ø,Ab,ø,A,Ab,Abo,Abor,Abort,K,KC,KCK,KCKC,KCKCC,acc,6,12,6,3,3,light,heavy,c,c,K,CKCC,,C,,CC,K,K,2,3,1,2,0,1,1,1,VC,CVCC,1,3,N,N,T,1,Abort,ultima
prall,ø,l,ll,all,rall,prall,C,KC,CKC,CCKC,CCCKC,ø,Ab,ø,A,Ab,Abp,Abpr,Abpra,K,KC,KCC,KCCC,KCCCK,acc,7,15,3,3,4,light,light,c,c,KC,CCKC,,CC,C,C,K,K,2,5,1,1,0,2,1,1,VC,CCVC,1,3,N,V,T,1,Abprall,paenultima
putz,ø,z,tz,utz,putz,bputz,A,KA,CKA,CCKA,KCCKA,ø,Ab,ø,A,Ab,Abp,Abpu,Abput,K,KC,KCC,KCCK,KCCKA,acc,7,10,3,3,2,light,light,c,c,KC,CKA,,C,C,A,K,K,2,4,1,1,0,1,1,1,VC,CVC,1,2,N,V,T,1,Abputz,paenultima
raum,ø,m,um,aum,raum,braum,C,DC,CDC,CCDC,KCCDC,ø,Ab,ø,A,Ab,Abr,Abra,Abrau,K,KC,KCC,KCCD,KCCDC,acc,7,17,3,5,5,light,light,c,c,KC,CDC,,C,C,C,K,D,2,4,1,1,0,1,1,2,VC,CVVC,1,1,N,V,T,1,Abraum,paenultima
rieb,ø,b,eb,ieb,rieb,brieb,C,LC,CLC,CCLC,KCCLC,ø,Ab,ø,A,Ab,Abr,Abri,Abrie,K,KC,KCC,KCCL,KCCLC,acc,7,13,3,4,3,light,light,c,c,KC,CLC,,C,C,C,K,L,2,4,1,1,0,1,1,2,VC,CVVC,1,1,N,V,T,1,Abrieb,paenultima
ri$,ø,s,ss,iss,riss,briss,C,KC,CKC,CCKC,KCCKC,ø,Ab,ø,A,Ab,Abr,Abri,Abris,K,KC,KCC,KCCK,KCCKC,acc,7,13,3,4,3,light,light,c,c,KC,CKC,,C,C,C,K,K,2,3,1,1,0,1,1,1,VC,CVC,1,2,N,V,T,1,Abriss,paenultima
ruf,ø,f,uf,ruf,bruf,Abruf,C,LC,CLC,CCLC,KCCLC,ø,Ab,ø,A,Ab,Abr,Abru,Abruf,K,KC,KCC,KCCL,KCCLC,acc,7,13,3,4,3,light,light,c,c,KC,CLC,,C,C,C,K,L,2,3,1,1,0,1,1,2,VC,CVVC,1,1,N,V,T,1,Abruf,paenultima
rupt,ø,t,pt,upt,rupt,brupt,C,CC,KCC,CKCC,CCKCC,ø,ab,ab,a,ab,abr,abru,abrup,K,KC,KCC,KCCK,KCCKC,ø,7,14,3,3,4,light,heavy,c,c,KC,CKCC,,C,C,CC,K,K,2,4,1,2,0,1,1,1,VC,CVCC,1,3,A,A,F,1,abrupt,ultima
satz,ø,z,tz,atz,satz,bsatz,A,KA,CKA,CCKA,KCCKA,ø,Ab,ø,A,Ab,Abs,Absa,Absat,K,KC,KCC,KCCK,KCCKA,acc,7,8,3,2,1,light,light,c,c,KC,CKA,,C,C,A,K,K,2,4,1,1,0,1,1,1,VC,CVC,1,2,N,V,T,1,Absatz,paenultima
schaum,ø,m,um,aum,haum,chaum,C,DC,CDC,CCDC,KCCDC,ø,Ab,ø,A,Ab,Abs,Absc,Absch,K,KC,KCC,KCCD,KCCDC,acc,7,14,3,4,4,light,light,c,c,KC,CDC,,C,C,C,K,D,2,6,1,1,0,1,1,2,VC,CVVC,1,1,N,N,T,1,Abschaum,paenultima
scheu,ø,u,eu,heu,cheu,scheu,D,CD,CCD,KCCD,ø,ø,Ab,ø,A,Ab,Abs,Absc,Absch,K,KC,KCC,KCCD,ø,acc,7,11,3,5,2,light,light,c,o,KC,CD,,C,C,,K,D,2,5,1,0,0,1,1,2,VC,CVV,1,0,N,N,T,1,Abscheu,paenultima
schied,ø,d,ed,ied,hied,chied,C,LC,CLC,CCLC,KCCLC,ø,Ab,ø,A,Ab,Abs,Absc,Absch,K,KC,KCC,KCCL,KCCLC,acc,7,10,3,3,2,light,light,c,c,KC,CLC,,C,C,C,K,L,2,6,1,1,0,1,1,2,VC,CVVC,1,1,N,V,T,1,Abschied,paenultima
schlag,ø,g,ag,lag,hlag,chlag,C,LC,CLC,CCLC,CCCLC,ø,Ab,ø,A,Ab,Abs,Absc,Absch,K,KC,KCC,KCCC,KCCCL,acc,7,16,3,4,5,light,light,c,c,KC,CCLC,,CC,C,C,K,L,2,6,1,1,0,2,1,2,VC,CCVVC,1,1,N,V,T,1,Abschlag,paenultima
schlu$,ø,s,ss,uss,luss,hluss,C,KC,CKC,CCKC,CCCKC,ø,Ab,ø,A,Ab,Abs,Absc,Absch,K,KC,KCC,KCCC,KCCCK,acc,7,14,3,3,4,light,light,c,c,KC,CCKC,,CC,C,C,K,K,2,6,1,1,0,2,1,1,VC,CCVC,1,3,N,V,T,1,Abschluss,paenultima
schnitt,ø,t,tt,itt,nitt,hnitt,C,KC,CKC,CCKC,CCCKC,ø,Ab,ø,A,Ab,Abs,Absc,Absch,K,KC,KCC,KCCC,KCCCK,ø,7,13,3,3,3,light,light,c,c,KC,CCKC,,CC,C,C,K,K,2,7,1,1,0,2,1,1,VC,CCVC,1,3,N,F,T,1,Abschnitt,paenultima
schrift,ø,t,ft,ift,rift,hrift,C,CC,KCC,CKCC,CCKCC,ø,Ab,ø,A,Ab,Abs,Absc,Absch,K,KC,KCC,KCCC,KCCCK,acc,7,15,3,3,4,light,heavy,c,c,KC,CCKCC,,CC,C,CC,K,K,2,7,1,2,0,2,1,1,VC,CCVCC,1,4,N,V,T,1,Abschrift,paenultima
schrot,ø,t,ot,rot,hrot,chrot,C,LC,CLC,CCLC,CCCLC,ø,Ab,ø,A,Ab,Abs,Absc,Absch,K,KC,KCC,KCCC,KCCCL,acc,7,12,3,3,3,light,light,c,c,KC,CCLC,,CC,C,C,K,L,2,6,1,1,0,2,1,2,VC,CCVVC,1,1,N,V,T,1,Abschrot,paenultima
schu$,ø,s,ss,uss,huss,chuss,C,KC,CKC,CCKC,KCCKC,ø,Ab,ø,A,Ab,Abs,Absc,Absch,K,KC,KCC,KCCK,KCCKC,acc,7,10,3,3,2,light,light,c,c,KC,CKC,,C,C,C,K,K,2,5,1,1,0,1,1,1,VC,CVC,1,2,N,V,T,1,Abschuss,paenultima
schwung,ø,g,ng,ung,wung,hwung,C,KC,CKC,CCKC,CCCKC,ø,Ab,ø,A,Ab,Abs,Absc,Absch,K,KC,KCC,KCCC,KCCCK,acc,7,13,3,3,3,light,light,c,c,KC,CCKC,,CC,C,C,K,K,2,7,1,1,0,2,1,1,VC,CCVC,1,3,N,V,T,1,Abschwung,paenultima
sein,ø,n,in,ein,sein,bsein,C,DC,CDC,CCDC,KCCDC,ø,ab,ab,a,ab,abs,abse,absei,K,KC,KCC,KCCD,KCCDC,acc,7,14,3,4,4,light,light,c,c,KC,CDC,,C,C,C,K,D,2,4,1,1,0,1,1,2,VC,CVVC,1,1,V,V,F,1,absein,paenultima
seit,ø,t,it,eit,seit,bseit,C,DC,CDC,CCDC,KCCDC,ø,ab,ab,a,ab,abs,abse,absei,K,KC,KCC,KCCD,KCCDC,acc,7,12,3,4,3,light,light,c,c,KC,CDC,,C,C,C,K,D,2,4,1,1,0,1,1,2,VC,CVVC,1,1,ADV,B,F,1,abseit,paenultima
seit,ø,t,it,eit,seit,bseit,C,DC,CDC,CCDC,KCCDC,ø,Ab,ø,A,Ab,Abs,Abse,Absei,K,KC,KCC,KCCD,KCCDC,acc,7,12,3,4,3,light,light,c,c,KC,CDC,,C,C,C,K,D,2,4,1,1,0,1,1,2,VC,CVVC,1,1,N,B,T,1,Abseit,paenultima
seits,ø,s,ts,its,eits,seits,A,DA,CDA,CCDA,KCCDA,ø,ab,ab,a,ab,abs,abse,absei,K,KC,KCC,KCCD,KCCDA,acc,7,12,3,4,3,light,light,c,c,KC,CDA,,C,C,A,K,D,2,5,1,1,0,1,1,2,VC,CVVC,1,1,ADV,N,F,1,abseits,paenultima
seits,ø,s,ts,its,eits,seits,A,DA,CDA,CCDA,KCCDA,ø,Ab,ø,A,Ab,Abs,Abse,Absei,K,KC,KCC,KCCD,KCCDA,acc,7,12,3,4,3,light,light,c,c,KC,CDA,,C,C,A,K,D,2,5,1,1,0,1,1,2,VC,CVVC,1,1,N,B,T,1,Abseits,paenultima
seits,ø,s,ts,its,eits,seits,A,DA,CDA,CCDA,KCCDA,ø,ab,ab,a,ab,abs,abse,absei,K,KC,KCC,KCCD,KCCDA,acc,7,12,3,4,3,light,light,c,c,KC,CDA,,C,C,A,K,D,2,5,1,1,0,1,1,2,VC,CVVC,1,1,X,N,F,1,abseits,paenultima
senz,ø,z,nz,enz,senz,bsenz,A,CA,KCA,CKCA,CCKCA,ø,Ab,ø,A,Ab,Abs,Abse,Absen,K,KC,KCC,KCCK,KCCKC,ø,7,11,3,2,2,light,heavy,c,c,KC,CKCA,,C,C,CA,K,K,2,4,1,2,0,1,1,1,VC,CVCC,1,3,N,N,T,1,Absenz,ultima
sicht,ø,t,ht,cht,icht,sicht,C,CC,KCC,CKCC,CCKCC,ø,Ab,ø,A,Ab,Abs,Absi,Absic,K,KC,KCC,KCCK,KCCKC,acc,7,11,3,2,2,light,heavy,c,c,KC,CKCC,,C,C,CC,K,K,2,5,1,2,0,1,1,1,VC,CVCC,1,3,N,V,T,1,Absicht,paenultima
sprung,ø,g,ng,ung,rung,prung,C,KC,CKC,CCKC,CCCKC,ø,Ab,ø,A,Ab,Abs,Absp,Abspr,K,KC,KCC,KCCC,KCCCC,acc,7,17,3,3,5,light,light,c,c,KC,CCCKC,,CCC,C,C,K,K,2,6,1,1,0,3,1,1,VC,CCCVC,1,4,N,V,T,1,Absprung,paenultima
stand,ø,d,nd,and,tand,stand,C,CC,KCC,CKCC,CCKCC,ø,Ab,ø,A,Ab,Abs,Abst,Absta,K,KC,KCC,KCCC,KCCCK,ø,7,12,3,2,3,light,heavy,c,c,KC,CCKCC,,CC,C,CC,K,K,2,5,1,2,0,2,1,1,VC,CCVCC,1,4,N,N,T,1,Abstand,paenultima
stich,ø,h,ch,ich,tich,stich,C,KC,CKC,CCKC,CCCKC,ø,Ab,ø,A,Ab,Abs,Abst,Absti,K,KC,KCC,KCCC,KCCCK,acc,7,11,3,2,2,light,light,c,c,KC,CCKC,,CC,C,C,K,K,2,5,1,1,0,2,1,1,VC,CCVC,1,3,N,V,T,1,Abstich,paenultima
stieg,ø,g,eg,ieg,tieg,stieg,C,LC,CLC,CCLC,CCCLC,ø,Ab,ø,A,Ab,Abs,Abst,Absti,K,KC,KCC,KCCC,KCCCL,acc,7,11,3,2,2,light,light,c,c,KC,CCLC,,CC,C,C,K,L,2,5,1,1,0,2,1,2,VC,CCVVC,1,1,N,V,T,1,Abstieg,paenultima
sto$,ø,s,ss,oss,toss,stoss,C,LC,CLC,CCLC,CCCLC,ø,Ab,ø,A,Ab,Abs,Abst,Absto,K,KC,KCC,KCCC,KCCCL,acc,7,9,3,2,1,light,light,c,c,KC,CCLC,,CC,C,C,K,L,2,4,1,1,0,2,1,2,VC,CCVVC,1,1,N,V,T,1,Abstoss,paenultima
strakt,ø,t,kt,akt,rakt,trakt,C,CC,KCC,CKCC,CCKCC,ø,ab,ab,a,ab,abs,abst,abstr,K,KC,KCC,KCCC,KCCCC,ø,7,14,3,2,4,light,heavy,c,c,KC,CCCKCC,,CCC,C,CC,K,K,2,6,1,2,0,3,1,1,VC,CCCVCC,1,5,A,ø,F,0,abstrakt,ultima
strich,ø,h,ch,ich,rich,trich,C,KC,CKC,CCKC,CCCKC,ø,Ab,ø,A,Ab,Abs,Abst,Abstr,K,KC,KCC,KCCC,KCCCC,acc,7,15,3,3,4,light,light,c,c,KC,CCCKC,,CCC,C,C,K,K,2,6,1,1,0,3,1,1,VC,CCCVC,1,4,N,V,T,1,Abstrich,paenultima
strus,ø,s,us,rus,trus,strus,C,LC,CLC,CCLC,CCCLC,ø,ab,ab,a,ab,abs,abst,abstr,K,KC,KCC,KCCC,KCCCC,ø,7,15,3,3,4,light,light,c,c,KC,CCCLC,,CCC,C,C,K,L,2,5,1,1,0,3,1,2,VC,CCCVVC,1,2,A,ø,F,0,abstrus,ultima
sturz,ø,z,rz,urz,turz,sturz,A,CA,KCA,CKCA,CCKCA,ø,Ab,ø,A,Ab,Abs,Abst,Abstu,K,KC,KCC,KCCC,KCCCK,acc,7,15,3,3,4,light,heavy,c,c,KC,CCKCA,,CC,C,CA,K,K,2,5,1,2,0,2,1,1,VC,CCVCC,1,4,N,V,T,1,Absturz,paenultima
surd,ø,d,rd,urd,surd,bsurd,C,CC,KCC,CKCC,CCKCC,ø,ab,ab,a,ab,abs,absu,absur,K,KC,KCC,KCCK,KCCKC,ø,7,14,3,3,4,light,heavy,c,c,KC,CKCC,,C,C,CC,K,K,2,4,1,2,0,1,1,1,VC,CVCC,1,3,A,ø,F,0,absurd,ultima
sze$,ø,s,ss,ess,zess,szess,C,KC,AKC,CAKC,CCAKC,ø,Ab,ø,A,Ab,Abs,Absz,Absze,K,KC,KCC,KCCA,KCCAK,ø,7,9,3,2,1,light,light,c,c,KC,CAKC,,CA,C,C,K,K,2,4,1,1,0,2,1,1,VC,CCVC,1,3,N,ø,T,0,Abszess,ultima
tausch,ø,h,ch,sch,usch,ausch,C,DC,CDC,CCDC,KCCDC,ø,Ab,ø,A,Ab,Abt,Abta,Abtau,K,KC,KCC,KCCD,KCCDC,acc,7,12,3,4,3,light,light,c,c,KC,CDC,,C,C,C,K,D,2,6,1,1,0,1,1,2,VC,CVVC,1,1,N,V,T,1,Abtausch,ultima
tei,ø,i,ei,tei,btei,Abtei,D,CD,CCD,KCCD,ø,acc,Ab,ø,A,Ab,Abt,Abte,Abtei,K,KC,KCC,KCCD,ø,ø,7,11,3,5,2,light,light,c,o,KC,CD,,C,C,,K,D,2,3,1,0,0,1,1,2,VC,CVV,1,0,N,N,T,1,Abtei,paenultima
