syl_suffix,signi_suffix,suffix1,suffix2,suffix3,suffix4,suffix5,suffix_phoncat1,suffix_phoncat2,suffix_phoncat3,suffix_phoncat4,suffix_phoncat5,suff_class,syl_praefix,signi_praefix,praefix1,praefix2,praefix3,praefix4,praefix5,praefix_phoncat1,praefix_phoncat2,praefix_phoncat3,praefix_phoncat4,praefix_phoncat5,prae_class,sonority0,sonority1,sonority_ratio0,sonority_ratio1,sonority_dir,syl_weight0,syl_weight1,syl_open0,syl_open1,syl_phoncat0,syl_phoncat1,onset_phoncat0,onset_phoncat1,koda_phoncat0,koda_phoncat1,nucleus_phoncat0,nucleus_phoncat1,syl_len0,syl_len1,koda_len0,koda_len1,onset_len0,onset_len1,nucleus_len0,nucleus_len1,syl_cv0,syl_cv1,cv_ratio0,cv_ratio1,pos,comp_struct,nomen,comp_len,Word,stress_class
heit,heit,t,it,eit,heit,hheit,C,DC,CDC,CCDC,CCCDC,ø,Morsch,ø,M,Mo,Mor,Mors,Morsc,C,CK,CKC,CKCC,CKCCC,ø,14,12,3,4,-1,heavy,light,c,c,CKCC,CDC,C,C,CC,C,K,D,6,4,2,1,1,1,1,2,CVCC,CVVC,3,1,N,A,T,1,Morschheit,paenultima
sern,ø,n,rn,ern,sern,rsern,C,CC,KCC,CKCC,CCKCC,ø,m3r,ø,m,mo,moe,moer,moers,C,CK,CKC,CKCC,CKCCK,ø,13,14,4,3,1,light,schwa,c,c,CKC,CKCC,C,C,C,CC,K,K,3,4,1,2,1,1,1,1,CVC,CVCC,2,3,V,N,F,1,moersern,paenultima
ser,ø,r,er,ser,rser,erser,C,KC,CKC,CCKC,KCCKC,ø,M3r,ø,M,Mo,Moe,Moer,Moers,C,CK,CKC,CKCC,CKCCK,ø,13,11,4,3,-1,light,schwa,c,c,CKC,CKC,C,C,C,C,K,K,3,3,1,1,1,1,1,1,CVC,CVC,2,2,N,N,T,1,Moerser,paenultima
teln,ø,n,ln,eln,teln,rteln,C,CC,KCC,CKCC,CCKCC,ø,m3r,ø,m,mo,moe,moer,moert,C,CK,CKC,CKCC,CKCCK,ø,13,14,4,3,1,light,schwa,c,c,CKC,CKCC,C,C,C,CC,K,K,3,4,1,2,1,1,1,1,CVC,CVCC,2,3,V,N,F,1,moerteln,paenultima
tel,ø,l,el,tel,rtel,ertel,C,KC,CKC,CCKC,KCCKC,ø,M3r,ø,M,Mo,Moe,Moer,Moert,C,CK,CKC,CKCC,CKCCK,ø,13,11,4,3,-1,light,schwa,c,c,CKC,CKC,C,C,C,C,K,K,3,3,1,1,1,1,1,1,CVC,CVC,2,2,N,N,T,1,Moertel,paenultima
schee,ø,e,ee,hee,chee,schee,L,CL,LCL,CLCL,ø,ø,Mo,ø,M,Mo,Mos,Mosc,Mosch,C,CL,CLC,CLCL,ø,ø,9,7,4,3,-1,light,light,o,o,CL,CL,C,C,,,L,L,2,5,0,0,1,1,2,2,CVV,CVV,0,0,N,N,T,1,Moschee,ultima
schus,ø,s,us,hus,chus,schus,C,KC,CKC,LCKC,CLCKC,ø,Mo,ø,M,Mo,Mos,Mosc,Mosch,C,CL,CLC,CLCK,CLCKC,ø,9,10,4,3,1,light,light,o,c,CL,CKC,C,C,,C,L,K,2,5,0,1,1,1,2,1,CVV,CVC,0,2,N,N,T,1,Moschus,paenultima
sern,ø,n,rn,ern,sern,osern,C,CC,KCC,CKCC,LCKCC,ø,mo,ø,m,mo,mos,mose,moser,C,CL,CLC,CLCK,CLCKC,ø,9,14,4,3,3,light,schwa,o,c,CL,CKCC,C,C,,CC,L,K,2,4,0,2,1,1,2,1,CVV,CVCC,0,3,V,V,F,1,mosern,paenultima
lem,ø,m,em,lem,slem,oslem,C,KC,CKC,CCKC,KCCKC,ø,Mos,ø,M,Mo,Mos,Mosl,Mosle,C,CK,CKC,CKCC,CKCCK,ø,10,13,3,4,2,light,light,c,c,CKC,CKC,C,C,C,C,K,K,3,3,1,1,1,1,1,1,CVC,CVC,2,2,N,N,T,1,Moslem,paenultima
sten,ø,n,en,ten,sten,osten,C,KC,CKC,CCKC,KCCKC,ø,mo,ø,m,mo,mos,most,moste,C,CK,CKC,CKCC,CKCCK,ø,10,10,3,3,0,light,schwa,c,c,CKC,CKC,C,C,C,C,K,K,2,4,1,1,1,1,1,1,CVC,CVC,2,2,V,N,F,1,mosten,paenultima
stert,ø,t,rt,ert,tert,stert,C,CC,KCC,CKCC,CCKCC,ø,Mo,ø,M,Mo,Mos,Most,Moste,C,CK,CKC,CKCC,CKCCK,ø,10,12,3,3,1,light,schwa,c,c,CKC,CKCC,C,C,C,CC,K,K,2,5,1,2,1,1,1,1,CVC,CVCC,2,3,N,N,T,1,Mostert,paenultima
strich,ø,h,ch,ich,rich,trich,C,KC,CKC,CCKC,CCCKC,ø,Mo,ø,M,Mo,Mos,Most,Mostr,C,CK,CKC,CKCC,CKCCC,ø,10,14,3,3,2,light,light,c,c,CKC,CCKC,C,CC,C,C,K,K,2,6,1,1,1,2,1,1,CVC,CCVC,2,3,N,N,T,1,Mostrich,paenultima
tel,ø,l,el,tel,otel,Motel,C,KC,CKC,LCKC,CLCKC,ø,Mo,ø,M,Mo,Mot,Mote,Motel,C,CL,CLC,CLCK,CLCKC,ø,9,11,4,3,1,light,schwa,o,c,CL,CKC,C,C,,C,L,K,2,3,0,1,1,1,2,1,CVV,CVC,0,2,N,N,T,1,Motel,paenultima
tiv,ø,v,iv,tiv,otiv,Motiv,C,LC,CLC,LCLC,CLCLC,ø,Mo,ø,M,Mo,Mot,Moti,Motiv,C,CL,CLC,CLCL,CLCLC,ø,9,10,4,3,1,light,light,o,c,CL,CLC,C,C,,C,L,L,2,3,0,1,1,1,2,2,CVV,CVVC,0,1,N,ø,T,0,Motiv,ultima
tor,ø,r,or,tor,otor,Motor,C,KC,CKC,LCKC,CLCKC,ø,Mo,ø,M,Mo,Mot,Moto,Motor,C,CL,CLC,CLCK,CLCKC,ø,9,11,4,3,1,light,light,o,c,CL,CKC,C,C,,C,L,K,2,3,0,1,1,1,2,1,CVV,CVC,0,2,N,N,T,1,Motor,paenultima
te,ø,e,te,tte,otte,Motte,K,CK,KCK,CKCK,ø,ø,Mot,ø,M,Mo,Mot,Mott,Motte,C,CK,CKC,CKCK,ø,ø,9,7,4,3,-1,light,schwa,c,o,CK,CK,C,C,,,K,K,3,2,1,0,1,1,1,1,CVC,CV,2,1,N,N,T,1,Motte,paenultima
to,ø,o,to,tto,otto,Motto,L,CL,KCL,CKCL,ø,ø,Mot,ø,M,Mo,Mot,Mott,Motto,C,CK,CKC,CKCL,ø,ø,9,7,4,3,-1,light,light,c,o,CK,CL,C,C,,,K,L,3,2,1,0,1,1,1,2,CVC,CVV,2,0,N,N,T,1,Motto,paenultima
zen,ø,n,en,zen,tzen,otzen,C,KC,AKC,KAKC,CKAKC,ø,mot,ø,m,mo,mot,motz,motze,C,CK,CKA,CKAK,CKAKC,ø,9,10,4,3,1,light,schwa,c,c,CK,AKC,C,A,,C,K,K,3,3,1,1,1,1,1,1,CVC,CVC,2,2,V,V,F,1,motzen,paenultima
we,ø,e,we,ewe,oewe,Moewe,K,CK,LCK,CLCK,ø,ø,M3,ø,M,Mo,Moe,Moew,Moewe,C,CL,CLC,CLCK,ø,ø,9,7,4,3,-1,light,schwa,o,o,CL,CK,C,C,,,L,K,2,2,0,0,1,1,2,1,CVV,CV,0,1,N,N,T,1,Moewe,paenultima
cken,ø,n,en,ken,cken,ucken,C,KC,CKC,KCKC,CKCKC,ø,mu,ø,m,mu,muc,muck,mucke,C,CK,CKC,CKCK,CKCKC,ø,11,10,5,3,0,light,schwa,c,c,CK,CKC,C,C,,C,K,K,2,4,1,1,1,1,1,1,CVC,CVC,2,2,V,V,F,1,mucken,paenultima
cke,ø,e,ke,cke,ecke,uecke,K,CK,KCK,CKCK,ø,ø,M2,ø,M,Mu,Mue,Muec,Mueck,C,CK,CKC,CKCK,ø,ø,11,7,5,3,-2,light,schwa,c,o,CK,CK,C,C,,,K,K,2,3,1,0,1,1,1,1,CVC,CV,2,1,N,N,T,1,Muecke,paenultima
cke,ø,e,ke,cke,ucke,Mucke,K,CK,KCK,CKCK,ø,ø,Mu,ø,M,Mu,Muc,Muck,Mucke,C,CK,CKC,CKCK,ø,ø,11,7,5,3,-2,light,schwa,c,o,CK,CK,C,C,,,K,K,2,3,1,0,1,1,1,1,CVC,CV,2,1,N,V,T,1,Mucke,paenultima
cker,ø,r,er,ker,cker,ucker,C,KC,CKC,KCKC,CKCKC,ø,Mu,ø,M,Mu,Muc,Muck,Mucke,C,CK,CKC,CKCK,CKCKC,ø,11,11,5,3,0,light,schwa,c,c,CK,CKC,C,C,,C,K,K,2,4,1,1,1,1,1,1,CVC,CVC,2,2,N,N,T,1,Mucker,paenultima
de,ø,e,de,ede,uede,muede,K,CK,LCK,CLCK,ø,ø,m2,ø,m,mu,mue,mued,muede,C,CL,CLC,CLCK,ø,ø,11,7,5,3,-2,light,schwa,o,o,CL,CK,C,C,,,L,K,2,2,0,0,1,1,2,1,CVV,CV,0,1,A,A,F,1,muede,paenultima
dir,ø,r,ir,dir,udir,Mudir,C,LC,CLC,LCLC,CLCLC,ø,Mu,ø,M,Mu,Mud,Mudi,Mudir,C,CL,CLC,CLCL,CLCLC,ø,11,13,5,4,1,light,light,o,c,CL,CLC,C,C,,C,L,L,2,3,0,1,1,1,2,2,CVV,CVVC,0,1,N,N,T,1,Mudir,ultima
fe,ø,e,fe,ffe,uffe,Muffe,K,CK,KCK,CKCK,ø,ø,Muf,ø,M,Mu,Muf,Muff,Muffe,C,CK,CKC,CKCK,ø,ø,11,7,5,3,-2,light,schwa,c,o,CK,CK,C,C,,,K,K,3,2,1,0,1,1,1,1,CVC,CV,2,1,N,N,T,1,Muffe,paenultima
feln,ø,n,ln,eln,feln,ffeln,C,CC,KCC,CKCC,KCKCC,ø,muf,ø,m,mu,muf,muff,muffe,C,CK,CKC,CKCK,CKCKC,ø,11,14,5,3,2,light,schwa,c,c,CK,CKCC,C,C,,CC,K,K,3,4,1,2,1,1,1,1,CVC,CVCC,2,3,V,V,F,1,muffeln,paenultima
fel,ø,l,el,fel,ffel,uffel,C,KC,CKC,KCKC,CKCKC,ø,Muf,ø,M,Mu,Muf,Muff,Muffe,C,CK,CKC,CKCK,CKCKC,ø,11,11,5,3,0,light,schwa,c,c,CK,CKC,C,C,,C,K,K,3,3,1,1,1,1,1,1,CVC,CVC,2,2,N,V,T,1,Muffel,paenultima
fel,ø,l,el,fel,ffel,uffel,C,KC,CKC,KCKC,CKCKC,ø,Muf,ø,M,Mu,Muf,Muff,Muffe,C,CK,CKC,CKCK,CKCKC,ø,11,11,5,3,0,light,schwa,c,c,CK,CKC,C,C,,C,K,K,3,3,1,1,1,1,1,1,CVC,CVC,2,2,N,N,T,1,Muffel,paenultima
fig,ø,g,ig,fig,ffig,uffig,C,KC,CKC,KCKC,CKCKC,noacc,muf,ø,m,mu,muf,muff,muffi,C,CK,CKC,CKCK,CKCKC,ø,11,10,5,3,0,light,light,c,c,CK,CKC,C,C,,C,K,K,3,3,1,1,1,1,1,1,CVC,CVC,2,2,A,N,F,1,muffig,paenultima
ti,ø,i,ti,fti,ufti,Mufti,L,CL,CCL,KCCL,CKCCL,ø,Muf,ø,M,Mu,Muf,Muft,Mufti,C,CK,CKC,CKCC,CKCCL,ø,12,9,4,4,-1,light,light,c,o,CKC,CL,C,C,C,,K,L,3,2,1,0,1,1,1,2,CVC,CVV,2,0,N,N,T,1,Mufti,paenultima
hen,ø,n,en,hen,uhen,muhen,C,KC,LKC,CLKC,ø,ø,mu,ø,m,mu,muh,muhe,muhen,C,CL,CLK,CLKC,ø,ø,11,9,5,4,-1,light,schwa,o,c,CL,KC,C,,,C,L,K,2,3,0,1,1,0,2,1,CVV,VC,0,1,V,V,F,1,muhen,paenultima
hen,ø,n,en,hen,ehen,uehen,C,KC,LKC,CLKC,ø,ø,m2,ø,m,mu,mue,mueh,muehe,C,CL,CLK,CLKC,ø,ø,11,9,5,4,-1,light,schwa,o,c,CL,KC,C,,,C,L,K,2,3,0,1,1,0,2,1,CVV,VC,0,1,V,V,F,1,muehen,paenultima
he,ø,e,he,ehe,uehe,Muehe,K,LK,CLK,ø,ø,ø,M2,ø,M,Mu,Mue,Mueh,Muehe,C,CL,CLK,ø,ø,ø,11,6,5,6,-2,light,schwa,o,o,CL,K,C,,,,L,K,2,2,0,0,1,0,2,1,CVV,V,0,0,N,N,T,1,Muehe,paenultima
bach,ø,h,ch,ach,bach,lbach,C,KC,CKC,CCKC,LCCKC,ø,M2hl,ø,M,Mu,Mue,Mueh,Muehl,C,CL,CLC,CLCC,CLCCK,ø,15,8,5,2,-3,light,light,c,c,CLC,CKC,C,C,C,C,L,K,4,4,1,1,1,1,2,1,CVVC,CVC,1,2,N,NN,T,2,Muehlbach,paenultima
le,ø,e,le,hle,ehle,uehle,K,CK,LCK,CLCK,ø,ø,M2h,ø,M,Mu,Mue,Mueh,Muehl,C,CL,CLC,CLCK,ø,ø,11,10,5,5,0,light,schwa,o,o,CL,CK,C,C,,,L,K,3,2,0,0,1,1,2,1,CVV,CV,0,1,N,N,T,1,Muehle,paenultima
rad,ø,d,ad,rad,lrad,hlrad,C,LC,CLC,CCLC,LCCLC,ø,M2hl,ø,M,Mu,Mue,Mueh,Muehl,C,CL,CLC,CLCC,CLCCL,ø,15,15,5,5,0,light,light,c,c,CLC,CLC,C,C,C,C,L,L,4,3,1,1,1,1,2,2,CVVC,CVVC,1,1,N,NN,T,2,Muehlrad,paenultima
werk,ø,k,rk,erk,werk,lwerk,C,CC,KCC,CKCC,CCKCC,ø,M2hl,ø,M,Mu,Mue,Mueh,Muehl,C,CL,CLC,CLCC,CLCCK,ø,15,12,5,3,-1,light,heavy,c,c,CLC,CKCC,C,C,C,CC,L,K,4,4,1,2,1,1,2,1,CVVC,CVCC,1,3,N,NN,T,2,Muehlwerk,paenultima
sal,ø,l,al,sal,hsal,ehsal,C,LC,CLC,LCLC,CLCLC,ø,M2h,ø,M,Mu,Mue,Mueh,Muehs,C,CL,CLC,CLCL,CLCLC,ø,11,15,5,5,2,light,light,o,c,CL,CLC,C,C,,C,L,L,3,3,0,1,1,1,2,2,CVV,CVVC,0,1,N,N,T,1,Muehsal,paenultima
sam,sam,m,am,sam,hsam,ehsam,C,LC,CLC,LCLC,CLCLC,ø,m2h,ø,m,mu,mue,mueh,muehs,C,CL,CLC,CLCL,CLCLC,ø,11,14,5,4,2,light,light,o,c,CL,CLC,C,C,,C,L,L,3,3,0,1,1,1,2,2,CVV,CVVC,0,1,A,N,F,1,muehsam,paenultima
de,ø,e,de,lde,ulde,Mulde,K,CK,CCK,KCCK,CKCCK,ø,Mul,ø,M,Mu,Mul,Muld,Mulde,C,CK,CKC,CKCC,CKCCK,ø,15,7,5,3,-4,light,schwa,c,o,CKC,CK,C,C,C,,K,K,3,2,1,0,1,1,1,1,CVC,CV,2,1,N,N,T,1,Mulde,paenultima
ler,ler,r,er,ler,ller,eller,C,KC,CKC,KCKC,CKCKC,noacc,M2l,ø,M,Mu,Mue,Muel,Muell,C,CK,CKC,CKCK,CKCKC,ø,11,14,5,4,2,light,schwa,c,c,CK,CKC,C,C,,C,K,K,3,3,1,1,1,1,1,1,CVC,CVC,2,2,N,N,T,1,Mueller,paenultima
kleid,ø,d,id,eid,leid,kleid,C,DC,CDC,CCDC,CCCDC,ø,Mull,ø,M,Mu,Mul,Mull,Mullk,C,CK,CKC,CKCC,CKCCC,ø,15,16,5,4,1,light,light,c,c,CKC,CCDC,C,CC,C,C,K,D,4,5,1,1,1,2,1,2,CVC,CCVVC,2,1,N,NN,T,2,Mullkleid,paenultima
men,ø,n,en,men,lmen,ulmen,C,KC,CKC,CCKC,KCCKC,ø,mul,ø,m,mu,mul,mulm,mulme,C,CK,CKC,CKCC,CKCCK,ø,15,12,5,4,-1,light,schwa,c,c,CKC,CKC,C,C,C,C,K,K,3,3,1,1,1,1,1,1,CVC,CVC,2,2,V,N,F,1,mulmen,paenultima
mig,ø,g,ig,mig,lmig,ulmig,C,KC,CKC,CCKC,KCCKC,noacc,mul,ø,m,mu,mul,mulm,mulmi,C,CK,CKC,CKCC,CKCCK,ø,15,12,5,4,-1,light,light,c,c,CKC,CKC,C,C,C,C,K,K,3,3,1,1,1,1,1,1,CVC,CVC,2,2,A,N,F,1,mulmig,paenultima
men,ø,n,en,men,mmen,ummen,C,KC,CKC,KCKC,CKCKC,ø,mum,ø,m,mu,mum,mumm,mumme,C,CK,CKC,CKCK,CKCKC,ø,11,12,5,4,1,light,schwa,c,c,CK,CKC,C,C,,C,K,K,3,3,1,1,1,1,1,1,CVC,CVC,2,2,V,N,F,1,mummen,paenultima
me,ø,e,me,mme,umme,Mumme,K,CK,KCK,CKCK,ø,ø,Mum,ø,M,Mu,Mum,Mumm,Mumme,C,CK,CKC,CKCK,ø,ø,11,9,5,4,-1,light,schwa,c,o,CK,CK,C,C,,,K,K,3,2,1,0,1,1,1,1,CVC,CV,2,1,N,N,T,1,Mumme,paenultima
meln,ø,n,ln,eln,meln,mmeln,C,CC,KCC,CKCC,KCKCC,ø,mum,ø,m,mu,mum,mumm,mumme,C,CK,CKC,CKCK,CKCKC,ø,11,16,5,4,3,light,schwa,c,c,CK,CKCC,C,C,,CC,K,K,3,4,1,2,1,1,1,1,CVC,CVCC,2,3,V,V,F,1,mummeln,paenultima
chen,chen,n,en,hen,chen,nchen,C,KC,CKC,CCKC,KCCKC,ø,M2n,ø,M,Mu,Mue,Muen,Muenc,C,CK,CKC,CKCC,CKCCK,ø,14,10,4,3,-2,light,schwa,c,c,CKC,CKC,C,C,C,C,K,K,3,4,1,1,1,1,1,1,CVC,CVC,2,2,N,ø,T,0,Muenchen,paenultima
den,ø,n,en,den,nden,enden,C,KC,CKC,CCKC,KCCKC,ø,m2n,ø,m,mu,mue,muen,muend,C,CK,CKC,CKCC,CKCCK,ø,14,10,4,3,-2,light,schwa,c,c,CKC,CKC,C,C,C,C,K,K,3,3,1,1,1,1,1,1,CVC,CVC,2,2,V,N,F,1,muenden,paenultima
art,ø,t,rt,art,dart,ndart,C,CC,LCC,CLCC,CCLCC,ø,Mund,ø,M,Mu,Mun,Mund,Munda,C,CK,CKC,CKCC,CKCCL,ø,15,15,3,5,0,heavy,heavy,c,c,CKCC,LCC,C,,CC,CC,K,L,4,3,2,2,1,0,1,2,CVCC,VVCC,3,1,N,NN,T,2,Mundart,paenultima
chen,chen,n,en,hen,chen,dchen,C,KC,CKC,CCKC,CCCKC,ø,M2nd,ø,M,Mu,Mue,Muen,Muend,C,CK,CKC,CKCC,CKCCC,ø,15,10,3,3,-2,heavy,schwa,c,c,CKCC,CKC,C,C,CC,C,K,K,4,4,2,1,1,1,1,1,CVCC,CVC,3,2,N,N,T,1,Muendchen,paenultima
del,ø,l,el,del,ndel,endel,C,KC,CKC,CCKC,KCCKC,ø,M2n,ø,M,Mu,Mue,Muen,Muend,C,CK,CKC,CKCC,CKCCK,ø,14,11,4,3,-1,light,schwa,c,c,CKC,CKC,C,C,C,C,K,K,3,3,1,1,1,1,1,1,CVC,CVC,2,2,N,N,T,1,Muendel,paenultima
faul,ø,l,ul,aul,faul,dfaul,C,DC,CDC,CCDC,CCCDC,ø,mund,ø,m,mu,mun,mund,mundf,C,CK,CKC,CKCC,CKCCC,ø,15,15,3,5,0,heavy,light,c,c,CKCC,CDC,C,C,CC,C,K,D,4,4,2,1,1,1,1,2,CVCC,CVVC,3,1,A,NA,F,2,mundfaul,paenultima
dig,ø,g,ig,dig,ndig,endig,C,KC,CKC,CCKC,KCCKC,noacc,m2n,ø,m,mu,mue,muen,muend,C,CK,CKC,CKCC,CKCCK,ø,14,10,4,3,-2,light,light,c,c,CKC,CKC,C,C,C,C,K,K,3,3,1,1,1,1,1,1,CVC,CVC,2,2,A,N,F,1,muendig,paenultima
lein,lein,n,in,ein,lein,dlein,C,DC,CDC,CCDC,CCCDC,ø,M2nd,ø,M,Mu,Mue,Muen,Muend,C,CK,CKC,CKCC,CKCCC,ø,15,17,3,5,1,heavy,light,c,c,CKCC,CDC,C,C,CC,C,K,D,4,4,2,1,1,1,1,2,CVCC,CVVC,3,1,N,N,T,1,Muendlein,paenultima
lich,ø,h,ch,ich,lich,dlich,C,KC,CKC,CCKC,CCCKC,noacc,m2nd,ø,m,mu,mue,muen,muend,C,CK,CKC,CKCC,CKCCC,ø,15,13,3,4,-1,heavy,light,c,c,CKCC,CKC,C,C,CC,C,K,K,4,4,2,1,1,1,1,1,CVCC,CVC,3,2,A,N,F,1,muendlich,paenultima
raub,ø,b,ub,aub,raub,draub,C,DC,CDC,CCDC,CCCDC,ø,Mund,ø,M,Mu,Mun,Mund,Mundr,C,CK,CKC,CKCC,CKCCC,ø,15,15,3,5,0,heavy,light,c,c,CKCC,CDC,C,C,CC,C,K,D,4,4,2,1,1,1,1,2,CVCC,CVVC,3,1,N,NN,T,2,Mundraub,paenultima
schenk,ø,k,nk,enk,henk,chenk,C,CC,KCC,CKCC,CCKCC,ø,Mund,ø,M,Mu,Mun,Mund,Munds,C,CK,CKC,CKCC,CKCCC,ø,15,11,3,2,-2,heavy,heavy,c,c,CKCC,CKCC,C,C,CC,CC,K,K,4,6,2,2,1,1,1,1,CVCC,CVCC,3,3,N,NN,T,2,Mundschenk,paenultima
st2ck,ø,k,ck,eck,ueck,tueck,C,KC,CKC,CCKC,CCCKC,ø,Mund,ø,M,Mu,Mun,Mund,Munds,C,CK,CKC,CKCC,CKCCC,ø,15,11,3,2,-2,heavy,light,c,c,CKCC,CCKC,C,CC,CC,C,K,K,4,5,2,1,1,2,1,1,CVCC,CCVC,3,3,N,NN,T,2,Mundstueck,paenultima
tot,ø,t,ot,tot,dtot,ndtot,C,LC,CLC,CCLC,CCCLC,ø,mund,ø,m,mu,mun,mund,mundt,C,CK,CKC,CKCC,CKCCC,ø,15,8,3,2,-3,heavy,light,c,c,CKCC,CLC,C,C,CC,C,K,L,4,3,2,1,1,1,1,2,CVCC,CVVC,3,1,A,NA,F,2,mundtot,paenultima
tuch,ø,h,ch,uch,tuch,dtuch,C,LC,CLC,CCLC,CCCLC,ø,Mund,ø,M,Mu,Mun,Mund,Mundt,C,CK,CKC,CKCC,CKCCC,ø,15,10,3,3,-2,heavy,light,c,c,CKCC,CLC,C,C,CC,C,K,L,4,4,2,1,1,1,1,2,CVCC,CVVC,3,1,N,NN,T,2,Mundtuch,paenultima
dung,ø,g,ng,ung,dung,ndung,C,KC,CKC,CCKC,KCCKC,ø,M2n,ø,M,Mu,Mue,Muen,Muend,C,CK,CKC,CKCC,CKCCK,ø,14,12,4,4,-1,light,light,c,c,CKC,CKC,C,C,C,C,K,K,3,4,1,1,1,1,1,1,CVC,CVC,2,2,N,V,T,1,Muendung,paenultima
voll,ø,l,ll,oll,voll,dvoll,C,KC,CKC,CCKC,CCCKC,ø,Mund,ø,M,Mu,Mun,Mund,Mundv,C,CK,CKC,CKCC,CKCCC,ø,15,11,3,3,-2,heavy,light,c,c,CKCC,CKC,C,C,CC,C,K,K,4,4,2,1,1,1,1,1,CVCC,CVC,3,2,N,NA,T,2,Mundvoll,paenultima
werk,ø,k,rk,erk,werk,dwerk,C,CC,KCC,CKCC,CCKCC,ø,Mund,ø,M,Mu,Mun,Mund,Mundw,C,CK,CKC,CKCC,CKCCC,ø,15,12,3,3,-1,heavy,heavy,c,c,CKCC,CKCC,C,C,CC,CC,K,K,4,4,2,2,1,1,1,1,CVCC,CVCC,3,3,N,NN,T,2,Mundwerk,paenultima
keln,ø,n,ln,eln,keln,nkeln,C,CC,KCC,CKCC,CCKCC,ø,mun,ø,m,mu,mun,munk,munke,C,CK,CKC,CKCC,CKCCK,ø,14,14,4,3,0,light,schwa,c,c,CKC,CKCC,C,C,C,CC,K,K,3,4,1,2,1,1,1,1,CVC,CVCC,2,3,V,V,F,1,munkeln,paenultima
ster,ø,r,er,ter,ster,nster,C,KC,CKC,CCKC,CCCKC,ø,M2n,ø,M,Mu,Mue,Muen,Muens,C,CK,CKC,CKCC,CKCCC,ø,14,12,4,3,-1,light,schwa,c,c,CKC,CCKC,C,CC,C,C,K,K,3,4,1,1,1,2,1,1,CVC,CCVC,2,3,N,N,T,1,Muenster,paenultima
ter,ø,r,er,ter,nter,unter,C,KC,CKC,CCKC,KCCKC,ø,mun,ø,m,mu,mun,munt,munte,C,CK,CKC,CKCC,CKCCK,ø,14,11,4,3,-1,light,schwa,c,c,CKC,CKC,C,C,C,C,K,K,3,3,1,1,1,1,1,1,CVC,CVC,2,2,A,A,F,1,munter,paenultima
zen,ø,n,en,zen,nzen,enzen,C,KC,AKC,CAKC,KCAKC,ø,m2n,ø,m,mu,mue,muen,muenz,C,CK,CKC,CKCA,CKCAK,ø,14,10,4,3,-2,light,schwa,c,c,CKC,AKC,C,A,C,C,K,K,3,3,1,1,1,1,1,1,CVC,CVC,2,2,V,N,F,1,muenzen,paenultima
amt,ø,t,mt,amt,zamt,nzamt,C,CC,KCC,AKCC,CAKCC,ø,M2nz,ø,M,Mu,Mue,Muen,Muenz,C,CK,CKC,CKCA,CKCAK,ø,15,10,3,3,-2,heavy,heavy,c,c,CKCA,KCC,C,,CA,CC,K,K,4,3,2,2,1,0,1,1,CVCC,VCC,3,2,N,VN,T,2,Muenzamt,paenultima
ze,ø,e,ze,nze,enze,uenze,K,AK,CAK,KCAK,CKCAK,ø,M2n,ø,M,Mu,Mue,Muen,Muenz,C,CK,CKC,CKCA,CKCAK,ø,14,7,4,3,-3,light,schwa,c,o,CKC,AK,C,A,C,,K,K,3,2,1,0,1,1,1,1,CVC,CV,2,1,N,N,T,1,Muenze,paenultima
zer,ø,r,er,zer,nzer,enzer,C,KC,AKC,CAKC,KCAKC,ø,M2n,ø,M,Mu,Mue,Muen,Muenz,C,CK,CKC,CKCA,CKCAK,ø,14,11,4,3,-1,light,schwa,c,c,CKC,AKC,C,A,C,C,K,K,3,3,1,1,1,1,1,1,CVC,CVC,2,2,N,V,T,1,Muenzer,paenultima
be,ø,e,be,rbe,erbe,uerbe,K,CK,CCK,KCCK,CKCCK,ø,m2r,ø,m,mu,mue,muer,muerb,C,CK,CKC,CKCC,CKCCK,ø,15,7,5,3,-4,light,schwa,c,o,CKC,CK,C,C,C,,K,K,3,2,1,0,1,1,1,1,CVC,CV,2,1,A,A,F,1,muerbe,paenultima
be,ø,e,be,rbe,erbe,uerbe,K,CK,CCK,KCCK,CKCCK,ø,M2r,ø,M,Mu,Mue,Muer,Muerb,C,CK,CKC,CKCC,CKCCK,ø,15,7,5,3,-4,light,schwa,c,o,CKC,CK,C,C,C,,K,K,3,2,1,0,1,1,1,1,CVC,CV,2,1,N,A,T,1,Muerbe,paenultima
sen,ø,n,en,sen,ksen,rksen,C,KC,CKC,CCKC,CCCKC,ø,murk,ø,m,mu,mur,murk,murks,C,CK,CKC,CKCC,CKCCC,ø,15,11,5,2,-2,light,schwa,c,c,CKC,CCKC,C,CC,C,C,K,K,4,3,1,1,1,2,1,1,CVC,CCVC,2,3,V,V,F,1,murksen,paenultima
meln,ø,n,ln,eln,meln,rmeln,C,CC,KCC,CKCC,CCKCC,ø,mur,ø,m,mu,mur,murm,murme,C,CK,CKC,CKCC,CKCCK,ø,15,16,5,4,1,light,schwa,c,c,CKC,CKCC,C,C,C,CC,K,K,3,4,1,2,1,1,1,1,CVC,CVCC,2,3,V,V,F,1,murmeln,paenultima
