syl_suffix,signi_suffix,suffix1,suffix2,suffix3,suffix4,suffix5,suffix_phoncat1,suffix_phoncat2,suffix_phoncat3,suffix_phoncat4,suffix_phoncat5,suff_class,syl_praefix,signi_praefix,praefix1,praefix2,praefix3,praefix4,praefix5,praefix_phoncat1,praefix_phoncat2,praefix_phoncat3,praefix_phoncat4,praefix_phoncat5,prae_class,sonority0,sonority1,sonority2,sonority3,sonority4,sonority5,sonority6,sonority_ratio0,sonority_ratio1,sonority_ratio2,sonority_ratio3,sonority_ratio4,sonority_ratio5,sonority_ratio6,sonority_dir,syl_weight0,syl_weight1,syl_weight2,syl_weight3,syl_weight4,syl_weight5,syl_weight6,syl_open0,syl_open1,syl_open2,syl_open3,syl_open4,syl_open5,syl_open6,syl_phoncat0,syl_phoncat1,syl_phoncat2,syl_phoncat3,syl_phoncat4,syl_phoncat5,syl_phoncat6,onset_phoncat0,onset_phoncat1,onset_phoncat2,onset_phoncat3,onset_phoncat4,onset_phoncat5,onset_phoncat6,koda_phoncat0,koda_phoncat1,koda_phoncat2,koda_phoncat3,koda_phoncat4,koda_phoncat5,koda_phoncat6,nucleus_phoncat0,nucleus_phoncat1,nucleus_phoncat2,nucleus_phoncat3,nucleus_phoncat4,nucleus_phoncat5,nucleus_phoncat6,syl_len0,syl_len1,syl_len2,syl_len3,syl_len4,syl_len5,syl_len6,koda_len0,koda_len1,koda_len2,koda_len3,koda_len4,koda_len5,koda_len6,onset_len0,onset_len1,onset_len2,onset_len3,onset_len4,onset_len5,onset_len6,nucleus_len0,nucleus_len1,nucleus_len2,nucleus_len3,nucleus_len4,nucleus_len5,nucleus_len6,syl_cv0,syl_cv1,syl_cv2,syl_cv3,syl_cv4,syl_cv5,syl_cv6,cv_ratio0,cv_ratio1,cv_ratio2,cv_ratio3,cv_ratio4,cv_ratio5,cv_ratio6,pos,comp_struct,nomen,comp_len,Word,stress_class
ø,ø,g,ø,ø,ø,ø,C,KC,CKC,ø,ø,ø,ø,ø,R,ø,ø,ø,ø,C,ø,ø,ø,ø,ø,10,9,6,13,12,9,15,5,4,6,6,6,4,5,0,light,light,light,light,light,light,light,c,o,o,o,o,o,c,ø,ø,ø,CL,CL,CL,CKC,C,A,?,C,C,C,C,?,?,?,?,?,?,C,K,L,L,L,L,L,K,2,2,1,2,2,3,4,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,2,2,2,2,2,1,ø,CVV,ø,CVV,CVV,CVV,CVC,2,0,0,0,0,0,2,N,ø,T,1,Rationalisierung,paenultima
ø,keit,t,ø,ø,ø,ø,C,ø,ø,ø,ø,ø,ø,ø,U,ø,ø,ø,ø,K,KC,ø,ø,ø,ø,11,9,11,15,7,9,12,5,4,3,3,3,4,4,-1,light,light,light,heavy,light,light,light,c,o,c,c,o,c,c,ø,ø,ø,ø,CL,ø,ø,?,A,C,C,C,?,C,C,?,C,CC,?,C,C,K,L,K,K,L,K,D,2,2,4,5,2,3,4,1,0,1,2,0,1,1,0,1,1,1,1,0,1,1,2,1,1,2,1,2,VC,CVV,ø,ø,CVV,ø,CVVC,1,0,2,3,0,1,1,N,ø,T,1,Unzurechnungsfaehigkeit,prima
ø,ø,n,ø,ø,ø,ieren,C,KC,CKC,ø,ø,ø,ø,ø,r,ø,ø,ø,ø,C,ø,ø,ø,ø,ø,10,7,9,10,12,9,13,5,3,4,10,6,4,4,0,light,light,light,light,light,light,schwa,o,o,o,o,o,o,c,ø,CL,ø,ø,CL,CL,CKC,C,C,A,?,C,C,C,?,?,?,?,?,?,C,L,L,L,L,L,L,K,2,2,2,1,2,3,3,0,0,0,0,0,0,1,1,1,1,0,1,1,1,2,2,2,2,2,2,1,ø,CVV,CVV,ø,CVV,CVV,CVC,0,0,0,0,0,0,2,V,ø,F,1,resozialisieren,paenultima
ø,ø,n,ø,ø,ø,ation,C,ø,ø,ø,ø,ø,ø,ø,R,ø,ø,ø,ø,C,ø,ø,ø,ø,ø,10,7,9,12,7,9,9,5,3,4,6,3,4,4,-1,light,light,light,light,light,light,light,o,c,o,o,c,o,c,ø,ø,CL,CL,CK,AL,LC,C,C,C,C,C,A,?,?,?,?,?,?,?,C,L,K,L,L,K,L,L,2,2,2,2,2,2,2,0,1,0,0,1,0,1,1,1,1,1,1,1,0,2,1,2,2,1,2,2,ø,CVC,CVV,CVV,CVC,CVV,VVC,0,2,0,0,2,0,0,N,ø,T,1,Rehabilitation,ultima
ø,ø,n,ø,ø,ø,ation,C,ø,ø,ø,ø,ø,ø,ø,D,ø,ø,ø,ø,C,ø,ø,ø,ø,ø,7,9,10,12,7,9,9,3,4,5,6,3,4,4,0,light,light,light,light,light,light,light,o,o,c,o,c,o,c,ø,CL,ø,CL,CK,AL,LC,C,C,C,C,C,A,?,?,?,?,?,?,?,C,L,L,K,L,K,L,L,2,2,2,2,2,2,2,0,0,1,0,1,0,1,1,1,1,1,1,1,0,2,2,1,2,1,2,2,ø,CVV,ø,CVV,CVC,CVV,VVC,0,0,2,0,2,0,0,N,ø,T,1,Demoralisation,ultima
ø,ø,t,ø,ø,ø,ø,C,ø,ø,ø,ø,ø,ø,ø,I,ø,ø,ø,ø,K,KC,KCC,ø,ø,ø,11,9,9,9,6,12,8,5,4,4,4,6,6,2,-1,light,light,light,light,light,light,light,c,o,o,o,c,o,c,ø,CL,CL,CL,ø,CL,ø,?,C,C,C,?,C,C,C,?,?,?,?,?,C,K,L,L,L,K,L,L,2,2,2,2,1,2,3,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,2,2,2,1,2,2,VC,CVV,CVV,CVV,ø,CVV,CVVC,1,0,0,0,1,0,1,N,ø,T,1,Individualitaet,ultima
ø,ø,g,ø,ø,ø,ø,C,KC,CKC,ø,ø,ø,ø,ø,R,ø,ø,ø,ø,C,ø,ø,ø,ø,ø,10,7,9,10,12,9,15,5,3,4,10,6,4,5,0,light,light,light,light,light,light,light,o,o,o,o,o,o,c,ø,CL,ø,ø,CL,CL,CKC,C,C,A,?,C,C,C,?,?,?,?,?,?,C,L,L,L,L,L,L,K,2,2,2,1,2,3,4,0,0,0,0,0,0,1,1,1,1,0,1,1,1,2,2,2,2,2,2,1,ø,CVV,CVV,ø,CVV,CVV,CVC,0,0,0,0,0,0,2,N,ø,T,1,Resozialisierung,paenultima
ø,ø,g,ø,ø,ø,ø,C,KC,CKC,ø,ø,ø,ø,ø,D,ø,ø,ø,ø,C,ø,ø,ø,ø,ø,7,11,12,11,12,9,15,3,5,6,5,6,4,5,0,light,light,light,light,light,light,light,o,o,o,o,o,o,c,ø,CL,CL,CL,CL,CL,CKC,C,C,C,C,C,C,C,?,?,?,?,?,?,C,L,L,L,L,L,L,K,2,2,2,2,2,3,4,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,ø,CVV,CVV,CVV,CVV,CVV,CVC,0,0,0,0,0,0,2,N,ø,T,1,Demilitarisierung,paenultima
ø,ø,n,ø,ø,ø,ation,C,ø,ø,ø,ø,ø,ø,ø,G,ø,ø,ø,ø,C,ø,ø,ø,ø,ø,7,9,10,12,7,9,9,3,4,5,6,3,4,4,0,light,schwa,light,light,light,light,light,o,o,c,o,c,o,c,ø,ø,ø,CL,CK,AL,LC,C,C,C,C,C,A,?,?,?,?,?,?,?,C,L,K,K,L,K,L,L,2,2,2,2,2,2,2,0,0,1,0,1,0,1,1,1,1,1,1,1,0,2,1,1,2,1,2,2,ø,ø,ø,CVV,CVC,CVV,VVC,0,1,2,0,2,0,0,N,ø,T,1,Generalisation,ultima
ø,ø,n,ø,ø,ø,ieren,C,KC,CKC,ø,ø,ø,ø,ø,n,ø,ø,ø,ø,C,ø,ø,ø,ø,ø,9,9,6,13,12,9,13,4,4,6,6,6,4,4,0,light,light,light,light,light,light,schwa,c,o,o,o,o,o,c,ø,ø,ø,CL,CL,CL,CKC,C,A,?,C,C,C,C,?,?,?,?,?,?,C,K,L,L,L,L,L,K,2,2,1,2,2,3,3,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,2,2,2,2,2,1,ø,CVV,ø,CVV,CVV,CVV,CVC,2,0,0,0,0,0,2,V,ø,F,1,nationalisieren,paenultima
ø,ø,h,ø,ø,ø,ø,C,KC,CKC,ø,ø,ø,ø,ø,l,ø,ø,ø,ø,C,ø,ø,ø,ø,ø,10,14,6,9,12,11,12,5,4,6,4,6,5,4,0,light,light,light,light,light,light,light,c,c,c,o,o,o,c,ø,ø,ø,CL,CL,CL,CKC,C,C,?,C,C,C,C,?,C,?,?,?,?,C,K,D,K,L,L,L,K,2,4,1,2,2,2,5,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,2,1,2,2,2,1,ø,ø,ø,CVV,CVV,CVV,CVC,2,1,1,0,0,0,2,A,ø,F,0,lateinamerikanisch,sekunda
ø,ø,t,ø,ø,ø,ø,C,ø,ø,ø,ø,ø,ø,ø,I,ø,ø,ø,ø,K,KC,KCC,ø,ø,ø,12,10,12,9,6,9,8,6,5,6,4,6,4,2,-1,light,light,light,light,light,light,light,c,o,o,o,o,o,c,ø,CL,CL,CL,ø,CL,ø,?,C,C,C,?,C,C,C,?,?,?,?,?,C,K,L,L,L,L,L,L,2,2,2,2,1,2,3,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,2,2,2,2,2,2,VC,CVV,CVV,CVV,ø,CVV,CVVC,1,0,0,0,0,0,1,N,ø,T,1,Irreligiositaet,ultima
ø,ø,r,ø,ø,ø,ø,C,KC,CKC,ø,ø,ø,ø,ø,O,ø,ø,ø,ø,L,ø,ø,ø,ø,ø,6,15,9,6,15,9,13,6,5,4,6,5,4,4,0,light,light,light,light,light,light,schwa,o,c,o,c,c,o,c,ø,ø,CL,ø,ø,CL,CKC,?,C,C,?,C,C,C,?,C,?,?,C,?,C,L,L,L,K,D,L,K,1,3,2,1,4,3,3,0,1,0,1,1,0,1,0,1,1,0,1,1,1,2,2,2,1,2,2,1,ø,ø,CVV,ø,ø,CVV,CVC,0,1,0,1,1,0,2,N,ø,T,0,Olympiateilnehmer,sekunda
ø,ø,n,ø,ø,ø,ation,C,ø,ø,ø,ø,ø,ø,ø,E,ø,ø,ø,ø,L,ø,ø,ø,ø,ø,6,10,7,12,7,9,9,6,3,3,6,3,4,4,0,light,light,light,light,light,light,light,o,c,o,o,c,o,c,ø,ø,CL,CL,CK,AL,LC,?,C,C,C,C,A,?,?,C,?,?,?,?,C,L,K,L,L,K,L,L,1,3,2,2,2,2,2,0,1,0,0,1,0,1,0,1,1,1,1,1,0,2,1,2,2,1,2,2,ø,CVC,CVV,CVV,CVC,CVV,VVC,0,2,0,0,2,0,0,N,ø,T,1,Evangelisation,ultima
ø,al,l,ø,ø,ø,ø,C,ø,ø,ø,ø,ø,ø,ø,i,ø,ø,ø,ø,K,KC,KCC,ø,ø,ø,11,11,7,12,7,12,14,5,3,3,6,3,6,7,0,light,schwa,light,light,light,light,light,c,c,c,o,o,o,c,ø,ø,ø,CL,CL,CL,LC,?,C,C,C,C,C,?,C,C,?,?,?,?,C,K,K,K,L,L,L,L,2,3,3,2,2,2,2,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,2,2,2,2,VC,CVC,ø,CVV,CVV,CVV,VVC,1,2,2,0,0,0,0,A,ø,F,1,interterritorial,ultima
ø,ø,n,ø,ø,ø,ation,C,ø,ø,ø,ø,ø,ø,ø,I,ø,ø,ø,ø,K,KC,KCC,ø,ø,ø,11,9,9,9,6,9,9,5,4,4,4,6,4,4,-1,light,light,light,light,light,light,light,c,o,o,o,c,o,c,ø,CL,CL,CL,ø,AL,LC,?,C,C,C,?,A,?,C,?,?,?,?,?,C,K,L,L,L,K,L,L,2,2,2,2,1,2,2,1,0,0,0,1,0,1,0,1,1,1,0,1,0,1,2,2,2,1,2,2,VC,CVV,CVV,CVV,ø,CVV,VVC,1,0,0,0,1,0,0,N,ø,T,1,Individuation,ultima
ø,ø,h,ø,ø,ø,ø,C,KC,CKC,ø,ø,ø,ø,ø,t,ø,ø,ø,ø,C,ø,ø,ø,ø,ø,11,9,9,6,9,13,10,3,4,4,6,4,4,3,0,light,light,light,light,light,light,light,c,o,o,o,c,c,c,ø,CL,ø,ø,CK,ø,CKC,CC,C,A,?,C,C,C,?,?,?,?,?,C,C,K,L,L,L,K,K,K,3,2,2,1,2,2,6,1,0,0,0,1,1,1,2,1,1,0,1,1,1,1,2,2,2,1,1,1,ø,CVV,CVV,ø,CVC,ø,CVC,3,0,0,0,2,2,2,A,ø,F,1,traditionalistisch,paenultima
ø,ø,n,ø,ø,ø,ieren,C,KC,CKC,ø,ø,ø,ø,ø,a,ø,ø,ø,ø,K,KC,ø,ø,ø,ø,6,9,7,9,9,9,13,6,4,3,4,4,4,4,0,light,light,light,light,light,light,schwa,c,c,o,c,o,o,c,ø,ø,CL,ø,CL,CL,CKC,?,C,C,C,C,C,C,?,?,?,?,?,?,C,K,K,L,K,L,L,K,1,2,3,2,2,3,3,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,2,1,2,2,1,VC,CVC,CVV,ø,CVV,CVV,CVC,1,2,0,2,0,0,2,V,ø,F,1,anathematisieren,paenultima
ø,ø,s,ø,ø,ø,ø,C,KC,CKC,ø,ø,noacc,ø,ø,K,ø,ø,ø,ø,C,ø,ø,ø,ø,ø,10,9,9,6,13,13,12,3,4,4,6,6,4,4,0,light,light,light,light,light,light,light,c,o,o,o,o,c,c,ø,CL,ø,ø,CL,ø,CKC,C,C,A,?,C,C,C,C,?,?,?,?,C,C,K,L,L,L,L,K,K,3,2,2,1,2,3,3,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,2,2,2,2,1,1,ø,CVV,CVV,ø,CVV,ø,CVC,2,0,0,0,0,2,2,N,ø,T,1,Konditionalismus,paenultima
ø,ø,n,ø,ø,ø,ation,C,ø,ø,ø,ø,ø,ø,ø,I,ø,ø,ø,ø,K,KC,KCC,ø,ø,ø,11,7,11,11,9,9,9,5,3,3,5,4,4,4,-1,light,light,light,light,light,light,light,c,o,c,o,c,o,c,ø,CL,ø,CL,CK,AL,LC,?,C,C,C,C,A,?,C,?,C,?,?,?,C,K,L,K,L,K,L,L,2,2,3,2,2,2,2,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,2,1,2,1,2,2,VC,CVV,ø,CVV,CVC,CVV,VVC,1,0,2,0,2,0,0,N,ø,T,1,Indetermination,ultima
ø,ø,s,ø,ø,ø,ø,C,KC,CKC,ø,ø,noacc,ø,ø,E,ø,ø,ø,ø,K,KC,KCC,ø,ø,ø,6,11,10,9,10,13,12,6,2,3,4,10,4,4,0,light,light,light,light,light,light,light,c,c,c,o,o,c,c,ø,ø,ø,ø,ø,ø,CKC,?,CC,C,A,?,C,C,?,C,C,?,?,C,C,K,K,K,L,L,K,K,1,2,4,2,1,3,3,1,1,1,0,0,1,1,0,2,1,1,0,1,1,1,1,1,2,2,1,1,VC,ø,ø,CVV,ø,ø,CVC,1,3,2,0,0,2,2,N,ø,T,1,Existentialismus,paenultima
ø,ø,t,ø,ø,ø,ø,C,ø,ø,ø,ø,ø,ø,ø,I,ø,ø,ø,ø,K,KC,KCC,ø,ø,ø,11,11,7,10,6,12,8,5,3,3,3,6,6,2,-1,light,schwa,light,light,light,light,light,c,c,c,o,c,o,c,ø,ø,ø,ø,ø,CL,ø,?,C,C,CC,?,C,C,C,C,?,?,?,?,C,K,K,K,L,K,L,L,2,3,2,2,1,2,3,1,1,1,0,1,0,1,0,1,1,2,0,1,1,1,1,1,2,1,2,2,VC,CVC,ø,ø,ø,CVV,CVVC,1,2,2,1,1,0,1,N,ø,T,1,Intersexualitaet,ultima
ø,ø,n,ø,ø,ø,ation,C,ø,ø,ø,ø,ø,ø,ø,D,ø,ø,ø,ø,C,ø,ø,ø,ø,ø,9,11,9,9,7,9,9,4,3,4,4,3,4,4,-1,light,light,light,light,light,light,light,o,c,o,o,c,o,c,ø,ø,CL,CL,CK,AL,LC,C,C,C,C,C,A,?,?,C,?,?,?,?,C,L,K,L,L,K,L,L,2,3,2,2,2,2,2,0,1,0,0,1,0,1,1,1,1,1,1,1,0,2,1,2,2,1,2,2,ø,CVC,CVV,CVV,CVC,CVV,VVC,0,2,0,0,2,0,0,N,ø,T,1,Diversifikation,ultima
ø,ø,n,ø,ø,ø,ation,C,ø,ø,ø,ø,ø,ø,ø,D,ø,ø,ø,ø,C,ø,ø,ø,ø,ø,10,8,12,9,7,9,9,3,2,6,4,3,4,4,-1,light,light,light,light,light,light,light,c,c,o,o,c,o,c,ø,ø,CL,CL,CK,AL,LC,C,CC,C,C,C,A,?,C,?,?,?,?,?,C,K,K,L,L,K,L,L,3,3,2,2,2,2,2,1,1,0,0,1,0,1,1,2,1,1,1,1,0,1,1,2,2,1,2,2,ø,ø,CVV,CVV,CVC,CVV,VVC,2,3,0,0,2,0,0,N,ø,T,1,Disqualifikation,ultima
ø,ø,t,ø,ø,ø,ø,C,ø,ø,ø,ø,ø,ø,ø,P,ø,ø,ø,ø,C,ø,ø,ø,ø,ø,11,11,9,6,13,12,8,3,3,4,6,6,6,2,-1,light,light,light,light,light,light,light,o,c,o,o,o,o,c,ø,ø,ø,ø,CL,CL,ø,CC,C,A,?,C,C,C,?,C,?,?,?,?,C,L,K,L,L,L,L,L,3,3,2,1,2,2,3,0,1,0,0,0,0,1,2,1,1,0,1,1,1,2,1,2,2,2,2,2,ø,CVC,CVV,ø,CVV,CVV,CVVC,1,2,0,0,0,0,1,N,ø,T,1,Proportionalitaet,ultima
ø,ø,h,ø,ø,ø,ø,C,KC,CKC,ø,ø,ø,ø,ø,b,ø,ø,ø,ø,C,ø,ø,ø,ø,ø,12,8,10,9,13,11,12,4,2,5,4,4,5,4,0,light,schwa,light,light,light,light,light,c,c,o,o,o,o,c,ø,ø,CL,CL,ø,CL,CKC,C,C,C,C,CC,C,C,C,C,?,?,?,?,C,K,K,L,L,L,L,K,3,3,2,2,3,2,5,1,1,0,0,0,0,1,1,1,1,1,2,1,1,1,1,2,2,2,2,1,ø,CVC,CVV,CVV,ø,CVV,CVC,2,2,0,0,1,0,2,A,ø,F,0,bundesrepublikanisch,prima
ø,ø,n,ø,ø,ø,ieren,C,KC,CKC,ø,ø,ø,ø,ent,e,ø,ø,ø,ø,K,KC,KCC,ø,ø,noacc,10,9,10,11,9,9,13,3,4,5,3,4,4,4,0,heavy,light,light,light,light,light,schwa,c,o,o,c,o,o,c,ø,CL,CL,ø,CL,CL,CKC,?,C,C,CC,C,C,C,CC,?,?,?,?,?,C,K,L,L,K,L,L,K,3,2,2,3,2,3,3,2,0,0,1,0,0,1,0,1,1,2,1,1,1,1,2,2,1,2,2,1,ø,CVV,CVV,ø,CVV,CVV,CVC,2,0,0,3,0,0,2,V,ø,F,1,entbuerokratisieren,paenultima
ø,ø,l,ø,ø,ø,ø,C,ø,ø,ø,ø,ø,ø,ø,m,ø,ø,ø,ø,C,ø,ø,ø,ø,ø,15,9,9,12,9,6,17,5,4,4,4,4,6,5,0,light,light,light,light,light,light,light,c,o,o,c,o,o,c,ø,CL,CL,ø,CL,ø,ø,C,C,C,C,C,?,C,C,?,?,C,?,?,C,K,L,L,K,L,L,L,3,2,2,3,2,1,3,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,2,2,1,2,2,2,ø,CVV,CVV,ø,CVV,ø,CVVC,2,0,0,2,0,0,1,A,ø,F,1,multidimensional,ultima
ø,ø,h,ø,ø,ø,ø,C,KC,CKC,ø,ø,ø,ø,ø,a,ø,ø,ø,ø,K,KC,KCC,ø,ø,ø,10,7,12,6,12,10,10,5,3,6,6,3,5,3,0,light,light,light,light,light,light,light,c,o,o,o,o,o,c,ø,CL,CL,ø,ø,CL,CKC,?,C,C,?,CCC,C,C,C,?,?,?,?,?,C,K,L,L,L,L,L,K,2,2,2,2,3,2,5,1,0,0,0,0,0,1,0,1,1,0,3,1,1,1,2,2,2,2,2,1,VC,CVV,CVV,ø,ø,CVV,CVC,1,0,0,0,1,0,2,A,ø,F,1,arteriosklerotisch,paenultima
ø,ø,t,ø,ø,ø,ø,C,ø,ø,ø,ø,ø,ø,ø,R,ø,ø,ø,ø,C,ø,ø,ø,ø,ø,14,9,6,7,9,9,8,7,4,6,3,4,4,2,-1,light,light,light,light,light,light,light,o,o,o,c,o,o,c,ø,CL,ø,ø,CL,CL,ø,C,C,?,?,C,C,C,?,?,?,C,?,?,C,L,L,L,K,L,L,L,2,2,1,2,2,2,3,0,0,0,1,0,0,1,1,1,0,0,1,1,1,2,2,2,1,2,2,2,ø,CVV,ø,ø,CVV,CVV,CVVC,0,0,0,1,0,0,1,N,ø,T,1,Radioaktivitaet,ultima
ø,ø,g,ø,ø,ø,ø,C,KC,CKC,ø,ø,ø,ø,ø,N,ø,ø,ø,ø,C,ø,ø,ø,ø,ø,9,10,13,9,11,11,12,4,3,6,4,3,3,4,0,light,schwa,light,light,schwa,light,light,o,c,c,c,c,c,c,ø,ø,ø,ø,ø,ø,CKC,C,C,?,?,C,C,C,?,C,C,C,C,C,C,L,K,D,K,K,K,K,2,3,3,2,3,5,4,0,1,1,1,1,1,1,1,1,0,0,1,1,1,2,1,2,1,1,1,1,ø,CVC,ø,ø,CVC,ø,CVC,0,2,0,1,2,2,2,N,ø,T,1,Nebeneinanderschaltung,prima
ø,ø,n,ø,ø,ø,ieren,C,KC,CKC,ø,ø,ø,ø,ø,d,ø,ø,ø,ø,C,ø,ø,ø,ø,ø,8,8,12,9,6,11,13,2,8,6,4,6,5,4,0,light,light,light,light,light,light,schwa,c,c,o,o,o,o,c,ø,ø,CL,CL,ø,CL,CKC,C,?,C,C,?,C,C,C,?,?,?,?,?,C,K,K,L,L,L,L,K,3,2,2,2,1,3,3,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,2,2,2,2,1,ø,ø,CVV,CVV,ø,CVV,CVC,2,1,0,0,0,0,2,V,ø,F,1,desillusionieren,paenultima
ø,ø,n,ø,ø,ø,ieren,C,KC,CKC,ø,ø,ø,ø,ø,r,ø,ø,ø,ø,C,ø,ø,ø,ø,ø,10,7,12,9,6,11,13,5,3,6,4,6,5,4,0,light,light,light,light,light,light,schwa,o,o,o,o,o,o,c,ø,CL,CL,ø,ø,CL,CKC,C,C,C,A,?,C,C,?,?,?,?,?,?,C,L,L,L,L,L,L,K,2,2,2,2,1,3,3,0,0,0,0,0,0,1,1,1,1,1,0,1,1,2,2,2,2,2,2,1,ø,CVV,CVV,CVV,ø,CVV,CVC,0,0,0,0,0,0,2,V,ø,F,1,revolutionieren,paenultima
ø,ø,n,ø,ø,ø,ieren,C,KC,CKC,ø,ø,ø,ø,ent,e,ø,ø,ø,ø,K,KC,KCC,ø,ø,noacc,10,11,7,10,9,9,13,3,5,3,5,4,4,4,0,heavy,light,light,light,light,light,schwa,c,o,o,o,o,o,c,ø,CL,CL,CL,CL,CL,CKC,?,C,C,C,C,C,C,CC,?,?,?,?,?,C,K,L,L,L,L,L,K,3,2,3,2,2,3,3,2,0,0,0,0,0,1,0,1,1,1,1,1,1,1,2,2,2,2,2,1,ø,CVV,CVV,CVV,CVV,CVV,CVC,2,0,0,0,0,0,2,V,ø,F,1,entmythologisieren,paenultima
ø,ø,n,ø,ø,ø,ation,C,ø,ø,ø,ø,ø,ø,ø,R,ø,ø,ø,ø,C,ø,ø,ø,ø,ø,10,7,9,9,10,9,9,5,3,4,4,5,4,4,0,light,light,light,light,light,light,light,o,c,o,o,c,o,c,ø,ø,CL,CL,CK,AL,LC,C,C,C,C,C,A,?,?,?,?,?,?,?,C,L,K,L,L,K,L,L,2,2,2,2,2,2,2,0,1,0,0,1,0,1,1,1,1,1,1,1,0,2,1,2,2,1,2,2,ø,CVC,CVV,CVV,CVC,CVV,VVC,0,2,0,0,2,0,0,N,ø,T,1,Rekapitulation,ultima
