syl_suffix,signi_suffix,suffix1,suffix2,suffix3,suffix4,suffix5,suffix_phoncat1,suffix_phoncat2,suffix_phoncat3,suffix_phoncat4,suffix_phoncat5,suff_class,syl_praefix,signi_praefix,praefix1,praefix2,praefix3,praefix4,praefix5,praefix_phoncat1,praefix_phoncat2,praefix_phoncat3,praefix_phoncat4,praefix_phoncat5,prae_class,sonority0,sonority1,sonority2,sonority3,sonority4,sonority5,sonority_ratio0,sonority_ratio1,sonority_ratio2,sonority_ratio3,sonority_ratio4,sonority_ratio5,sonority_dir,syl_weight0,syl_weight1,syl_weight2,syl_weight3,syl_weight4,syl_weight5,syl_open0,syl_open1,syl_open2,syl_open3,syl_open4,syl_open5,syl_phoncat0,syl_phoncat1,syl_phoncat2,syl_phoncat3,syl_phoncat4,syl_phoncat5,onset_phoncat0,onset_phoncat1,onset_phoncat2,onset_phoncat3,onset_phoncat4,onset_phoncat5,koda_phoncat0,koda_phoncat1,koda_phoncat2,koda_phoncat3,koda_phoncat4,koda_phoncat5,nucleus_phoncat0,nucleus_phoncat1,nucleus_phoncat2,nucleus_phoncat3,nucleus_phoncat4,nucleus_phoncat5,syl_len0,syl_len1,syl_len2,syl_len3,syl_len4,syl_len5,koda_len0,koda_len1,koda_len2,koda_len3,koda_len4,koda_len5,onset_len0,onset_len1,onset_len2,onset_len3,onset_len4,onset_len5,nucleus_len0,nucleus_len1,nucleus_len2,nucleus_len3,nucleus_len4,nucleus_len5,syl_cv0,syl_cv1,syl_cv2,syl_cv3,syl_cv4,syl_cv5,cv_ratio0,cv_ratio1,cv_ratio2,cv_ratio3,cv_ratio4,cv_ratio5,pos,comp_struct,nomen,comp_len,Word,stress_class
ter,ø,r,er,ter,iter,eiter,C,KC,CKC,DCKC,CDCKC,ø,In,ø,I,In,Ind,Indu,Indus,K,KC,KCC,KCCK,KCCKC,ø,11,10,13,10,11,11,5,3,4,5,5,3,0,light,light,light,light,light,schwa,c,c,o,c,o,c,KC,CKC,CCL,KC,CD,CKC,,C,CC,,C,C,C,C,,C,,C,K,K,L,K,D,K,2,2,5,2,3,3,1,1,0,1,0,1,0,1,2,0,1,1,1,1,2,1,2,1,VC,CVC,CCVV,VC,CVV,CVC,1,2,1,1,0,2,N,NN,T,2,Industriearbeiter,undef
schaft,schaft,t,ft,aft,haft,chaft,C,CC,KCC,CKCC,CCKCC,ø,In,ø,I,In,Ind,Indu,Indus,K,KC,KCC,KCCK,KCCKC,ø,11,10,13,7,12,9,5,3,4,3,3,2,-1,light,light,light,schwa,heavy,heavy,c,c,o,o,c,c,KC,CKC,CCL,CK,CKCC,CKCC,,C,CC,C,C,C,C,C,,,CC,CC,K,K,L,K,K,K,2,2,5,2,4,6,1,1,0,0,2,2,0,1,2,1,1,1,1,1,2,1,1,1,VC,CVC,CCVV,CV,CVCC,CVCC,1,2,1,1,3,3,N,NN,T,2,Industriegewerkschaft,undef
fen,ø,n,en,fen,ifen,eifen,C,KC,CKC,DCKC,CDCKC,ø,In,ø,I,In,Ine,Inei,Inein,K,KC,KCD,KCDC,KCDCK,ø,11,13,9,11,15,10,5,6,4,3,5,3,0,light,light,light,schwa,light,schwa,c,c,c,c,o,c,KC,DC,KC,CKC,CCD,CKC,,,,C,CC,C,C,C,C,C,,C,K,D,K,K,D,K,2,3,2,3,4,3,1,1,1,1,0,1,0,0,0,1,2,1,1,2,1,1,2,1,VC,VVC,VC,CVC,CCVV,CVC,1,0,1,2,1,2,N,ø,T,2,Ineinandergreifen,undef
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,In,ø,I,In,Int,Inte,Inten,K,KC,KCC,KCCK,KCCKC,ø,11,10,10,8,9,9,5,3,3,2,4,4,-1,light,light,light,light,light,light,c,c,c,c,o,c,KC,CKC,CLC,CCK,AL,LC,,C,C,CC,A,,C,C,C,,,C,K,K,L,K,L,L,2,3,3,3,2,2,1,1,1,1,0,1,0,1,1,2,1,0,1,1,2,1,2,2,VC,CVC,CVVC,CCVC,CVV,VVC,1,2,1,3,0,0,N,AN,T,2,Intensivstation,undef
ber,ø,r,er,ber,lber,alber,C,KC,CKC,CCKC,KCCKC,ø,in,ø,i,in,int,inte,inter,K,KC,KCC,KCCK,KCCKC,ø,11,7,10,7,11,11,5,3,5,3,3,3,0,light,schwa,light,schwa,light,schwa,c,o,c,o,c,c,KC,CK,CK,CK,CKC,CKC,,C,C,C,C,C,C,,,,C,C,K,K,K,K,K,K,2,2,3,2,3,3,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,VC,CV,CVC,CV,CVC,CVC,1,1,2,1,2,2,ADV,N,F,1,interessehalber,undef
biet,ø,t,et,iet,biet,ebiet,C,LC,CLC,KCLC,CKCLC,ø,In,ø,I,In,Int,Inte,Inter,K,KC,KCC,KCCK,KCCKC,ø,11,7,10,10,7,10,5,3,5,3,3,3,-1,light,schwa,light,schwa,schwa,light,c,o,c,c,o,c,KC,CK,CK,CKC,CK,CLC,,C,C,C,C,C,C,,,C,,C,K,K,K,K,K,L,2,2,3,3,2,4,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,2,VC,CV,CVC,CVC,CV,CVVC,1,1,2,2,1,1,N,NN,T,2,Interessengebiet,undef
re,ø,e,re,ere,aere,haere,K,CK,LCK,CLCK,CCLCK,ø,In,ø,I,In,Int,Inte,Inter,K,KC,KCC,KCCK,KCCKC,ø,11,7,10,10,8,10,5,3,5,3,2,5,-1,light,schwa,light,schwa,light,schwa,c,o,c,c,o,o,KC,CK,CK,CKC,CCL,CK,,C,C,C,CC,C,C,,,C,,,K,K,K,K,L,K,2,2,3,3,4,2,1,0,1,1,0,0,0,1,1,1,2,1,1,1,1,1,2,1,VC,CV,CVC,CVC,CCVV,CV,1,1,2,2,1,1,N,NN,T,2,Interessensphaere,undef
ger,ø,r,er,ger,ager,lager,C,KC,CKC,LCKC,CLCKC,ø,In,ø,I,In,Int,Inte,Inter,K,KC,KCC,KCCK,KCCKC,ø,11,11,11,16,14,11,5,3,5,4,7,3,0,light,schwa,light,heavy,light,schwa,c,c,o,c,o,c,KC,CKC,CL,CKCC,CL,CKC,,C,C,C,C,C,C,C,,CC,,C,K,K,L,K,L,K,2,3,3,5,2,3,1,1,0,2,0,1,0,1,1,1,1,1,1,1,2,1,2,1,VC,CVC,CVV,CVCC,CVV,CVC,1,2,0,3,0,2,N,NN,T,2,Internierungslager,undef
del,ø,l,el,del,ndel,andel,C,KC,CKC,CCKC,KCCKC,ø,In,ø,I,In,Int,Inte,Inter,K,KC,KCC,KCCK,KCCKC,ø,11,11,7,12,10,11,5,3,3,4,3,3,0,light,schwa,light,schwa,light,schwa,c,c,o,c,c,c,KC,CKC,AL,CKC,CKC,CKC,,C,A,C,C,C,C,C,,C,C,C,K,K,L,K,K,K,2,3,2,3,3,3,1,1,0,1,1,1,0,1,1,1,1,1,1,1,2,1,1,1,VC,CVC,CVV,CVC,CVC,CVC,1,2,0,2,2,2,N,ø,T,2,Interzonenhandel,undef
te,ø,e,te,nte,ente,rente,K,CK,CCK,KCCK,CKCCK,ø,In,ø,I,In,Inv,Inva,Inval,K,KC,KCC,KCCK,KCCKC,ø,11,7,12,10,13,7,5,3,6,3,4,3,-1,light,light,light,schwa,light,schwa,c,c,o,c,c,o,KC,CK,CL,CKC,CKC,CK,,C,C,C,C,C,C,,,C,C,,K,K,L,K,K,K,2,2,2,3,3,2,1,1,0,1,1,0,0,1,1,1,1,1,1,1,2,1,1,1,VC,CVC,CVV,CVC,CVC,CV,1,2,0,2,2,1,N,NN,T,2,Invalidenrente,undef
den,ø,n,en,den,rden,orden,C,KC,CKC,CCKC,KCCKC,ø,Je,ø,J,Je,Jes,Jesu,Jesui,C,CL,CLC,CLCL,CLCLL,ø,12,9,8,10,10,10,6,4,8,3,5,3,-1,light,light,light,schwa,light,schwa,o,o,o,c,c,c,CL,CL,L,CKC,KC,CKC,C,C,,C,,C,,,,C,C,C,L,L,L,K,K,K,2,2,1,3,2,3,0,0,0,1,1,1,1,1,0,1,0,1,2,2,2,1,1,1,CVV,CVV,VV,CVC,VC,CVC,0,0,0,2,1,2,N,ø,T,0,Jesuitenorden,undef
halt,ø,t,lt,alt,halt,ehalt,L,CL,KCL,CKCL,CCKCL,ø,Ka,ø,K,Ka,Kal,Kalo,Kalor,C,CK,CKC,CKCL,CKCLC,ø,7,10,12,9,7,7,3,5,6,4,3,3,-1,light,light,light,schwa,schwa,heavy,c,o,o,c,o,c,CK,CL,CL,KC,CK,CL,C,C,C,,C,C,,,,C,,,K,L,L,K,K,L,2,2,2,2,2,4,1,0,0,1,0,2,1,1,1,0,1,1,1,2,2,1,1,1,CVC,CVV,CVV,VC,CV,CVCC,2,0,0,1,1,3,N,NN,T,2,Kaloriengehalt,undef
keit,keit,t,it,eit,keit,hkeit,C,DC,CDC,CCDC,KCCDC,ø,Ka,ø,K,Ka,Kam,Kame,Kamer,C,CK,CKC,CKCK,CKCKC,ø,7,9,15,9,13,12,3,4,5,2,4,4,0,light,schwa,light,heavy,light,light,c,o,c,c,c,c,CK,CK,CLC,CKCC,CKC,CDC,C,C,C,C,C,C,,,C,CC,C,C,K,K,L,K,K,D,2,2,3,6,4,4,1,0,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,CVC,CV,CVVC,CVCC,CVC,CVVC,2,1,1,3,2,1,N,A,T,1,Kameradschaftlichkeit,undef
ge,ø,e,ge,age,lage,nlage,K,CK,LCK,CLCK,CCLCK,ø,Ka,ø,K,Ka,Kap,Kapi,Kapit,C,CK,CKC,CKCL,CKCLC,ø,7,9,15,9,14,7,3,4,5,4,7,3,0,light,light,light,light,light,schwa,c,o,c,c,o,o,CK,CL,CLC,KC,CL,CK,C,C,C,,C,C,,,C,C,,,K,L,L,K,L,K,2,2,3,2,2,2,1,0,1,1,0,0,1,1,1,0,1,1,1,2,2,1,2,1,CVC,CVV,CVVC,VC,CVV,CV,2,0,1,1,0,1,N,NN,T,2,Kapitalanlage,undef
hung,ø,g,ng,ung,hung,ehung,C,KC,LKC,CLKC,CCLKC,ø,Ka,ø,K,Ka,Kap,Kapi,Kapit,C,CK,CKC,CKCL,CKCLC,ø,7,9,15,10,7,11,3,4,5,5,3,5,0,light,light,light,light,light,light,c,o,c,c,o,c,CK,CL,CLC,KC,CL,KC,C,C,C,,C,,,,C,C,,C,K,L,L,K,L,K,2,2,3,2,2,4,1,0,1,1,0,1,1,1,1,0,1,0,1,2,2,1,2,1,CVC,CVV,CVVC,VC,CVV,VC,2,0,1,1,0,1,N,NV,T,2,Kapitalerhoehung,undef
chen,chen,n,en,hen,chen,echen,C,KC,CKC,KCKC,CKCKC,ø,Ka,ø,K,Ka,Kap,Kapi,Kapit,C,CK,CKC,CKCL,CKCLC,ø,7,9,15,11,11,10,3,4,5,3,3,3,0,light,light,light,light,light,schwa,c,o,c,c,c,c,CK,CL,CLC,CKC,CCK,CKC,C,C,C,C,CC,C,,,C,C,,C,K,L,L,K,K,K,2,2,3,3,3,4,1,0,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,CVC,CVV,CVVC,CVC,CCVC,CVC,2,0,1,2,3,2,N,AN,T,2,Kapitalverbrechen,undef
te,ø,e,te,ete,uete,juete,K,CK,LCK,CLCK,KCLCK,ø,Ka,ø,K,Ka,Kap,Kapi,Kapit,C,CK,CKC,CKCL,CKCLC,ø,7,9,11,7,14,7,3,4,2,3,7,3,0,light,light,heavy,light,light,schwa,c,o,c,c,o,o,CK,CL,CLCC,CK,CL,CK,C,C,C,C,C,C,,,CC,,,,K,L,L,K,L,K,2,2,4,2,2,2,1,0,2,1,0,0,1,1,1,1,1,1,1,2,2,1,2,1,CVC,CVV,CVVCC,CVC,CVV,CV,2,0,1,2,0,1,N,NN,T,2,Kapitaenskajuete,undef
tig,ø,g,ig,tig,rtig,artig,C,KC,CKC,CCKC,LCCKC,noacc,ka,ø,k,ka,kat,kata,katas,C,CK,CKC,CKCK,CKCKC,ø,7,8,11,10,14,10,3,2,3,3,7,3,0,light,light,light,schwa,light,light,c,c,o,c,c,c,CK,CKC,CCL,CKC,LC,CKC,C,C,CC,C,,C,,C,,C,C,C,K,K,L,K,L,K,2,2,4,4,2,3,1,1,0,1,1,1,1,1,2,1,0,1,1,1,2,1,2,1,CVC,CVC,CCVV,CVC,VVC,CVC,2,2,1,2,0,2,A,NN,F,2,katastrophenartig,undef
ser,ø,r,er,ser,sser,esser,C,KC,CKC,KCKC,CKCKC,ø,Ki,ø,K,Ki,Kil,Kilo,Kilom,C,CL,CLC,CLCL,CLCLC,ø,9,10,9,11,11,11,4,5,4,3,3,3,0,light,light,light,schwa,light,schwa,o,o,o,c,c,c,CL,CL,CL,CKC,CCK,CKC,C,C,C,C,CC,C,,,,C,,C,L,L,L,K,K,K,2,2,2,3,4,3,0,0,0,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,CVV,CVV,CVV,CVC,CCVC,CVC,0,0,0,2,3,2,N,NV,T,2,Kilometerfresser,undef
ler,ler,r,er,ler,hler,ehler,C,KC,CKC,LCKC,ALCKC,ø,Ki,ø,K,Ki,Kil,Kilo,Kilom,C,CL,CLC,CLCL,CLCLC,ø,9,10,9,11,7,14,4,5,4,3,3,4,0,light,light,light,schwa,light,schwa,o,o,o,c,o,c,CL,CL,CL,CKC,AL,CKC,C,C,C,C,A,C,,,,C,,C,L,L,L,K,L,K,2,2,2,3,3,3,0,0,0,1,0,1,1,1,1,1,1,1,2,2,2,1,2,1,CVV,CVV,CVV,CVC,CVV,CVC,0,0,0,2,0,2,N,NV,T,2,Kilometerzaehler,undef
schaft,schaft,t,ft,aft,haft,chaft,C,CC,KCC,CKCC,CCKCC,ø,Kom,ø,K,Ko,Kom,Komm,Komma,C,CK,CKC,CKCK,CKCKC,ø,7,12,10,7,11,9,3,4,3,3,3,2,0,light,light,light,schwa,light,heavy,c,c,c,o,c,c,CK,CKC,CLC,CK,CKC,CKCC,C,C,C,C,C,C,,C,C,,C,CC,K,K,L,K,K,K,3,3,3,2,4,6,1,1,1,0,1,2,1,1,1,1,1,1,1,1,2,1,1,1,CVC,CVC,CVVC,CV,CVC,CVCC,2,2,1,1,2,3,N,NN,T,2,Kommanditgesellschaft,undef
te,ø,e,te,mte,amte,eamte,K,CK,CCK,KCCK,KKCCK,ø,Kom,ø,K,Ko,Kom,Komm,Kommu,C,CK,CKC,CKCL,CKCLC,ø,7,11,17,7,9,7,3,5,5,3,4,3,-1,light,light,light,schwa,light,schwa,c,o,c,o,c,o,CK,CL,CLC,CK,KC,CK,C,C,C,C,,C,,,C,,C,,K,L,L,K,K,K,3,2,3,2,2,2,1,0,1,0,1,0,1,1,1,1,0,1,1,2,2,1,1,1,CVC,CVV,CVVC,CV,VC,CV,2,0,1,1,1,1,N,AN,T,2,Kommunalbeamte,undef
tik,ø,k,ik,tik,itik,litik,C,LC,CLC,LCLC,CLCLC,noacc,Kom,ø,K,Ko,Kom,Komm,Kommu,C,CK,CKC,CKCL,CKCLC,ø,7,11,17,7,12,10,3,5,5,3,6,3,0,light,light,light,light,light,light,c,o,c,o,o,c,CK,CL,CLC,CL,CL,CLC,C,C,C,C,C,C,,,C,,,C,K,L,L,L,L,L,3,2,3,2,2,3,1,0,1,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,CVC,CVV,CVVC,CVV,CVV,CVVC,2,0,1,0,0,1,N,AN,T,2,Kommunalpolitik,undef
tung,ø,g,ng,ung,tung,ltung,C,KC,CKC,CCKC,KCCKC,ø,Kom,ø,K,Ko,Kom,Komm,Kommu,C,CK,CKC,CKCL,CKCLC,ø,7,11,17,11,11,12,3,5,5,3,3,4,0,light,light,light,light,light,light,c,o,c,c,c,c,CK,CL,CLC,CKC,CKC,CKC,C,C,C,C,C,C,,,C,C,C,C,K,L,L,K,K,K,3,2,3,3,3,4,1,0,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,CVC,CVV,CVVC,CVC,CVC,CVC,2,0,1,2,2,2,N,AN,T,2,Kommunalverwaltung,undef
mer,ø,r,er,mer,hmer,ehmer,C,KC,CKC,LCKC,CLCKC,ø,Kon,ø,K,Ko,Kon,Konf,Konfe,C,CK,CKC,CKCC,CKCCL,ø,10,7,14,15,9,13,3,3,3,5,4,4,0,light,light,heavy,light,light,schwa,c,o,c,c,o,c,CKC,CL,CKCA,CDC,CL,CKC,C,C,C,C,C,C,C,,CA,C,,C,K,L,K,D,L,K,3,2,4,4,3,3,1,0,2,1,0,1,1,1,1,1,1,1,1,2,1,2,2,1,CVC,CVV,CVCC,CVVC,CVV,CVC,2,0,3,1,0,2,N,NV,T,2,Konferenzteilnehmer,undef
te,ø,e,te,mte,amte,eamte,K,CK,CCK,KCCK,KKCCK,ø,Kri,ø,K,Kr,Kri,Krim,Krimi,C,CC,CCL,CCLC,CCLCL,ø,13,11,17,7,9,7,4,5,5,3,4,3,-2,light,light,light,schwa,light,schwa,o,o,c,o,c,o,CCL,CL,CLC,CK,KC,CK,CC,C,C,C,,C,,,C,,C,,L,L,L,K,K,K,3,2,3,2,2,2,0,0,1,0,1,0,2,1,1,1,0,1,2,2,2,1,1,1,CCVV,CVV,CVVC,CV,VC,CV,1,0,1,1,1,1,N,AN,T,2,Kriminalbeamte,undef
zei,ø,i,ei,zei,izei,lizei,D,AD,LAD,CLAD,LCLAD,ø,Kri,ø,K,Kr,Kri,Krim,Krimi,C,CC,CCL,CCLC,CCLCL,ø,13,11,17,7,12,11,4,5,5,3,6,5,-1,light,light,light,light,light,light,o,o,c,o,o,o,CCL,CL,CLC,CL,CL,AD,CC,C,C,C,C,A,,,C,,,,L,L,L,L,L,D,3,2,3,2,2,3,0,0,1,0,0,0,2,1,1,1,1,1,2,2,2,2,2,2,CCVV,CVV,CVVC,CVV,CVV,CVV,1,0,1,0,0,0,N,AN,T,2,Kriminalpolizei,undef
risch,ø,h,ch,sch,isch,risch,C,KC,CKC,LCKC,CLCKC,ø,li,ø,l,li,lit,lite,liter,C,CK,CKC,CKCK,CKCKC,ø,12,7,18,10,7,13,6,3,6,3,3,4,-1,light,schwa,light,light,light,light,c,o,c,c,o,c,CK,CK,CLC,CKC,CL,CKC,C,C,C,C,C,C,,,C,C,,C,K,K,L,K,L,K,2,2,3,2,3,5,1,0,1,1,0,1,1,1,1,1,1,1,1,1,2,1,2,1,CVC,CV,CVVC,CVC,CVV,CVC,2,1,1,2,0,2,A,ø,F,2,literarhistorisch,undef
fel,ø,l,el,fel,afel,tafel,C,KC,CKC,LCKC,CLCKC,ø,Lo,ø,L,Lo,Log,Loga,Logar,C,CL,CLC,CLCK,CLCKC,ø,10,7,13,12,11,11,5,3,4,4,5,3,0,light,light,light,schwa,light,schwa,o,c,c,c,o,c,CL,CK,CKC,CKC,CL,CKC,C,C,C,C,C,C,,,C,C,,C,L,K,K,K,L,K,2,2,4,3,2,3,0,1,1,1,0,1,1,1,1,1,1,1,2,1,1,1,2,1,CVV,CVC,CVC,CVC,CVV,CVC,0,2,2,2,0,2,N,ø,T,2,Logarithmentafel,undef
mer,ø,r,er,mer,hmer,ehmer,C,KC,CKC,LCKC,CLCKC,ø,Lot,ø,L,Lo,Lot,Lott,Lotte,C,CK,CKC,CKCK,CKCKC,ø,10,7,12,13,9,13,5,3,6,6,4,4,0,light,schwa,light,light,light,schwa,c,o,o,c,o,c,CK,CK,CL,DC,CL,CKC,C,C,C,,C,C,,,,C,,C,K,K,L,D,L,K,3,2,3,3,3,3,1,0,0,1,0,1,1,1,1,0,1,1,1,1,2,2,2,1,CVC,CV,CVV,VVC,CVV,CVC,2,1,0,0,0,2,N,NV,T,2,Lotterieeinnehmer,undef
den,ø,n,en,den,rden,orden,C,KC,CKC,CCKC,KCCKC,ø,Men,ø,M,Me,Men,Mend,Mendi,C,CK,CKC,CKCC,CKCCL,ø,12,9,10,10,10,10,4,4,3,3,5,3,-1,light,light,light,schwa,light,schwa,c,o,c,c,c,c,CKC,CL,CKC,CKC,KC,CKC,C,C,C,C,,C,C,,C,C,C,C,K,L,K,K,K,K,3,2,3,3,2,3,1,0,1,1,1,1,1,1,1,1,0,1,1,2,1,1,1,1,CVC,CVV,CVC,CVC,VC,CVC,2,0,2,2,1,2,N,NN,T,2,Mendikantenorden,undef
che,ø,e,he,che,ache,tache,K,CK,KCK,CKCK,KCKCK,ø,Mi,ø,M,Mi,Mil,Mili,Milit,C,CL,CLC,CLCL,CLCLC,ø,11,12,11,6,7,7,5,6,3,6,3,3,-2,light,light,light,light,light,schwa,o,o,c,c,c,o,CL,CL,CLC,K,CK,CK,C,C,C,,C,C,,,C,,,,L,L,L,K,K,K,2,2,3,2,2,3,0,0,1,1,1,0,1,1,1,0,1,1,2,2,2,1,1,1,CVV,CVV,CVVC,VC,CVC,CV,0,0,1,1,2,1,N,NN,T,2,Militaerattache,undef
tur,ø,r,ur,tur,atur,tatur,C,LC,CLC,KCLC,CKCLC,ø,Mi,ø,M,Mi,Mil,Mili,Milit,C,CL,CLC,CLCL,CLCLC,ø,11,12,11,10,7,13,5,6,3,3,3,4,-1,light,light,light,light,light,light,o,o,c,c,c,c,CL,CL,CLC,CKC,CK,CLC,C,C,C,C,C,C,,,C,C,,C,L,L,L,K,K,L,2,2,3,3,2,3,0,0,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,CVV,CVV,CVVC,CVC,CVC,CVVC,0,0,1,2,2,1,N,NN,T,2,Militaerdiktatur,undef
zei,ø,i,ei,zei,izei,lizei,D,AD,LAD,CLAD,LCLAD,ø,Mi,ø,M,Mi,Mil,Mili,Milit,C,CL,CLC,CLCL,CLCLC,ø,11,12,11,7,12,11,5,6,3,3,6,5,-1,light,light,light,light,light,light,o,o,c,o,o,o,CL,CL,CLC,CL,CL,AD,C,C,C,C,C,A,,,C,,,,L,L,L,L,L,D,2,2,3,2,2,3,0,0,1,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,CVV,CVV,CVVC,CVV,CVV,CVV,0,0,1,0,0,0,N,NN,T,2,Militaerpolizei,undef
rung,ø,g,ng,ung,rung,erung,C,KC,CKC,LCKC,CLCKC,ø,Mi,ø,M,Mi,Mil,Mili,Milit,C,CL,CLC,CLCL,CLCLC,ø,11,12,11,10,9,15,5,6,3,5,4,5,0,light,light,light,light,light,light,o,o,c,o,o,c,CL,CL,CLC,CL,CL,CKC,C,C,C,C,C,C,,,C,,,C,L,L,L,L,L,K,2,2,3,2,3,4,0,0,1,0,0,1,1,1,1,1,1,1,2,2,2,2,2,1,CVV,CVV,CVVC,CVV,CVV,CVC,0,0,1,0,0,2,N,NN,T,2,Militaerregierung,undef
nau,ø,u,au,nau,enau,genau,D,CD,KCD,CKCD,CCKCD,ø,mil,ø,m,mi,mil,mill,milli,C,CK,CKC,CKCL,CKCLC,ø,11,12,9,11,7,13,5,6,4,3,3,6,-1,light,light,light,schwa,schwa,light,c,o,o,c,o,o,CK,CL,CL,CKC,CK,CD,C,C,C,C,C,C,,,,C,,,K,L,L,K,K,D,3,2,2,3,2,3,1,0,0,1,0,0,1,1,1,1,1,1,1,2,2,1,1,2,CVC,CVV,CVV,CVC,CV,CVV,2,0,0,2,1,0,A,NA,F,2,millimetergenau,undef
sch1ft,ø,t,ft,eft,aeft,haeft,C,CC,KCC,CKCC,KCKCC,ø,Mil,ø,M,Mi,Mil,Mill,Milli,C,CK,CKC,CKCL,CKCLL,ø,11,12,6,12,7,9,5,6,6,4,3,2,-1,light,light,light,schwa,schwa,heavy,c,o,o,c,o,c,CK,CL,L,CKC,CK,CKCC,C,C,,C,C,C,,,,C,,CC,K,L,L,K,K,K,3,2,1,3,2,6,1,0,0,1,0,2,1,1,0,1,1,1,1,2,2,1,1,1,CVC,CVV,VV,CVC,CV,CVCC,2,0,0,2,1,3,N,NN,T,2,Millionengeschaeft,undef
schaft,schaft,t,ft,aft,haft,chaft,C,CC,KCC,CKCC,CCKCC,ø,Mis,ø,M,Mi,Mis,Miss,Missi,C,CK,CKC,CKCL,CKCLL,ø,11,9,10,7,11,9,5,4,3,3,3,2,-1,light,light,heavy,schwa,light,heavy,c,o,c,o,c,c,CK,CL,LCC,CK,CKC,CKCC,C,C,,C,C,C,,,CC,,C,CC,K,L,L,K,K,K,3,2,3,2,4,6,1,0,2,0,1,2,1,1,0,1,1,1,1,2,2,1,1,1,CVC,CVV,VVCC,CV,CVC,CVCC,2,0,1,1,2,3,N,NN,T,2,Missionsgesellschaft,undef
tal,ø,l,al,tal,ital,pital,C,LC,CLC,LCLC,CLCLC,ø,Mo,ø,M,Mo,Mon,Mono,Monop,C,CL,CLC,CLCL,CLCLC,ø,9,9,11,7,9,15,4,4,3,3,4,5,0,light,light,light,light,light,light,o,o,c,c,o,c,CL,CL,CLC,CK,CL,CLC,C,C,C,C,C,C,,,C,,,C,L,L,L,K,L,L,2,2,3,2,2,3,0,0,1,1,0,1,1,1,1,1,1,1,2,2,2,1,2,2,CVV,CVV,CVVC,CVC,CVV,CVVC,0,0,1,2,0,1,N,NN,T,2,Monopolkapital,undef
lein,lein,n,in,ein,lein,llein,C,DC,CDC,KCDC,CKCDC,ø,mut,ø,m,mu,mut,mutt,mutte,C,CK,CKC,CKCK,CKCKC,ø,11,11,7,13,6,17,5,3,3,4,6,5,0,light,schwa,light,light,light,light,c,c,o,c,c,c,CK,CKC,CL,CLC,K,CDC,C,C,C,C,,C,,C,,C,,C,K,K,L,L,K,D,3,3,3,3,2,4,1,1,0,1,1,1,1,1,1,1,0,1,1,1,2,2,1,2,CVC,CVC,CVV,CVVC,VC,CVVC,2,2,0,1,1,1,A,NA,F,2,mutterseelenallein,multa
men,ø,n,en,men,mmen,ommen,C,KC,CKC,KCKC,CKCKC,ø,Na,ø,N,Na,Nat,Natu,Natur,C,CK,CKC,CKCL,CKCLC,ø,9,9,18,13,7,12,4,4,6,6,3,4,0,light,light,light,light,light,schwa,c,o,c,c,c,c,CK,CL,CLC,DC,CK,CKC,C,C,C,,C,C,,,C,C,,C,K,L,L,D,K,K,2,2,3,3,3,3,1,0,1,1,1,1,1,1,1,0,1,1,1,2,2,2,1,1,CVC,CVV,CVVC,VVC,CVC,CVC,2,0,1,0,2,2,N,ø,T,2,Naturaleinkommen,undef
tung,ø,g,ng,ung,tung,ftung,C,KC,CKC,CCKC,KCCKC,ø,Ni,ø,N,Ni,Nik,Niko,Nikot,C,CL,CLC,CLCL,CLCLC,ø,11,7,12,11,10,12,5,3,4,3,3,4,0,light,light,light,light,light,light,o,o,c,c,c,c,CL,CL,CLC,CKC,CKC,CKC,C,C,C,C,C,C,,,C,C,C,C,L,L,L,K,K,K,2,2,3,3,3,4,0,0,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,CVV,CVV,CVVC,CVC,CVC,CVC,0,0,1,2,2,2,N,ø,T,0,Nikotinvergiftung,undef
hen,ø,n,en,hen,ehen,sehen,C,KC,LKC,CLKC,CCLKC,ø,Nim,ø,N,Ni,Nim,Nimm,Nimme,C,CK,CKC,CKCK,CKCKC,ø,11,13,9,11,7,9,5,4,4,3,3,4,-1,light,schwa,light,schwa,light,schwa,c,c,o,c,o,c,CK,CKC,CL,CKC,CL,KC,C,C,C,C,C,,,C,,C,,C,K,K,L,K,L,K,3,3,3,3,2,3,1,1,0,1,0,1,1,1,1,1,1,0,1,1,2,1,2,1,CVC,CVC,CVV,CVC,CVV,VC,2,2,0,2,0,1,N,ø,T,2,Nimmerwiedersehen,undef
