syl_suffix,signi_suffix,suffix1,suffix2,suffix3,suffix4,suffix5,suffix_phoncat1,suffix_phoncat2,suffix_phoncat3,suffix_phoncat4,suffix_phoncat5,suff_class,syl_praefix,signi_praefix,praefix1,praefix2,praefix3,praefix4,praefix5,praefix_phoncat1,praefix_phoncat2,praefix_phoncat3,praefix_phoncat4,praefix_phoncat5,prae_class,sonority0,sonority1,sonority2,sonority3,sonority4,sonority5,sonority_ratio0,sonority_ratio1,sonority_ratio2,sonority_ratio3,sonority_ratio4,sonority_ratio5,sonority_dir,syl_weight0,syl_weight1,syl_weight2,syl_weight3,syl_weight4,syl_weight5,syl_open0,syl_open1,syl_open2,syl_open3,syl_open4,syl_open5,syl_phoncat0,syl_phoncat1,syl_phoncat2,syl_phoncat3,syl_phoncat4,syl_phoncat5,onset_phoncat0,onset_phoncat1,onset_phoncat2,onset_phoncat3,onset_phoncat4,onset_phoncat5,koda_phoncat0,koda_phoncat1,koda_phoncat2,koda_phoncat3,koda_phoncat4,koda_phoncat5,nucleus_phoncat0,nucleus_phoncat1,nucleus_phoncat2,nucleus_phoncat3,nucleus_phoncat4,nucleus_phoncat5,syl_len0,syl_len1,syl_len2,syl_len3,syl_len4,syl_len5,koda_len0,koda_len1,koda_len2,koda_len3,koda_len4,koda_len5,onset_len0,onset_len1,onset_len2,onset_len3,onset_len4,onset_len5,nucleus_len0,nucleus_len1,nucleus_len2,nucleus_len3,nucleus_len4,nucleus_len5,syl_cv0,syl_cv1,syl_cv2,syl_cv3,syl_cv4,syl_cv5,cv_ratio0,cv_ratio1,cv_ratio2,cv_ratio3,cv_ratio4,cv_ratio5,pos,comp_struct,nomen,comp_len,Word,stress_class
$en,ø,n,en,sen,ssen,ossen,C,KC,CKC,LCKC,CLCKC,ø,auf,auf,a,au,auf,aufe,aufei,D,DC,DCD,DCDC,DCDCK,acc,11,13,9,11,8,10,5,6,4,3,2,3,-1,light,light,light,schwa,light,schwa,c,c,c,c,o,c,DC,DC,KC,CKC,CCL,CKC,,,,C,CC,C,C,C,C,C,,C,D,D,K,K,L,K,3,3,2,3,3,3,1,1,1,1,0,1,0,0,0,1,2,1,2,2,1,1,2,1,VVC,VVC,VC,CVC,CCVV,CVC,0,0,1,2,1,2,V,BV,F,2,aufeinanderstossen,undef
fen,ø,n,en,fen,ffen,effen,C,KC,CKC,KCKC,CKCKC,ø,auf,auf,a,au,auf,aufe,aufei,D,DC,DCD,DCDC,DCDCK,acc,11,13,9,11,11,10,5,6,4,3,3,3,-1,light,light,light,schwa,light,schwa,c,c,c,c,c,c,DC,DC,KC,CKC,CCK,CKC,,,,C,CC,C,C,C,C,C,,C,D,D,K,K,K,K,3,3,2,3,4,3,1,1,1,1,1,1,0,0,0,1,2,1,2,2,1,1,1,1,VVC,VVC,VC,CVC,CCVC,CVC,0,0,1,2,3,2,V,BV,F,2,aufeinandertreffen,undef
men,ø,n,en,men,rmen,ermen,C,KC,CKC,CCKC,KCCKC,ø,auf,auf,a,au,auf,aufe,aufei,D,DC,DCD,DCDC,DCDCK,acc,11,13,9,11,13,12,5,6,4,3,4,4,0,light,light,light,schwa,light,schwa,c,c,c,c,c,c,DC,DC,KC,CKC,CKC,CKC,,,,C,C,C,C,C,C,C,C,C,D,D,K,K,K,K,3,3,2,3,3,3,1,1,1,1,1,1,0,0,0,1,1,1,2,2,1,1,1,1,VVC,VVC,VC,CVC,CVC,CVC,0,0,1,2,2,2,V,BV,F,2,aufeinandertuermen,undef
chen,chen,n,en,hen,chen,echen,C,KC,CKC,KCKC,CKCKC,ø,aus,aus,a,au,aus,ause,ausei,D,DC,DCD,DCDC,DCDCK,acc,11,13,9,11,11,10,5,6,4,3,3,3,-1,light,light,light,schwa,light,schwa,c,c,c,c,c,c,DC,DC,KC,CKC,CCK,CKC,,,,C,CC,C,C,C,C,C,,C,D,D,K,K,K,K,3,3,2,3,3,4,1,1,1,1,1,1,0,0,0,1,2,1,2,2,1,1,1,1,VVC,VVC,VC,CVC,CCVC,CVC,0,0,1,2,3,2,V,BV,F,2,auseinanderbrechen,undef
len,ø,n,en,len,llen,allen,C,KC,CKC,KCKC,CKCKC,ø,aus,aus,a,au,aus,ause,ausei,D,DC,DCD,DCDC,DCDCK,acc,11,13,9,11,7,13,5,6,4,3,3,4,-1,light,light,light,schwa,light,schwa,c,c,c,c,c,c,DC,DC,KC,CKC,CK,CKC,,,,C,C,C,C,C,C,C,,C,D,D,K,K,K,K,3,3,2,3,3,3,1,1,1,1,1,1,0,0,0,1,1,1,2,2,1,1,1,1,VVC,VVC,VC,CVC,CVC,CVC,0,0,1,2,2,2,V,BV,F,2,auseinanderfallen,undef
hen,ø,n,en,hen,ehen,gehen,C,KC,LKC,CLKC,CCLKC,ø,aus,aus,a,au,aus,ause,ausei,D,DC,DCD,DCDC,DCDCK,acc,11,13,9,11,7,9,5,6,4,3,3,4,-1,light,light,light,schwa,light,schwa,c,c,c,c,o,c,DC,DC,KC,CKC,CL,KC,,,,C,C,,C,C,C,C,,C,D,D,K,K,L,K,3,3,2,3,2,3,1,1,1,1,0,1,0,0,0,1,1,0,2,2,1,1,2,1,VVC,VVC,VC,CVC,CVV,VC,0,0,1,2,0,1,V,BV,F,2,auseinandergehen,undef
ten,ø,n,en,ten,lten,alten,C,KC,CKC,CCKC,KCCKC,ø,aus,aus,a,au,aus,ause,ausei,D,DC,DCD,DCDC,DCDCK,acc,11,13,9,11,11,10,5,6,4,3,3,3,-1,light,light,light,schwa,light,schwa,c,c,c,c,c,c,DC,DC,KC,CKC,CKC,CKC,,,,C,C,C,C,C,C,C,C,C,D,D,K,K,K,K,3,3,2,3,3,3,1,1,1,1,1,1,0,0,0,1,1,1,2,2,1,1,1,1,VVC,VVC,VC,CVC,CVC,CVC,0,0,1,2,2,2,V,BV,F,2,auseinanderhalten,undef
fen,ø,n,en,fen,ufen,aufen,C,KC,CKC,DCKC,CDCKC,ø,aus,aus,a,au,aus,ause,ausei,D,DC,DCD,DCDC,DCDCK,acc,11,13,9,11,14,10,5,6,4,3,7,3,0,light,light,light,schwa,light,schwa,c,c,c,c,o,c,DC,DC,KC,CKC,CD,CKC,,,,C,C,C,C,C,C,C,,C,D,D,K,K,D,K,3,3,2,3,3,3,1,1,1,1,0,1,0,0,0,1,1,1,2,2,1,1,2,1,VVC,VVC,VC,CVC,CVV,CVC,0,0,1,2,0,2,V,BV,F,2,auseinanderlaufen,undef
ben,ø,n,en,ben,eben,leben,C,KC,CKC,LCKC,CLCKC,ø,aus,aus,a,au,aus,ause,ausei,D,DC,DCD,DCDC,DCDCK,acc,11,13,9,11,10,10,5,6,4,3,5,3,-1,light,light,light,schwa,light,schwa,c,c,c,c,o,c,DC,DC,KC,CKC,CL,CKC,,,,C,C,C,C,C,C,C,,C,D,D,K,K,L,K,3,3,2,3,2,3,1,1,1,1,0,1,0,0,0,1,1,1,2,2,1,1,2,1,VVC,VVC,VC,CVC,CVV,CVC,0,0,1,2,0,2,V,BV,F,2,auseinanderleben,undef
men,ø,n,en,men,hmen,ehmen,C,KC,CKC,LCKC,CLCKC,ø,aus,aus,a,au,aus,ause,ausei,D,DC,DCD,DCDC,DCDCK,acc,11,13,9,11,9,12,5,6,4,3,4,4,-1,light,light,light,schwa,light,schwa,c,c,c,c,o,c,DC,DC,KC,CKC,CL,CKC,,,,C,C,C,C,C,C,C,,C,D,D,K,K,L,K,3,3,2,3,3,3,1,1,1,1,0,1,0,0,0,1,1,1,2,2,1,1,2,1,VVC,VVC,VC,CVC,CVV,CVC,0,0,1,2,0,2,V,BV,F,2,auseinandernehmen,undef
$en,ø,n,en,sen,ssen,issen,C,KC,CKC,DCKC,CDCKC,ø,aus,aus,a,au,aus,ause,ausei,D,DC,DCD,DCDC,DCDCK,acc,11,13,9,11,14,10,5,6,4,3,7,3,0,light,light,light,schwa,light,schwa,c,c,c,c,o,c,DC,DC,KC,CKC,CD,CKC,,,,C,C,C,C,C,C,C,,C,D,D,K,K,D,K,3,3,2,3,3,3,1,1,1,1,0,1,0,0,0,1,1,1,2,2,1,1,2,1,VVC,VVC,VC,CVC,CVV,CVC,0,0,1,2,0,2,V,BV,F,2,auseinanderreissen,undef
zen,ø,n,en,zen,tzen,etzen,C,KC,AKC,KAKC,CKAKC,ø,aus,aus,a,au,aus,ause,ausei,D,DC,DCD,DCDC,DCDCK,acc,11,13,9,11,7,10,5,6,4,3,3,3,-1,light,light,light,schwa,light,schwa,c,c,c,c,c,c,DC,DC,KC,CKC,CK,AKC,,,,C,C,A,C,C,C,C,,C,D,D,K,K,K,K,3,3,2,3,3,3,1,1,1,1,1,1,0,0,0,1,1,1,2,2,1,1,1,1,VVC,VVC,VC,CVC,CVC,CVC,0,0,1,2,2,2,V,BV,F,2,auseinandersetzen,undef
zung,ø,g,ng,ung,zung,tzung,C,KC,AKC,KAKC,CKAKC,ø,Aus,ø,A,Au,Aus,Ause,Ausei,D,DC,DCD,DCDC,DCDCK,acc,11,13,9,11,7,12,5,6,4,3,3,4,-1,light,light,light,schwa,light,light,c,c,c,c,c,c,DC,DC,KC,CKC,CK,AKC,,,,C,C,A,C,C,C,C,,C,D,D,K,K,K,K,3,3,2,3,3,4,1,1,1,1,1,1,0,0,0,1,1,1,2,2,1,1,1,1,VVC,VVC,VC,CVC,CVC,CVC,0,0,1,2,2,2,N,V,T,1,Auseinandersetzung,undef
tisch,ø,h,ch,sch,isch,tisch,C,KC,CKC,LCKC,LLCKC,ø,aus,aus,a,au,aus,aust,austr,D,DC,DCC,DCCC,DCCCL,ø,11,11,6,9,10,10,5,3,6,4,10,3,-1,light,light,light,light,light,light,c,o,c,o,o,c,DC,CCL,K,CL,L,CKC,,CC,,C,,C,C,,,,,C,D,L,K,L,L,K,3,3,1,2,1,5,1,0,1,0,0,1,0,2,0,1,0,1,2,2,1,2,2,1,VVC,CCVV,VC,CVV,VV,CVC,0,1,1,0,0,2,A,A,F,1,austroasiatisch,multa
bung,ø,g,ng,ung,bung,ebung,C,KC,CKC,LCKC,CLCKC,ø,A,ø,A,Ax,Axi,Axia,Axial,K,KC,KCC,KCCL,KCCLL,ø,6,10,14,11,9,12,6,3,7,3,4,4,0,light,light,light,light,light,light,c,o,c,c,o,c,K,CCL,LC,CKC,CL,CKC,,CC,,C,C,C,,,C,C,,C,K,L,L,K,L,K,1,2,2,3,5,4,1,0,1,1,0,1,0,2,0,1,1,1,1,2,2,1,2,1,VC,CCVV,VVC,CVC,CVV,CVC,1,1,0,2,0,2,N,AN,T,2,Axialverschiebung,undef
ben,ø,n,en,ben,eben,ieben,C,KC,CKC,LCKC,CLCKC,ø,bat,ø,b,ba,bat,batt,batte,C,CK,CKC,CKCK,CKCKC,ø,7,7,12,7,13,10,3,3,6,3,4,3,0,light,schwa,light,schwa,light,schwa,c,o,o,o,o,c,CK,CK,CL,CK,CCL,CKC,C,C,C,C,CC,C,,,,,,C,K,K,L,K,L,K,3,2,3,2,4,3,1,0,0,0,0,1,1,1,1,1,2,1,1,1,2,1,2,1,CVC,CV,CVV,CV,CCVV,CVC,2,1,0,1,1,2,A,NF,F,2,batteriebetrieben,undef
ben,ø,n,en,ben,eben,ieben,C,KC,CKC,LCKC,CLCKC,ø,bat,ø,b,ba,bat,batt,batte,C,CK,CKC,CKCK,CKCKC,ø,7,7,12,7,13,10,3,3,6,3,4,3,0,light,schwa,light,schwa,light,schwa,c,o,o,o,o,c,CK,CK,CL,CK,CCL,CKC,C,C,C,C,CC,C,,,,,,C,K,K,L,K,L,K,3,2,3,2,4,3,1,0,0,0,0,1,1,1,1,1,2,1,1,1,2,1,2,1,CVC,CV,CVV,CV,CCVV,CVC,2,1,0,1,1,2,A,NA,F,2,batteriegetrieben,undef
cken,ø,n,en,ken,cken,ocken,C,KC,CKC,KCKC,CKCKC,ø,bei,bei,b,be,bei,beie,beiei,C,CD,CDD,CDDC,CDDCK,acc,11,13,9,11,7,10,5,6,4,3,3,3,-1,light,light,light,schwa,light,schwa,o,c,c,c,c,c,CD,DC,KC,CKC,CK,CKC,C,,,C,C,C,,C,C,C,,C,D,D,K,K,K,K,3,3,2,3,2,4,0,1,1,1,1,1,1,0,0,1,1,1,2,2,1,1,1,1,CVV,VVC,VC,CVC,CVC,CVC,0,0,1,2,2,2,V,BV,F,2,beieinanderhocken,undef
se,ø,e,se,ise,eise,weise,K,CK,DCK,CDCK,CCDCK,ø,be,be,b,be,ber,bere,berec,C,CK,CKC,CKCK,CKCKC,ø,7,11,10,11,11,7,3,3,3,3,5,3,0,schwa,light,light,schwa,light,schwa,o,c,c,c,o,o,CK,CKC,CKC,CKC,CD,CK,C,C,C,C,C,C,,C,C,C,,,K,K,K,K,D,K,2,4,3,3,3,2,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,2,1,CV,CVC,CVC,CVC,CVV,CV,1,2,2,2,0,1,ADV,ø,F,2,berechtigterweise,multa
se,ø,e,se,ise,eise,weise,K,CK,DCK,CDCK,CCDCK,ø,be,be,b,be,bez,beze,bezei,C,CK,CKA,CKAD,CKADC,ø,7,12,12,11,11,7,3,4,4,3,5,3,-1,schwa,light,schwa,schwa,light,schwa,o,c,c,c,o,o,CK,ADC,CKC,CKC,CD,CK,C,A,C,C,C,C,,C,C,C,,,K,D,K,K,D,K,2,5,3,3,3,2,0,1,1,1,0,0,1,1,1,1,1,1,1,2,1,1,2,1,CV,CVVC,CVC,CVC,CVV,CV,1,1,2,2,0,1,ADV,ø,F,2,bezeichnenderweise,multa
tet,ø,t,et,tet,htet,chtet,C,KC,CKC,CCKC,KCCKC,ø,des,ø,d,de,des,dess,desse,C,CK,CKC,CKCK,CKCKC,ø,7,10,11,7,7,8,3,3,5,3,3,2,-1,light,schwa,light,schwa,light,schwa,c,c,c,o,c,c,CK,CKC,KC,CK,KC,CKC,C,C,,C,,C,,C,C,,C,C,K,K,K,K,K,K,3,3,2,2,3,3,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,CVC,CVC,VC,CV,VC,CVC,2,2,1,1,1,2,ADV,ø,F,2,dessenungeachtet,multa
buch,ø,h,ch,uch,buch,nbuch,C,LC,CLC,CCLC,KCCLC,ø,E,ø,E,Ev,Eva,Evan,Evang,L,LC,LCK,LCKC,LCKCC,ø,6,10,7,12,9,10,6,3,3,6,4,3,0,light,light,light,light,schwa,light,o,c,o,o,c,c,L,CKC,CL,CL,KC,CLC,,C,C,C,,C,,C,,,C,C,L,K,L,L,K,L,1,3,2,2,2,4,0,1,0,0,1,1,0,1,1,1,0,1,2,1,2,2,1,2,VV,CVC,CVV,CVV,VC,CVVC,0,2,0,0,1,1,N,ø,T,2,Evangelienbuch,undef
ge,ø,e,ge,age,lage,dlage,K,CK,LCK,CLCK,CCLCK,ø,E,ø,E,Ex,Exi,Exis,Exist,K,KC,KCC,KCCK,KCCKC,ø,6,11,11,17,14,7,6,2,2,3,7,3,0,light,light,heavy,heavy,light,schwa,c,c,c,c,o,o,K,CCKC,CKCA,CCKCC,CL,CK,,CC,C,CC,C,C,,C,CA,CC,,,K,K,K,K,L,K,1,2,5,5,2,2,1,1,2,2,0,0,0,2,1,2,1,1,1,1,1,1,2,1,VC,CCVC,CVCC,CCVCC,CVV,CV,1,3,3,4,0,1,N,NN,T,2,Existenzgrundlage,undef
mum,ø,m,um,mum,imum,nimum,C,KC,CKC,LCKC,CLCKC,ø,E,ø,E,Ex,Exi,Exis,Exist,K,KC,KCC,KCCK,KCCKC,ø,6,11,11,11,11,14,6,2,2,5,5,4,1,light,light,heavy,light,light,light,c,c,c,o,o,c,K,CCKC,CKCA,CL,CL,CKC,,CC,C,C,C,C,,C,CA,,,C,K,K,K,L,L,K,1,2,5,2,2,3,1,1,2,0,0,1,0,2,1,1,1,1,1,1,1,2,2,1,VC,CCVC,CVCC,CVV,CVV,CVC,1,3,3,0,0,2,N,NN,T,2,Existenzminimum,undef
fend,ø,d,nd,end,fend,ifend,C,CC,KCC,CKCC,DCKCC,ø,f1,ø,f,fa,fae,faec,faech,C,CL,CLC,CLCK,CLCKC,ø,7,11,8,11,15,11,3,3,8,3,5,2,1,light,schwa,light,schwa,light,schwa,o,c,o,c,o,c,CL,CKC,L,CKC,CCD,CKCC,C,C,,C,CC,C,,C,,C,,CC,L,K,L,K,D,K,2,4,1,3,4,4,0,1,0,1,0,2,1,1,0,1,2,1,2,1,2,1,2,1,CVV,CVC,VV,CVC,CCVV,CVCC,0,2,0,2,1,3,A,NF,F,2,faecheruebergreifend,multa
der,ø,r,er,der,nder,ender,C,KC,CKC,CCKC,KCCKC,ø,Gar,ø,G,Ga,Gar,Gard,Garde,C,CK,CKC,CKCC,CKCCK,ø,11,7,10,10,11,11,3,3,5,3,2,3,0,light,schwa,light,schwa,light,schwa,c,o,o,c,c,c,CKC,CK,CL,CKC,CCKC,CKC,C,C,C,C,CC,C,C,,,C,C,C,K,K,L,K,K,K,3,2,2,3,4,3,1,0,0,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,CVC,CV,CVV,CVC,CCVC,CVC,2,1,0,2,3,2,N,NN,T,2,Garderobenstaender,undef
gen,ø,n,en,gen,egen,iegen,C,KC,CKC,LCKC,CLCKC,ø,ge,ø,g,ge,geg,gege,gegen,C,CL,CLC,CLCK,CLCKC,acc,7,10,8,11,12,10,3,3,8,3,6,3,0,light,schwa,light,schwa,light,schwa,o,c,o,c,o,c,CL,CKC,L,CKC,CL,CKC,C,C,,C,C,C,,C,,C,,C,L,K,L,K,L,K,2,3,1,3,3,3,0,1,0,1,0,1,1,1,0,1,1,1,2,1,2,1,2,1,CVV,CVC,VV,CVC,CVV,CVC,0,2,0,2,0,2,V,PV,F,2,gegenueberliegen,undef
hen,ø,n,en,hen,ehen,tehen,C,KC,LKC,CLKC,CCLKC,ø,ge,ø,g,ge,geg,gege,gegen,C,CL,CLC,CLCK,CLCKC,acc,7,10,8,11,8,9,3,3,8,3,2,4,0,light,schwa,light,schwa,light,schwa,o,c,o,c,o,c,CL,CKC,L,CKC,CCL,KC,C,C,,C,CC,,,C,,C,,C,L,K,L,K,L,K,2,3,1,3,3,3,0,1,0,1,0,1,1,1,0,1,2,0,2,1,2,1,2,1,CVV,CVC,VV,CVC,CCVV,VC,0,2,0,2,1,1,V,PV,F,2,gegenueberstehen,undef
len,ø,n,en,len,llen,ellen,C,KC,CKC,KCKC,CKCKC,ø,ge,ø,g,ge,geg,gege,gegen,C,CL,CLC,CLCK,CLCKC,acc,7,10,8,11,8,13,3,3,8,3,2,4,0,light,schwa,light,schwa,light,schwa,o,c,o,c,c,c,CL,CKC,L,CKC,CCK,CKC,C,C,,C,CC,C,,C,,C,,C,L,K,L,K,K,K,2,3,1,3,4,3,0,1,0,1,1,1,1,1,0,1,2,1,2,1,2,1,1,1,CVV,CVC,VV,CVC,CCVC,CVC,0,2,0,2,3,2,V,PV,F,2,gegenueberstellen,undef
ten,ø,n,en,ten,eten,reten,C,KC,CKC,LCKC,CLCKC,ø,ge,ø,g,ge,geg,gege,gegen,C,CL,CLC,CLCK,CLCKC,acc,7,10,8,11,11,10,3,3,8,3,3,3,0,light,schwa,light,schwa,light,schwa,o,c,o,c,o,c,CL,CKC,L,CKC,CCL,CKC,C,C,,C,CC,C,,C,,C,,C,L,K,L,K,L,K,2,3,1,3,3,3,0,1,0,1,0,1,1,1,0,1,2,1,2,1,2,1,2,1,CVV,CVC,VV,CVC,CCVV,CVC,0,2,0,2,1,2,V,PV,F,2,gegenuebertreten,undef
tor,ø,r,or,tor,ktor,ektor,C,KC,CKC,CCKC,KCCKC,ø,Ge,ø,G,Ge,Gen,Gene,Gener,C,CL,CLC,CLCK,CLCKC,ø,7,9,18,9,11,11,3,4,6,4,3,3,0,light,schwa,light,light,light,light,o,o,c,o,c,c,CL,CK,CLC,CL,CKC,CKC,C,C,C,C,C,C,,,C,,C,C,L,K,L,L,K,K,2,2,3,2,3,3,0,0,1,0,1,1,1,1,1,1,1,1,2,1,2,2,1,1,CVV,CV,CVVC,CVV,CVC,CVC,0,1,1,0,2,2,N,NN,T,2,Generaldirektor,undef
dant,ø,t,nt,ant,dant,ndant,C,CC,KCC,CKCC,CCKCC,ø,Ge,ø,G,Ge,Gen,Gene,Gener,C,CL,CLC,CLCK,CLCKC,ø,7,9,10,15,10,11,3,4,5,5,3,2,0,light,schwa,light,light,light,heavy,o,o,c,c,c,c,CL,CK,CK,CKC,CKC,CKCC,C,C,C,C,C,C,,,,C,C,CC,L,K,K,K,K,K,2,2,3,2,3,4,0,0,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,CVV,CV,CVC,CVC,CVC,CVCC,0,1,2,2,2,3,N,NN,T,2,Generalintendant,undef
do,ø,o,do,ndo,ando,mando,L,CL,CCL,KCCL,CKCCL,ø,Ge,ø,G,Ge,Gen,Gene,Gener,C,CL,CLC,CLCK,CLCKC,ø,7,9,18,7,12,7,3,4,6,3,4,3,-1,light,schwa,light,light,light,light,o,o,c,c,c,o,CL,CK,CLC,CK,CKC,CL,C,C,C,C,C,C,,,C,,C,,L,K,L,K,K,L,2,2,3,3,3,2,0,0,1,1,1,0,1,1,1,1,1,1,2,1,2,1,1,2,CVV,CV,CVVC,CVC,CVC,CVV,0,1,1,2,2,0,N,NN,T,2,Generalkommando,undef
lung,ø,g,ng,ung,lung,mlung,C,KC,CKC,CCKC,KCCKC,ø,Ge,ø,G,Ge,Gen,Gene,Gener,C,CL,CLC,CLCK,CLCKC,ø,7,9,18,11,10,15,3,4,6,3,3,5,1,light,schwa,light,light,light,light,o,o,c,c,c,c,CL,CK,CLC,CKC,CKC,CKC,C,C,C,C,C,C,,,C,C,C,C,L,K,L,K,K,K,2,2,3,3,4,4,0,0,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,CVV,CV,CVVC,CVC,CVC,CVC,0,1,1,2,2,2,N,ø,T,2,Generalversammlung,undef
tiert,ø,t,rt,ert,iert,tiert,C,CC,LCC,CLCC,CCLCC,ø,gra,ø,g,gr,gra,graf,grafi,C,CC,CCL,CCLC,CCLCK,ø,15,10,6,12,9,14,5,3,6,6,4,3,-1,light,light,light,light,light,heavy,o,c,o,o,c,c,CCL,CKC,L,CL,KC,CLCC,CC,C,,C,,C,,C,,,C,CC,L,K,L,L,K,L,3,3,1,2,2,5,0,1,0,0,1,2,2,1,0,1,0,1,2,1,2,2,1,2,CCVV,CVC,VV,CVV,VC,CVVCC,1,2,0,0,1,1,A,NF,F,2,grafikorientiert,undef
pen,ø,n,en,pen,ppen,ippen,C,KC,CKC,KCKC,CKCKC,ø,hin,hin,h,hi,hin,hint,hinte,C,CK,CKC,CKCC,CKCCK,ø,12,10,8,11,9,10,4,3,8,3,4,3,-1,light,schwa,light,schwa,light,schwa,c,c,o,c,c,c,CKC,CKC,L,CKC,CK,CKC,C,C,,C,C,C,C,C,,C,,C,K,K,L,K,K,K,3,3,1,3,3,3,1,1,0,1,1,1,1,1,0,1,1,1,1,1,2,1,1,1,CVC,CVC,VV,CVC,CVC,CVC,2,2,0,2,2,2,V,BV,F,2,hintenueberkippen,undef
zen,ø,n,en,zen,rzen,erzen,C,KC,AKC,CAKC,KCAKC,ø,hin,hin,h,hi,hin,hint,hinte,C,CK,CKC,CKCC,CKCCK,ø,12,10,8,11,14,10,4,3,8,3,3,3,0,light,schwa,light,schwa,light,schwa,c,c,o,c,c,c,CKC,CKC,L,CKC,CCKC,AKC,C,C,,C,CC,A,C,C,,C,C,C,K,K,L,K,K,K,3,3,1,3,4,3,1,1,0,1,1,1,1,1,0,1,2,1,1,1,2,1,1,1,CVC,CVC,VV,CVC,CCVC,CVC,2,2,0,2,3,2,V,BV,F,2,hintenueberstuerzen,undef
de,ø,e,de,ede,rede,erede,K,CK,LCK,CLCK,KCLCK,ø,Hin,ø,H,Hi,Hin,Hinu,Hinun,C,CK,CKC,CKCK,CKCKC,ø,12,12,11,7,10,7,4,4,3,3,5,3,-1,light,heavy,light,schwa,light,schwa,c,c,c,o,o,o,CKC,KCC,CLC,CK,CL,CK,C,,C,C,C,C,C,CC,C,,,,K,K,L,K,L,K,3,3,3,2,2,2,1,2,1,0,0,0,1,0,1,1,1,1,1,1,2,1,2,1,CVC,VCC,CVVC,CV,CVV,CV,2,2,1,1,0,1,N,ø,T,0,Hinundhergerede,multa
sor,ø,r,or,sor,ssor,essor,C,KC,CKC,KCKC,CKCKC,ø,Ho,ø,H,Ho,Hon,Hono,Honor,C,CL,CLC,CLCL,CLCLC,ø,7,9,18,11,7,11,3,4,6,3,3,3,0,light,light,light,light,light,light,o,o,c,o,c,c,CL,CL,CLC,CCL,CK,CKC,C,C,C,CC,C,C,,,C,,,C,L,L,L,L,K,K,2,2,3,3,3,3,0,0,1,0,1,1,1,1,1,2,1,1,2,2,2,2,1,1,CVV,CVV,CVVC,CCVV,CVC,CVC,0,0,1,1,2,2,N,NN,T,2,Honorarprofessor,undef
cher,ø,r,er,her,cher,icher,C,KC,CKC,KCKC,CKCKC,ø,i,ø,i,id,idi,idio,idiot,L,LC,LCL,LCLL,LCLLC,ø,8,9,6,10,9,11,8,4,6,3,4,3,0,light,light,light,schwa,light,schwa,o,o,o,c,c,c,L,CL,L,CKC,CK,CKC,,C,,C,C,C,,,,C,,C,L,L,L,K,K,K,1,2,1,3,2,4,0,0,0,1,1,1,0,1,0,1,1,1,2,2,2,1,1,1,VV,CVV,VV,CVC,CVC,CVC,0,0,0,2,2,2,A,NA,F,2,idiotensicher,undef
er,er,r,er,eer,aeer,paeer,C,KC,LKC,CLKC,LCLKC,ø,In,ø,I,In,Ind,Indo,Indoe,K,KC,KCC,KCCL,KCCLD,ø,11,7,10,10,7,10,5,3,10,5,3,5,-1,light,light,light,light,light,schwa,c,o,o,o,o,c,KC,CL,D,CL,CL,KC,,C,,C,C,,C,,,,,C,K,L,D,L,L,K,2,2,2,2,2,2,1,0,0,0,0,1,0,1,0,1,1,0,1,2,2,2,2,1,VC,CVV,VV,CVV,CVV,VC,1,0,0,0,0,1,N,ø,T,0,Indoeuropaeer,multa
isch,isch,h,ch,sch,isch,eisch,C,KC,LKC,CLKC,LCLKC,ø,in,ø,i,in,ind,indo,indoe,K,KC,KCC,KCCL,KCCLD,ø,11,7,10,10,7,9,5,3,10,5,3,4,-1,light,light,light,light,light,light,c,o,o,o,o,c,KC,CL,D,CL,CL,KC,,C,,C,C,,C,,,,,C,K,L,D,L,L,K,2,2,2,2,2,4,1,0,0,0,0,1,0,1,0,1,1,0,1,2,2,2,2,1,VC,CVV,VV,CVV,CVV,VC,1,0,0,0,0,1,A,ø,F,0,indoeuropaeisch,multa
ge,ø,e,ge,age,lage,nlage,K,CK,LCK,CLCK,CCLCK,ø,In,ø,I,In,Ind,Indu,Indus,K,KC,KCC,KCCK,KCCKC,ø,11,10,13,9,14,7,5,3,4,4,7,3,-1,light,light,light,light,light,schwa,c,c,o,c,o,o,KC,CKC,CCL,KC,CL,CK,,C,CC,,C,C,C,C,,C,,,K,K,L,K,L,K,2,2,5,2,2,2,1,1,0,1,0,0,0,1,2,0,1,1,1,1,2,1,2,1,VC,CVC,CCVV,VC,CVV,CV,1,2,1,1,0,1,N,NN,T,2,Industrieanlage,undef
