syl_suffix,signi_suffix,suffix1,suffix2,suffix3,suffix4,suffix5,suffix_phoncat1,suffix_phoncat2,suffix_phoncat3,suffix_phoncat4,suffix_phoncat5,syl_praefix,signi_praefix,praefix1,praefix2,praefix3,praefix4,praefix5,praefix_phoncat1,praefix_phoncat2,praefix_phoncat3,praefix_phoncat4,praefix_phoncat5,sonority0,sonority1,sonority2,sonority_ratio0,sonority_ratio1,sonority_ratio2,sonority_dir,syl_weight0,syl_weight1,syl_weight2,syl_open0,syl_open1,syl_open2,syl_phoncat0,syl_phoncat1,syl_phoncat2,onset_phoncat0,onset_phoncat1,onset_phoncat2,koda_phoncat0,koda_phoncat1,koda_phoncat2,nucleus_phoncat0,nucleus_phoncat1,nucleus_phoncat2,syl_len0,syl_len1,syl_len2,koda_len0,koda_len1,koda_len2,onset_len0,onset_len1,onset_len2,nucleus_len0,nucleus_len1,nucleus_len2,syl_cv0,syl_cv1,syl_cv2,cv_ratio0,cv_ratio1,cv_ratio2,pos,comp_struct,nomen,comp_len,Word,stress_class
frei,ø,i,ei,rei,frei,efrei,D,CD,CCD,KCCD,CKCCD,s1u,ø,s,sa,sae,saeu,saeur,C,CD,CDC,CDCK,CDCKC,11,10,15,5,5,5,2,light,schwa,light,o,o,o,CD,CK,CCD,C,C,CC,,,,D,K,D,3,2,4,0,0,0,1,1,2,2,1,2,CVV,CV,CCVV,0,1,1,A,N,F,1,saeurefrei,antepaenultima
ne,ø,e,ne,nne,anne,vanne,K,CK,KCK,CKCK,KCKCK,Sa,ø,S,Sa,Sav,Sava,Savan,C,CK,CKC,CKCK,CKCKC,7,7,9,3,3,4,1,light,light,schwa,c,c,o,CK,CK,CK,C,C,C,,,,K,K,K,2,3,2,1,1,0,1,1,1,1,1,1,CVC,CVC,CV,2,2,1,N,ø,T,0,Savanne,paenultima
phon,ø,n,on,hon,phon,ophon,C,LC,CLC,LCLC,CLCLC,Sa,ø,S,Sa,Sax,Saxo,Saxop,C,CK,CKC,CKCC,CKCCL,7,8,10,3,2,3,1,light,light,light,c,o,c,CK,CCL,CLC,C,CC,C,,,C,K,L,L,2,2,4,1,0,1,1,2,1,1,2,2,CVC,CCVV,CVVC,2,1,1,N,ø,T,0,Saxophon,ultima
nack,ø,k,ck,ack,nack,rnack,C,KC,CKC,CCKC,KCCKC,Scha,ø,S,Sc,Sch,Scha,Schab,C,CL,CLC,CLCK,CLCKC,11,11,10,5,3,3,-1,light,schwa,light,o,c,c,CL,CKC,CKC,C,C,C,,C,C,L,K,K,4,3,4,0,1,1,1,1,1,2,1,1,CVV,CVC,CVC,0,2,2,N,N,T,1,Schabernack,antepaenultima
ne,ø,e,ne,one,lone,blone,K,CK,LCK,CLCK,CCLCK,Scha,ø,S,Sc,Sch,Scha,Schab,C,CK,CKC,CKCC,CKCCL,7,11,9,3,3,4,1,light,light,schwa,c,o,o,CK,CCL,CK,C,CC,C,,,,K,L,K,4,3,2,1,0,0,1,2,1,1,2,1,CVC,CCVV,CV,2,1,1,N,N,T,1,Schablone,paenultima
rer,ø,r,er,rer,erer,herer,C,KC,CKC,KCKC,CKCKC,Scha,ø,S,Sc,Sch,Scha,Schac,C,CK,CKC,CKCK,CKCKC,7,7,14,3,3,4,3,light,schwa,schwa,c,o,c,CK,CK,CKC,C,C,C,,,C,K,K,K,4,3,3,1,0,1,1,1,1,1,1,1,CVC,CV,CVC,2,1,2,N,N,T,1,Schacherer,antepaenultima
chen,chen,n,en,hen,chen,lchen,C,KC,CKC,CCKC,KCCKC,Sch1ch,ø,S,Sc,Sch,Scha,Schae,C,CK,CKC,CKCC,CKCCK,8,11,10,2,3,3,1,light,schwa,schwa,c,c,c,CKC,CKC,CKC,C,C,C,C,C,C,K,K,K,6,3,4,1,1,1,1,1,1,1,1,1,CVC,CVC,CVC,2,2,2,N,N,T,1,Schaechtelchen,antepaenultima
gen,ø,n,en,gen,igen,digen,C,KC,CKC,KCKC,CKCKC,sch1,ø,s,sc,sch,scha,schae,C,CL,CLC,CLCK,CLCKC,7,9,10,3,4,3,1,light,light,schwa,o,c,c,CL,CK,CKC,C,C,C,,,C,L,K,K,4,2,3,0,1,1,1,1,1,2,1,1,CVV,CVC,CVC,0,2,2,V,N,F,1,schaedigen,antepaenultima
gung,ø,g,ng,ung,gung,igung,C,KC,CKC,KCKC,CKCKC,Sch1,ø,S,Sc,Sch,Scha,Schae,C,CL,CLC,CLCK,CLCKC,7,9,12,3,4,4,2,light,light,light,o,c,c,CL,CK,CKC,C,C,C,,,C,L,K,K,4,2,4,0,1,1,1,1,1,2,1,1,CVV,CVC,CVC,0,2,2,N,V,T,1,Schaedigung,antepaenultima
keit,keit,t,it,eit,keit,hkeit,C,DC,CDC,CCDC,KCCDC,Sch1d,ø,S,Sc,Sch,Scha,Schae,C,CL,CLC,CLCC,CLCCK,8,13,12,2,4,4,2,light,light,light,c,c,c,CLC,CKC,CDC,C,C,C,C,C,C,L,K,D,5,4,4,1,1,1,1,1,1,2,1,2,CVVC,CVC,CVVC,1,2,1,N,A,T,1,Schaedlichkeit,antepaenultima
rei,ø,i,ei,rei,erei,ferei,D,CD,KCD,CKCD,LCKCD,Sch1,ø,S,Sc,Sch,Scha,Schae,C,CL,CLC,CLCK,CLCKC,7,7,14,3,3,7,3,light,schwa,light,o,o,o,CL,CK,CD,C,C,C,,,,L,K,D,4,2,3,0,0,0,1,1,1,2,1,2,CVV,CV,CVV,0,1,0,N,N,T,1,Schaeferei,ultima
rei,ø,i,ei,rei,erei,ferei,D,CD,KCD,CKCD,KCKCD,Schaf,ø,S,Sc,Sch,Scha,Schaf,C,CK,CKC,CKCK,CKCKC,7,7,14,3,3,7,3,light,schwa,light,c,o,o,CK,CK,CD,C,C,C,,,,K,K,D,5,2,3,1,0,0,1,1,1,1,1,2,CVC,CV,CVV,2,1,0,N,V,T,1,Schafferei,ultima
rin,ø,n,in,rin,erin,nerin,C,KC,CKC,KCKC,CKCKC,Schaff,ø,S,Sc,Sch,Scha,Schaf,C,CK,CKC,CKCC,CKCCK,8,9,15,2,4,5,3,light,schwa,light,c,o,c,CKC,CK,CKC,C,C,C,C,,C,K,K,K,6,2,3,1,0,1,1,1,1,1,1,1,CVC,CV,CVC,2,1,2,N,N,T,1,Schaffnerin,ultima
los,los,s,os,los,rlos,erlos,C,LC,CLC,CCLC,KCCLC,schaff,ø,s,sc,sch,scha,schaf,C,CK,CKC,CKCC,CKCCK,8,13,11,2,4,3,1,light,schwa,light,c,c,c,CKC,CKC,CLC,C,C,C,C,C,C,K,K,L,6,3,3,1,1,1,1,1,1,1,1,2,CVC,CVC,CVVC,2,2,1,A,N,F,1,schaffnerlos,antepaenultima
cher,ø,r,er,her,cher,icher,C,KC,CKC,KCKC,CKCKC,schall,ø,s,sc,sch,scha,schal,C,CK,CKC,CKCC,CKCCK,11,9,11,3,4,3,0,light,light,schwa,c,c,c,CKC,CK,CKC,C,C,C,C,,C,K,K,K,6,2,4,1,1,1,1,1,1,1,1,1,CVC,CVC,CVC,2,2,2,A,N,F,1,schallsicher,antepaenultima
te,ø,e,te,tte,otte,lotte,K,CK,KCK,CKCK,KCKCK,Scha,ø,S,Sc,Sch,Scha,Schal,C,CK,CKC,CKCK,CKCKC,7,10,7,3,5,3,0,light,light,schwa,c,c,o,CK,CK,CK,C,C,C,,,,K,K,K,4,3,2,1,1,0,1,1,1,1,1,1,CVC,CVC,CV,2,2,1,N,N,T,1,Schalotte,paenultima
de,ø,e,de,ade,made,amade,K,CK,LCK,CLCK,KCLCK,Scha,ø,S,Sc,Sch,Scha,Scham,C,CK,CKC,CKCL,CKCLC,7,13,7,3,6,3,0,light,light,schwa,c,o,o,CK,CL,CK,C,C,C,,,,K,L,K,4,2,2,1,0,0,1,1,1,1,2,1,CVC,CVV,CV,2,0,1,N,ø,T,0,Schamade,paenultima
ne,ø,e,ne,ane,mane,amane,K,CK,LCK,CLCK,KCLCK,Scha,ø,S,Sc,Sch,Scha,Scham,C,CK,CKC,CKCL,CKCLC,7,13,9,3,6,4,1,light,light,schwa,c,o,o,CK,CL,CK,C,C,C,,,,K,L,K,4,2,2,1,0,0,1,1,1,1,2,1,CVC,CVV,CV,2,0,1,N,ø,T,0,Schamane,paenultima
te,ø,e,te,tte,otte,motte,K,CK,KCK,CKCK,KCKCK,Scha,ø,S,Sc,Sch,Scha,Scham,C,CK,CKC,CKCK,CKCKC,7,9,7,3,4,3,0,light,light,schwa,c,c,o,CK,CK,CK,C,C,C,,,,K,K,K,4,3,2,1,1,0,1,1,1,1,1,1,CVC,CVC,CV,2,2,1,N,N,T,1,Schamotte,paenultima
keit,keit,t,it,eit,keit,hkeit,C,DC,CDC,CCDC,KCCDC,Sch1nd,ø,S,Sc,Sch,Scha,Schae,C,CK,CKC,CKCC,CKCCC,11,13,12,2,4,4,0,heavy,light,light,c,c,c,CKCC,CKC,CDC,C,C,C,CC,C,C,K,K,D,6,4,4,2,1,1,1,1,1,1,1,2,CVCC,CVC,CVVC,3,2,1,N,A,T,1,Schaendlichkeit,antepaenultima
en,ø,n,en,ien,aien,haien,C,KC,DKC,CDKC,CCDKC,schang,ø,s,sc,sch,scha,schan,C,CK,CKC,CKCC,CKCCD,10,11,9,3,5,4,-1,light,light,schwa,c,o,c,CKC,CD,KC,C,C,,C,,C,K,D,K,6,3,2,1,0,1,1,1,0,1,2,1,CVC,CVV,VC,2,0,1,V,ø,F,0,schanghaien,paenultima
de,ø,e,de,ade,rade,arade,K,CK,LCK,CLCK,KCLCK,Scha,ø,S,Sc,Sch,Scha,Schar,C,CK,CKC,CKCL,CKCLC,7,14,7,3,7,3,0,light,light,schwa,c,o,o,CK,CL,CK,C,C,C,,,,K,L,K,4,2,2,1,0,0,1,1,1,1,2,1,CVC,CVV,CV,2,0,1,N,ø,T,0,Scharade,paenultima
tig,ø,g,ig,tig,htig,chtig,C,KC,CKC,CCKC,KCCKC,scharf,ø,s,sc,sch,scha,schar,C,CK,CKC,CKCC,CKCCC,12,10,10,3,3,3,-1,heavy,light,light,c,c,c,CKCC,CKC,CKC,C,C,C,CC,C,C,K,K,K,6,4,3,2,1,1,1,1,1,1,1,1,CVCC,CVC,CVC,3,2,2,A,N,F,1,scharfsichtig,antepaenultima
nig,ø,g,ig,nig,nnig,innig,C,KC,CKC,KCKC,CKCKC,scharf,ø,s,sc,sch,scha,schar,C,CK,CKC,CKCC,CKCCC,12,9,12,3,4,4,0,heavy,light,light,c,c,c,CKCC,CK,CKC,C,C,C,CC,,C,K,K,K,6,3,3,2,1,1,1,1,1,1,1,1,CVCC,CVC,CVC,3,2,2,A,N,F,1,scharfsinnig,antepaenultima
chen,chen,n,en,hen,chen,achen,C,KC,CKC,KCKC,CKCKC,schar,ø,s,sc,sch,scha,schar,C,CK,CKC,CKCC,CKCCK,11,10,10,3,5,3,-1,light,light,schwa,c,c,c,CKC,CK,CKC,C,C,C,C,,C,K,K,K,5,2,4,1,1,1,1,1,1,1,1,1,CVC,CVC,CVC,2,2,2,A,N,F,1,scharlachen,antepaenultima
tan,ø,n,an,tan,atan,latan,C,KC,CKC,KCKC,CKCKC,Schar,ø,S,Sc,Sch,Scha,Schar,C,CK,CKC,CKCC,CKCCK,11,10,10,3,5,3,-1,light,light,light,c,c,c,CKC,CK,CKC,C,C,C,C,,C,K,K,K,5,2,3,1,1,1,1,1,1,1,1,1,CVC,CVC,CVC,2,2,2,N,ø,T,0,Scharlatan,antepaenultima
zeln,ø,n,ln,eln,zeln,tzeln,C,CC,KCC,AKCC,KAKCC,schar,ø,s,sc,sch,scha,schar,C,CK,CKC,CKCC,CKCCK,11,11,14,3,5,3,1,light,light,schwa,c,c,c,CKC,CK,AKCC,C,C,A,C,,CC,K,K,K,5,3,4,1,1,2,1,1,1,1,1,1,CVC,CVC,CVCC,2,2,3,V,N,F,1,scharmuetzeln,paenultima
zel,ø,l,el,zel,tzel,etzel,C,KC,AKC,KAKC,CKAKC,Schar,ø,S,Sc,Sch,Scha,Schar,C,CK,CKC,CKCC,CKCCK,11,11,11,3,5,3,0,light,light,schwa,c,c,c,CKC,CK,AKC,C,C,A,C,,C,K,K,K,5,3,3,1,1,1,1,1,1,1,1,1,CVC,CVC,CVC,2,2,2,N,ø,T,0,Scharmuetzel,paenultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,schar,ø,s,sc,sch,scha,schar,C,CK,CKC,CKCL,CKCLC,7,12,13,3,6,4,3,light,light,schwa,c,o,c,CK,CL,CKC,C,C,C,,,C,K,L,K,5,3,3,1,0,1,1,1,1,1,2,1,CVC,CVV,CVC,2,0,2,V,V,F,1,scharrieren,paenultima
zeln,ø,n,ln,eln,zeln,nzeln,C,CC,KCC,AKCC,CAKCC,schar,ø,s,sc,sch,scha,schar,C,CK,CKC,CKCC,CKCCK,11,10,14,3,3,3,1,light,light,schwa,c,c,c,CKC,CKC,AKCC,C,C,A,C,C,CC,K,K,K,5,3,4,1,1,2,1,1,1,1,1,1,CVC,CVC,CVCC,2,2,3,V,N,F,1,scharwenzeln,paenultima
zel,ø,l,el,zel,nzel,enzel,C,KC,AKC,CAKC,KCAKC,Schar,ø,S,Sc,Sch,Scha,Schar,C,CK,CKC,CKCC,CKCCK,11,10,11,3,3,3,0,light,light,schwa,c,c,c,CKC,CKC,AKC,C,C,A,C,C,C,K,K,K,5,3,3,1,1,1,1,1,1,1,1,1,CVC,CVC,CVC,2,2,2,N,ø,T,0,Scharwenzel,paenultima
haft,ø,t,ft,aft,haft,nhaft,C,CC,KCC,CKCC,CCKCC,schat,ø,s,sc,sch,scha,schat,C,CK,CKC,CKCK,CKCKC,7,10,9,3,3,2,1,light,schwa,heavy,c,c,c,CK,CKC,CKCC,C,C,C,,C,CC,K,K,K,5,3,4,1,1,2,1,1,1,1,1,1,CVC,CVC,CVCC,2,2,3,A,N,F,1,schattenhaft,antepaenultima
los,los,s,os,los,nlos,enlos,C,LC,CLC,CCLC,KCCLC,schat,ø,s,sc,sch,scha,schat,C,CK,CKC,CKCK,CKCKC,7,10,11,3,3,3,2,light,schwa,light,c,c,c,CK,CKC,CLC,C,C,C,,C,C,K,K,L,5,3,3,1,1,1,1,1,1,1,1,2,CVC,CVC,CVVC,2,2,1,A,N,F,1,schattenlos,antepaenultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,schat,ø,s,sc,sch,scha,schat,C,CK,CKC,CKCL,CKCLC,7,9,13,3,4,4,3,light,light,schwa,c,o,c,CK,CL,CKC,C,C,C,,,C,K,L,K,5,3,3,1,0,1,1,1,1,1,2,1,CVC,CVV,CVC,2,0,2,V,N,F,1,schattieren,paenultima
rung,ø,g,ng,ung,rung,erung,C,KC,CKC,LCKC,CLCKC,Schat,ø,S,Sc,Sch,Scha,Schat,C,CK,CKC,CKCL,CKCLC,7,9,15,3,4,5,4,light,light,light,c,o,c,CK,CL,CKC,C,C,C,,,C,K,L,K,5,3,4,1,0,1,1,1,1,1,2,1,CVC,CVV,CVC,2,0,2,N,V,T,1,Schattierung,paenultima
le,ø,e,le,lle,ulle,tulle,K,CK,KCK,CKCK,KCKCK,Scha,ø,S,Sc,Sch,Scha,Schat,C,CK,CKC,CKCK,CKCKC,7,9,10,3,4,5,1,light,light,schwa,c,c,o,CK,CK,CK,C,C,C,,,,K,K,K,4,3,2,1,1,0,1,1,1,1,1,1,CVC,CVC,CV,2,2,1,N,N,T,1,Schatulle,paenultima
haft,ø,t,ft,aft,haft,rhaft,C,CC,KCC,CKCC,CCKCC,schau,ø,s,sc,sch,scha,schau,C,CD,CDC,CDCK,CDCKC,11,11,9,5,3,2,-1,light,schwa,heavy,o,c,c,CD,CKC,CKCC,C,C,C,,C,CC,D,K,K,5,3,4,0,1,2,1,1,1,2,1,1,CVV,CVC,CVCC,0,2,3,A,N,F,1,schauderhaft,antepaenultima
lich,ø,h,ch,ich,lich,rlich,C,KC,CKC,CCKC,KCCKC,scha2,ø,s,sc,sch,scha,schau,C,CD,CDK,CDKC,CDKCC,11,10,13,5,5,4,1,light,schwa,light,o,c,c,CD,KC,CKC,C,,C,,C,C,D,K,K,5,2,4,0,1,1,1,0,1,2,1,1,CVV,VC,CVC,0,1,2,A,N,F,1,schauerlich,antepaenultima
lei,ø,i,ei,lei,elei,kelei,D,CD,KCD,CKCD,DCKCD,Schau,ø,S,Sc,Sch,Scha,Schau,C,CD,CDC,CDCK,CDCKC,11,7,14,5,3,7,1,light,schwa,light,o,o,o,CD,CK,CD,C,C,C,,,,D,K,D,5,2,3,0,0,0,1,1,1,2,1,2,CVV,CV,CVV,0,1,0,N,V,T,1,Schaukelei,ultima
stig,ø,g,ig,tig,stig,ustig,C,KC,CKC,CCKC,KCCKC,schau,ø,s,sc,sch,scha,schau,C,CD,CDC,CDCK,CDCKC,11,13,10,5,4,3,-1,light,light,light,o,c,c,CD,CKC,CKC,C,C,C,,C,C,D,K,K,5,2,4,0,1,1,1,1,1,2,1,1,CVV,CVC,CVC,0,2,2,A,N,F,1,schaulustig,antepaenultima
keit,keit,t,it,eit,keit,gkeit,C,DC,CDC,CCDC,KCCDC,Schau,ø,S,Sc,Sch,Scha,Schau,C,CD,CDC,CDCK,CDCKC,11,13,12,5,4,4,0,light,light,light,o,c,c,CD,CKC,CDC,C,C,C,,C,C,D,K,D,5,3,4,0,1,1,1,1,1,2,1,2,CVV,CVC,CVVC,0,2,1,N,A,T,1,Schaurigkeit,antepaenultima
lern,ø,n,rn,ern,lern,elern,C,CC,KCC,CKCC,LCKCC,schau,ø,s,sc,sch,scha,schau,C,CD,CDC,CDCC,CDCCL,11,10,17,5,3,4,3,light,light,schwa,o,o,c,CD,CCL,CKCC,C,CC,C,,,CC,D,L,K,5,4,4,0,0,2,1,2,1,2,2,1,CVV,CCVV,CVCC,0,1,3,V,N,F,1,schauspielern,antepaenultima
ler,ler,r,er,ler,eler,ieler,C,KC,CKC,LCKC,CLCKC,Schau,ø,S,Sc,Sch,Scha,Schau,C,CD,CDC,CDCC,CDCCL,11,10,14,5,3,4,1,light,light,schwa,o,o,c,CD,CCL,CKC,C,CC,C,,,C,D,L,K,5,4,3,0,0,1,1,2,1,2,2,1,CVV,CCVV,CVC,0,1,2,N,N,T,1,Schauspieler,antepaenultima
ler,ler,r,er,ler,ller,eller,C,KC,CKC,KCKC,CKCKC,Schau,ø,S,Sc,Sch,Scha,Schau,C,CD,CDC,CDCC,CDCCK,11,8,14,5,2,4,1,light,light,schwa,o,c,c,CD,CCK,CKC,C,CC,C,,,C,D,K,K,5,4,3,0,1,1,1,2,1,2,1,1,CVV,CCVC,CVC,0,3,2,N,V,T,1,Schausteller,antepaenultima
rei,ø,i,ei,rei,erei,serei,D,CD,KCD,CKCD,DCKCD,Schei,ø,S,Sc,Sch,Sche,Schei,C,CD,CDC,CDCK,CDCKC,11,7,14,5,3,7,1,light,schwa,light,o,o,o,CD,CK,CD,C,C,C,,,,D,K,D,5,2,3,0,0,0,1,1,1,2,1,2,CVV,CV,CVV,0,1,0,N,V,T,1,Scheisserei,ultima
rei,ø,i,ei,rei,erei,merei,D,CD,KCD,CKCD,CCKCD,Schel,ø,S,Sc,Sch,Sche,Schel,C,CK,CKC,CKCC,CKCCK,11,9,14,3,4,7,1,light,schwa,light,c,o,o,CKC,CK,CD,C,C,C,C,,,K,K,D,5,2,3,1,0,0,1,1,1,1,1,2,CVC,CV,CVV,2,1,0,N,N,T,1,Schelmerei,ultima
tisch,ø,h,ch,sch,isch,tisch,C,KC,CKC,LCKC,CLCKC,sche,ø,s,sc,sch,sche,schem,C,CL,CLC,CLCL,CLCLC,7,13,10,3,6,3,1,light,light,light,o,o,c,CL,CL,CKC,C,C,C,,,C,L,L,K,4,2,5,0,0,1,1,1,1,2,2,1,CVV,CVV,CVC,0,0,2,A,N,F,1,schematisch,paenultima
haft,ø,t,ft,aft,haft,nhaft,C,CC,KCC,CKCC,CCKCC,sche,ø,s,sc,sch,sche,schem,C,CL,CLC,CLCK,CLCKC,7,12,9,3,4,2,1,light,schwa,heavy,o,c,c,CL,CKC,CKCC,C,C,C,,C,CC,L,K,K,4,3,4,0,1,2,1,1,1,2,1,1,CVV,CVC,CVCC,0,2,3,A,N,F,1,schemenhaft,antepaenultima
rei,ø,i,ei,rei,erei,rerei,D,CD,KCD,CKCD,LCKCD,Sche,ø,S,Sc,Sch,Sche,Scher,C,CL,CLC,CLCK,CLCKC,7,10,14,3,5,7,3,light,schwa,light,o,o,o,CL,CK,CD,C,C,C,,,,L,K,D,4,2,3,0,0,0,1,1,1,2,1,2,CVV,CV,CVV,0,1,0,N,V,T,1,Schererei,ultima
zel,ø,l,el,zel,nzel,enzel,C,KC,AKC,CAKC,KCAKC,Scher,ø,S,Sc,Sch,Sche,Scher,C,CK,CKC,CKCC,CKCCK,11,10,11,3,3,3,0,light,light,schwa,c,c,c,CKC,CKC,AKC,C,C,A,C,C,C,K,K,K,5,3,3,1,1,1,1,1,1,1,1,1,CVC,CVC,CVC,2,2,2,N,ø,T,0,Scherwenzel,paenultima
se,ø,e,se,ise,eise,weise,K,CK,DCK,CDCK,CCDCK,scherz,ø,s,sc,sch,sche,scher,C,CK,CKC,CKCC,CKCCC,11,12,7,3,4,3,-2,light,light,schwa,c,o,o,CKC,CCD,CK,C,CC,C,C,,,K,D,K,6,3,2,1,0,0,1,2,1,1,2,1,CVC,CCVV,CV,2,1,1,ADV,N,F,1,scherzweise,antepaenultima
keit,keit,t,it,eit,keit,hkeit,C,DC,CDC,CCDC,KCCDC,Scheu$,ø,S,Sc,Sch,Sche,Scheu,C,CD,CDC,CDCC,CDCCK,12,13,12,4,4,4,0,light,light,light,c,c,c,CDC,CKC,CDC,C,C,C,C,C,C,D,K,D,6,4,4,1,1,1,1,1,1,2,1,2,CVVC,CVC,CVVC,1,2,1,N,A,T,1,Scheusslichkeit,antepaenultima
se,ø,e,se,ise,eise,weise,K,CK,DCK,CDCK,CCDCK,schicht,ø,s,sc,sch,schi,schic,C,CK,CKC,CKCC,CKCCC,11,11,7,2,5,3,-2,heavy,light,schwa,c,o,o,CKCC,CD,CK,C,C,C,CC,,,K,D,K,7,3,2,2,0,0,1,1,1,1,2,1,CVCC,CVV,CV,3,0,1,ADV,N,F,1,schichtweise,antepaenultima
keit,keit,t,it,eit,keit,hkeit,C,DC,CDC,CCDC,KCCDC,Schick,ø,S,Sc,Sch,Schi,Schic,C,CK,CKC,CKCC,CKCCK,10,13,12,3,4,4,1,light,light,light,c,c,c,CKC,CKC,CDC,C,C,C,C,C,C,K,K,D,6,4,4,1,1,1,1,1,1,1,1,2,CVC,CVC,CVVC,2,2,1,N,A,T,1,Schicklichkeit,antepaenultima
haft,ø,t,ft,aft,haft,lhaft,C,CC,KCC,CKCC,CCKCC,schick,ø,s,sc,sch,schi,schic,C,CK,CKC,CKCC,CKCCL,10,15,9,3,5,2,-1,light,light,heavy,c,c,c,CKC,CLC,CKCC,C,C,C,C,C,CC,K,L,K,6,3,4,1,1,2,1,1,1,1,2,1,CVC,CVVC,CVCC,2,1,3,A,N,F,1,schicksalhaft,antepaenultima
rei,ø,i,ei,rei,erei,berei,D,CD,KCD,CKCD,LCKCD,Schie,ø,S,Sc,Sch,Schi,Schie,C,CL,CLC,CLCK,CLCKC,9,7,14,4,3,7,2,light,schwa,light,o,o,o,CL,CK,CD,C,C,C,,,,L,K,D,5,2,3,0,0,0,1,1,1,2,1,2,CVV,CV,CVV,0,1,0,N,V,T,1,Schieberei,ultima
rung,ø,g,ng,ung,rung,erung,C,KC,CKC,KCKC,CKCKC,Schie,ø,S,Sc,Sch,Schi,Schie,C,CL,CLC,CLCK,CLCKC,9,7,15,4,3,5,3,light,schwa,light,o,o,c,CL,CK,CKC,C,C,C,,,C,L,K,K,5,2,4,0,0,1,1,1,1,2,1,1,CVV,CV,CVC,0,1,2,N,V,T,1,Schieferung,antepaenultima
rei,ø,i,ei,rei,erei,serei,D,CD,KCD,CKCD,LCKCD,Schie,ø,S,Sc,Sch,Schi,Schie,C,CL,CLC,CLCK,CLCKC,9,7,14,4,3,7,2,light,schwa,light,o,o,o,CL,CK,CD,C,C,C,,,,L,K,D,5,2,3,0,0,0,1,1,1,2,1,2,CVV,CV,CVV,0,1,0,N,V,T,1,Schiesserei,ultima
keit,keit,t,it,eit,keit,rkeit,C,DC,CDC,CCDC,LCCDC,Schiff,ø,S,Sc,Sch,Schi,Schif,C,CK,CKC,CKCC,CKCCL,10,15,12,3,5,4,1,light,light,light,c,c,c,CKC,CLC,CDC,C,C,C,C,C,C,K,L,D,6,3,4,1,1,1,1,1,1,1,2,2,CVC,CVVC,CVVC,2,1,1,N,A,T,1,Schiffbarkeit,antepaenultima
chig,ø,g,ig,hig,chig,echig,C,KC,CKC,KCKC,CKCKC,schiff,ø,s,sc,sch,schi,schif,C,CK,CKC,CKCC,CKCCC,10,13,10,3,4,3,0,light,light,light,c,c,c,CKC,CCK,CKC,C,CC,C,C,,C,K,K,K,6,3,4,1,1,1,1,2,1,1,1,1,CVC,CCVC,CVC,2,3,2,A,N,F,1,schiffbruechig,antepaenultima
mus,ø,s,us,mus,smus,ismus,C,KC,CKC,CCKC,KCCKC,Schi,ø,S,Sc,Sch,Schi,Schii,C,CL,CLK,CLKC,CLKCC,9,9,12,4,4,4,1,light,light,light,o,c,c,CL,KC,CKC,C,,C,,C,C,L,K,K,4,2,3,0,1,1,1,0,1,2,1,1,CVV,VC,CVC,0,1,2,N,ø,T,0,Schiismus,paenultima
ne,ø,e,ne,ane,kane,ikane,K,CK,LCK,CLCK,LCLCK,Schi,ø,S,Sc,Sch,Schi,Schik,C,CL,CLC,CLCL,CLCLC,9,11,9,4,5,4,0,light,light,schwa,o,o,o,CL,CL,CK,C,C,C,,,,L,L,K,4,2,2,0,0,0,1,1,1,2,2,1,CVV,CVV,CV,0,0,1,N,ø,T,0,Schikane,paenultima
n3s,ø,s,es,oes,noes,anoes,C,LC,CLC,LCLC,CLCLC,schi,ø,s,sc,sch,schi,schik,C,CL,CLC,CLCL,CLCLC,9,11,10,4,5,3,0,light,light,light,o,o,c,CL,CL,CLC,C,C,C,,,C,L,L,L,4,2,3,0,0,1,1,1,1,2,2,2,CVV,CVV,CVVC,0,0,1,A,N,F,1,schikanoes,paenultima
fer,ø,r,er,fer,ufer,eufer,C,KC,CKC,DCKC,CDCKC,Schi,ø,S,Sc,Sch,Schi,Schil,C,CL,CLC,CLCD,CLCDC,9,14,11,4,7,3,1,light,light,schwa,o,o,c,CL,CD,CKC,C,C,C,,,C,L,D,K,4,3,3,0,0,1,1,1,1,2,2,1,CVV,CVV,CVC,0,0,2,N,N,T,1,Schilaeufer,antepaenultima
rei,ø,i,ei,rei,erei,derei,D,CD,KCD,CKCD,CCKCD,Schil,ø,S,Sc,Sch,Schi,Schil,C,CK,CKC,CKCC,CKCCK,13,7,14,4,3,7,0,light,schwa,light,c,o,o,CKC,CK,CD,C,C,C,C,,,K,K,D,5,2,3,1,0,0,1,1,1,1,1,2,CVC,CV,CVV,2,1,0,N,V,T,1,Schilderei,ultima
rung,ø,g,ng,ung,rung,erung,C,KC,CKC,KCKC,CKCKC,Schil,ø,S,Sc,Sch,Schi,Schil,C,CK,CKC,CKCC,CKCCK,13,7,15,4,3,5,1,light,schwa,light,c,o,c,CKC,CK,CKC,C,C,C,C,,C,K,K,K,5,2,4,1,0,1,1,1,1,1,1,1,CVC,CV,CVC,2,1,2,N,V,T,1,Schilderung,antepaenultima
