syl_suffix,signi_suffix,suffix1,suffix2,suffix3,suffix4,suffix5,suffix_phoncat1,suffix_phoncat2,suffix_phoncat3,suffix_phoncat4,suffix_phoncat5,syl_praefix,signi_praefix,praefix1,praefix2,praefix3,praefix4,praefix5,praefix_phoncat1,praefix_phoncat2,praefix_phoncat3,praefix_phoncat4,praefix_phoncat5,sonority0,sonority1,sonority2,sonority_ratio0,sonority_ratio1,sonority_ratio2,sonority_dir,syl_weight0,syl_weight1,syl_weight2,syl_open0,syl_open1,syl_open2,syl_phoncat0,syl_phoncat1,syl_phoncat2,onset_phoncat0,onset_phoncat1,onset_phoncat2,koda_phoncat0,koda_phoncat1,koda_phoncat2,nucleus_phoncat0,nucleus_phoncat1,nucleus_phoncat2,syl_len0,syl_len1,syl_len2,koda_len0,koda_len1,koda_len2,onset_len0,onset_len1,onset_len2,nucleus_len0,nucleus_len1,nucleus_len2,syl_cv0,syl_cv1,syl_cv2,cv_ratio0,cv_ratio1,cv_ratio2,pos,comp_struct,nomen,comp_len,Word,stress_class
fer,ø,r,er,fer,pfer,opfer,C,KC,AKC,KAKC,CKAKC,Aus,ø,A,Au,Aus,Ausk,Auskl,D,DC,DCC,DCCC,DCCCK,11,11,11,5,3,3,0,light,light,schwa,c,c,c,DC,CCK,AKC,,CC,A,C,,C,D,K,K,3,4,3,1,1,1,0,2,1,2,1,1,VVC,CCVC,CVC,0,3,2,N,V,T,1,Ausklopfer,antepaenultima
geln,ø,n,ln,eln,geln,egeln,C,CC,KCC,CKCC,LCKCC,aus,aus,a,au,aus,ausk,auskl,D,DC,DCC,DCCC,DCCCL,11,13,14,5,4,3,1,light,light,schwa,c,o,c,DC,CCL,CKCC,,CC,C,C,,CC,D,L,K,3,3,4,1,0,2,0,2,1,2,2,1,VVC,CCVV,CVCC,0,1,3,V,V,F,1,auskluegeln,antepaenultima
lung,ø,g,ng,ung,lung,glung,C,KC,CKC,CCKC,LCCKC,Aus,ø,A,Au,Aus,Ausk,Auskl,D,DC,DCC,DCCC,DCCCL,11,13,16,5,4,4,2,light,light,light,c,o,c,DC,CCL,CCKC,,CC,CC,C,,C,D,L,K,3,4,4,1,0,1,0,2,2,2,2,1,VVC,CCVV,CCVC,0,1,3,N,V,T,1,Ausklueglung,antepaenultima
fen,ø,n,en,fen,ifen,eifen,C,KC,CKC,DCKC,CDCKC,aus,aus,a,au,aus,ausk,auskn,D,DC,DCC,DCCC,DCCCD,11,14,10,5,4,3,-1,light,light,schwa,c,o,c,DC,CCD,CKC,,CC,C,C,,C,D,D,K,3,4,3,1,0,1,0,2,1,2,2,1,VVC,CCVV,CVC,0,1,2,V,V,F,1,auskneifen,antepaenultima
sen,ø,n,en,sen,psen,ipsen,C,KC,CKC,CCKC,KCCKC,aus,aus,a,au,aus,ausk,auskn,D,DC,DCC,DCCC,DCCCK,11,13,10,5,3,3,-1,light,light,schwa,c,c,c,DC,CCKC,CKC,,CC,C,C,C,C,D,K,K,3,4,3,1,1,1,0,2,1,2,1,1,VVC,CCVC,CVC,0,3,2,V,V,F,1,ausknipsen,antepaenultima
beln,ø,n,ln,eln,beln,obeln,C,CC,KCC,CKCC,LCKCC,aus,aus,a,au,aus,ausk,auskn,D,DC,DCC,DCCC,DCCCL,11,10,14,5,3,3,1,light,light,schwa,c,o,c,DC,CCL,CKCC,,CC,C,C,,CC,D,L,K,3,3,4,1,0,2,0,2,1,2,2,1,VVC,CCVV,CVCC,0,1,3,V,V,F,1,ausknobeln,antepaenultima
cken,ø,n,en,ken,cken,ocken,C,KC,CKC,KCKC,CKCKC,aus,aus,a,au,aus,ausk,auskn,D,DC,DCC,DCCC,DCCCK,11,10,10,5,3,3,-1,light,light,schwa,c,c,c,DC,CCK,CKC,,CC,C,C,,C,D,K,K,3,3,4,1,1,1,0,2,1,2,1,1,VVC,CCVC,CVC,0,3,2,V,ø,F,0,ausknocken,antepaenultima
fen,ø,n,en,fen,pfen,epfen,C,KC,AKC,KAKC,CKAKC,aus,aus,a,au,aus,ausk,auskn,D,DC,DCC,DCCC,DCCCK,11,10,10,5,3,3,-1,light,light,schwa,c,c,c,DC,CCK,AKC,,CC,A,C,,C,D,K,K,3,4,3,1,1,1,0,2,1,2,1,1,VVC,CCVC,CVC,0,3,2,V,V,F,1,ausknoepfen,antepaenultima
bar,bar,r,ar,bar,fbar,pfbar,C,LC,CLC,ACLC,KACLC,aus,aus,a,au,aus,ausk,auskn,D,DC,DCC,DCCC,DCCCK,11,11,15,5,2,5,2,light,light,light,c,c,c,DC,CCKA,CLC,,CC,C,C,A,C,D,K,L,3,5,3,1,1,1,0,2,1,2,1,2,VVC,CCVC,CVVC,0,3,1,A,V,F,1,ausknoepfbar,antepaenultima
chen,chen,n,en,hen,chen,ochen,C,KC,CKC,KCKC,CKCKC,aus,aus,a,au,aus,ausk,ausko,D,DC,DCC,DCCK,DCCKC,11,7,10,5,3,3,-1,light,light,schwa,c,c,c,DC,CK,CKC,,C,C,C,,C,D,K,K,3,2,4,1,1,1,0,1,1,2,1,1,VVC,CVC,CVC,0,2,2,V,V,F,1,auskochen,antepaenultima
fern,ø,n,rn,ern,fern,ffern,C,CC,KCC,CKCC,KCKCC,aus,aus,a,au,aus,ausk,ausko,D,DC,DCC,DCCK,DCCKC,11,7,14,5,3,3,1,light,light,schwa,c,c,c,DC,CK,CKCC,,C,C,C,,CC,D,K,K,3,3,4,1,1,2,0,1,1,2,1,1,VVC,CVC,CVCC,0,2,3,V,N,F,1,auskoffern,antepaenultima
ken,ø,n,en,ken,lken,olken,C,KC,CKC,CCKC,KCCKC,aus,aus,a,au,aus,ausk,ausko,D,DC,DCC,DCCK,DCCKC,11,11,10,5,3,3,-1,light,light,schwa,c,c,c,DC,CKC,CKC,,C,C,C,C,C,D,K,K,3,3,3,1,1,1,0,1,1,2,1,1,VVC,CVC,CVC,0,2,2,V,V,F,1,auskolken,antepaenultima
kung,ø,g,ng,ung,kung,lkung,C,KC,CKC,CCKC,KCCKC,Aus,ø,A,Au,Aus,Ausk,Ausko,D,DC,DCC,DCCK,DCCKC,11,11,12,5,3,4,0,light,light,light,c,c,c,DC,CKC,CKC,,C,C,C,C,C,D,K,K,3,3,4,1,1,1,0,1,1,2,1,1,VVC,CVC,CVC,0,2,2,N,V,T,1,Auskolkung,antepaenultima
men,ø,n,en,men,mmen,ommen,C,KC,CKC,KCKC,CKCKC,aus,aus,a,au,aus,ausk,ausko,D,DC,DCC,DCCK,DCCKC,11,7,12,5,3,4,0,light,light,schwa,c,c,c,DC,CK,CKC,,C,C,C,,C,D,K,K,3,3,3,1,1,1,0,1,1,2,1,1,VVC,CVC,CVC,0,2,2,V,V,F,1,auskommen,antepaenultima
men,ø,n,en,men,mmen,ommen,C,KC,CKC,KCKC,CKCKC,Aus,ø,A,Au,Aus,Ausk,Ausko,D,DC,DCC,DCCK,DCCKC,11,7,12,5,3,4,0,light,light,schwa,c,c,c,DC,CK,CKC,,C,C,C,,C,D,K,K,3,3,3,1,1,1,0,1,1,2,1,1,VVC,CVC,CVC,0,2,2,N,F,T,1,Auskommen,antepaenultima
lich,ø,h,ch,ich,lich,mlich,C,KC,CKC,CCKC,KCCKC,aus,aus,a,au,aus,ausk,ausko,D,DC,DCC,DCCK,DCCKC,11,10,13,5,3,4,1,light,light,light,c,c,c,DC,CKC,CKC,,C,C,C,C,C,D,K,K,3,4,4,1,1,1,0,1,1,2,1,1,VVC,CVC,CVC,0,2,2,A,V,F,1,auskoemmlich,antepaenultima
peln,ø,n,ln,eln,peln,ppeln,C,CC,KCC,CKCC,KCKCC,aus,aus,a,au,aus,ausk,ausko,D,DC,DCC,DCCK,DCCKC,11,7,14,5,3,3,1,light,light,schwa,c,c,c,DC,CK,CKCC,,C,C,C,,CC,D,K,K,3,3,4,1,1,2,0,1,1,2,1,1,VVC,CVC,CVCC,0,2,3,V,V,F,1,auskoppeln,antepaenultima
sten,ø,n,en,ten,sten,osten,C,KC,CKC,CCKC,KCCKC,aus,aus,a,au,aus,ausk,ausko,D,DC,DCC,DCCK,DCCKC,11,8,10,5,2,3,-1,light,light,schwa,c,c,c,DC,CKC,CKC,,C,C,C,C,C,D,K,K,3,2,4,1,1,1,0,1,1,2,1,1,VVC,CVC,CVC,0,2,2,V,V,F,1,auskosten,antepaenultima
zen,ø,n,en,zen,tzen,otzen,C,KC,AKC,KAKC,CKAKC,aus,aus,a,au,aus,ausk,ausko,D,DC,DCC,DCCK,DCCKA,11,7,10,5,3,3,-1,light,light,schwa,c,c,c,DC,CK,AKC,,C,A,C,,C,D,K,K,3,3,3,1,1,1,0,1,1,2,1,1,VVC,CVC,CVC,0,2,2,V,V,F,1,auskotzen,antepaenultima
gen,ø,n,en,gen,agen,ragen,C,KC,CKC,LCKC,CLCKC,aus,aus,a,au,aus,ausk,auskr,D,DC,DCC,DCCC,DCCCL,11,15,10,5,5,3,-1,light,light,schwa,c,o,c,DC,CCL,CKC,,CC,C,C,,C,D,L,K,3,3,3,1,0,1,0,2,1,2,2,1,VVC,CCVV,CVC,0,1,2,V,N,F,1,auskragen,antepaenultima
gung,ø,g,ng,ung,gung,agung,C,KC,CKC,LCKC,CLCKC,Aus,ø,A,Au,Aus,Ausk,Auskr,D,DC,DCC,DCCC,DCCCL,11,15,12,5,5,4,0,light,light,light,c,o,c,DC,CCL,CKC,,CC,C,C,,C,D,L,K,3,3,4,1,0,1,0,2,1,2,2,1,VVC,CCVV,CVC,0,1,2,N,V,T,1,Auskragung,antepaenultima
men,ø,n,en,men,amen,ramen,C,KC,CKC,LCKC,CLCKC,aus,aus,a,au,aus,ausk,auskr,D,DC,DCC,DCCC,DCCCL,11,15,12,5,5,4,0,light,light,schwa,c,o,c,DC,CCL,CKC,,CC,C,C,,C,D,L,K,3,3,3,1,0,1,0,2,1,2,2,1,VVC,CCVV,CVC,0,1,2,V,V,F,1,auskramen,antepaenultima
zen,ø,n,en,zen,tzen,atzen,C,KC,AKC,KAKC,CKAKC,aus,aus,a,au,aus,ausk,auskr,D,DC,DCC,DCCC,DCCCK,11,11,10,5,3,3,-1,light,light,schwa,c,c,c,DC,CCK,AKC,,CC,A,C,,C,D,K,K,3,4,3,1,1,1,0,2,1,2,1,1,VVC,CCVC,CVC,0,3,2,V,V,F,1,auskratzen,antepaenultima
chen,chen,n,en,hen,chen,echen,C,KC,CKC,LCKC,CLCKC,aus,aus,a,au,aus,ausk,auskr,D,DC,DCC,DCCC,DCCCL,11,13,10,5,4,3,-1,light,light,schwa,c,o,c,DC,CCL,CKC,,CC,C,C,,C,D,L,K,3,4,4,1,0,1,0,2,1,2,2,1,VVC,CCVV,CVC,0,1,2,V,V,F,1,auskriechen,antepaenultima
gen,ø,n,en,gen,egen,iegen,C,KC,CKC,LCKC,CLCKC,aus,aus,a,au,aus,ausk,auskr,D,DC,DCC,DCCC,DCCCL,11,13,10,5,4,3,-1,light,light,schwa,c,o,c,DC,CCL,CKC,,CC,C,C,,C,D,L,K,3,4,3,1,0,1,0,2,1,2,2,1,VVC,CCVV,CVC,0,1,2,V,V,F,1,auskriegen,antepaenultima
geln,ø,n,ln,eln,geln,ugeln,C,CC,KCC,CKCC,LCKCC,aus,aus,a,au,aus,ausk,ausku,D,DC,DCC,DCCL,DCCLC,11,9,14,5,4,3,1,light,light,schwa,c,o,c,DC,CL,CKCC,,C,C,C,,CC,D,L,K,3,2,4,1,0,2,0,1,1,2,2,1,VVC,CVV,CVCC,0,0,3,V,V,F,1,auskugeln,antepaenultima
len,ø,n,en,len,hlen,ehlen,C,KC,CKC,LCKC,CLCKC,aus,aus,a,au,aus,ausk,ausku,D,DC,DCC,DCCL,DCCLC,11,9,13,5,4,4,1,light,light,schwa,c,o,c,DC,CL,CKC,,C,C,C,,C,D,L,K,3,3,3,1,0,1,0,1,1,2,2,1,VVC,CVV,CVC,0,0,2,V,V,F,1,auskuehlen,antepaenultima
lung,ø,g,ng,ung,lung,hlung,C,KC,CKC,LCKC,CLCKC,Aus,ø,A,Au,Aus,Ausk,Ausku,D,DC,DCC,DCCL,DCCLC,11,9,15,5,4,5,2,light,light,light,c,o,c,DC,CL,CKC,,C,C,C,,C,D,L,K,3,3,4,1,0,1,0,1,1,2,2,1,VVC,CVV,CVC,0,0,2,N,V,T,1,Auskuehlung,antepaenultima
tant,ø,t,nt,ant,tant,ltant,C,CC,KCC,CKCC,CCKCC,Aus,ø,A,Au,Aus,Ausk,Ausku,D,DC,DCC,DCCK,DCCKC,11,13,11,5,4,2,0,light,light,heavy,c,c,c,DC,CKC,CKCC,,C,C,C,C,CC,D,K,K,3,3,4,1,1,2,0,1,1,2,1,1,VVC,CVC,CVCC,0,2,3,N,R,T,1,Auskultant,ultima
tei,ø,i,ei,tei,ftei,nftei,D,CD,CCD,CCCD,KCCCD,Aus,ø,A,Au,Aus,Ausk,Ausku,D,DC,DCC,DCCK,DCCKC,11,13,11,5,3,5,0,light,heavy,light,c,c,o,DC,CKCC,CD,,C,C,C,CC,,D,K,D,3,4,3,1,2,0,0,1,1,2,1,2,VVC,CVCC,CVV,0,3,0,N,N,T,1,Auskunftei,ultima
peln,ø,n,ln,eln,peln,ppeln,C,CC,KCC,CKCC,KCKCC,aus,aus,a,au,aus,ausk,ausku,D,DC,DCC,DCCK,DCCKC,11,9,14,5,4,3,1,light,light,schwa,c,c,c,DC,CK,CKCC,,C,C,C,,CC,D,K,K,3,3,4,1,1,2,0,1,1,2,1,1,VVC,CVC,CVCC,0,2,3,V,V,F,1,auskuppeln,antepaenultima
chen,chen,n,en,hen,chen,achen,C,KC,CKC,KCKC,CKCKC,aus,aus,a,au,aus,ausl,ausla,D,DC,DCC,DCCK,DCCKC,11,10,10,5,5,3,-1,light,light,schwa,c,c,c,DC,CK,CKC,,C,C,C,,C,D,K,K,3,2,4,1,1,1,0,1,1,2,1,1,VVC,CVC,CVC,0,2,2,V,V,F,1,auslachen,antepaenultima
den,ø,n,en,den,aden,laden,C,KC,CKC,LCKC,CLCKC,aus,aus,a,au,aus,ausl,ausla,D,DC,DCC,DCCL,DCCLC,11,14,10,5,7,3,-1,light,light,schwa,c,o,c,DC,CL,CKC,,C,C,C,,C,D,L,K,3,2,3,1,0,1,0,1,1,2,2,1,VVC,CVV,CVC,0,0,2,V,V,F,1,ausladen,antepaenultima
dend,ø,d,nd,end,dend,adend,C,CC,KCC,CKCC,LCKCC,aus,aus,a,au,aus,ausl,ausla,D,DC,DCC,DCCL,DCCLC,11,14,11,5,7,2,0,light,light,schwa,c,o,c,DC,CL,CKCC,,C,C,C,,CC,D,L,K,3,2,4,1,0,2,0,1,1,2,2,1,VVC,CVV,CVCC,0,0,3,A,F,F,1,ausladend,antepaenultima
dung,ø,g,ng,ung,dung,adung,C,KC,CKC,LCKC,CLCKC,Aus,ø,A,Au,Aus,Ausl,Ausla,D,DC,DCC,DCCL,DCCLC,11,14,12,5,7,4,0,light,light,light,c,o,c,DC,CL,CKC,,C,C,C,,C,D,L,K,3,2,4,1,0,1,0,1,1,2,2,1,VVC,CVV,CVC,0,0,2,N,V,T,1,Ausladung,antepaenultima
ge,ø,e,ge,age,lage,slage,K,CK,LCK,CLCK,CCLCK,Aus,ø,A,Au,Aus,Ausl,Ausla,D,DC,DCC,DCCL,DCCLC,11,14,7,5,7,3,-2,light,light,schwa,c,o,o,DC,CL,CK,,C,C,C,,,D,L,K,3,2,2,1,0,0,0,1,1,2,2,1,VVC,CVV,CV,0,0,1,N,V,T,1,Auslage,antepaenultima
gern,ø,n,rn,ern,gern,agern,C,CC,KCC,CKCC,LCKCC,aus,aus,a,au,aus,ausl,ausla,D,DC,DCC,DCCL,DCCLC,11,14,14,5,7,3,1,light,light,schwa,c,o,c,DC,CL,CKCC,,C,C,C,,CC,D,L,K,3,2,4,1,0,2,0,1,1,2,2,1,VVC,CVV,CVCC,0,0,3,V,V,F,1,auslagern,antepaenultima
der,ø,r,er,der,nder,ender,C,KC,CKC,CCKC,KCCKC,Aus,ø,A,Au,Aus,Ausl,Ausla,D,DC,DCC,DCCK,DCCKC,11,13,11,5,4,3,0,light,light,schwa,c,c,c,DC,CKC,CKC,,C,C,C,C,C,D,K,K,3,3,3,1,1,1,0,1,1,2,1,1,VVC,CVC,CVC,0,2,2,N,N,T,1,Auslaender,antepaenultima
disch,ø,h,ch,sch,isch,disch,C,KC,CKC,CCKC,KCCKC,aus,aus,a,au,aus,ausl,ausla,D,DC,DCC,DCCK,DCCKC,11,13,10,5,4,3,-1,light,light,light,c,c,c,DC,CKC,CKC,,C,C,C,C,C,D,K,K,3,3,5,1,1,1,0,1,1,2,1,1,VVC,CVC,CVC,0,2,2,A,N,F,1,auslaendisch,antepaenultima
gen,ø,n,en,gen,ngen,angen,C,KC,CKC,KCKC,CKCKC,aus,aus,a,au,aus,ausl,ausla,D,DC,DCC,DCCK,DCCKC,11,10,12,5,5,4,0,light,light,schwa,c,c,c,DC,CK,CKC,,C,C,C,,C,D,K,K,3,3,3,1,1,1,0,1,1,2,1,1,VVC,CVC,CVC,0,2,2,V,V,F,1,auslangen,antepaenultima
sen,ø,n,en,sen,ssen,assen,C,KC,CKC,KCKC,CKCKC,aus,aus,a,au,aus,ausl,ausla,D,DC,DCC,DCCK,DCCKC,11,10,10,5,5,3,-1,light,light,schwa,c,c,c,DC,CK,CKC,,C,C,C,,C,D,K,K,3,3,3,1,1,1,0,1,1,2,1,1,VVC,CVC,CVC,0,2,2,V,V,F,1,auslassen,antepaenultima
sung,ø,g,ng,ung,sung,ssung,C,KC,CKC,KCKC,CKCKC,Aus,ø,A,Au,Aus,Ausl,Ausla,D,DC,DCC,DCCK,DCCKC,11,10,12,5,5,4,0,light,light,light,c,c,c,DC,CK,CKC,,C,C,C,,C,D,K,K,3,3,4,1,1,1,0,1,1,2,1,1,VVC,CVC,CVC,0,2,2,N,V,T,1,Auslassung,antepaenultima
sten,ø,n,en,ten,sten,asten,C,KC,CKC,CCKC,KCCKC,aus,aus,a,au,aus,ausl,ausla,D,DC,DCC,DCCK,DCCKC,11,11,10,5,3,3,-1,light,light,schwa,c,c,c,DC,CKC,CKC,,C,C,C,C,C,D,K,K,3,2,4,1,1,1,0,1,1,2,1,1,VVC,CVC,CVC,0,2,2,V,V,F,1,auslasten,antepaenultima
stung,ø,g,ng,ung,tung,stung,C,KC,CKC,CCKC,KCCKC,Aus,ø,A,Au,Aus,Ausl,Ausla,D,DC,DCC,DCCK,DCCKC,11,11,12,5,3,4,0,light,light,light,c,c,c,DC,CKC,CKC,,C,C,C,C,C,D,K,K,3,2,5,1,1,1,0,1,1,2,1,1,VVC,CVC,CVC,0,2,2,N,V,T,1,Auslastung,antepaenultima
schen,ø,n,en,hen,chen,schen,C,KC,CKC,CCKC,KCCKC,aus,aus,a,au,aus,ausl,ausla,D,DC,DCC,DCCK,DCCKC,11,11,10,5,3,3,-1,light,light,schwa,c,c,c,DC,CKC,CKC,,C,C,C,C,C,D,K,K,3,3,5,1,1,1,0,1,1,2,1,1,VVC,CVC,CVC,0,2,2,V,V,F,1,auslatschen,antepaenultima
fen,ø,n,en,fen,ufen,aufen,C,KC,CKC,DCKC,CDCKC,aus,aus,a,au,aus,ausl,ausla,D,DC,DCC,DCCD,DCCDC,11,14,10,5,7,3,-1,light,light,schwa,c,o,c,DC,CD,CKC,,C,C,C,,C,D,D,K,3,3,3,1,0,1,0,1,1,2,2,1,VVC,CVV,CVC,0,0,2,V,V,F,1,auslaufen,antepaenultima
fer,ø,r,er,fer,ufer,eufer,C,KC,CKC,DCKC,CDCKC,Aus,ø,A,Au,Aus,Ausl,Ausla,D,DC,DCC,DCCD,DCCDC,11,14,11,5,7,3,0,light,light,schwa,c,o,c,DC,CD,CKC,,C,C,C,,C,D,D,K,3,3,3,1,0,1,0,1,1,2,2,1,VVC,CVV,CVC,0,0,2,N,N,T,1,Auslaeufer,antepaenultima
gen,ø,n,en,gen,ugen,augen,C,KC,CKC,DCKC,CDCKC,aus,aus,a,au,aus,ausl,ausla,D,DC,DCC,DCCD,DCCDC,11,14,10,5,7,3,-1,light,light,schwa,c,o,c,DC,CD,CKC,,C,C,C,,C,D,D,K,3,3,3,1,0,1,0,1,1,2,2,1,VVC,CVV,CVC,0,0,2,V,V,F,1,auslaugen,antepaenultima
ten,ø,n,en,ten,uten,auten,C,KC,CKC,DCKC,CDCKC,aus,aus,a,au,aus,ausl,ausla,D,DC,DCC,DCCD,DCCDC,11,14,10,5,7,3,-1,light,light,schwa,c,o,c,DC,CD,CKC,,C,C,C,,C,D,D,K,3,3,3,1,0,1,0,1,1,2,2,1,VVC,CVV,CVC,0,0,2,V,V,F,1,auslauten,antepaenultima
ten,ø,n,en,ten,uten,euten,C,KC,CKC,DCKC,CDCKC,aus,aus,a,au,aus,ausl,ausla,D,DC,DCC,DCCD,DCCDC,11,14,10,5,7,3,-1,light,light,schwa,c,o,c,DC,CD,CKC,,C,C,C,,C,D,D,K,3,3,3,1,0,1,0,1,1,2,2,1,VVC,CVV,CVC,0,0,2,V,V,F,1,auslaeuten,antepaenultima
ben,ø,n,en,ben,eben,leben,C,KC,CKC,LCKC,CLCKC,aus,aus,a,au,aus,ausl,ausle,D,DC,DCC,DCCL,DCCLC,11,10,10,5,5,3,-1,light,light,schwa,c,o,c,DC,CL,CKC,,C,C,C,,C,D,L,K,3,2,3,1,0,1,0,1,1,2,2,1,VVC,CVV,CVC,0,0,2,V,V,F,1,ausleben,antepaenultima
cken,ø,n,en,ken,cken,ecken,C,KC,CKC,KCKC,CKCKC,aus,aus,a,au,aus,ausl,ausle,D,DC,DCC,DCCK,DCCKC,11,10,10,5,5,3,-1,light,light,schwa,c,c,c,DC,CK,CKC,,C,C,C,,C,D,K,K,3,2,4,1,1,1,0,1,1,2,1,1,VVC,CVC,CVC,0,2,2,V,V,F,1,auslecken,antepaenultima
ren,ø,n,en,ren,eren,eeren,C,KC,CKC,LCKC,CLCKC,aus,aus,a,au,aus,ausl,ausle,D,DC,DCC,DCCL,DCCLC,11,10,13,5,5,4,1,light,light,schwa,c,o,c,DC,CL,CKC,,C,C,C,,C,D,L,K,3,3,3,1,0,1,0,1,1,2,2,1,VVC,CVV,CVC,0,0,2,V,V,F,1,ausleeren,antepaenultima
rung,ø,g,ng,ung,rung,erung,C,KC,CKC,LCKC,CLCKC,Aus,ø,A,Au,Aus,Ausl,Ausle,D,DC,DCC,DCCL,DCCLC,11,10,15,5,5,5,2,light,light,light,c,o,c,DC,CL,CKC,,C,C,C,,C,D,L,K,3,3,4,1,0,1,0,1,1,2,2,1,VVC,CVV,CVC,0,0,2,N,V,T,1,Ausleerung,antepaenultima
gen,ø,n,en,gen,egen,legen,C,KC,CKC,LCKC,CLCKC,aus,aus,a,au,aus,ausl,ausle,D,DC,DCC,DCCL,DCCLC,11,10,10,5,5,3,-1,light,light,schwa,c,o,c,DC,CL,CKC,,C,C,C,,C,D,L,K,3,2,3,1,0,1,0,1,1,2,2,1,VVC,CVV,CVC,0,0,2,V,V,F,1,auslegen,antepaenultima
ger,ø,r,er,ger,eger,leger,C,KC,CKC,LCKC,CLCKC,Aus,ø,A,Au,Aus,Ausl,Ausle,D,DC,DCC,DCCL,DCCLC,11,10,11,5,5,3,0,light,light,schwa,c,o,c,DC,CL,CKC,,C,C,C,,C,D,L,K,3,2,3,1,0,1,0,1,1,2,2,1,VVC,CVV,CVC,0,0,2,N,V,T,1,Ausleger,antepaenultima
gung,ø,g,ng,ung,gung,egung,C,KC,CKC,LCKC,CLCKC,Aus,ø,A,Au,Aus,Ausl,Ausle,D,DC,DCC,DCCL,DCCLC,11,10,12,5,5,4,0,light,light,light,c,o,c,DC,CL,CKC,,C,C,C,,C,D,L,K,3,2,4,1,0,1,0,1,1,2,2,1,VVC,CVV,CVC,0,0,2,N,V,T,1,Auslegung,antepaenultima
ern,ø,n,rn,ern,iern,eiern,C,CC,KCC,DKCC,CDKCC,aus,aus,a,au,aus,ausl,ausle,D,DC,DCC,DCCD,DCCDK,11,14,13,5,7,4,1,light,light,schwa,c,o,c,DC,CD,KCC,,C,,C,,CC,D,D,K,3,3,3,1,0,2,0,1,0,2,2,1,VVC,CVV,VCC,0,0,2,V,V,F,1,ausleiern,antepaenultima
hen,ø,n,en,hen,ihen,eihen,C,KC,DKC,CDKC,CCDKC,aus,aus,a,au,aus,ausl,ausle,D,DC,DCC,DCCD,DCCDK,11,14,9,5,7,4,-1,light,light,schwa,c,o,c,DC,CD,KC,,C,,C,,C,D,D,K,3,3,3,1,0,1,0,1,0,2,2,1,VVC,CVV,VC,0,0,1,V,V,F,1,ausleihen,antepaenultima
he,ø,e,he,ihe,eihe,leihe,K,DK,CDK,CCDK,DCCDK,Aus,ø,A,Au,Aus,Ausl,Ausle,D,DC,DCC,DCCD,DCCDK,11,14,6,5,7,6,-3,light,light,schwa,c,o,o,DC,CD,K,,C,,C,,,D,D,K,3,3,2,1,0,0,0,1,0,2,2,1,VVC,CVV,V,0,0,0,N,V,T,1,Ausleihe,antepaenultima
hung,ø,g,ng,ung,hung,ihung,C,KC,DKC,CDKC,CCDKC,Aus,ø,A,Au,Aus,Ausl,Ausle,D,DC,DCC,DCCD,DCCDK,11,14,11,5,7,5,0,light,light,light,c,o,c,DC,CD,KC,,C,,C,,C,D,D,K,3,3,4,1,0,1,0,1,0,2,2,1,VVC,CVV,VC,0,0,1,N,V,T,1,Ausleihung,antepaenultima
nen,ø,n,en,nen,rnen,ernen,C,KC,CKC,CCKC,KCCKC,aus,aus,a,au,aus,ausl,ausle,D,DC,DCC,DCCK,DCCKC,11,14,12,5,4,4,0,light,light,schwa,c,c,c,DC,CKC,CKC,,C,C,C,C,C,D,K,K,3,3,3,1,1,1,0,1,1,2,1,1,VVC,CVC,CVC,0,2,2,V,V,F,1,auslernen,antepaenultima
sen,ø,n,en,sen,esen,lesen,C,KC,CKC,LCKC,CLCKC,aus,aus,a,au,aus,ausl,ausle,D,DC,DCC,DCCL,DCCLC,11,10,10,5,5,3,-1,light,light,schwa,c,o,c,DC,CL,CKC,,C,C,C,,C,D,L,K,3,2,3,1,0,1,0,1,1,2,2,1,VVC,CVV,CVC,0,0,2,V,V,F,1,auslesen,antepaenultima
se,ø,e,se,ese,lese,slese,K,CK,LCK,CLCK,CCLCK,Aus,ø,A,Au,Aus,Ausl,Ausle,D,DC,DCC,DCCL,DCCLC,11,10,7,5,5,3,-2,light,light,schwa,c,o,o,DC,CL,CK,,C,C,C,,,D,L,K,3,2,2,1,0,0,0,1,1,2,2,1,VVC,CVV,CV,0,0,1,N,V,T,1,Auslese,antepaenultima
ten,ø,n,en,ten,hten,chten,C,KC,CKC,CCKC,DCCKC,aus,aus,a,au,aus,ausl,ausle,D,DC,DCC,DCCD,DCCDC,11,15,10,5,5,3,-1,light,light,schwa,c,c,c,DC,CDC,CKC,,C,C,C,C,C,D,D,K,3,5,3,1,1,1,0,1,1,2,2,1,VVC,CVVC,CVC,0,1,2,V,V,F,1,ausleuchten,antepaenultima
ten,ø,n,en,ten,hten,chten,C,KC,CKC,CCKC,KCCKC,aus,aus,a,au,aus,ausl,ausli,D,DC,DCC,DCCK,DCCKC,11,13,10,5,4,3,-1,light,light,schwa,c,c,c,DC,CKC,CKC,,C,C,C,C,C,D,K,K,3,4,3,1,1,1,0,1,1,2,1,1,VVC,CVC,CVC,0,2,2,V,V,F,1,auslichten,antepaenultima
