syl_suffix,signi_suffix,suffix1,suffix2,suffix3,suffix4,suffix5,suffix_phoncat1,suffix_phoncat2,suffix_phoncat3,suffix_phoncat4,suffix_phoncat5,syl_praefix,signi_praefix,praefix1,praefix2,praefix3,praefix4,praefix5,praefix_phoncat1,praefix_phoncat2,praefix_phoncat3,praefix_phoncat4,praefix_phoncat5,sonority0,sonority1,sonority2,sonority3,sonority4,sonority5,sonority_ratio0,sonority_ratio1,sonority_ratio2,sonority_ratio3,sonority_ratio4,sonority_ratio5,sonority_dir,syl_weight0,syl_weight1,syl_weight2,syl_weight3,syl_weight4,syl_weight5,syl_open0,syl_open1,syl_open2,syl_open3,syl_open4,syl_open5,syl_phoncat0,syl_phoncat1,syl_phoncat2,syl_phoncat3,syl_phoncat4,syl_phoncat5,onset_phoncat0,onset_phoncat1,onset_phoncat2,onset_phoncat3,onset_phoncat4,onset_phoncat5,koda_phoncat0,koda_phoncat1,koda_phoncat2,koda_phoncat3,koda_phoncat4,koda_phoncat5,nucleus_phoncat0,nucleus_phoncat1,nucleus_phoncat2,nucleus_phoncat3,nucleus_phoncat4,nucleus_phoncat5,syl_len0,syl_len1,syl_len2,syl_len3,syl_len4,syl_len5,koda_len0,koda_len1,koda_len2,koda_len3,koda_len4,koda_len5,onset_len0,onset_len1,onset_len2,onset_len3,onset_len4,onset_len5,nucleus_len0,nucleus_len1,nucleus_len2,nucleus_len3,nucleus_len4,nucleus_len5,syl_cv0,syl_cv1,syl_cv2,syl_cv3,syl_cv4,syl_cv5,cv_ratio0,cv_ratio1,cv_ratio2,cv_ratio3,cv_ratio4,cv_ratio5,pos,comp_struct,nomen,comp_len,Word,stress_class
ne,ø,e,ne,ine,hine,chine,K,CK,LCK,CLCK,KCLCK,Rei,ø,R,Re,Rei,Reis,Reise,C,CD,CDC,CDCK,CDCKC,14,7,16,9,9,9,7,3,4,4,4,4,-1,light,schwa,light,light,light,schwa,o,o,c,c,o,o,CD,CK,CCDC,CK,CL,CK,C,C,CC,C,C,C,,,C,,,,D,K,D,K,L,K,3,2,7,2,4,2,0,0,1,1,0,0,1,1,2,1,1,1,2,1,2,1,2,1,CVV,CV,CCVVC,CVC,CVV,CV,0,1,1,2,0,1,N,NN,T,2,Reiseschreibmaschine,prima
renz,ø,z,nz,enz,renz,erenz,A,CA,KCA,CKCA,LCKCA,Rek,ø,R,Re,Rek,Rekt,Rekto,C,CK,CKC,CKCC,CKCCL,11,7,13,10,7,14,3,3,4,3,3,3,0,light,light,schwa,light,light,heavy,c,o,c,c,o,c,CKC,CL,CKC,CKC,CL,CKCA,C,C,C,C,C,C,C,,C,C,,CA,K,L,K,K,L,K,3,2,3,3,2,4,1,0,1,1,0,2,1,1,1,1,1,1,1,2,1,1,2,1,CVC,CVV,CVC,CVC,CVV,CVCC,2,0,2,2,0,3,N,NN,T,2,Rektorenkonferenz,sekunda
griff,ø,f,ff,iff,riff,griff,C,KC,CKC,CCKC,KCCKC,Re,ø,R,Re,Rel,Rela,Relat,C,CL,CLC,CLCK,CLCKA,10,10,9,10,7,14,5,5,4,3,3,3,0,light,light,light,heavy,schwa,light,o,c,o,c,o,c,CL,CK,AL,LCC,CK,CCKC,C,C,A,,C,CC,,,,CC,,C,L,K,L,L,K,K,2,2,2,3,2,5,0,1,0,2,0,1,1,1,1,0,1,2,2,1,2,2,1,1,CVV,CVC,CVV,VVCC,CV,CCVC,0,2,0,1,1,3,N,NN,T,2,Relationsbegriff,antepaenultima
men,ø,n,en,men,omen,nomen,C,KC,CKC,LCKC,CLCKC,Re,ø,R,Re,Rel,Rela,Relat,C,CL,CLC,CLCK,CLCKC,10,10,10,11,9,12,5,5,3,3,4,4,0,light,light,light,light,light,schwa,o,c,c,o,o,c,CL,CK,CLC,CCL,CL,CKC,C,C,C,CC,C,C,,,C,,,C,L,K,L,L,L,K,2,2,3,3,2,3,0,1,1,0,0,1,1,1,1,2,1,1,2,1,2,2,2,1,CVV,CVC,CVVC,CCVV,CVV,CVC,0,2,1,1,0,2,N,AN,T,2,Relativpronomen,undef
rei,ø,i,ei,rei,erei,kerei,D,CD,KCD,CKCD,KCKCD,Re,ø,R,Re,Rel,Reli,Relie,C,CL,CLC,CLCL,CLCLK,10,12,7,10,7,14,5,6,3,3,3,7,0,light,light,light,light,schwa,light,o,o,c,c,o,o,CL,CL,KC,CCK,CK,CD,C,C,,CC,C,C,,,C,,,,L,L,K,K,K,D,2,2,2,3,3,3,0,0,1,1,0,0,1,1,0,2,1,1,2,2,1,1,1,2,CVV,CVV,VC,CCVC,CV,CVV,0,0,1,3,1,0,N,NN,T,2,Reliefstickerei,undef
heit,heit,t,it,eit,heit,iheit,C,DC,CDC,DCDC,CDCDC,Re,ø,R,Re,Rel,Reli,Relig,C,CL,CLC,CLCL,CLCLC,10,12,9,10,15,12,5,6,4,3,5,4,0,light,light,light,heavy,light,light,o,o,o,c,o,c,CL,CL,CL,LCC,CCD,CDC,C,C,C,,CC,C,,,,CC,,C,L,L,L,L,D,D,2,2,2,3,4,4,0,0,0,2,0,1,1,1,1,0,2,1,2,2,2,2,2,2,CVV,CVV,CVV,VVCC,CCVV,CVVC,0,0,0,1,1,1,N,NN,T,2,Religionsfreiheit,antepaenultima
de,ø,e,de,ede,iede,riede,K,CK,LCK,CLCK,CCLCK,Re,ø,R,Re,Rel,Reli,Relig,C,CL,CLC,CLCL,CLCLC,10,12,9,10,13,7,5,6,4,3,4,3,-1,light,light,light,heavy,light,schwa,o,o,o,c,o,o,CL,CL,CL,LCC,CCL,CK,C,C,C,,CC,C,,,,CC,,,L,L,L,L,L,K,2,2,2,3,4,2,0,0,0,2,0,0,1,1,1,0,2,1,2,2,2,2,2,1,CVV,CVV,CVV,VVCC,CCVV,CV,0,0,0,1,1,1,N,NN,T,2,Religionsfriede,antepaenultima
re,ø,e,re,hre,ehre,lehre,K,CK,LCK,CLCK,CCLCK,Re,ø,R,Re,Rel,Reli,Relig,C,CL,CLC,CLCL,CLCLC,10,12,9,10,10,10,5,6,4,3,5,5,-1,light,light,light,heavy,light,schwa,o,o,o,c,o,o,CL,CL,CL,LCC,CL,CK,C,C,C,,C,C,,,,CC,,,L,L,L,L,L,K,2,2,2,3,3,2,0,0,0,2,0,0,1,1,1,0,1,1,2,2,2,2,2,1,CVV,CVV,CVV,VVCC,CVV,CV,0,0,0,1,0,1,N,NN,T,2,Religionslehre,antepaenultima
rer,ø,r,er,rer,hrer,ehrer,C,KC,CKC,LCKC,CLCKC,Re,ø,R,Re,Rel,Reli,Relig,C,CL,CLC,CLCL,CLCLC,10,12,9,10,10,14,5,6,4,3,5,4,0,light,light,light,heavy,light,schwa,o,o,o,c,o,c,CL,CL,CL,LCC,CL,CKC,C,C,C,,C,C,,,,CC,,C,L,L,L,L,L,K,2,2,2,3,3,3,0,0,0,2,0,1,1,1,1,0,1,1,2,2,2,2,2,1,CVV,CVV,CVV,VVCC,CVV,CVC,0,0,0,1,0,2,N,NN,T,2,Religionslehrer,antepaenultima
de,ø,e,de,nde,unde,tunde,K,CK,CCK,KCCK,CKCCK,Re,ø,R,Re,Rel,Reli,Relig,C,CL,CLC,CLCL,CLCLC,10,12,9,10,13,7,5,6,4,3,3,3,-1,light,light,light,heavy,light,schwa,o,o,o,c,c,o,CL,CL,CL,LCC,CCKC,CK,C,C,C,,CC,C,,,,CC,C,,L,L,L,L,K,K,2,2,2,3,4,2,0,0,0,2,1,0,1,1,1,0,2,1,2,2,2,2,1,1,CVV,CVV,CVV,VVCC,CCVC,CV,0,0,0,1,3,1,N,NN,T,2,Religionsstunde,antepaenultima
rung,ø,g,ng,ung,rung,erung,C,KC,CKC,KCKC,CKCKC,Ren,ø,R,Re,Ren,Rent,Rente,C,CK,CKC,CKCC,CKCCK,13,10,11,9,7,15,4,3,3,4,3,5,0,light,schwa,light,light,schwa,light,c,c,c,c,o,c,CKC,CKC,CKC,CK,CK,CKC,C,C,C,C,C,C,C,C,C,,,C,K,K,K,K,K,K,3,3,3,2,3,4,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,CVC,CVC,CVC,CVC,CV,CVC,2,2,2,2,1,2,N,NN,T,2,Rentenversicherung,prima
haus,ø,s,us,aus,haus,nhaus,C,DC,CDC,CCDC,KCCDC,Re,ø,R,Re,Rep,Repr,Repra,C,CL,CLC,CLCC,CLCCK,10,11,10,10,10,12,5,3,3,3,3,4,0,light,light,light,light,schwa,light,o,c,c,c,c,c,CL,CCK,CKC,CKC,CKC,CDC,C,CC,C,C,C,C,,,C,C,C,C,L,K,K,K,K,D,2,3,3,3,3,4,0,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,CVV,CCVC,CVC,CVC,CVC,CVVC,0,3,2,2,2,1,N,ø,T,2,Repraesentantenhaus,antepaenultima
mer,ø,r,er,mer,mmer,ammer,C,KC,CKC,KCKC,CKCKC,Re,ø,R,Re,Req,Requ,Requi,C,CL,CLC,CLCC,CLCCL,10,10,9,10,7,13,5,3,4,3,3,4,0,light,light,light,schwa,light,schwa,o,o,o,c,c,c,CL,CCL,CL,CKC,CK,CKC,C,CC,C,C,C,C,,,,C,,C,L,L,L,K,K,K,2,3,2,3,3,3,0,0,0,1,1,1,1,2,1,1,1,1,2,2,2,1,1,1,CVV,CCVV,CVV,CVC,CVC,CVC,0,1,0,2,2,2,N,ø,T,2,Requisitenkammer,undef
zier,ø,r,er,ier,zier,izier,C,LC,ALC,LALC,CLALC,Re,ø,R,Re,Res,Rese,Reser,C,CL,CLC,CLCK,CLCKC,10,11,7,6,9,13,5,3,3,6,4,4,0,light,light,schwa,light,light,light,o,c,o,c,o,c,CL,CKC,CK,K,CL,ALC,C,C,C,,C,A,,C,,,,C,L,K,K,K,L,L,2,3,2,2,2,4,0,1,0,1,0,1,1,1,1,0,1,1,2,1,1,1,2,2,CVV,CVC,CV,VC,CVV,CVVC,0,2,1,1,0,1,N,NN,T,2,Reserveoffizier,sekunda
ter,ø,r,er,ter,ater,eater,C,KC,CKC,LCKC,LLCKC,Re,ø,R,Re,Res,Resi,Resid,C,CL,CLC,CLCL,CLCLC,10,9,11,7,10,11,5,4,2,3,10,3,0,light,light,heavy,light,light,schwa,o,o,c,o,o,c,CL,CL,CKCA,CL,L,CKC,C,C,C,C,,C,,,CA,,,C,L,L,K,L,L,K,2,2,4,3,1,3,0,0,2,0,0,1,1,1,1,1,0,1,2,2,1,2,2,1,CVV,CVV,CVCC,CVV,VV,CVC,0,0,3,0,0,2,N,NN,T,2,Residenztheater,undef
dung,ø,g,ng,ung,dung,ndung,C,KC,CKC,CCKC,KCCKC,Rip,ø,R,Ri,Rip,Ripp,Rippe,C,CK,CKC,CKCK,CKCKC,12,10,11,10,12,12,6,3,3,3,4,4,0,light,schwa,light,heavy,light,light,c,c,c,c,c,c,CK,CKC,CKC,KCC,AKC,CKC,C,C,C,,A,C,,C,C,CC,C,C,K,K,K,K,K,K,3,3,4,3,3,4,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,1,CVC,CVC,CVC,VCC,CVC,CVC,2,2,2,2,2,2,N,NV,T,2,Rippenfellentzuendung,prima
tur,ø,r,ur,tur,atur,ratur,C,LC,CLC,KCLC,CKCLC,Ro,ø,R,Ro,Rom,Roma,Roman,C,CL,CLC,CLCL,CLCLC,10,16,12,7,10,13,5,5,6,3,5,4,-1,light,light,light,schwa,light,light,o,c,c,o,c,c,CL,CLC,CK,CK,CK,CLC,C,C,C,C,C,C,,C,,,,C,L,L,K,K,K,L,2,3,2,2,2,3,0,1,1,0,1,1,1,1,1,1,1,1,2,2,1,1,1,2,CVV,CVVC,CVC,CV,CVC,CVVC,0,1,2,1,2,1,N,NN,T,2,Romanliteratur,sekunda
stik,ø,k,ik,tik,stik,ostik,C,KC,CKC,CCKC,KCCKC,R3nt,ø,R,Ro,Roe,Roen,Roent,C,CK,CKC,CKCC,CKCCC,14,10,9,6,11,10,3,3,4,6,2,3,-1,heavy,light,light,light,light,light,c,c,o,c,c,c,CKCC,CKC,CL,K,CCKC,CKC,C,C,C,,CC,C,CC,C,,,C,C,K,K,L,K,K,K,4,3,2,1,3,4,2,1,0,1,1,1,1,1,1,0,2,1,1,1,2,1,1,1,CVCC,CVC,CVV,VC,CCVC,CVC,3,2,0,1,3,2,N,NN,T,2,Roentgendiagnostik,prima
chung,ø,g,ng,ung,hung,chung,C,KC,CKC,LCKC,CLCKC,R3nt,ø,R,Ro,Roe,Roen,Roent,C,CK,CKC,CKCC,CKCCC,14,10,11,11,9,12,3,3,5,3,4,4,-1,heavy,schwa,light,schwa,light,light,c,c,c,c,o,c,CKCC,CKC,KC,CKC,CL,CKC,C,C,,C,C,C,CC,C,C,C,,C,K,K,K,K,L,K,4,3,2,3,2,5,2,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,2,1,CVCC,CVC,VC,CVC,CVV,CVC,3,2,1,2,0,2,N,NN,T,2,Roentgenuntersuchung,prima
se,ø,e,se,sse,esse,resse,K,CK,KCK,CKCK,CCKCK,Ro,ø,R,Ro,Rot,Rota,Rotat,C,CL,CLC,CLCK,CLCKA,10,7,9,10,11,7,5,3,4,3,3,3,-1,light,light,light,heavy,light,schwa,o,c,o,c,c,o,CL,CK,AL,LCC,CCK,CK,C,C,A,,CC,C,,,,CC,,,L,K,L,L,K,K,2,2,2,3,4,2,0,1,0,2,1,0,1,1,1,0,2,1,2,1,2,2,1,1,CVV,CVC,CVV,VVCC,CCVC,CV,0,2,0,1,3,1,N,NN,T,2,Rotationspresse,antepaenultima
dung,ø,g,ng,ung,dung,ndung,C,KC,CKC,CCKC,KCCKC,R2,ø,R,Ru,Rue,Ruec,Rueck,C,CK,CKC,CKCK,CKCKC,12,10,15,10,12,12,6,3,3,3,4,4,0,light,schwa,heavy,heavy,light,light,c,c,c,c,c,c,CK,CKC,CKCCC,KCC,AKC,CKC,C,C,C,,A,C,,C,CCC,CC,C,C,K,K,K,K,K,K,2,4,5,3,3,4,1,1,3,2,1,1,1,1,1,0,1,1,1,1,1,1,1,1,CVC,CVC,CVCCC,VCC,CVC,CVC,2,2,4,2,2,2,N,NV,T,2,Rueckenmarksentzuendung,prima
rung,ø,g,ng,ung,rung,erung,C,KC,CKC,KCKC,CKCKC,R2ck,ø,R,Ru,Rue,Ruec,Rueck,C,CK,CKC,CKCC,CKCCK,13,12,11,9,7,15,4,3,3,4,3,5,-1,light,heavy,light,light,schwa,light,c,c,c,c,o,c,CKC,CKCA,CKC,CK,CK,CKC,C,C,C,C,C,C,C,CA,C,,,C,K,K,K,K,K,K,4,5,3,2,3,4,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,CVC,CVCC,CVC,CVC,CV,CVC,2,3,2,2,1,2,N,ø,T,2,Rueckwaertsversicherung,prima
le,ø,e,le,lle,ille,tille,K,CK,KCK,CKCK,CCKCK,Sal,ø,S,Sa,Sal,Salm,Salmi,C,CK,CKC,CKCC,CKCCL,11,11,7,8,9,10,3,5,3,2,4,5,-1,light,light,light,light,light,schwa,c,o,c,c,c,o,CKC,CL,KC,CKC,CK,CK,C,C,,C,C,C,C,,C,C,,,K,L,K,K,K,K,3,2,2,2,4,2,1,0,1,1,1,0,1,1,0,1,1,1,1,2,1,1,1,1,CVC,CVV,VC,CVC,CVC,CV,2,0,1,2,2,1,N,NN,T,2,Salmiakpastille,undef
sung,ø,g,ng,ung,sung,isung,C,KC,CKC,DCKC,CDCKC,Sam,ø,S,Sa,Sam,Samm,Samme,C,CK,CKC,CKCK,CKCKC,7,9,12,11,11,12,3,4,6,3,5,4,0,light,schwa,light,schwa,light,light,c,o,o,c,o,c,CK,CK,CL,CKC,CD,CKC,C,C,C,C,C,C,,,,C,,C,K,K,L,K,D,K,3,3,1,3,3,4,1,0,0,1,0,1,1,1,1,1,1,1,1,1,2,1,2,1,CVC,CV,CVV,CVC,CVV,CVC,2,1,0,2,0,2,N,VN,T,2,Sammelueberweisung,prima
de,ø,e,de,rde,erde,oerde,K,CK,CCK,LCCK,CLCCK,Sa,ø,S,Sa,San,Sani,Sanit,C,CK,CKC,CKCL,CKCLC,7,11,8,7,11,7,3,5,2,3,3,3,0,light,light,light,schwa,light,schwa,c,o,c,o,c,o,CK,CL,CLA,CK,CLC,CK,C,C,C,C,C,C,,,A,,C,,K,L,L,K,L,K,2,2,4,2,3,2,1,0,1,0,1,0,1,1,1,1,1,1,1,2,2,1,2,1,CVC,CVV,CVVC,CV,CVVC,CV,2,0,1,1,1,1,N,NN,T,2,Sanitaetsbehoerde,undef
zier,ø,r,er,ier,zier,izier,C,LC,ALC,LALC,CLALC,Sa,ø,S,Sa,San,Sani,Sanit,C,CK,CKC,CKCL,CKCLC,7,11,8,6,9,13,3,5,2,6,4,4,0,light,light,light,light,light,light,c,o,c,c,o,c,CK,CL,CLA,K,CL,ALC,C,C,C,,C,A,,,A,,,C,K,L,L,K,L,L,2,2,4,2,2,4,1,0,1,1,0,1,1,1,1,0,1,1,1,2,2,1,2,2,CVC,CVV,CVVC,VC,CVV,CVVC,2,0,1,1,0,1,N,NN,T,2,Sanitaetsoffizier,undef
on,ø,n,on,ion,tion,ktion,C,LC,LLC,ALLC,CALLC,S1u,ø,S,Sa,Sae,Saeu,Saeub,C,CD,CDC,CDCK,CDCKC,11,7,16,7,9,9,5,3,4,3,4,4,-1,light,schwa,heavy,light,light,light,o,o,c,c,o,c,CD,CK,CKCC,KC,AL,LC,C,C,C,,A,,,,CC,C,,C,D,K,K,K,L,L,3,2,5,2,2,2,0,0,2,1,0,1,1,1,1,0,1,0,2,1,1,1,2,2,CVV,CV,CVCC,VC,CVV,VVC,0,1,3,1,0,0,N,NN,T,2,Saeuberungsaktion,prima
rat,ø,t,at,rat,arat,parat,C,LC,CLC,KCLC,CKCLC,Sa2,ø,S,Sa,Sau,Saue,Sauer,C,CD,CDK,CDKC,CDKCC,11,10,9,6,7,15,5,5,2,6,3,5,0,light,schwa,light,light,light,light,o,c,c,c,c,c,CD,KC,CCKC,K,CK,CLC,C,,CC,,C,C,,C,C,,,C,D,K,K,K,K,L,3,2,5,2,2,3,0,1,1,1,1,1,1,0,2,0,1,1,2,1,1,1,1,2,CVV,VC,CCVC,VC,CVC,CVVC,0,1,3,1,2,1,N,NN,T,2,Sauerstoffapparat,prima
tig,ø,g,ig,tig,htig,chtig,C,KC,CKC,CCKC,KCCKC,scha,ø,s,sc,sch,scha,schad,C,CL,CLC,CLCK,CLCKC,11,10,10,8,14,10,5,3,5,2,3,3,0,light,schwa,light,light,light,light,o,c,c,c,c,c,CL,CKC,KC,CKA,ACKC,CKC,C,C,,C,AC,C,,C,C,A,C,C,L,K,K,K,K,K,4,3,2,4,6,3,0,1,1,1,1,1,1,1,0,1,2,1,2,1,1,1,1,1,CVV,CVC,VC,CVC,CCVC,CVC,0,2,1,2,3,2,A,NA,F,2,schadenersatzpflichtig,prima
rung,ø,g,ng,ung,rung,erung,C,KC,CKC,KCKC,CKCKC,Scha,ø,S,Sc,Sch,Scha,Schad,C,CL,CLC,CLCK,CLCKC,11,10,11,9,7,15,5,3,3,4,3,5,0,light,schwa,light,light,schwa,light,o,c,c,c,o,c,CL,CKC,CKC,CK,CK,CKC,C,C,C,C,C,C,,C,C,,,C,L,K,K,K,K,K,4,3,3,2,3,4,0,1,1,1,0,1,1,1,1,1,1,1,2,1,1,1,1,1,CVV,CVC,CVC,CVC,CV,CVC,0,2,2,2,1,2,N,NN,T,2,Schadenversicherung,prima
strie,ø,e,ie,rie,trie,strie,L,CL,CCL,CCCL,KCCCL,Schall,ø,S,Sc,Sch,Scha,Schal,C,CK,CKC,CKCC,CKCCC,11,11,10,11,10,13,3,3,3,5,3,4,0,light,light,schwa,light,light,light,c,c,c,c,c,o,CKC,CCK,CKC,KC,CKC,CCL,C,CC,C,,C,CC,C,,C,C,C,,K,K,K,K,K,L,6,4,3,2,2,5,1,1,1,1,1,0,1,2,1,0,1,2,1,1,1,1,1,2,CVC,CCVC,CVC,VC,CVC,CCVV,2,3,2,1,2,1,N,NN,T,2,Schallplattenindustrie,prima
e,ø,e,ie,die,edie,oedie,K,LK,CLK,LCLK,CLCLK,Schick,ø,S,Sc,Sch,Schi,Schic,C,CK,CKC,CKCC,CKCCL,10,16,11,7,9,6,3,4,3,3,4,6,-2,light,heavy,light,light,light,schwa,c,c,c,o,o,o,CKC,CLCC,CCK,CL,CL,K,C,C,CC,C,C,,C,CC,,,,,K,L,K,L,L,K,6,4,3,2,2,1,1,2,1,0,0,0,1,1,2,1,1,0,1,2,1,2,2,1,CVC,CVVCC,CCVC,CVV,CVV,V,2,1,3,0,0,0,N,NN,T,2,Schicksalstragoedie,prima
ant,ant,t,nt,ant,iant,diant,C,CC,KCC,LKCC,CLKCC,Schmie,ø,S,Sc,Sch,Schm,Schmi,C,CC,CCL,CCLC,CCLCK,12,13,7,9,9,10,4,4,3,4,4,3,-1,light,schwa,light,light,light,heavy,o,c,c,o,o,c,CCL,CKC,CK,CL,CL,KCC,CC,C,C,C,C,,,C,,,,CC,L,K,K,L,L,K,6,3,2,2,2,3,0,1,1,0,0,2,2,1,1,1,1,0,2,1,1,2,2,1,CCVV,CVC,CVC,CVV,CVV,VCC,1,2,2,0,0,2,N,NN,T,2,Schmierenkomoediant,prima
brik,ø,k,ik,rik,brik,abrik,C,LC,CLC,CCLC,KCCLC,Scho,ø,S,Sc,Sch,Scho,Schok,C,CL,CLC,CLCL,CLCLC,7,7,14,10,7,14,3,3,7,3,3,3,0,light,light,light,schwa,light,light,o,o,o,c,c,c,CL,CL,CL,CKC,CK,CCLC,C,C,C,C,C,CC,,,,C,,C,L,L,L,K,K,L,4,2,2,3,2,4,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,CVV,CVV,CVV,CVC,CVC,CCVVC,0,0,0,2,2,1,N,NN,T,2,Schokoladenfabrik,undef
ben,ø,n,en,ben,rben,arben,C,KC,CKC,CCKC,KCCKC,scho,ø,s,sc,sch,scho,schok,C,CL,CLC,CLCL,CLCLC,7,7,14,10,11,10,3,3,7,3,3,3,0,light,light,light,schwa,light,schwa,o,o,o,c,c,c,CL,CL,CL,CKC,CKC,CKC,C,C,C,C,C,C,,,,C,C,C,L,L,L,K,K,K,4,2,2,3,3,3,0,0,0,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,CVV,CVV,CVV,CVC,CVC,CVC,0,0,0,2,2,2,A,NN,F,2,schokoladenfarben,undef
big,ø,g,ig,big,rbig,arbig,C,KC,CKC,CCKC,KCCKC,scho,ø,s,sc,sch,scho,schok,C,CL,CLC,CLCL,CLCLC,7,7,14,10,11,10,3,3,7,3,3,3,0,light,light,light,schwa,light,light,o,o,o,c,c,c,CL,CL,CL,CKC,CKC,CKC,C,C,C,C,C,C,,,,C,C,C,L,L,L,K,K,K,4,2,2,3,3,3,0,0,0,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,CVV,CVV,CVV,CVC,CVC,CVC,0,0,0,2,2,2,A,NA,F,2,schokoladenfarbig,undef
fel,ø,l,el,fel,afel,tafel,C,KC,CKC,LCKC,CLCKC,Scho,ø,S,Sc,Sch,Scho,Schok,C,CL,CLC,CLCL,CLCLC,7,7,14,10,11,11,3,3,7,3,5,3,0,light,light,light,schwa,light,schwa,o,o,o,c,o,c,CL,CL,CL,CKC,CL,CKC,C,C,C,C,C,C,,,,C,,C,L,L,L,K,L,K,4,2,2,3,2,3,0,0,0,1,0,1,1,1,1,1,1,1,2,2,2,1,2,1,CVV,CVV,CVV,CVC,CVV,CVC,0,0,0,2,0,2,N,NN,T,2,Schokoladentafel,undef
te,ø,e,te,rte,orte,torte,K,CK,CCK,KCCK,CKCCK,Scho,ø,S,Sc,Sch,Scho,Schok,C,CL,CLC,CLCL,CLCLC,7,7,14,10,11,7,3,3,7,3,3,3,0,light,light,light,schwa,light,schwa,o,o,o,c,c,o,CL,CL,CL,CKC,CKC,CK,C,C,C,C,C,C,,,,C,C,,L,L,L,K,K,K,4,2,2,3,3,2,0,0,0,1,1,0,1,1,1,1,1,1,2,2,2,1,1,1,CVV,CVV,CVV,CVC,CVC,CV,0,0,0,2,2,1,N,NN,T,2,Schokoladentorte,undef
tung,ø,g,ng,ung,tung,etung,C,KC,CKC,LCKC,CLCKC,Schwan,ø,S,Sc,Sch,Schw,Schwa,C,CC,CCK,CCKC,CCKCC,11,11,9,11,9,12,2,3,2,3,4,4,0,light,schwa,heavy,light,light,light,c,c,c,c,o,c,CCKC,CKC,CKCA,CKC,CL,CKC,CC,C,C,C,C,C,C,C,CA,C,,C,K,K,K,K,L,K,6,3,7,3,2,4,1,1,2,1,0,1,2,1,1,1,1,1,1,1,1,1,2,1,CCVC,CVC,CVCC,CVC,CVV,CVC,3,2,3,2,0,2,N,NV,T,2,Schwangerschaftsverhuetung,prima
le,ø,e,le,lle,elle,ielle,K,CK,KCK,LKCK,CLKCK,Schwer,ø,S,Sc,Sch,Schw,Schwe,C,CC,CCL,CCLC,CCLCK,12,11,10,13,6,10,3,5,3,4,6,5,-1,light,light,light,light,light,schwa,c,c,c,o,c,o,CCLC,KC,CKC,CCL,K,CK,CC,,C,CC,,C,C,C,C,,,,L,K,K,L,K,K,6,2,2,4,2,2,1,1,1,0,1,0,2,0,1,2,0,1,2,1,1,2,1,1,CCVVC,VC,CVC,CCVV,VC,CV,1,1,2,1,1,1,N,AA,T,2,Schwerindustrielle,prima
rung,ø,g,ng,ung,rung,erung,C,KC,CKC,LCKC,CLCKC,Sei,ø,S,Se,Sei,Seit,Seite,C,CD,CDC,CDCK,CDCKC,11,10,11,9,12,15,5,3,5,4,6,5,0,light,schwa,light,light,light,light,o,c,o,o,o,c,CD,CKC,CL,CL,CL,CKC,C,C,C,C,C,C,,C,,,,C,D,K,L,L,L,K,3,3,2,2,3,4,0,1,0,0,0,1,1,1,1,1,1,1,2,1,2,2,2,1,CVV,CVC,CVV,CVV,CVV,CVC,0,2,0,0,0,2,N,NV,T,2,Seitennumerierung,prima
den,ø,n,en,den,aden,laden,C,KC,CKC,LCKC,CLCKC,Selbst,ø,S,Se,Sel,Selb,Selbs,C,CK,CKC,CKCC,CKCCC,14,7,9,15,14,10,2,3,4,3,7,3,0,heavy,schwa,light,heavy,light,schwa,c,o,o,c,o,c,CKCCCC,CK,CL,CKCC,CL,CKC,C,C,C,C,C,C,CCCC,,,CC,,C,K,K,L,K,L,K,6,2,3,5,2,3,4,0,0,2,0,1,1,1,1,1,1,1,1,1,2,1,2,1,CVCCCC,CV,CVV,CVCC,CVV,CVC,5,1,0,3,0,2,N,NN,T,2,Selbstbedienungsladen,prima
se,ø,e,se,sse,asse,lasse,K,CK,KCK,CKCK,CCKCK,Se,ø,S,Se,Sen,Seni,Senio,C,CL,CLC,CLCL,CLCLL,7,11,6,13,11,7,3,5,6,4,3,3,0,light,light,light,schwa,light,schwa,o,o,o,c,c,o,CL,CL,L,CKC,CCK,CK,C,C,,C,CC,C,,,,C,,,L,L,L,K,K,K,2,2,1,3,4,2,0,0,0,1,1,0,1,1,0,1,2,1,2,2,2,1,1,1,CVV,CVV,VV,CVC,CCVC,CV,0,0,0,2,3,1,N,NN,T,2,Seniorenklasse,undef
