syl_suffix,signi_suffix,suffix1,suffix2,suffix3,suffix4,suffix5,suffix_phoncat1,suffix_phoncat2,suffix_phoncat3,suffix_phoncat4,suffix_phoncat5,suff_class,syl_praefix,signi_praefix,praefix1,praefix2,praefix3,praefix4,praefix5,praefix_phoncat1,praefix_phoncat2,praefix_phoncat3,praefix_phoncat4,praefix_phoncat5,prae_class,sonority0,sonority1,sonority2,sonority3,sonority_ratio0,sonority_ratio1,sonority_ratio2,sonority_ratio3,sonority_dir,syl_weight0,syl_weight1,syl_weight2,syl_weight3,syl_open0,syl_open1,syl_open2,syl_open3,syl_phoncat0,syl_phoncat1,syl_phoncat2,syl_phoncat3,onset_phoncat0,onset_phoncat1,onset_phoncat2,onset_phoncat3,koda_phoncat0,koda_phoncat1,koda_phoncat2,koda_phoncat3,nucleus_phoncat0,nucleus_phoncat1,nucleus_phoncat2,nucleus_phoncat3,syl_len0,syl_len1,syl_len2,syl_len3,koda_len0,koda_len1,koda_len2,koda_len3,onset_len0,onset_len1,onset_len2,onset_len3,nucleus_len0,nucleus_len1,nucleus_len2,nucleus_len3,syl_cv0,syl_cv1,syl_cv2,syl_cv3,cv_ratio0,cv_ratio1,cv_ratio2,cv_ratio3,pos,comp_struct,nomen,comp_len,Word,stress_class
ken,ø,n,en,ken,nken,enken,C,KC,CKC,CCKC,KCCKC,ø,An,ø,A,An,Ang,Ange,Anged,K,KC,KCC,KCCK,KCCKC,ø,9,7,10,10,4,3,3,3,0,light,schwa,light,schwa,c,o,c,c,KC,CK,CKC,CKC,,C,C,C,C,,C,C,K,K,K,K,2,2,3,3,1,0,1,1,0,1,1,1,1,1,1,1,VC,CV,CVC,CVC,1,1,2,2,N,N,T,1,Angedenken,prima
fen,ø,n,en,fen,ffen,iffen,C,KC,CKC,KCKC,CKCKC,ø,an,an,a,an,ang,ange,angeg,K,KC,KCC,KCCK,KCCKC,ø,9,7,13,10,4,3,4,3,1,light,schwa,light,schwa,c,o,c,c,KC,CK,CCK,CKC,,C,CC,C,C,,,C,K,K,K,K,2,2,4,3,1,0,1,1,0,1,2,1,1,1,1,1,VC,CV,CCVC,CVC,1,1,3,2,A,F,F,1,angegriffen,prima
tert,ø,t,rt,ert,tert,itert,C,CC,KCC,CKCC,DCKCC,ø,an,an,a,an,ang,ange,angeh,K,KC,KCC,KCCK,KCCKC,ø,9,7,11,12,4,3,5,3,1,light,schwa,light,schwa,c,o,o,c,KC,CK,CD,CKCC,,C,C,C,C,,,CC,K,K,D,K,2,2,3,4,1,0,0,2,0,1,1,1,1,1,2,1,VC,CV,CVV,CVCC,1,1,0,3,A,A,F,1,angeheitert,prima
ren,ø,n,en,ren,eren,oeren,C,KC,CKC,LCKC,CLCKC,ø,an,an,a,an,ang,ange,angeh,K,KC,KCC,KCCK,KCCKC,acc,9,7,7,13,4,3,3,4,1,light,schwa,light,schwa,c,o,o,c,KC,CK,CL,CKC,,C,C,C,C,,,C,K,K,L,K,2,2,2,3,1,0,0,1,0,1,1,1,1,1,2,1,VC,CV,CVV,CVC,1,1,0,2,V,V,F,1,angehoeren,prima
rig,ø,g,ig,rig,erig,oerig,C,KC,CKC,LCKC,CLCKC,noacc,an,an,a,an,ang,ange,angeh,K,KC,KCC,KCCK,KCCKC,acc,9,7,7,13,4,3,3,4,1,light,schwa,light,light,c,o,o,c,KC,CK,CL,CKC,,C,C,C,C,,,C,K,K,L,K,2,2,2,3,1,0,0,1,0,1,1,1,1,1,2,1,VC,CV,CVV,CVC,1,1,0,2,A,V,F,1,angehoerig,prima
te,ø,e,te,gte,agte,lagte,K,CK,CCK,LCCK,CLCCK,ø,An,ø,A,An,Ang,Ange,Angek,K,KC,KCC,KCCK,KCCKC,ø,9,7,16,7,4,3,4,3,0,light,schwa,light,schwa,c,o,c,o,KC,CK,CCLC,CK,,C,CC,C,C,,C,,K,K,L,K,2,2,4,2,1,0,1,0,0,1,2,1,1,1,2,1,VC,CV,CCVVC,CV,1,1,1,1,N,F,T,1,Angeklagte,prima
kelt,ø,t,lt,elt,kelt,nkelt,C,CC,KCC,CKCC,CCKCC,ø,an,an,a,an,ang,ange,angek,K,KC,KCC,KCCK,KCCKC,ø,9,7,14,12,4,3,3,3,1,light,schwa,light,schwa,c,o,c,c,KC,CK,CCKC,CKCC,,C,CC,C,C,,C,CC,K,K,K,K,2,2,4,4,1,0,1,2,0,1,2,1,1,1,1,1,VC,CV,CCVC,CVCC,1,1,3,3,A,A,F,1,angekraenkelt,prima
gen,ø,n,en,gen,egen,legen,C,KC,CKC,LCKC,CLCKC,ø,an,an,a,an,ang,ange,angel,K,KC,KCC,KCCK,KCCKC,ø,9,7,10,10,4,3,5,3,0,light,schwa,light,schwa,c,o,o,c,KC,CK,CL,CKC,,C,C,C,C,,,C,K,K,L,K,2,2,2,3,1,0,0,1,0,1,1,1,1,1,2,1,VC,CV,CVV,CVC,1,1,0,2,A,F,F,1,angelegen,prima
ken,ø,n,en,ken,aken,haken,C,KC,CKC,LCKC,CLCKC,ø,An,ø,A,An,Ang,Ange,Angel,K,KC,KCK,KCKC,KCKCC,ø,6,13,11,10,6,4,5,3,1,light,schwa,light,schwa,c,c,o,c,K,CKC,CL,CKC,,C,C,C,,C,,C,K,K,L,K,2,3,2,3,1,1,0,1,0,1,1,1,1,1,2,1,VC,CVC,CVV,CVC,1,2,0,2,N,NN,T,2,Angelhaken,prima
ben,ø,n,en,ben,oben,loben,C,KC,CKC,LCKC,CLCKC,ø,an,an,a,an,ang,ange,angel,K,KC,KCC,KCCK,KCCKC,acc,9,7,10,10,4,3,5,3,0,light,schwa,light,schwa,c,o,o,c,KC,CK,CL,CKC,,C,C,C,C,,,C,K,K,L,K,2,2,2,3,1,0,0,1,0,1,1,1,1,1,2,1,VC,CV,CVV,CVC,1,1,0,2,V,V,F,1,angeloben,prima
te,ø,e,te,ute,rute,lrute,K,CK,LCK,CLCK,CCLCK,ø,An,ø,A,An,Ang,Ange,Angel,K,KC,KCK,KCKC,KCKCC,ø,6,13,12,7,6,4,6,3,0,light,schwa,light,schwa,c,c,o,o,K,CKC,CL,CK,,C,C,C,,C,,,K,K,L,K,2,3,2,2,1,1,0,0,0,1,1,1,1,1,2,1,VC,CVC,CVV,CV,1,2,0,1,N,NN,T,2,Angelrute,prima
se,ø,e,se,hse,chse,achse,K,CK,CCK,KCCK,CKCCK,ø,An,ø,A,An,Ang,Ange,Angel,K,KC,KCK,KCKC,KCKCC,ø,6,13,8,7,6,4,2,3,-1,light,schwa,light,schwa,c,c,c,o,K,CKC,CKC,CK,,C,C,C,,C,C,,K,K,K,K,2,3,4,2,1,1,1,0,0,1,1,1,1,1,1,1,VC,CVC,CVC,CV,1,2,2,1,N,N,T,1,Angelsachse,prima
sisch,ø,h,ch,sch,isch,sisch,C,KC,CKC,CCKC,KCCKC,ø,an,an,a,an,ang,ange,angel,K,KC,KCK,KCKC,KCKCC,ø,6,13,8,10,6,4,2,3,0,light,schwa,light,light,c,c,c,c,K,CKC,CKC,CKC,,C,C,C,,C,C,C,K,K,K,K,2,3,4,5,1,1,1,1,0,1,1,1,1,1,1,1,VC,CVC,CVC,CVC,1,2,2,2,A,ø,F,0,angelsaechsisch,prima
sen,ø,n,en,sen,ssen,essen,C,KC,CKC,KCKC,CKCKC,ø,an,an,a,an,ang,ange,angem,K,KC,KCC,KCCK,KCCKC,ø,9,7,9,10,4,3,4,3,0,light,schwa,light,schwa,c,o,c,c,KC,CK,CK,CKC,,C,C,C,C,,,C,K,K,K,K,2,2,3,3,1,0,1,1,0,1,1,1,1,1,1,1,VC,CV,CVC,CVC,1,1,2,2,A,F,F,1,angemessen,prima
selt,ø,t,lt,elt,selt,uselt,C,CC,KCC,CKCC,DCKCC,ø,an,an,a,an,ang,ange,anges,K,KC,KCC,KCCK,KCCKC,ø,9,7,11,12,4,3,5,3,1,light,schwa,light,schwa,c,o,o,c,KC,CK,CD,CKCC,,C,C,C,C,,,CC,K,K,D,K,2,2,3,4,1,0,0,2,0,1,1,1,1,1,2,1,VC,CV,CVV,CVCC,1,1,0,3,A,F,F,1,angesaeuselt,prima
hen,ø,n,en,hen,ehen,sehen,C,KC,LKC,CLKC,KCLKC,ø,an,an,a,an,ang,ange,anges,K,KC,KCC,KCCK,KCCKC,ø,9,7,7,9,4,3,3,4,0,light,schwa,light,schwa,c,o,o,c,KC,CK,CL,KC,,C,C,,C,,,C,K,K,L,K,2,2,2,3,1,0,0,1,0,1,1,0,1,1,2,1,VC,CV,CVV,VC,1,1,0,1,A,F,F,1,angesehen,prima
te,ø,e,te,lte,llte,ellte,K,CK,CCK,KCCK,CKCCK,ø,An,ø,A,An,Ang,Ange,Anges,K,KC,KCC,KCCK,KCCKC,ø,9,7,12,7,4,3,3,3,0,light,schwa,light,schwa,c,o,c,o,KC,CK,CCKC,CK,,C,CC,C,C,,C,,K,K,K,K,2,2,5,2,1,0,1,0,0,1,2,1,1,1,1,1,VC,CV,CCVC,CV,1,1,3,1,N,F,T,1,Angestellte,prima
felt,ø,t,lt,elt,felt,efelt,C,CC,KCC,CKCC,LCKCC,ø,an,an,a,an,ang,ange,anges,K,KC,KCC,KCCK,KCCKC,ø,9,7,10,12,4,3,3,3,1,light,schwa,light,schwa,c,o,o,c,KC,CK,CCL,CKCC,,C,CC,C,C,,,CC,K,K,L,K,2,2,4,4,1,0,0,2,0,1,2,1,1,1,2,1,VC,CV,CCVV,CVCC,1,1,1,3,ADV,F,F,1,angestiefelt,prima
heit,heit,t,it,eit,heit,theit,C,DC,CDC,CCDC,CCCDC,ø,An,ø,A,An,Ang,Ange,Anges,K,KC,KCC,KCCK,KCCKC,ø,9,7,16,12,4,3,2,4,1,light,schwa,heavy,light,c,o,c,c,KC,CK,CCCKCC,CDC,,C,CCC,C,C,,CC,C,K,K,K,D,2,2,7,4,1,0,2,1,0,1,3,1,1,1,1,2,VC,CV,CCCVCC,CVVC,1,1,5,1,N,A,T,1,Angestrengtheit,prima
ken,ø,n,en,ken,nken,unken,C,KC,CKC,CCKC,KCCKC,ø,an,an,a,an,ang,ange,anget,K,KC,KCC,KCCK,KCCKC,ø,9,7,16,10,4,3,4,3,1,light,schwa,light,schwa,c,o,c,c,KC,CK,CCKC,CKC,,C,CC,C,C,,C,C,K,K,K,K,2,2,4,3,1,0,1,1,0,1,2,1,1,1,1,1,VC,CV,CCVC,CVC,1,1,3,2,A,F,F,1,angetrunken,prima
sen,ø,n,en,sen,esen,iesen,C,KC,CKC,LCKC,CLCKC,ø,an,an,a,an,ang,ange,angew,K,KC,KCC,KCCK,KCCKC,ø,9,7,9,10,4,3,4,3,0,light,schwa,light,schwa,c,o,o,c,KC,CK,CL,CKC,,C,C,C,C,,,C,K,K,L,K,2,2,3,3,1,0,0,1,0,1,1,1,1,1,2,1,VC,CV,CVV,CVC,1,1,0,2,A,F,F,1,angewiesen,prima
nen,ø,n,en,nen,hnen,ehnen,C,KC,CKC,LCKC,CLCKC,ø,an,an,a,an,ang,ange,angew,K,KC,KCC,KCCK,KCCKC,acc,9,7,7,12,4,3,3,4,1,light,schwa,light,schwa,c,o,o,c,KC,CK,CL,CKC,,C,C,C,C,,,C,K,K,L,K,2,2,3,3,1,0,0,1,0,1,1,1,1,1,2,1,VC,CV,CVV,CVC,1,1,0,2,V,V,F,1,angewoehnen,prima
heit,heit,t,it,eit,heit,nheit,C,DC,CDC,CCDC,LCCDC,ø,An,ø,A,An,Ang,Ange,Angew,K,KC,KCC,KCCK,KCCKC,acc,9,7,10,12,4,3,3,4,1,light,schwa,light,light,c,o,c,c,KC,CK,CLC,CDC,,C,C,C,C,,C,C,K,K,L,D,2,2,4,4,1,0,1,1,0,1,1,1,1,1,2,2,VC,CV,CVVC,CVVC,1,1,1,1,N,V,T,1,Angewohnheit,prima
nung,ø,g,ng,ung,nung,hnung,C,KC,CKC,LCKC,CLCKC,ø,An,ø,A,An,Ang,Ange,Angew,K,KC,KCC,KCCK,KCCKC,acc,9,7,7,14,4,3,3,4,1,light,schwa,light,light,c,o,o,c,KC,CK,CL,CKC,,C,C,C,C,,,C,K,K,L,K,2,2,3,4,1,0,0,1,0,1,1,1,1,1,2,1,VC,CV,CVV,CVC,1,1,0,2,N,V,T,1,Angewoehnung,prima
rung,ø,g,ng,ung,rung,erung,C,KC,CKC,KCKC,CKCKC,ø,An,ø,A,An,Ang,Angl,Angli,K,KC,KCC,KCCC,KCCCL,acc,9,13,7,15,4,4,3,5,1,light,light,schwa,light,c,o,o,c,KC,CCL,CK,CKC,,CC,C,C,C,,,C,K,L,K,K,2,4,2,4,1,0,0,1,0,2,1,1,1,2,1,1,VC,CCVV,CV,CVC,1,1,1,2,N,V,T,1,Angliederung,prima
nisch,ø,h,ch,sch,isch,nisch,C,KC,CKC,LCKC,CLCKC,ø,an,an,a,an,ang,angl,angli,K,KC,KCC,KCCC,KCCCL,ø,9,13,11,12,4,4,5,4,0,light,light,light,light,c,o,o,c,KC,CCL,CL,CKC,,CC,C,C,C,,,C,K,L,L,K,2,3,2,5,1,0,0,1,0,2,1,1,1,2,2,1,VC,CCVV,CVV,CVC,1,1,0,2,A,R,F,1,anglikanisch,paenultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,an,an,a,an,ang,angl,angli,K,KC,KCC,KCCC,KCCCL,ø,9,13,9,13,4,4,4,4,0,light,light,light,schwa,c,o,o,c,KC,CCL,CL,CKC,,CC,C,C,C,,,C,K,L,L,K,2,3,3,3,1,0,0,1,0,2,1,1,1,2,2,1,VC,CCVV,CVV,CVC,1,1,0,2,V,R,F,1,anglisieren,paenultima
mus,ø,s,us,mus,smus,ismus,C,KC,CKC,CCKC,KCCKC,ø,An,ø,A,An,Ang,Angl,Angli,K,KC,KCC,KCCC,KCCCL,ø,9,13,10,12,4,4,3,4,0,light,light,light,light,c,o,c,c,KC,CCL,AKC,CKC,,CC,A,C,C,,C,C,K,L,K,K,2,3,3,3,1,0,1,1,0,2,1,1,1,2,1,1,VC,CCVV,CVC,CVC,1,1,2,2,N,R,T,1,Anglizismus,paenultima
ne,ø,e,ne,ane,mane,omane,K,CK,LCK,CLCK,LCLCK,ø,An,ø,A,An,Ang,Angl,Anglo,K,KC,KCC,KCCC,KCCCL,ø,9,11,13,9,4,3,6,4,0,light,light,light,schwa,c,o,o,o,KC,CCL,CL,CK,,CC,C,C,C,,,,K,L,L,K,2,3,2,2,1,0,0,0,0,2,1,1,1,2,2,1,VC,CCVV,CVV,CV,1,1,0,1,N,R,T,1,Anglomane,paenultima
nie,ø,e,ie,nie,anie,manie,L,CL,KCL,CKCL,LCKCL,ø,An,ø,A,An,Ang,Angl,Anglo,K,KC,KCC,KCCC,KCCCL,ø,9,11,9,11,4,3,4,5,0,light,light,light,light,c,o,c,o,KC,CCL,CK,CL,,CC,C,C,C,,,,K,L,K,L,2,3,2,3,1,0,1,0,0,2,1,1,1,2,1,2,VC,CCVV,CVC,CVV,1,1,2,0,N,R,T,1,Anglomanie,ultima
lie,ø,e,ie,lie,ilie,hilie,L,CL,LCL,CLCL,LCLCL,ø,An,ø,A,An,Ang,Angl,Anglo,K,KC,KCC,KCCC,KCCCL,ø,9,11,9,12,4,3,4,6,0,light,light,light,light,c,o,o,o,KC,CCL,CL,CL,,CC,C,C,C,,,,K,L,L,L,2,3,3,3,1,0,0,0,0,2,1,1,1,2,2,2,VC,CCVV,CVV,CVV,1,1,0,0,N,N,T,1,Anglophilie,ultima
bie,ø,e,ie,bie,obie,hobie,L,CL,LCL,CLCL,LCLCL,ø,An,ø,A,An,Ang,Angl,Anglo,K,KC,KCC,KCCC,KCCCL,ø,9,11,7,9,4,3,3,4,-1,light,light,light,light,c,o,o,o,KC,CCL,CL,CL,,CC,C,C,C,,,,K,L,L,L,2,3,3,3,1,0,0,0,0,2,1,1,1,2,2,2,VC,CCVV,CVV,CVV,1,1,0,0,N,ø,T,2,Anglophobie,ultima
nisch,ø,h,ch,sch,isch,nisch,C,KC,CKC,LCKC,CLCKC,ø,an,an,a,an,ang,ango,angol,K,KC,KCC,KCCL,KCCLC,ø,9,7,14,12,4,3,7,4,1,light,light,light,light,c,o,o,c,KC,CL,CL,CKC,,C,C,C,C,,,C,K,L,L,K,2,2,2,5,1,0,0,1,0,1,1,1,1,2,2,1,VC,CVV,CVV,CVC,1,0,0,2,A,ø,F,0,angolanisch,paenultima
stig,ø,g,ig,tig,stig,ustig,C,KC,CKC,CCKC,KCCKC,noacc,an,an,a,an,ang,angr,angri,K,KC,KCC,KCCC,KCCCK,acc,9,15,13,10,4,3,4,3,0,light,heavy,light,light,c,c,c,c,KC,CCKCC,CKC,CKC,,CC,C,C,C,CC,C,C,K,K,K,K,2,6,2,4,1,2,1,1,0,2,1,1,1,1,1,1,VC,CCVCC,CVC,CVC,1,4,2,2,A,NA,F,2,angriffslustig,prima
se,ø,e,se,ise,eise,weise,K,CK,DCK,CDCK,CCDCK,ø,an,an,a,an,ang,angr,angri,K,KC,KCC,KCCC,KCCCK,acc,9,15,11,7,4,3,5,3,-1,light,heavy,light,schwa,c,c,o,o,KC,CCKCC,CD,CK,,CC,C,C,C,CC,,,K,K,D,K,2,6,3,2,1,2,0,0,0,2,1,1,1,1,2,1,VC,CCVCC,CVV,CV,1,4,0,1,ADV,NA,F,2,angriffsweise,prima
se,ø,e,se,ose,rose,urose,K,CK,LCK,CLCK,DCLCK,ø,Angst,ø,A,An,Ang,Angs,Angst,K,KC,KCC,KCCC,KCCCC,ø,11,13,10,7,2,6,5,3,-2,heavy,light,light,schwa,c,o,o,o,KCCC,CD,CL,CK,,C,C,C,CCC,,,,K,D,L,K,5,3,2,2,3,0,0,0,0,1,1,1,1,2,2,1,VCCC,CVV,CVV,CV,3,0,0,1,N,NN,T,2,Angstneurose,prima
se,ø,e,se,ose,hose,chose,K,CK,LCK,CLCK,LCLCK,ø,Angst,ø,A,An,Ang,Angs,Angst,K,KC,KCC,KCCC,KCCCC,ø,11,10,7,7,2,3,3,3,-2,heavy,light,light,schwa,c,o,o,o,KCCC,CCL,CL,CK,,CC,C,C,CCC,,,,K,L,L,K,5,3,3,2,3,0,0,0,0,2,1,1,1,2,2,1,VCCC,CCVV,CVV,CV,3,1,0,1,N,NN,T,2,Angstpsychose,prima
ner,ø,r,er,ner,iner,tiner,C,KC,CKC,LCKC,CLCKC,ø,An,ø,A,An,Anh,Anha,Anhal,K,KC,KCC,KCCK,KCCKC,ø,9,11,9,13,4,3,4,4,1,light,light,light,schwa,c,c,o,c,KC,CKC,CL,CKC,,C,C,C,C,C,,C,K,K,L,K,2,3,2,3,1,1,0,1,0,1,1,1,1,1,2,1,VC,CVC,CVV,CVC,1,2,0,2,N,ø,T,0,Anhaltiner,paenultima
schaft,schaft,t,ft,aft,haft,chaft,C,CC,KCC,CKCC,CCKCC,ø,An,ø,A,An,Anh,Anha,Anhae,K,KC,KCC,KCCK,KCCKC,acc,9,7,13,9,4,3,4,2,0,light,light,schwa,heavy,c,c,c,c,KC,CK,CKC,CKCC,,C,C,C,C,,C,CC,K,K,K,K,2,3,3,6,1,1,1,2,0,1,1,1,1,1,1,1,VC,CVC,CVC,CVCC,1,2,2,3,N,N,T,1,Anhaengerschaft,prima
keit,keit,t,it,eit,keit,hkeit,C,DC,CDC,CCDC,KCCDC,ø,An,ø,A,An,Anh,Anha,Anhae,K,KC,KCC,KCCK,KCCKC,acc,9,10,13,12,4,3,4,4,1,light,light,light,light,c,c,c,c,KC,CKC,CKC,CDC,,C,C,C,C,C,C,C,K,K,K,D,2,4,4,4,1,1,1,1,0,1,1,1,1,1,1,2,VC,CVC,CVC,CVVC,1,2,2,1,N,A,T,1,Anhaenglichkeit,prima
se,ø,e,se,ise,eise,weise,K,CK,DCK,CDCK,CCDCK,ø,an,an,a,an,anh,anha,anhan,K,KC,KCC,KCCK,KCCKC,acc,9,11,11,7,4,2,5,3,-1,light,heavy,light,schwa,c,c,o,o,KC,CKCC,CD,CK,,C,C,C,C,CC,,,K,K,D,K,2,5,3,2,1,2,0,0,0,1,1,1,1,1,2,1,VC,CVCC,CVV,CV,1,3,0,1,ADV,NA,F,2,anhangsweise,prima
len,ø,n,en,len,llen,allen,C,KC,CKC,KCKC,CKCKC,ø,an,an,a,an,anh,anhe,anhei,K,KC,KCC,KCCD,KCCDC,acc,9,14,7,13,4,4,3,4,0,light,light,light,schwa,c,c,c,c,KC,CDC,CK,CKC,,C,C,C,C,C,,C,K,D,K,K,2,4,3,3,1,1,1,1,0,1,1,1,1,2,1,1,VC,CVVC,CVC,CVC,1,1,2,2,V,N,F,1,anheimfallen,antepaenultima
ben,ø,n,en,ben,eben,geben,C,KC,CKC,LCKC,CLCKC,ø,an,an,a,an,anh,anhe,anhei,K,KC,KCC,KCCD,KCCDC,ø,9,14,7,10,4,4,3,3,-1,light,light,light,schwa,c,c,o,c,KC,CDC,CL,CKC,,C,C,C,C,C,,C,K,D,L,K,2,4,2,3,1,1,0,1,0,1,1,1,1,2,2,1,VC,CVVC,CVV,CVC,1,1,0,2,V,V,F,1,anheimgeben,antepaenultima
len,ø,n,en,len,llen,ellen,C,KC,CKC,KCKC,CKCKC,ø,an,an,a,an,anh,anhe,anhei,K,KC,KCC,KCCD,KCCDC,ø,9,14,8,13,4,4,2,4,0,light,light,light,schwa,c,c,c,c,KC,CDC,CCK,CKC,,C,CC,C,C,C,,C,K,D,K,K,2,4,4,3,1,1,1,1,0,1,2,1,1,2,1,1,VC,CVVC,CCVC,CVC,1,1,3,2,V,V,F,1,anheimstellen,antepaenultima
lisch,ø,h,ch,sch,isch,lisch,C,KC,CKC,LCKC,CLCKC,ø,a,ø,a,an,ani,anim,anima,K,KC,KCL,KCLC,KCLCL,ø,6,11,13,13,6,5,6,4,2,light,light,light,light,c,o,o,c,K,CL,CL,CKC,,C,C,C,,,,C,K,L,L,K,1,2,2,5,1,0,0,1,0,1,1,1,1,2,2,1,VC,CVV,CVV,CVC,1,0,0,2,A,R,F,1,animalisch,antepaenultima
to,ø,o,to,ato,mato,imato,L,CL,LCL,CLCL,LCLCL,ø,a,ø,a,an,ani,anim,anima,K,KC,KCL,KCLC,KCLCL,ø,6,11,13,7,6,5,6,3,0,light,light,light,light,c,o,o,o,K,CL,CL,CL,,C,C,C,,,,,K,L,L,L,1,2,2,2,1,0,0,0,0,1,1,1,1,2,2,2,VC,CVV,CVV,CVV,1,0,0,0,ADV,ø,F,0,animato,paenultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,a,ø,a,an,ani,anim,animi,K,KC,KCL,KCLC,KCLCL,ø,6,11,11,13,6,5,5,4,2,light,light,light,schwa,c,o,o,c,K,CL,CL,CKC,,C,C,C,,,,C,K,L,L,K,1,2,3,3,1,0,0,1,0,1,1,1,1,2,2,1,VC,CVV,CVV,CVC,1,0,0,2,V,R,F,1,animieren,paenultima
mus,ø,s,us,mus,smus,ismus,C,KC,CKC,CCKC,KCCKC,noacc,A,ø,A,An,Ani,Anim,Animi,K,KC,KCL,KCLC,KCLCK,ø,6,11,12,12,6,5,4,4,2,light,light,light,light,c,o,c,c,K,CL,CKC,CKC,,C,C,C,,,C,C,K,L,K,K,1,2,3,3,1,0,1,1,0,1,1,1,1,2,1,1,VC,CVV,CVC,CVC,1,0,2,2,N,R,T,1,Animismus,paenultima
te,ø,e,te,tte,ette,sette,K,CK,KCK,CKCK,LCKCK,ø,A,ø,A,An,Ani,Anis,Anise,K,KC,KCL,KCLC,KCLCK,ø,6,11,7,7,6,5,3,3,0,light,light,light,schwa,c,o,c,o,K,CL,CK,CK,,C,C,C,,,,,K,L,K,K,1,2,3,2,1,0,1,0,0,1,1,1,1,2,1,1,VC,CVV,CVC,CV,1,0,2,1,N,N,T,1,Anisette,paenultima
je,ø,e,je,oje,boje,rboje,K,CK,LCK,CLCK,CCLCK,ø,An,ø,A,An,Ank,Anke,Anker,K,KC,KCC,KCCK,KCCKC,ø,9,11,7,12,4,3,3,6,0,light,schwa,light,schwa,c,c,o,o,KC,CKC,CL,CK,,C,C,C,C,C,,,K,K,L,K,2,3,2,2,1,1,0,0,0,1,1,1,1,1,2,1,VC,CVC,CVV,CV,1,2,0,1,N,NN,T,2,Ankerboje,prima
te,ø,e,te,tte,ette,kette,K,CK,KCK,CKCK,CCKCK,ø,An,ø,A,An,Ank,Anke,Anker,K,KC,KCC,KCCK,KCCKC,ø,9,11,7,7,4,3,3,3,-1,light,schwa,light,schwa,c,c,c,o,KC,CKC,CK,CK,,C,C,C,C,C,,,K,K,K,K,2,3,3,2,1,1,1,0,0,1,1,1,1,1,1,1,VC,CVC,CVC,CV,1,2,2,1,N,NN,T,2,Ankerkette,prima
de,ø,e,de,nde,inde,winde,K,CK,CCK,KCCK,CKCCK,ø,An,ø,A,An,Ank,Anke,Anker,K,KC,KCC,KCCK,KCCKC,ø,9,11,12,7,4,3,4,3,-1,light,schwa,light,schwa,c,c,c,o,KC,CKC,CKC,CK,,C,C,C,C,C,C,,K,K,K,K,2,3,3,2,1,1,1,0,0,1,1,1,1,1,1,1,VC,CVC,CVC,CV,1,2,2,1,N,NN,T,2,Ankerwinde,prima
bank,ø,k,nk,ank,bank,ebank,C,CC,KCC,CKCC,KCKCC,ø,An,ø,A,An,Ank,Ankl,Ankla,K,KC,KCC,KCCC,KCCCL,acc,9,15,7,11,4,5,3,2,-1,light,light,schwa,heavy,c,o,o,c,KC,CCL,CK,CKCC,,CC,C,C,C,,,CC,K,L,K,K,2,3,2,4,1,0,0,2,0,2,1,1,1,2,1,1,VC,CCVV,CV,CVCC,1,1,1,3,N,NN,T,2,Anklagebank,prima
schrift,ø,t,ft,ift,rift,hrift,C,CC,KCC,CKCC,CCKCC,ø,An,ø,A,An,Ank,Ankl,Ankla,K,KC,KCC,KCCC,KCCCL,acc,9,15,7,15,4,5,3,3,1,light,light,schwa,heavy,c,o,o,c,KC,CCL,CK,CCKCC,,CC,C,CC,C,,,CC,K,L,K,K,2,3,2,7,1,0,0,2,0,2,1,2,1,2,1,1,VC,CCVV,CV,CCVCC,1,1,1,4,N,NN,T,2,Anklageschrift,prima
raum,ø,m,um,aum,raum,eraum,C,DC,CDC,KCDC,CKCDC,ø,An,ø,A,An,Ank,Ankl,Ankle,K,KC,KCC,KCCC,KCCCD,acc,9,15,7,17,4,5,3,5,1,light,light,schwa,light,c,o,o,c,KC,CCD,CK,CDC,,CC,C,C,C,,,C,K,D,K,D,2,4,2,4,1,0,0,1,0,2,1,1,1,2,1,2,VC,CCVV,CV,CVVC,1,1,1,1,N,VN,T,2,Ankleideraum,prima
punkt,ø,t,kt,nkt,unkt,punkt,C,CC,CCC,KCCC,CKCCC,ø,An,ø,A,An,Ank,Ankn,Anknu,K,KC,KCC,KCCC,KCCCK,acc,9,12,13,14,4,4,3,2,1,light,light,heavy,heavy,c,c,c,c,KC,CCK,AKCC,CKCCC,,CC,A,C,C,,CC,CCC,K,K,K,K,2,4,5,5,1,1,2,3,0,2,1,1,1,1,1,1,VC,CCVC,CVCC,CVCCC,1,3,3,4,N,NN,T,2,Anknuepfungspunkt,prima
gen,ø,n,en,gen,igen,digen,C,KC,CKC,KCKC,CKCKC,noacc,an,an,a,an,ank,anku,ankue,K,KC,KCC,KCCK,KCCKC,acc,9,12,9,10,4,4,4,3,0,light,light,light,schwa,c,c,c,c,KC,CKC,CK,CKC,,C,C,C,C,C,,C,K,K,K,K,2,3,2,3,1,1,1,1,0,1,1,1,1,1,1,1,VC,CVC,CVC,CVC,1,2,2,2,V,V,F,1,ankuendigen,prima
