syl_suffix,signi_suffix,suffix1,suffix2,suffix3,suffix4,suffix5,suffix_phoncat1,suffix_phoncat2,suffix_phoncat3,suffix_phoncat4,suffix_phoncat5,suff_class,syl_praefix,signi_praefix,praefix1,praefix2,praefix3,praefix4,praefix5,praefix_phoncat1,praefix_phoncat2,praefix_phoncat3,praefix_phoncat4,praefix_phoncat5,prae_class,sonority0,sonority1,sonority2,sonority3,sonority_ratio0,sonority_ratio1,sonority_ratio2,sonority_ratio3,sonority_dir,syl_weight0,syl_weight1,syl_weight2,syl_weight3,syl_open0,syl_open1,syl_open2,syl_open3,syl_phoncat0,syl_phoncat1,syl_phoncat2,syl_phoncat3,onset_phoncat0,onset_phoncat1,onset_phoncat2,onset_phoncat3,koda_phoncat0,koda_phoncat1,koda_phoncat2,koda_phoncat3,nucleus_phoncat0,nucleus_phoncat1,nucleus_phoncat2,nucleus_phoncat3,syl_len0,syl_len1,syl_len2,syl_len3,koda_len0,koda_len1,koda_len2,koda_len3,onset_len0,onset_len1,onset_len2,onset_len3,nucleus_len0,nucleus_len1,nucleus_len2,nucleus_len3,syl_cv0,syl_cv1,syl_cv2,syl_cv3,cv_ratio0,cv_ratio1,cv_ratio2,cv_ratio3,pos,comp_struct,nomen,comp_len,Word,stress_class
nell,ø,l,ll,ell,nell,inell,C,KC,CKC,LCKC,CLCKC,ø,o,ø,o,or,ori,orig,origi,L,LC,LCL,LCLC,LCLCL,ø,6,12,9,13,6,6,4,4,1,light,light,light,light,o,o,o,c,L,CL,CL,CKC,,C,C,C,,,,C,L,L,L,K,1,2,2,4,0,0,0,1,0,1,1,1,2,2,2,1,VV,CVV,CVV,CVC,0,0,0,2,A,R,F,1,originell,ultima
tig,ø,g,ig,tig,rtig,artig,C,KC,CKC,CCKC,LCCKC,ø,or,ø,o,or,ork,orka,orkan,K,KC,KCC,KCCL,KCCLC,ø,10,14,14,10,5,4,7,3,0,light,light,light,light,c,c,c,c,KC,CLC,LC,CKC,,C,,C,C,C,C,C,K,L,L,K,2,3,2,3,1,1,1,1,0,1,0,1,1,2,2,1,VC,CVVC,VVC,CVC,1,1,0,2,A,N,F,1,orkanartig,antepaenultima
tal,ø,l,al,tal,ntal,ental,C,LC,CLC,CCLC,KCCLC,ø,or,ø,o,or,orn,orna,ornam,K,KC,KCC,KCCK,KCCKC,ø,10,9,12,15,5,4,4,5,1,light,light,light,light,c,c,c,c,KC,CK,CKC,CLC,,C,C,C,C,,C,C,K,K,K,L,2,2,3,3,1,1,1,1,0,1,1,1,1,1,1,2,VC,CVC,CVC,CVVC,1,2,2,1,A,N,F,1,ornamental,ultima
tik,ø,k,ik,tik,ntik,entik,C,KC,CKC,CCKC,KCCKC,noacc,Or,ø,O,Or,Orn,Orna,Ornam,K,KC,KCC,KCCK,KCCKC,ø,10,9,12,10,5,4,4,3,0,light,light,light,light,c,c,c,c,KC,CK,CKC,CKC,,C,C,C,C,,C,C,K,K,K,K,2,2,3,3,1,1,1,1,0,1,1,1,1,1,1,1,VC,CVC,CVC,CVC,1,2,2,2,N,N,T,1,Ornamentik,paenultima
xie,ø,e,ie,xie,oxie,doxie,L,CL,CCL,KCCL,CKCCL,ø,Or,ø,O,Or,Ort,Orth,Ortho,K,KC,KCC,KCCL,KCCLC,ø,10,7,7,10,5,3,3,3,0,light,light,light,light,c,o,c,o,KC,CL,CK,CCL,,C,C,CC,C,,,,K,L,K,L,2,3,2,3,1,0,1,0,0,1,1,2,1,2,1,2,VC,CVV,CVC,CCVV,1,0,2,1,N,A,T,1,Orthodoxie,ultima
phie,ø,e,ie,hie,phie,aphie,L,CL,KCL,CKCL,CCKCL,ø,Or,ø,O,Or,Ort,Orth,Ortho,K,KC,KCC,KCCL,KCCLC,ø,10,7,11,9,5,3,3,4,0,light,light,light,light,c,o,c,o,KC,CL,CCK,CL,,C,CC,C,C,,,,K,L,K,L,2,3,3,4,1,0,1,0,0,1,2,1,1,2,1,2,VC,CVV,CCVC,CVV,1,0,3,0,N,ø,T,0,Orthographie,ultima
phisch,ø,h,ch,sch,isch,hisch,C,KC,CKC,LCKC,CLCKC,ø,or,ø,o,or,ort,orth,ortho,K,KC,KCC,KCCL,KCCLC,ø,10,7,15,10,5,3,5,3,0,light,light,light,light,c,o,o,c,KC,CL,CCL,CKC,,C,CC,C,C,,,C,K,L,L,K,2,3,3,6,1,0,0,1,0,1,2,1,1,2,2,1,VC,CVV,CCVV,CVC,1,0,1,2,A,N,F,1,orthographisch,paenultima
de,ø,e,de,ede,aede,paede,K,CK,LCK,CLCK,LCLCK,ø,Or,ø,O,Or,Ort,Orth,Ortho,K,KC,KCC,KCCL,KCCLC,ø,10,7,7,7,5,3,3,3,-1,light,light,light,schwa,c,o,o,o,KC,CL,CL,CK,,C,C,C,C,,,,K,L,L,K,2,3,2,2,1,0,0,0,0,1,1,1,1,2,2,1,VC,CVV,CVV,CV,1,0,0,1,N,ø,T,0,Orthopaede,paenultima
die,ø,e,ie,die,edie,aedie,L,CL,KCL,CKCL,LCKCL,ø,Or,ø,O,Or,Ort,Orth,Ortho,K,KC,KCC,KCCL,KCCLC,ø,10,7,7,9,5,3,3,4,-1,light,light,light,light,c,o,c,o,KC,CL,CK,CL,,C,C,C,C,,,,K,L,K,L,2,3,2,3,1,0,1,0,0,1,1,1,1,2,1,2,VC,CVV,CVC,CVV,1,0,2,0,N,ø,T,0,Orthopaedie,ultima
disch,ø,h,ch,sch,isch,disch,C,KC,CKC,LCKC,CLCKC,ø,or,ø,o,or,ort,orth,ortho,K,KC,KCC,KCCL,KCCLC,ø,10,7,7,10,5,3,3,3,0,light,light,light,light,c,o,o,c,KC,CL,CL,CKC,,C,C,C,C,,,C,K,L,L,K,2,3,2,5,1,0,0,1,0,1,1,1,1,2,2,1,VC,CVV,CVV,CVC,1,0,0,2,A,N,F,1,orthopaedisch,paenultima
be,ø,e,be,abe,gabe,ngabe,K,CK,LCK,CLCK,CCLCK,ø,Orts,ø,O,Or,Ort,Orts,Ortsa,K,KC,KCA,KCAK,KCAKC,ø,11,9,11,7,3,4,5,3,-1,heavy,light,light,schwa,c,c,o,o,KCA,KC,CL,CK,,,C,C,CA,C,,,K,K,L,K,4,2,2,2,2,1,0,0,0,0,1,1,1,1,2,1,VCC,VC,CVV,CV,2,1,0,1,N,NN,T,2,Ortsangabe,prima
sig,ø,g,ig,sig,ssig,essig,C,KC,CKC,KCKC,CKCKC,ø,orts,ø,o,or,ort,orts,ortsa,K,KC,KCA,KCAK,KCAKC,ø,11,9,7,10,3,4,3,3,-1,heavy,light,light,light,c,c,c,c,KCA,KC,CK,CKC,,,C,C,CA,C,,C,K,K,K,K,4,2,3,3,2,1,1,1,0,0,1,1,1,1,1,1,VCC,VC,CVC,CVC,2,1,2,2,A,NA,F,2,ortsansaessig,prima
mung,ø,g,ng,ung,mung,mmung,C,KC,CKC,KCKC,CKCKC,ø,Orts,ø,O,Or,Ort,Orts,Ortsb,K,KC,KCA,KCAC,KCACK,ø,11,7,10,14,3,3,3,4,1,heavy,schwa,light,light,c,o,c,c,KCA,CK,CCK,CKC,,C,CC,C,CA,,,C,K,K,K,K,4,2,4,4,2,0,1,1,0,1,2,1,1,1,1,1,VCC,CV,CCVC,CVC,2,1,3,2,N,NN,T,2,Ortsbestimmung,prima
lich,ø,h,ch,ich,lich,glich,C,KC,CKC,CCKC,LCCKC,noacc,orts,ø,o,or,ort,orts,ortsb,K,KC,KCA,KCAC,KCACK,ø,11,7,8,13,3,3,2,4,0,heavy,schwa,light,light,c,o,c,c,KCA,CK,CLC,CKC,,C,C,C,CA,,C,C,K,K,L,K,4,2,3,4,2,0,1,1,0,1,1,1,1,1,2,1,VCC,CV,CVVC,CVC,2,1,1,2,A,NA,F,2,ortsbeweglich,prima
zei,ø,i,ei,zei,izei,lizei,D,AD,LAD,CLAD,LCLAD,ø,Orts,ø,O,Or,Ort,Orts,Ortsp,K,KC,KCA,KCAC,KCACL,ø,11,7,12,11,3,3,6,5,0,heavy,light,light,light,c,o,o,o,KCA,CL,CL,AD,,C,C,A,CA,,,,K,L,L,D,4,2,2,3,2,0,0,0,0,1,1,1,1,2,2,2,VCC,CVV,CVV,CVV,2,0,0,0,N,NN,T,2,Ortspolizei,prima
tiv,ø,v,iv,tiv,ativ,tativ,C,LC,CLC,KCLC,CKCLC,ø,o,ø,o,os,ost,oste,osten,K,KC,KCC,KCCK,KCCKC,ø,7,10,7,10,3,3,3,3,0,light,light,light,light,c,c,c,c,KC,CKC,CK,CLC,,C,C,C,C,C,,C,K,K,K,L,1,4,2,3,1,1,1,1,0,1,1,1,1,1,1,2,VC,CVC,CVC,CVVC,1,2,2,1,A,R,F,1,ostentativ,ultima
cke,ø,e,ke,cke,ocke,locke,K,CK,KCK,CKCK,CCKCK,ø,O,ø,O,Os,Ost,Oste,Oster,L,LC,LCC,LCCK,LCCKC,ø,7,11,11,7,3,3,3,3,0,light,schwa,light,schwa,c,c,c,o,LC,CKC,CCK,CK,,C,CC,C,C,C,,,L,K,K,K,1,4,3,3,1,1,1,0,0,1,2,1,2,1,1,1,VVC,CVC,CCVC,CV,0,2,3,1,N,NN,T,2,Osterglocke,prima
se,ø,e,se,ase,hase,rhase,K,CK,LCK,CLCK,CCLCK,ø,O,ø,O,Os,Ost,Oste,Oster,L,LC,LCC,LCCK,LCCKC,ø,7,11,11,7,3,3,5,3,0,light,schwa,light,schwa,c,c,o,o,LC,CKC,CL,CK,,C,C,C,C,C,,,L,K,L,K,1,4,2,2,1,1,0,0,0,1,1,1,2,1,2,1,VVC,CVC,CVV,CV,0,2,0,1,N,NN,T,2,Osterhase,prima
tag,ø,g,ag,tag,ntag,ontag,C,LC,CLC,CCLC,LCCLC,ø,O,ø,O,Os,Ost,Oste,Oster,L,LC,LCC,LCCK,LCCKC,ø,7,11,12,12,3,3,4,4,1,light,schwa,light,light,c,c,c,c,LC,CKC,CLC,CLC,,C,C,C,C,C,C,C,L,K,L,L,1,4,3,3,1,1,1,1,0,1,1,1,2,1,2,2,VVC,CVC,CVVC,CVVC,0,2,1,1,N,NN,T,2,Ostermontag,paenultima
cher,ø,r,er,her,cher,icher,C,KC,CKC,DCKC,CDCKC,ø,7,ø,O,Oe,Oes,Oest,Oeste,L,LC,LCC,LCCK,LCCKC,ø,7,7,14,11,3,3,7,3,2,light,schwa,light,schwa,c,o,o,c,LC,CK,CD,CKC,,C,C,C,C,,,C,L,K,D,K,1,4,3,4,1,0,0,1,0,1,1,1,2,1,2,1,VVC,CV,CVV,CVC,0,1,0,2,N,ø,T,0,Oesterreicher,prima
chisch,ø,h,ch,sch,isch,hisch,C,KC,CKC,DCKC,CDCKC,ø,3,ø,o,oe,oes,oest,oeste,L,LC,LCC,LCCK,LCCKC,ø,7,7,14,10,3,3,7,3,1,light,schwa,light,light,c,o,o,c,LC,CK,CD,CKC,,C,C,C,C,,,C,L,K,D,K,1,4,3,6,1,0,0,1,0,1,1,1,2,1,2,1,VVC,CV,CVV,CVC,0,1,0,2,A,ø,F,0,oesterreichisch,prima
tag,ø,g,ag,tag,ntag,nntag,C,LC,CLC,CCLC,KCCLC,ø,O,ø,O,Os,Ost,Oste,Oster,L,LC,LCC,LCCK,LCCKC,ø,7,11,10,12,3,3,3,4,1,light,schwa,light,light,c,c,c,c,LC,CKC,CKC,CLC,,C,C,C,C,C,C,C,L,K,K,L,1,4,4,3,1,1,1,1,0,1,1,1,2,1,1,2,VVC,CVC,CVC,CVVC,0,2,2,1,N,NN,T,2,Ostersonntag,paenultima
che,ø,e,he,che,oche,woche,K,CK,KCK,CKCK,CCKCK,ø,O,ø,O,Os,Ost,Oste,Oster,L,LC,LCC,LCCK,LCCKC,ø,7,11,7,7,3,3,3,3,-1,light,schwa,light,schwa,c,c,c,o,LC,CKC,CK,CK,,C,C,C,C,C,,,L,K,K,K,1,4,2,3,1,1,1,0,0,1,1,1,2,1,1,1,VVC,CVC,CVC,CV,0,2,2,1,N,NN,T,2,Osterwoche,prima
tik,ø,k,ik,tik,itik,litik,C,LC,CLC,LCLC,CLCLC,noacc,Ost,ø,O,Os,Ost,Ostp,Ostpo,K,KC,KCC,KCCC,KCCCL,ø,8,7,12,10,2,3,6,3,1,heavy,light,light,light,c,o,o,c,KCC,CL,CL,CLC,,C,C,C,CC,,,C,K,L,L,L,3,2,2,3,2,0,0,1,0,1,1,1,1,2,2,2,VCC,CVV,CVV,CVVC,2,0,0,1,N,NN,T,2,Ostpolitik,prima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,os,ø,o,os,osz,oszi,oszil,K,KC,KCA,KCAK,KCAKC,ø,7,9,12,13,3,4,6,4,2,light,light,light,schwa,c,c,o,c,KC,AK,CL,CKC,,A,C,C,C,,,C,K,K,L,K,2,3,3,3,1,1,0,1,0,1,1,1,1,1,2,1,VC,CVC,CVV,CVC,1,2,0,2,V,R,F,1,oszillieren,paenultima
ne,ø,e,ne,ane,mane,omane,K,CK,LCK,CLCK,LCLCK,ø,Ot,ø,O,Ot,Ott,Otto,Ottom,K,KC,KCL,KCLC,KCLCL,ø,6,7,13,9,6,3,6,4,1,light,light,light,schwa,c,o,o,o,K,CL,CL,CK,,C,C,C,,,,,K,L,L,K,2,2,2,2,1,0,0,0,0,1,1,1,1,2,2,1,VC,CVV,CVV,CV,1,0,0,1,N,ø,T,0,Ottomane,paenultima
ne,ø,e,ne,ane,mane,omane,K,CK,LCK,CLCK,LCLCK,ø,Ot,ø,O,Ot,Ott,Otto,Ottom,K,KC,KCL,KCLC,KCLCL,ø,6,7,13,9,6,3,6,4,1,light,light,light,schwa,c,o,o,o,K,CL,CL,CK,,C,C,C,,,,,K,L,L,K,2,2,2,2,1,0,0,0,0,1,1,1,1,2,2,1,VC,CVV,CVV,CV,1,0,0,1,N,ø,T,0,Ottomane,paenultima
nisch,ø,h,ch,sch,isch,nisch,C,KC,CKC,LCKC,CLCKC,ø,ot,ø,o,ot,ott,otto,ottom,K,KC,KCL,KCLC,KCLCL,ø,6,7,13,12,6,3,6,4,2,light,light,light,light,c,o,o,c,K,CL,CL,CKC,,C,C,C,,,,C,K,L,L,K,2,2,2,5,1,0,0,1,0,1,1,1,1,2,2,1,VC,CVV,CVV,CVC,1,0,0,2,A,N,F,1,ottomanisch,paenultima
re,ø,e,re,ere,uere,tuere,K,CK,LCK,CLCK,CCLCK,ø,Ou,ø,O,Ou,Ouv,Ouve,Ouver,L,LC,LCL,LCLC,LCLCC,ø,8,11,9,10,8,3,4,5,0,light,light,light,schwa,o,c,o,o,L,CLC,CL,CK,,C,C,C,,C,,,L,L,L,K,2,3,2,2,0,1,0,0,0,1,1,1,2,2,2,1,VV,CVVC,CVV,CV,0,1,0,1,N,ø,T,0,Ouvertuere,paenultima
um,um,m,um,ium,rium,arium,C,KC,LKC,CLKC,LCLKC,ø,O,ø,O,Ov,Ova,Ovar,Ovari,L,LC,LCL,LCLC,LCLCL,ø,6,11,12,11,6,5,6,5,1,light,light,light,light,o,o,o,c,L,CL,CL,KC,,C,C,,,,,C,L,L,L,K,1,2,2,2,0,0,0,1,0,1,1,0,2,2,2,1,VV,CVV,CVV,VC,0,0,0,1,N,R,T,1,Ovarium,antepaenultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,ø,O,ø,O,Ov,Ova,Ovat,Ovati,L,LC,LCK,LCKA,LCKAL,ø,6,7,9,9,6,3,4,4,1,light,light,light,light,o,c,o,c,L,CK,AL,LC,,C,A,,,,,C,L,K,L,L,1,2,2,2,0,1,0,1,0,1,1,0,2,1,2,2,VV,CVC,CVV,VVC,0,2,0,0,N,ø,T,0,Ovation,ultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,o,ø,o,ox,oxy,oxyd,oxydi,K,KC,KCC,KCCL,KCCLC,ø,6,10,9,13,6,3,4,4,2,light,light,light,schwa,c,o,o,c,K,CCL,CL,CKC,,CC,C,C,,,,C,K,L,L,K,1,2,3,3,1,0,0,1,0,2,1,1,1,2,2,1,VC,CCVV,CVV,CVC,1,1,0,2,V,N,F,1,oxydieren,paenultima
rung,ø,g,ng,ung,rung,erung,C,KC,CKC,LCKC,CLCKC,ø,O,ø,O,Ox,Oxy,Oxyd,Oxydi,K,KC,KCC,KCCL,KCCLC,ø,6,10,9,15,6,3,4,5,2,light,light,light,light,c,o,o,c,K,CCL,CL,CKC,,CC,C,C,,,,C,K,L,L,K,1,2,3,4,1,0,0,1,0,2,1,1,1,2,2,1,VC,CCVV,CVV,CVC,1,1,0,2,N,V,T,1,Oxydierung,paenultima
nisch,ø,h,ch,sch,isch,nisch,C,KC,CKC,LCKC,LLCKC,ø,o,ø,o,oz,oze,ozea,ozean,L,LA,LAL,LALL,LALLC,ø,6,7,10,12,6,3,10,4,2,light,light,light,light,o,o,o,c,L,AL,L,CKC,,A,,C,,,,C,L,L,L,K,1,2,1,5,0,0,0,1,0,1,0,1,2,2,2,1,VV,CVV,VV,CVC,0,0,0,2,A,N,F,1,ozeanisch,prima
reit,ø,t,it,eit,reit,ereit,C,DC,CDC,KCDC,CKCDC,ø,paa,ø,p,pa,paa,paar,paaru,C,CL,CLC,CLCK,CLCKC,ø,11,16,7,15,5,4,3,5,0,light,heavy,schwa,light,o,c,o,c,CL,CKCC,CK,CDC,C,C,C,C,,CC,,C,L,K,K,D,3,5,2,4,0,2,0,1,1,1,1,1,2,1,1,2,CVV,CVCC,CV,CVVC,0,3,1,1,A,NA,F,2,paarungsbereit,prima
ge,ø,e,ge,oge,goge,agoge,K,CK,LCK,CLCK,KCLCK,ø,P1,ø,P,Pa,Pae,Paed,Paeda,C,CK,CKC,CKCK,CKCKC,ø,7,7,7,7,3,3,3,3,0,light,light,light,schwa,c,c,o,o,CK,CK,CL,CK,C,C,C,C,,,,,K,K,L,K,2,2,2,2,1,1,0,0,1,1,1,1,1,1,2,1,CVC,CVC,CVV,CV,2,2,0,1,N,N,T,1,Paedagoge,paenultima
gik,ø,k,ik,gik,ogik,gogik,C,KC,CKC,LCKC,CLCKC,ø,P1,ø,P,Pa,Pae,Paed,Paeda,C,CK,CKC,CKCK,CKCKC,ø,7,7,7,10,3,3,3,3,1,light,light,light,light,c,c,o,c,CK,CK,CL,CKC,C,C,C,C,,,,C,K,K,L,K,2,2,2,3,1,1,0,1,1,1,1,1,1,1,2,1,CVC,CVC,CVV,CVC,2,2,0,2,N,N,T,1,Paedagogik,paenultima
gisch,ø,h,ch,sch,isch,gisch,C,KC,CKC,LCKC,CLCKC,ø,p1,ø,p,pa,pae,paed,paeda,C,CK,CKC,CKCK,CKCKC,ø,7,7,7,10,3,3,3,3,1,light,light,light,light,c,c,o,c,CK,CK,CL,CKC,C,C,C,C,,,,C,K,K,L,K,2,2,2,5,1,1,0,1,1,1,1,1,1,1,2,1,CVC,CVC,CVV,CVC,2,2,0,2,A,A,F,1,paedagogisch,paenultima
ter,ø,r,er,ter,ater,iater,C,KC,CKC,LCKC,LLCKC,ø,P1,ø,P,Pa,Pae,Paed,Paedi,C,CK,CKC,CKCL,CKCLL,ø,7,9,10,11,3,4,10,3,1,light,light,light,schwa,c,o,o,c,CK,CL,L,CKC,C,C,,C,,,,C,K,L,L,K,2,2,1,3,1,0,0,1,1,1,0,1,1,2,2,1,CVC,CVV,VV,CVC,2,0,0,2,N,ø,T,0,Paediater,paenultima
trie,ø,e,ie,rie,trie,atrie,L,CL,CCL,KCCL,LKCCL,ø,P1,ø,P,Pa,Pae,Paed,Paedi,C,CK,CKC,CKCL,CKCLK,ø,7,9,6,13,3,4,6,4,1,light,light,light,light,c,o,c,o,CK,CL,K,CCL,C,C,,CC,,,,,K,L,K,L,2,2,1,4,1,0,1,0,1,1,0,2,1,2,1,2,CVC,CVV,VC,CCVV,2,0,1,1,N,ø,T,0,Paediatrie,ultima
trisch,ø,h,ch,sch,isch,risch,C,KC,CKC,CCKC,LCCKC,ø,p1,ø,p,pa,pae,paed,paedi,C,CK,CKC,CKCL,CKCLL,ø,7,9,10,14,3,4,10,3,2,light,light,light,light,c,o,o,c,CK,CL,L,CCKC,C,C,,CC,,,,C,K,L,L,K,2,2,1,6,1,0,0,1,1,1,0,2,1,2,2,1,CVC,CVV,VV,CCVC,2,0,0,3,A,N,F,1,paediatrisch,paenultima
lie,ø,e,ie,lie,ilie,hilie,L,CL,LCL,CLCL,LCLCL,ø,P1,ø,P,Pa,Pae,Paed,Paedo,C,CK,CKC,CKCL,CKCLC,ø,7,7,9,12,3,3,4,6,1,light,light,light,light,c,o,o,o,CK,CL,CL,CL,C,C,C,C,,,,,K,L,L,L,2,2,3,3,1,0,0,0,1,1,1,1,1,2,2,2,CVC,CVV,CVV,CVV,2,0,0,0,N,ø,T,0,Paedophilie,ultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,pa,ø,p,pa,pag,pagi,pagin,C,CK,CKC,CKCL,CKCLC,ø,7,9,11,13,3,4,5,4,2,light,light,light,schwa,c,o,o,c,CK,CL,CL,CKC,C,C,C,C,,,,C,K,L,L,K,2,2,3,3,1,0,0,1,1,1,1,1,1,2,2,1,CVC,CVV,CVV,CVC,2,0,0,2,V,N,F,1,paginieren,paenultima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,pa,ø,p,pa,pak,pake,paket,C,CK,CKC,CKCL,CKCLC,ø,7,7,9,13,3,3,4,4,2,light,light,light,schwa,c,o,o,c,CK,CL,CL,CKC,C,C,C,C,,,,C,K,L,L,K,2,2,3,3,1,0,0,1,1,1,1,1,1,2,2,1,CVC,CVV,CVV,CVC,2,0,0,2,V,N,F,1,paketieren,paenultima
te,ø,e,te,rte,arte,karte,K,CK,CCK,KCCK,CKCCK,ø,Pa,ø,P,Pa,Pak,Pake,Paket,C,CK,CKC,CKCL,CKCLC,ø,7,8,11,7,3,2,3,3,0,light,light,light,schwa,c,c,c,o,CK,CLC,CKC,CK,C,C,C,C,,C,C,,K,L,K,K,2,3,3,2,1,1,1,0,1,1,1,1,1,2,1,1,CVC,CVVC,CVC,CV,2,1,2,1,N,NN,T,2,Paketkarte,antepaenultima
laut,ø,t,ut,aut,laut,llaut,C,DC,CDC,CCDC,LCCDC,ø,Pa,ø,P,Pa,Pal,Pala,Palat,C,CK,CKC,CKCK,CKCKC,ø,7,10,15,15,3,5,5,5,3,light,light,light,light,c,c,c,c,CK,CK,CLC,CDC,C,C,C,C,,,C,C,K,K,L,D,2,2,3,4,1,1,1,1,1,1,1,1,1,1,2,2,CVC,CVC,CVVC,CVVC,2,2,1,1,N,AN,T,2,Palatallaut,paenultima
de,ø,e,de,ade,sade,isade,K,CK,LCK,CLCK,LCLCK,ø,Pa,ø,P,Pa,Pal,Pali,Palis,C,CK,CKC,CKCL,CKCLC,ø,7,12,11,7,3,6,5,3,0,light,light,light,schwa,c,o,o,o,CK,CL,CL,CK,C,C,C,C,,,,,K,L,L,K,2,2,2,2,1,0,0,0,1,1,1,1,1,2,2,1,CVC,CVV,CVV,CV,2,0,0,1,N,ø,T,0,Palisade,paenultima
der,ø,r,er,der,nder,ander,C,KC,CKC,CCKC,KCCKC,ø,Pa,ø,P,Pa,Pal,Pali,Palis,C,CK,CKC,CKCL,CKCLC,ø,7,12,10,11,3,6,3,3,1,light,light,light,schwa,c,o,c,c,CK,CL,CKC,CKC,C,C,C,C,,,C,C,K,L,K,K,2,2,3,3,1,0,1,1,1,1,1,1,1,2,1,1,CVC,CVV,CVC,CVC,2,0,2,2,N,ø,T,0,Palisander,paenultima
tig,ø,g,ig,tig,rtig,artig,C,KC,CKC,CCKC,LCCKC,noacc,pal,ø,p,pa,pal,palm,palme,C,CK,CKC,CKCC,CKCCK,ø,11,12,14,10,3,4,7,3,0,light,schwa,light,light,c,c,c,c,CKC,CKC,LC,CKC,C,C,,C,C,C,C,C,K,K,L,K,3,3,2,3,1,1,1,1,1,1,0,1,1,1,2,1,CVC,CVC,VVC,CVC,2,2,0,2,A,NN,F,2,palmenartig,prima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,ø,pal,ø,p,pa,pal,palp,palpi,C,CK,CKC,CKCC,CKCCL,ø,11,9,9,13,3,4,4,4,0,light,light,light,schwa,c,o,o,c,CKC,CL,CL,CKC,C,C,C,C,C,,,C,K,L,L,K,3,2,3,3,1,0,0,1,1,1,1,1,1,2,2,1,CVC,CVV,CVV,CVC,2,0,0,2,V,R,F,1,palpitieren,paenultima
se,ø,e,se,use,muse,lmuse,K,CK,LCK,CLCK,CCLCK,ø,Pam,ø,P,Pa,Pam,Pamp,Pampe,C,CK,CKC,CKCC,CKCCK,ø,10,11,11,7,3,3,5,3,-1,light,schwa,light,schwa,c,c,o,o,CKC,CKC,CL,CK,C,C,C,C,C,C,,,K,K,L,K,3,3,2,2,1,1,0,0,1,1,1,1,1,1,2,1,CVC,CVC,CVV,CV,2,2,0,1,N,ø,T,0,Pampelmuse,prima
bisch,ø,h,ch,sch,isch,bisch,C,KC,CKC,LCKC,CLCKC,ø,pan,ø,p,pa,pan,pana,panar,C,CK,CKC,CKCK,CKCKC,ø,10,6,14,10,3,6,7,3,0,light,light,light,light,c,c,o,c,CKC,K,CL,CKC,C,,C,C,C,,,C,K,K,L,K,3,1,2,5,1,1,0,1,1,0,1,1,1,1,2,1,CVC,VC,CVV,CVC,2,1,0,2,A,A,F,1,panarabisch,paenultima
risch,ø,h,ch,sch,isch,risch,C,KC,CKC,LCKC,CLCKC,ø,pa,ø,p,pa,pan,pane,paneg,C,CK,CKC,CKCL,CKCLC,ø,7,9,9,13,3,4,4,4,1,light,light,light,light,c,o,o,c,CK,CL,CL,CKC,C,C,C,C,,,,C,K,L,L,K,2,2,2,5,1,0,0,1,1,1,1,1,1,2,2,1,CVC,CVV,CVV,CVC,2,0,0,2,A,R,F,1,panegyrisch,paenultima
tig,ø,g,ig,tig,rtig,artig,C,KC,CKC,CCKC,LCCKC,noacc,pa,ø,p,pa,pan,pani,panik,C,CL,CLC,CLCK,CLCKC,ø,11,12,14,10,5,4,7,3,0,light,light,light,light,o,c,c,c,CL,CKC,LC,CKC,C,C,,C,,C,C,C,L,K,L,K,2,3,2,3,0,1,1,1,1,1,0,1,2,1,2,1,CVV,CVC,VVC,CVC,0,2,0,2,A,NN,F,2,panikartig,prima
mung,ø,g,ng,ung,mung,mmung,C,KC,CKC,KCKC,CKCKC,ø,Pa,ø,P,Pa,Pan,Pani,Panik,C,CL,CLC,CLCK,CLCKC,ø,11,12,10,14,5,4,3,4,0,light,light,light,light,o,c,c,c,CL,CKC,CCK,CKC,C,C,CC,C,,C,,C,L,K,K,K,2,3,4,4,0,1,1,1,1,1,2,1,2,1,1,1,CVV,CVC,CCVC,CVC,0,2,3,2,N,NN,T,2,Panikstimmung,prima
mus,ø,s,us,mus,smus,ismus,C,KC,CKC,CCKC,KCCKC,noacc,Pan,ø,P,Pa,Pan,Panl,Panlo,C,CK,CKC,CKCC,CKCCL,ø,10,10,10,12,3,5,3,4,0,light,light,light,light,c,o,c,c,CKC,CL,CKC,CKC,C,C,C,C,C,,C,C,K,L,K,K,3,2,3,3,1,0,1,1,1,1,1,1,1,2,1,1,CVC,CVV,CVC,CVC,2,0,2,2,N,N,T,1,Panlogismus,paenultima
