syl_len0,syl_len1,syl_len2,syl_len3,syl_len4,syl0,syl1,syl2,syl3,syl4,nk_suffix,praefix,basic_pos,comp_struct,sa_struct,prae_class,praefix1,praefix2,praefix3,praefix4,praefix5,suffix1,suffix2,suffix3,suffix4,suffix5,suff_class,rhyme0,rhyme1,rhyme2,rhyme3,rhyme4,cv_ratio0,cv_ratio1,cv_ratio2,cv_ratio3,cv_ratio4,koda_len0,koda_len1,koda_len2,koda_len3,koda_len4,onset_len0,onset_len1,onset_len2,onset_len3,onset_len4,nucleus_len0,nucleus_len1,nucleus_len2,nucleus_len3,nucleus_len4,comp_len,sonority0,sonority1,sonority2,sonority3,sonority4,sonority_ratio0,sonority_ratio1,sonority_ratio2,sonority_ratio3,sonority_ratio4,sonority_dir,syl_class0,syl_class1,syl_class2,syl_class3,syl_class4,onset_class0,onset_class1,onset_class2,onset_class3,onset_class4,koda_class0,koda_class1,koda_class2,koda_class3,koda_class4,nucleus_class0,nucleus_class1,nucleus_class2,nucleus_class3,nucleus_class4,syl_weight0,syl_weight1,syl_weight2,syl_weight3,syl_weight4,nomen,sylcnt,stress_class
3,3,3,4,3,wie,der,auf,rich,ten,en,ø,V,BV,SS,ø,C,CL,CLC,CLCK,CLCKC,C,KC,CKC,CCKC,KCCKC,ø,CVV,CVC,VVC,CVC,CVC,0,2,0,2,2,0,1,1,1,1,1,1,0,1,1,2,1,2,1,1,2,101,111,101,111,1101,3,2,3,3,2,1,CL,CKC,DC,CKC,CKC,C,C,,C,C,,C,C,C,C,L,K,D,K,K,1,0,1,1,0,F,5,antepaenultima
3,3,3,4,4,Wie,der,auf,rich,tung,ung,ø,N,V,SA,ø,C,CL,CLC,CLCK,CLCKC,C,KC,CKC,CCKC,KCCKC,ø,CVV,CVC,VVC,CVC,CVC,0,2,0,2,2,0,1,1,1,1,1,1,0,1,1,2,1,2,1,1,1,101,111,101,111,1101,3,2,3,3,2,1,CL,CKC,DC,CKC,CKC,C,C,,C,C,,C,C,C,C,L,K,D,K,K,1,0,1,1,1,T,5,prima
3,3,3,2,4,wie,der,auf,su,chen,en,ø,V,BV,SS,ø,C,CL,CLC,CLCK,CLCKC,C,KC,CKC,LCKC,CLCKC,ø,CVV,CVC,VVC,CVV,CVC,0,2,0,0,2,0,1,1,0,1,1,1,0,1,1,2,1,2,2,1,2,101,111,101,101,1101,3,2,3,3,2,1,CL,CKC,DC,CL,CKC,C,C,,C,C,,C,C,,C,L,K,D,L,K,1,0,1,1,0,F,5,antepaenultima
3,3,3,3,4,wie,der,auf,tau,chen,en,ø,V,BV,SS,ø,C,CL,CLC,CLCK,CLCKC,C,KC,CKC,DCKC,CDCKC,ø,CVV,CVC,VVC,CVV,CVC,0,2,0,0,2,0,1,1,0,1,1,1,0,1,1,2,1,2,2,1,2,101,111,101,101,1101,3,2,3,3,2,1,CL,CKC,DC,CD,CKC,C,C,,C,C,,C,C,,C,L,K,D,D,K,1,0,1,1,0,F,5,antepaenultima
3,3,2,3,3,wie,der,be,kom,men,en,ø,V,BV,SS,ø,C,CL,CLC,CLCK,CLCKC,C,KC,CKC,KCKC,CKCKC,ø,CVV,CVC,CV,CVC,CVC,0,2,1,2,2,0,1,0,1,1,1,1,1,1,1,2,1,1,1,1,2,101,111,101,101,2001,3,2,2,2,2,1,CL,CKC,CK,CK,CKC,C,C,C,C,C,,C,,,C,L,K,K,K,K,1,0,0,1,0,F,5,prima
3,3,2,2,3,wie,der,be,le,ben,en,ø,V,BV,SS,ø,C,CL,CLC,CLCK,CLCKC,C,KC,CKC,LCKC,CLCKC,ø,CVV,CVC,CV,CVV,CVC,0,2,1,0,2,0,1,0,0,1,1,1,1,1,1,2,1,1,2,1,2,101,111,101,11,1101,3,2,2,3,2,1,CL,CKC,CK,CL,CKC,C,C,C,C,C,,C,,,C,L,K,K,L,K,1,0,0,1,0,F,5,prima
3,3,2,2,4,Wie,der,be,le,bung,ung,ø,N,V,SA,ø,C,CL,CLC,CLCK,CLCKC,C,KC,CKC,LCKC,CLCKC,ø,CVV,CVC,CV,CVV,CVC,0,2,1,0,2,0,1,0,0,1,1,1,1,1,1,2,1,1,2,1,1,101,111,101,11,1101,3,2,2,3,2,1,CL,CKC,CK,CL,CKC,C,C,C,C,C,,C,,,C,L,K,K,L,K,1,0,0,1,1,T,5,prima
3,3,3,3,3,wie,der,ein,set,zen,en,ø,V,BV,SS,ø,C,CL,CLC,CLCK,CLCKC,C,KC,AKC,KAKC,CKAKC,ø,CVV,CVC,VVC,CVC,CVC,0,2,0,2,2,0,1,1,1,1,1,1,0,1,1,2,1,2,1,1,2,101,111,1001,101,1101,3,2,4,2,2,1,CL,CKC,DC,CK,AKC,C,C,,C,A,,C,C,,C,L,K,D,K,K,1,0,1,1,0,F,5,antepaenultima
3,3,3,3,4,Wie,der,ein,set,zung,ung,ø,N,ø,SS,ø,C,CL,CLC,CLCK,CLCKC,C,KC,AKC,KAKC,CKAKC,ø,CVV,CVC,VVC,CVC,CVC,0,2,0,2,2,0,1,1,1,1,1,1,0,1,1,2,1,2,1,1,2,101,111,1001,101,1101,3,2,4,2,2,1,CL,CKC,DC,CK,AKC,C,C,,C,A,,C,C,,C,L,K,D,K,K,1,0,1,1,1,T,5,prima
3,3,3,2,5,Wie,der,ent,de,ckung,ung,ø,N,ø,SS,ø,C,CL,CLC,CLCK,CLCKC,C,KC,CKC,KCKC,CKCKC,ø,CVV,CVC,VCC,CVC,CVC,0,2,2,2,2,0,1,2,1,1,1,1,0,1,1,2,1,1,1,1,2,101,111,1101,101,1101,3,2,2,2,2,1,CL,CKC,KCC,CK,CKC,C,C,,C,C,,C,CC,,C,L,K,K,K,K,1,0,2,1,1,T,5,antepaenultima
3,3,2,3,3,wie,der,er,hal,ten,en,ø,V,BV,SS,ø,C,CL,CLC,CLCK,CLCKC,C,KC,CKC,CCKC,KCCKC,ø,CVV,CVC,VC,CVC,CVC,0,2,1,2,2,0,1,1,1,1,1,1,0,1,1,2,1,1,1,1,2,101,111,11,111,1101,3,2,3,2,2,1,CL,CKC,KC,CKC,CKC,C,C,,C,C,,C,C,C,C,L,K,K,K,K,1,0,1,1,0,F,5,prima
3,3,2,3,3,wie,der,er,ken,nen,en,ø,V,BV,SS,ø,C,CL,CLC,CLCK,CLCKC,C,KC,CKC,KCKC,CKCKC,ø,CVV,CVC,VC,CVC,CVC,0,2,1,2,2,0,1,1,1,1,1,1,0,1,1,2,1,1,1,1,2,101,111,11,101,2001,3,2,3,2,2,1,CL,CKC,KC,CK,CKC,C,C,,C,C,,C,C,,C,L,K,K,K,K,1,0,1,1,0,F,5,prima
3,3,2,3,3,wie,der,er,lan,gen,en,ø,V,BV,SS,ø,C,CL,CLC,CLCK,CLCKC,C,KC,CKC,KCKC,CKCKC,ø,CVV,CVC,VC,CVC,CVC,0,2,1,2,2,0,1,1,1,1,1,1,0,1,1,2,1,1,1,1,2,101,111,11,11,2001,3,2,3,3,2,1,CL,CKC,KC,CK,CKC,C,C,,C,C,,C,C,,C,L,K,K,K,K,1,0,1,1,0,F,5,prima
3,3,2,1,4,wie,der,er,o,bern,ern,ø,V,BV,SS,ø,C,CL,CLC,CLCK,CLCKC,C,CC,KCC,CKCC,LCKCC,ø,CVV,CVC,VC,VV,CVCC,0,2,1,0,3,0,1,1,0,2,1,1,0,0,1,2,1,1,2,1,2,101,111,11,1,1111,3,2,3,4,2,1,CL,CKC,KC,L,CKCC,C,C,,,C,,C,C,,CC,L,K,K,L,K,1,0,1,1,0,F,5,prima
3,3,2,3,3,wie,der,er,3ff,nen,en,ø,V,BV,SS,ø,C,CL,CLC,CLCK,CLCKC,C,KC,CKC,CCKC,KCCKC,ø,CVV,CVC,VC,VC,CVC,0,2,1,1,2,0,1,1,1,1,1,1,0,0,1,2,1,1,1,1,2,101,111,11,101,2001,3,2,3,2,2,1,CL,CKC,KC,KC,CKC,C,C,,,C,,C,C,C,C,L,K,K,K,K,1,0,1,1,0,F,5,prima
3,3,2,3,4,Wie,der,er,3ff,nung,ung,ø,N,V,SA,ø,C,CL,CLC,CLCK,CLCKC,C,KC,CKC,CCKC,KCCKC,ø,CVV,CVC,VC,VC,CVC,0,2,1,1,2,0,1,1,1,1,1,1,0,0,1,2,1,1,1,1,1,101,111,11,101,2001,3,2,3,2,3,1,CL,CKC,KC,KC,CKC,C,C,,,C,,C,C,C,C,L,K,K,K,K,1,0,1,1,1,T,5,prima
3,3,2,3,3,wie,der,er,set,zen,en,ø,V,BV,SS,ø,C,CL,CLC,CLCK,CLCKC,C,KC,AKC,KAKC,CKAKC,ø,CVV,CVC,VC,CVC,CVC,0,2,1,2,2,0,1,1,1,1,1,1,0,1,1,2,1,1,1,1,2,101,111,11,101,1101,3,2,3,2,2,1,CL,CKC,KC,CK,AKC,C,C,,C,A,,C,C,,C,L,K,K,K,K,1,0,1,1,0,F,5,prima
3,3,2,4,3,wie,der,er,stat,ten,en,ø,V,BV,SS,ø,C,CL,CLC,CLCK,CLCKC,C,KC,CKC,KCKC,CKCKC,ø,CVV,CVC,VC,CCVC,CVC,0,2,1,3,2,0,1,1,1,1,1,1,0,2,1,2,1,1,1,1,2,101,111,11,201,1101,3,2,3,2,2,1,CL,CKC,KC,CCK,CKC,C,C,,CC,C,,C,C,,C,L,K,K,K,K,1,0,1,1,0,F,5,prima
3,3,2,4,4,Wie,der,er,stat,tung,ung,ø,N,V,SA,ø,C,CL,CLC,CLCK,CLCKC,C,KC,CKC,KCKC,CKCKC,ø,CVV,CVC,VC,CCVC,CVC,0,2,1,3,2,0,1,1,1,1,1,1,0,2,1,2,1,1,1,1,1,101,111,11,201,1101,3,2,3,2,2,1,CL,CKC,KC,CCK,CKC,C,C,,CC,C,,C,C,,C,L,K,K,K,K,1,0,1,1,1,T,5,prima
3,3,2,2,4,wie,der,er,we,cken,en,ø,V,BV,SS,ø,C,CL,CLC,CLCK,CLCKC,C,KC,CKC,KCKC,CKCKC,ø,CVV,CVC,VC,CVC,CVC,0,2,1,2,2,0,1,1,1,1,1,1,0,1,1,2,1,1,1,1,2,101,111,11,101,1101,3,2,3,2,2,1,CL,CKC,KC,CK,CKC,C,C,,C,C,,C,C,,C,L,K,K,K,K,1,0,1,1,0,F,5,prima
3,3,2,2,5,Wie,der,er,we,ckung,ung,ø,N,V,SA,ø,C,CL,CLC,CLCK,CLCKC,C,KC,CKC,KCKC,CKCKC,ø,CVV,CVC,VC,CVC,CVC,0,2,1,2,2,0,1,1,1,1,1,1,0,1,1,2,1,1,1,1,1,101,111,11,101,1101,3,2,3,2,2,1,CL,CKC,KC,CK,CKC,C,C,,C,C,,C,C,,C,L,K,K,K,K,1,0,1,1,1,T,5,prima
3,3,2,3,3,wie,der,er,z1h,len,en,ø,V,BV,SS,ø,C,CL,CLC,CLCK,CLCKC,C,KC,CKC,LCKC,ALCKC,ø,CVV,CVC,VC,CVV,CVC,0,2,1,0,2,0,1,1,0,1,1,1,0,1,1,2,1,1,2,1,2,101,111,11,101,1011,3,2,3,2,3,1,CL,CKC,KC,AL,CKC,C,C,,A,C,,C,C,,C,L,K,K,L,K,1,0,1,1,0,F,5,prima
3,3,2,2,3,wie,der,ge,bo,ren,en,ø,A,ø,SS,ø,C,CL,CLC,CLCK,CLCKC,C,KC,CKC,LCKC,CLCKC,ø,CVV,CVC,CV,CVV,CVC,0,2,1,0,2,0,1,0,0,1,1,1,1,1,1,2,1,1,2,1,2,101,111,101,101,1011,3,2,2,2,3,1,CL,CKC,CK,CL,CKC,C,C,C,C,C,,C,,,C,L,K,K,L,K,1,0,0,1,0,F,5,prima
3,3,2,3,3,wie,der,ge,win,nen,en,ø,V,BV,SS,ø,C,CL,CLC,CLCK,CLCKC,C,KC,CKC,KCKC,CKCKC,ø,CVV,CVC,CV,CVC,CVC,0,2,1,2,2,0,1,0,1,1,1,1,1,1,1,2,1,1,1,1,2,101,111,101,101,2001,3,2,2,3,2,1,CL,CKC,CK,CK,CKC,C,C,C,C,C,,C,,,C,L,K,K,K,K,1,0,0,1,0,F,5,prima
3,3,3,2,4,wie,der,gut,ma,chen,en,ø,V,BV,SS,ø,C,CL,CLC,CLCK,CLCKC,C,KC,CKC,KCKC,CKCKC,ø,CVV,CVC,CVVC,CVC,CVC,0,2,1,2,2,0,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,101,111,201,1001,1101,3,2,2,3,2,1,CL,CKC,CLC,CK,CKC,C,C,C,C,C,,C,C,,C,L,K,L,K,K,1,0,1,1,0,F,5,antepaenultima
3,3,3,2,5,Wie,der,gut,ma,chung,ung,ø,N,V,SA,ø,C,CL,CLC,CLCK,CLCKC,C,KC,CKC,KCKC,CKCKC,ø,CVV,CVC,CVVC,CVC,CVC,0,2,1,2,2,0,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,101,111,201,1001,1101,3,2,2,3,2,1,CL,CKC,CLC,CK,CKC,C,C,C,C,C,,C,C,,C,L,K,L,K,K,1,0,1,1,1,T,5,antepaenultima
3,3,3,4,3,wie,der,her,rich,ten,en,ø,V,BV,SS,ø,C,CL,CLC,CLCK,CLCKC,C,KC,CKC,CCKC,KCCKC,ø,CVV,CVC,CVVC,CVC,CVC,0,2,1,2,2,0,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,101,111,111,111,1101,3,2,2,3,2,1,CL,CKC,CLC,CKC,CKC,C,C,C,C,C,,C,C,C,C,L,K,L,K,K,1,0,1,1,0,F,5,antepaenultima
3,3,3,4,3,wie,der,her,stel,len,en,ø,V,BV,SS,ø,C,CL,CLC,CLCK,CLCKC,C,KC,CKC,KCKC,CKCKC,ø,CVV,CVC,CVVC,CCVC,CVC,0,2,1,3,2,0,1,1,1,1,1,1,1,2,1,2,1,2,1,1,2,101,111,111,201,1011,3,2,2,2,3,1,CL,CKC,CLC,CCK,CKC,C,C,C,CC,C,,C,C,,C,L,K,L,K,K,1,0,1,1,0,F,5,antepaenultima
3,3,3,4,4,Wie,der,her,stel,lung,ung,ø,N,V,SA,ø,C,CL,CLC,CLCK,CLCKC,C,KC,CKC,KCKC,CKCKC,ø,CVV,CVC,CVVC,CCVC,CVC,0,2,1,3,2,0,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,101,111,111,201,1011,3,2,2,2,3,1,CL,CKC,CLC,CCK,CKC,C,C,C,CC,C,,C,C,,C,L,K,L,K,K,1,0,1,1,1,T,5,antepaenultima
3,3,2,5,4,Wie,der,ho,lungs,fall,all,ø,N,NN,SAS,ø,C,CL,CLC,CLCK,CLCKC,C,KC,CKC,CCKC,CCCKC,ø,CVV,CVC,CVV,CVCC,CVC,0,2,0,3,2,0,1,0,2,1,1,1,1,1,1,2,1,2,1,1,2,101,111,101,1111,111,3,2,2,2,2,1,CL,CKC,CL,CKCC,CKC,C,C,C,C,C,,C,,CC,C,L,K,L,K,K,1,0,1,2,1,T,5,antepaenultima
3,3,3,3,3,wie,der,ver,gel,ten,en,ø,V,BV,SS,ø,C,CL,CLC,CLCK,CLCKC,C,KC,CKC,CCKC,KCCKC,ø,CVV,CVC,CVC,CVC,CVC,0,2,2,2,2,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,101,111,111,111,1101,3,2,2,2,2,1,CL,CKC,CKC,CKC,CKC,C,C,C,C,C,,C,C,C,C,L,K,K,K,K,1,0,1,1,0,F,5,prima
3,3,3,3,3,wie,der,ver,wen,den,en,ø,V,BV,SS,ø,C,CL,CLC,CLCK,CLCKC,C,KC,CKC,CCKC,KCCKC,ø,CVV,CVC,CVC,CVC,CVC,0,2,2,2,2,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,101,111,111,1101,1101,3,2,2,2,2,1,CL,CKC,CKC,CKC,CKC,C,C,C,C,C,,C,C,C,C,L,K,K,K,K,1,0,1,1,0,F,5,prima
3,3,3,3,4,Wie,der,ver,wen,dung,ung,ø,N,V,SA,ø,C,CL,CLC,CLCK,CLCKC,C,KC,CKC,CCKC,KCCKC,ø,CVV,CVC,CVC,CVC,CVC,0,2,2,2,2,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,101,111,111,1101,1101,3,2,2,2,2,1,CL,CKC,CKC,CKC,CKC,C,C,C,C,C,,C,C,C,C,L,K,K,K,K,1,0,1,1,1,T,5,prima
3,3,3,2,2,Wie,der,vor,la,ge,e,ø,N,ø,SS,ø,C,CL,CLC,CLCK,CLCKC,K,CK,LCK,CLCK,CCLCK,ø,CVV,CVC,CVVC,CVV,CV,0,2,1,0,1,0,1,1,0,0,1,1,1,1,1,2,1,2,2,1,2,101,111,111,11,101,3,2,2,4,2,-1,CL,CKC,CLC,CL,CK,C,C,C,C,C,,C,C,,,L,K,L,L,K,1,0,1,1,0,T,5,prima
3,3,2,3,4,Wil,len,lo,sig,keit,eit,ø,N,A,SAA,ø,C,CK,CKC,CKCK,CKCKC,C,DC,CDC,CCDC,KCCDC,ø,CVC,CVC,CVV,CVC,CVVC,2,2,0,2,1,1,1,0,1,1,1,1,1,1,1,1,1,2,1,2,1,101,1011,11,201,201,3,3,3,2,2,-1,CK,CKC,CL,CKC,CDC,C,C,C,C,C,,C,,C,C,K,K,L,K,D,1,0,1,1,1,T,5,prima
3,4,2,2,4,Wil,lens,1u,$e,rung,ung,ø,N,NV,ø,ø,C,CK,CKC,CKCK,CKCKC,C,KC,CKC,KCKC,CKCKC,ø,CVC,CVCC,VV,CV,CVC,2,3,0,1,2,1,2,0,0,1,1,1,0,1,1,1,1,2,1,1,2,101,1111,1,101,1011,3,2,6,2,3,1,CK,CKCC,D,CK,CKC,C,C,,C,C,,CC,,,C,K,K,D,K,K,1,0,1,0,1,T,5,prima
3,4,2,3,4,Wil,lens,er,kl1,rung,ung,ø,N,NV,ø,ø,C,CK,CKC,CKCK,CKCKC,C,KC,CKC,LCKC,CLCKC,ø,CVC,CVCC,VC,CCVV,CVC,2,3,1,1,2,1,2,1,0,1,1,1,0,2,1,1,1,1,2,1,2,101,1111,11,111,1011,3,2,3,2,3,1,CK,CKCC,KC,CCL,CKC,C,C,,CC,C,,CC,C,,C,K,K,K,L,K,1,0,1,1,1,T,5,prima
4,3,3,3,3,Wind,m2h,len,fl2,gel,el,ø,N,NN,SAS,ø,C,CK,CKC,CKCC,CKCCC,C,KC,CKC,LCKC,CLCKC,ø,CVCC,CVV,CVC,CCVV,CVC,3,0,2,1,2,2,0,1,0,1,1,1,1,2,1,1,2,1,2,1,2,1201,1001,1011,111,111,2,3,3,3,2,-1,CKCC,CL,CKC,CCL,CKC,C,C,C,CC,C,CC,,C,,C,K,L,K,L,K,2,1,0,1,0,T,5,prima
3,3,2,2,3,Win,kel,ad,vo,kat,at,ø,N,NN,SS,ø,C,CK,CKC,CKCC,CKCCK,C,LC,CLC,LCLC,CLCLC,ø,CVC,CVC,VC,CVV,CVVC,2,2,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,2,2,2,1101,111,101,101,201,2,2,2,2,2,-1,CKC,CKC,KC,CL,CLC,C,C,,C,C,C,C,C,,C,K,K,K,L,L,1,0,1,1,1,T,5,prima
3,3,4,2,2,Win,kel,funk,ti,on,on,ø,N,NN,SS,ø,C,CK,CKC,CKCC,CKCCK,C,LC,LLC,ALLC,CALLC,ø,CVC,CVC,CVCC,CVV,VVC,2,2,3,0,0,1,1,2,0,1,1,1,1,1,0,1,1,1,2,2,2,1101,111,1201,101,1001,2,2,2,3,3,-1,CKC,CKC,CKCC,AL,LC,C,C,C,A,,C,C,CC,,C,K,K,K,L,L,1,0,2,1,1,T,5,prima
3,3,2,4,2,Win,ter,ge,trei,de,e,ø,N,NN,SS,ø,C,CK,CKC,CKCC,CKCCK,K,CK,DCK,CDCK,CCDCK,ø,CVC,CVC,CV,CCVV,CV,2,2,1,1,1,1,1,0,0,0,1,1,1,2,1,1,1,1,2,1,2,1101,111,101,111,101,2,2,2,3,2,-1,CKC,CKC,CK,CCD,CK,C,C,C,CC,C,C,C,,,,K,K,K,D,K,1,0,0,1,0,T,5,prima
3,3,3,3,3,Win,ter,kar,tof,fel,el,ø,N,NN,SS,ø,C,CK,CKC,CKCC,CKCCK,C,KC,CKC,KCKC,CKCKC,ø,CVC,CVC,CVC,CVC,CVC,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1101,111,111,101,111,2,2,2,2,2,-1,CKC,CKC,CKC,CK,CKC,C,C,C,C,C,C,C,C,,C,K,K,K,K,K,1,0,1,1,0,T,5,prima
3,3,6,3,4,Win,ter,schlu$,ver,kauf,auf,ø,N,NN,SS,ø,C,CK,CKC,CKCC,CKCCK,C,DC,CDC,CCDC,KCCDC,ø,CVC,CVC,CCVC,CVC,CVVC,2,2,3,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1101,111,211,111,201,2,2,2,2,2,-1,CKC,CKC,CCKC,CKC,CDC,C,C,CC,C,C,C,C,C,C,C,K,K,K,K,D,1,0,1,1,1,T,5,prima
3,3,2,2,4,Win,ter,se,me,ster,er,ø,N,NN,SS,ø,C,CK,CKC,CKCC,CKCCK,C,KC,CKC,CCKC,KCCKC,ø,CVC,CVC,CVV,CVC,CVC,2,2,0,2,2,1,1,0,1,1,1,1,1,1,1,1,1,2,1,1,2,1101,111,101,1101,111,2,2,2,2,2,-1,CKC,CKC,CL,CKC,CKC,C,C,C,C,C,C,C,,C,C,K,K,L,K,K,1,0,1,1,0,T,5,prima
4,4,5,2,4,wirk,lich,keits,ge,treu,eu,ø,A,NA,SAS,ø,C,CK,CKC,CKCC,CKCCC,D,CD,CCD,KCCD,CKCCD,ø,CVCC,CVC,CVVC,CV,CCVV,3,2,1,1,1,2,1,1,0,0,1,1,1,1,2,1,1,2,1,2,2,211,111,201,101,111,2,3,2,2,3,-1,CKCC,CKC,CDA,CK,CCD,C,C,C,C,CC,CC,C,A,,,K,K,D,K,D,2,1,1,0,1,F,5,prima
3,5,2,3,4,Wir,kungs,lo,sig,keit,eit,ø,N,A,SAA,ø,C,CK,CKC,CKCC,CKCCK,C,DC,CDC,CCDC,KCCDC,ø,CVC,CVCC,CVV,CVC,CVVC,2,3,0,2,1,1,2,0,1,1,1,1,1,1,1,1,1,2,1,2,1,111,1201,11,201,201,3,2,3,2,2,-1,CKC,CKCC,CL,CKC,CDC,C,C,C,C,C,C,CC,,C,C,K,K,L,K,D,1,2,1,1,1,T,5,prima
4,7,2,3,3,Wirt,schafts,ab,kom,men,en,ø,N,NN,SAS,ø,C,CK,CKC,CKCC,CKCCC,C,KC,CKC,KCKC,CKCKC,ø,CVCC,CVCC,VC,CVC,CVC,3,3,1,2,2,2,2,1,1,1,1,1,0,1,1,1,1,1,1,1,2,211,301,101,101,2001,2,1,2,2,2,1,CKCC,CKCA,KC,CK,CKC,C,C,,C,C,CC,CA,C,,C,K,K,K,K,K,2,2,1,1,0,T,5,prima
4,7,2,3,3,Wirt,schafts,di,rek,tor,or,ø,N,NN,SAS,ø,C,CK,CKC,CKCC,CKCCC,C,KC,CKC,CCKC,KCCKC,ø,CVCC,CVCC,CVV,CVC,CVC,3,3,0,2,2,2,2,0,1,1,1,1,1,1,1,1,1,2,1,1,2,211,301,101,111,111,2,1,3,2,2,-1,CKCC,CKCA,CL,CKC,CKC,C,C,C,C,C,CC,CA,,C,C,K,K,L,K,K,2,2,1,1,1,T,5,prima
4,7,3,4,4,Wirt,schafts,ent,wick,lung,ung,ø,N,NN,SAS,ø,C,CK,CKC,CKCC,CKCCC,C,KC,CKC,CCKC,KCCKC,ø,CVCC,CVCC,VCC,CVC,CCVC,3,3,2,2,3,2,2,2,1,1,1,1,0,1,2,1,1,1,1,1,2,211,301,1101,101,1111,2,1,2,3,2,1,CKCC,CKCA,KCC,CK,CCKC,C,C,,C,CC,CC,CA,CC,,C,K,K,K,K,K,2,2,2,1,1,T,5,prima
4,7,2,3,2,Wirt,schafts,ge,b1u,de,e,ø,N,NN,SAS,ø,C,CK,CKC,CKCC,CKCCC,K,CK,DCK,CDCK,KCDCK,ø,CVCC,CVCC,CV,CVV,CV,3,3,1,0,1,2,2,0,0,0,1,1,1,1,1,1,1,1,2,1,2,211,301,101,101,101,2,1,2,3,2,-1,CKCC,CKCA,CK,CD,CK,C,C,C,C,C,CC,CA,,,,K,K,K,D,K,2,2,0,1,0,T,5,prima
4,7,2,4,6,Wirt,schafts,ge,mein,schaft,aft,ø,N,NN,SAS,ø,C,CK,CKC,CKCC,CKCCC,C,CC,KCC,CKCC,CCKCC,ø,CVCC,CVCC,CV,CVVC,CVCC,3,3,1,1,3,2,2,0,1,2,1,1,1,1,1,1,1,1,2,1,2,211,301,101,2001,301,2,1,2,3,1,1,CKCC,CKCA,CK,CDC,CKCC,C,C,C,C,C,CC,CA,,C,CC,K,K,K,D,K,2,2,0,1,2,T,5,prima
4,7,2,6,2,Wirt,schafts,ge,schich,te,e,ø,N,NN,SAS,ø,C,CK,CKC,CKCC,CKCCC,K,CK,CCK,KCCK,CKCCK,ø,CVCC,CVCC,CV,CVC,CV,3,3,1,2,1,2,2,0,1,0,1,1,1,1,1,1,1,1,1,1,2,211,301,101,201,101,2,1,2,2,2,-1,CKCC,CKCA,CK,CKC,CK,C,C,C,C,C,CC,CA,,C,,K,K,K,K,K,2,2,0,1,0,T,5,prima
4,7,2,2,4,Wirt,schafts,mi,ni,ster,er,ø,N,NN,SAS,ø,C,CK,CKC,CKCC,CKCCC,C,KC,CKC,CCKC,KCCKC,ø,CVCC,CVCC,CVV,CVC,CVC,3,3,0,2,2,2,2,0,1,1,1,1,1,1,1,1,1,2,1,1,2,211,301,1001,1101,111,2,1,3,2,2,1,CKCC,CKCA,CL,CKC,CKC,C,C,C,C,C,CC,CA,,C,C,K,K,L,K,K,2,2,1,1,0,T,5,prima
4,7,2,2,3,Wirt,schafts,po,li,tik,ik,ø,N,NN,SAS,ø,C,CK,CKC,CKCC,CKCCC,C,LC,CLC,LCLC,CLCLC,noacc,CVCC,CVCC,CVV,CVV,CVVC,3,3,0,0,1,2,2,0,0,1,1,1,1,1,1,1,1,2,2,2,2,211,301,101,11,201,2,1,2,4,2,-1,CKCC,CKCA,CL,CL,CLC,C,C,C,C,C,CC,CA,,,C,K,K,L,L,L,2,2,1,1,1,T,5,prima
4,7,2,2,5,wirt,schafts,po,li,tisch,isch,ø,A,R,SA,ø,C,CK,CKC,CKCC,CKCCC,C,KC,CKC,LCKC,CLCKC,ø,CVCC,CVCC,CVV,CVV,CVC,3,3,0,0,2,2,2,0,0,1,1,1,1,1,1,1,1,2,2,1,1,211,301,101,11,201,2,1,2,4,2,-1,CKCC,CKCA,CL,CL,CKC,C,C,C,C,C,CC,CA,,,C,K,K,L,L,K,2,2,1,1,1,F,5,prima
3,3,6,4,4,Wis,sen,schaft,lich,keit,eit,ø,N,A,SA,ø,C,CK,CKC,CKCK,CKCKC,C,DC,CDC,CCDC,KCCDC,ø,CVC,CVC,CVCC,CVC,CVVC,2,2,3,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,101,1101,301,111,201,3,2,1,3,2,-1,CK,CKC,CKCC,CKC,CDC,C,C,C,C,C,,C,CC,C,C,K,K,K,K,D,1,0,2,1,1,T,5,prima
3,3,7,2,5,Wis,sen,schafts,be,trieb,ieb,ø,N,NN,SAS,ø,C,CK,CKC,CKCK,CKCKC,C,LC,CLC,CCLC,KCCLC,ø,CVC,CVC,CVCC,CV,CCVVC,2,2,3,1,1,1,1,2,0,1,1,1,1,1,2,1,1,1,1,2,2,101,1101,301,101,211,3,2,1,2,2,-1,CK,CKC,CKCA,CK,CCLC,C,C,C,C,CC,,C,CA,,C,K,K,K,K,L,1,0,2,0,1,T,5,prima
