syl_suffix,signi_suffix,suffix1,suffix2,suffix3,suffix4,suffix5,suffix_phoncat1,suffix_phoncat2,suffix_phoncat3,suffix_phoncat4,suffix_phoncat5,suff_class,syl_praefix,signi_praefix,praefix1,praefix2,praefix3,praefix4,praefix5,praefix_phoncat1,praefix_phoncat2,praefix_phoncat3,praefix_phoncat4,praefix_phoncat5,prae_class,sonority0,sonority1,sonority2,sonority3,sonority_ratio0,sonority_ratio1,sonority_ratio2,sonority_ratio3,sonority_dir,syl_weight0,syl_weight1,syl_weight2,syl_weight3,syl_open0,syl_open1,syl_open2,syl_open3,syl_phoncat0,syl_phoncat1,syl_phoncat2,syl_phoncat3,onset_phoncat0,onset_phoncat1,onset_phoncat2,onset_phoncat3,koda_phoncat0,koda_phoncat1,koda_phoncat2,koda_phoncat3,nucleus_phoncat0,nucleus_phoncat1,nucleus_phoncat2,nucleus_phoncat3,syl_len0,syl_len1,syl_len2,syl_len3,koda_len0,koda_len1,koda_len2,koda_len3,onset_len0,onset_len1,onset_len2,onset_len3,nucleus_len0,nucleus_len1,nucleus_len2,nucleus_len3,syl_cv0,syl_cv1,syl_cv2,syl_cv3,cv_ratio0,cv_ratio1,cv_ratio2,cv_ratio3,pos,comp_struct,nomen,comp_len,Word,stress_class
ben,ø,n,en,ben,lben,alben,C,KC,CKC,CCKC,KCCKC,ø,de,ø,d,de,der,dere,deren,C,CL,CLC,CLCK,CLCKC,ø,7,14,11,10,3,3,3,3,0,light,schwa,light,schwa,o,c,c,c,CL,CKCC,CKC,CKC,C,C,C,C,,CC,C,C,L,K,K,K,2,4,3,3,0,2,1,1,1,1,1,1,2,1,1,1,CVV,CVCC,CVC,CVC,0,3,2,2,ADV,F,F,1,derenthalben,multa
len,ø,n,en,len,llen,illen,C,KC,CKC,KCKC,CKCKC,ø,de,ø,d,de,der,dere,deren,C,CL,CLC,CLCK,CLCKC,ø,7,14,9,13,3,3,4,4,1,light,schwa,light,schwa,o,c,c,c,CL,CKCC,CK,CKC,C,C,C,C,,CC,,C,L,K,K,K,2,4,3,3,0,2,1,1,1,1,1,1,2,1,1,1,CVV,CVCC,CVC,CVC,0,3,2,2,ADV,ø,F,2,derentwillen,multa
ben,ø,n,en,ben,lben,alben,C,KC,CKC,CCKC,KCCKC,ø,des,ø,d,de,des,dess,desse,C,CK,CKC,CKCK,CKCKC,ø,7,11,11,10,3,2,3,3,1,light,schwa,light,schwa,c,c,c,c,CK,CKCC,CKC,CKC,C,C,C,C,,CC,C,C,K,K,K,K,3,4,3,3,1,2,1,1,1,1,1,1,1,1,1,1,CVC,CVCC,CVC,CVC,2,3,2,2,ADV,F,F,1,dessenthalben,multa
gen,ø,n,en,gen,egen,wegen,C,KC,CKC,LCKC,CLCKC,ø,des,ø,d,de,des,dess,desse,C,CK,CKC,CKCK,CKCKC,ø,7,11,7,10,3,2,3,3,0,light,schwa,light,schwa,c,c,o,c,CK,CKCC,CL,CKC,C,C,C,C,,CC,,C,K,K,L,K,3,4,2,3,1,2,0,1,1,1,1,1,1,1,2,1,CVC,CVCC,CVV,CVC,2,3,0,2,ADV,ø,F,2,dessentwegen,multa
len,ø,n,en,len,llen,illen,C,KC,CKC,KCKC,CKCKC,ø,des,ø,d,de,des,dess,desse,C,CK,CKC,CKCK,CKCKC,ø,7,11,9,13,3,2,4,4,1,light,schwa,light,schwa,c,c,c,c,CK,CKCC,CK,CKC,C,C,C,C,,CC,,C,K,K,K,K,3,4,3,3,1,2,1,1,1,1,1,1,1,1,1,1,CVC,CVCC,CVC,CVC,2,3,2,2,ADV,ø,F,2,dessentwillen,multa
lang,ø,g,ng,ang,lang,llang,C,KC,CKC,CCKC,KCCKC,ø,drei,ø,d,dr,dre,drei,dreiv,C,CC,CCD,CCDC,CCDCK,ø,15,13,11,13,5,4,3,4,-1,light,light,schwa,light,o,c,c,c,CCD,CKC,CKC,CKC,CC,C,C,C,,C,C,C,D,K,K,K,4,4,3,4,0,1,1,1,2,1,1,1,2,1,1,1,CCVV,CVC,CVC,CVC,1,2,2,2,A,ø,F,2,dreiviertellang,multa
her,ø,r,er,her,aher,daher,C,LC,CLC,KCLC,CKCLC,ø,e,ø,e,eb,ebe,eben,ebend,L,LC,LCK,LCKC,LCKCC,ø,6,10,7,11,6,3,3,3,1,light,schwa,light,light,o,c,c,c,L,CKC,CK,CLC,,C,C,C,,C,,C,L,K,K,L,1,3,2,3,0,1,1,1,0,1,1,1,2,1,1,2,VV,CVC,CVC,CVVC,0,2,2,1,ADV,ø,F,2,ebendaher,multa
hin,ø,n,in,hin,ahin,dahin,C,KC,CKC,KCKC,CKCKC,ø,e,ø,e,eb,ebe,eben,ebend,L,LC,LCK,LCKC,LCKCC,ø,6,10,7,12,6,3,3,4,1,light,schwa,light,light,o,c,c,c,L,CKC,CK,CKC,,C,C,C,,C,,C,L,K,K,K,1,3,2,3,0,1,1,1,0,1,1,1,2,1,1,1,VV,CVC,CVC,CVC,0,2,2,2,ADV,ø,F,2,ebendahin,multa
um,um,m,um,rum,arum,darum,C,KC,CKC,LCKC,CLCKC,ø,e,ø,e,eb,ebe,eben,ebend,L,LC,LCK,LCKC,LCKCC,ø,6,10,11,15,6,3,5,5,2,light,schwa,light,light,o,c,o,c,L,CKC,CL,CKC,,C,C,C,,C,,C,L,K,L,K,1,3,3,2,0,1,0,1,0,1,1,1,2,1,2,1,VV,CVC,CVV,CVC,0,2,0,2,X,ø,F,2,ebendarum,multa
um,um,m,um,rum,arum,darum,C,KC,CKC,LCKC,CLCKC,ø,e,ø,e,eb,ebe,eben,ebend,L,LC,LCK,LCKC,LCKCC,ø,6,10,11,15,6,3,5,5,2,light,schwa,light,light,o,c,o,c,L,CKC,CL,CKC,,C,C,C,,C,,C,L,K,L,K,1,3,3,2,0,1,0,1,0,1,1,1,2,1,2,1,VV,CVC,CVV,CVC,0,2,0,2,ADV,ø,F,2,ebendarum,multa
ser,ø,r,er,ser,eser,ieser,C,KC,CKC,LCKC,CLCKC,ø,e,ø,e,eb,ebe,eben,ebend,L,LC,LCK,LCKC,LCKCC,ø,6,10,9,11,6,3,4,3,1,light,schwa,light,schwa,o,c,o,c,L,CKC,CL,CKC,,C,C,C,,C,,C,L,K,L,K,1,3,3,3,0,1,0,1,0,1,1,1,2,1,2,1,VV,CVC,CVV,CVC,0,2,0,2,X,ø,F,2,ebendieser,multa
ner,ø,r,er,ner,ener,jener,C,KC,CKC,LCKC,CLCKC,ø,e,ø,e,eb,ebe,eben,ebenj,L,LC,LCK,LCKC,LCKCC,ø,6,10,12,13,6,3,6,4,2,light,schwa,light,schwa,o,c,o,c,L,CKC,CL,CKC,,C,C,C,,C,,C,L,K,L,K,1,3,2,3,0,1,0,1,0,1,1,1,2,1,2,1,VV,CVC,CVV,CVC,0,2,0,2,X,ø,F,2,ebenjener,multa
ke,ø,e,ke,nke,unke,lunke,K,CK,CCK,KCCK,CKCCK,ø,Erz,ø,E,Er,Erz,Erzh,Erzha,K,KC,KCA,KCAC,KCACK,ø,11,7,15,7,3,3,5,3,-1,heavy,light,light,schwa,c,c,c,o,KCA,CK,CKC,CK,,C,C,C,CA,,C,,K,K,K,K,3,2,3,2,2,1,1,0,0,1,1,1,1,1,1,1,VCC,CVC,CVC,CV,2,2,2,1,N,N,T,1,Erzhalunke,multa
chen,chen,n,en,hen,chen,ichen,C,KC,CKC,DCKC,CDCKC,ø,e2,ø,e,eu,eue,euer,euers,D,DK,DKC,DKCC,DKCCC,ø,10,11,15,10,10,3,5,3,0,light,schwa,light,schwa,o,c,o,c,D,KCC,CCD,CKC,,,CC,C,,CC,,C,D,K,D,K,2,3,4,4,0,2,0,1,0,0,2,1,2,1,2,1,VV,VCC,CCVV,CVC,0,2,1,2,X,ø,F,2,euersgleichen,multa
ben,ø,n,en,ben,lben,alben,C,KC,CKC,CCKC,KCCKC,ø,e2,ø,e,eu,eue,euer,euert,D,DK,DKC,DKCC,DKCCC,ø,10,11,11,10,10,3,3,3,0,light,schwa,light,schwa,o,c,c,c,D,KCC,CKC,CKC,,,C,C,,CC,C,C,D,K,K,K,2,3,3,3,0,2,1,1,0,0,1,1,2,1,1,1,VV,VCC,CVC,CVC,0,2,2,2,ADV,ø,F,1,euerthalben,multa
gen,ø,n,en,gen,egen,wegen,C,KC,CKC,LCKC,CLCKC,ø,e2,ø,e,eu,eue,euer,euert,D,DK,DKC,DKCC,DKCCC,ø,10,11,7,10,10,3,3,3,-1,light,schwa,light,schwa,o,c,o,c,D,KCC,CL,CKC,,,C,C,,CC,,C,D,K,L,K,2,3,2,3,0,2,0,1,0,0,1,1,2,1,2,1,VV,VCC,CVV,CVC,0,2,0,2,ADV,ø,F,2,euertwegen,multa
len,ø,n,en,len,llen,illen,C,KC,CKC,KCKC,CKCKC,ø,e2,ø,e,eu,eue,euer,euert,D,DK,DKC,DKCC,DKCCC,ø,10,11,9,13,10,3,4,4,0,light,schwa,light,schwa,o,c,c,c,D,KCC,CK,CKC,,,C,C,,CC,,C,D,K,K,K,2,3,3,3,0,2,1,1,0,0,1,1,2,1,1,1,VV,VCC,CVC,CVC,0,2,2,2,ADV,ø,F,2,euertwillen,multa
chen,chen,n,en,hen,chen,ichen,C,KC,CKC,DCKC,CDCKC,ø,eu,ø,e,eu,eur,eure,eures,D,DC,DCK,DCKC,DCKCC,ø,10,11,15,10,10,3,5,3,0,light,schwa,light,schwa,o,c,o,c,D,CKC,CCD,CKC,,C,CC,C,,C,,C,D,K,D,K,2,3,4,4,0,1,0,1,0,1,2,1,2,1,2,1,VV,CVC,CCVV,CVC,0,2,1,2,X,ø,F,2,euresgleichen,multa
ben,ø,n,en,ben,lben,alben,C,KC,CKC,CCKC,KCCKC,ø,eu,ø,e,eu,eur,eure,euret,D,DC,DCK,DCKC,DCKCC,ø,10,11,11,10,10,3,3,3,0,light,schwa,light,schwa,o,c,c,c,D,CKC,CKC,CKC,,C,C,C,,C,C,C,D,K,K,K,2,3,3,3,0,1,1,1,0,1,1,1,2,1,1,1,VV,CVC,CVC,CVC,0,2,2,2,ADV,F,F,1,eurethalben,multa
gen,ø,n,en,gen,egen,wegen,C,KC,CKC,LCKC,CLCKC,ø,eu,ø,e,eu,eur,eure,euret,D,DC,DCK,DCKC,DCKCC,ø,10,11,7,10,10,3,3,3,-1,light,schwa,light,schwa,o,c,o,c,D,CKC,CL,CKC,,C,C,C,,C,,C,D,K,L,K,2,3,2,3,0,1,0,1,0,1,1,1,2,1,2,1,VV,CVC,CVV,CVC,0,2,0,2,ADV,ø,F,2,euretwegen,multa
len,ø,n,en,len,llen,illen,C,KC,CKC,KCKC,CKCKC,ø,eu,ø,e,eu,eur,eure,euret,D,DC,DCK,DCKC,DCKCC,ø,10,11,9,13,10,3,4,4,0,light,schwa,light,schwa,o,c,c,c,D,CKC,CK,CKC,,C,C,C,,C,,C,D,K,K,K,2,3,3,3,0,1,1,1,0,1,1,1,2,1,1,1,VV,CVC,CVC,CVC,0,2,2,2,ADV,ø,F,2,euretwillen,multa
ste,ø,e,te,ste,tste,rtste,K,CK,CCK,CCCK,CCCCK,ø,f2nf,ø,f,fu,fue,fuen,fuenf,C,CK,CKC,CKCC,CKCCC,ø,13,12,12,8,3,4,3,2,-2,heavy,light,schwa,schwa,c,c,c,o,CKCC,CKC,CKCC,CCK,C,C,C,CC,CC,C,CC,,K,K,K,K,4,3,4,3,2,1,2,0,1,1,1,2,1,1,1,1,CVCC,CVC,CVCC,CCV,3,2,3,2,X,ø,F,1,fuenfhundertste,multa
ste,ø,e,te,ste,dste,ndste,K,CK,CCK,CCCK,CCCCK,ø,f2nf,ø,f,fu,fue,fuen,fuenf,C,CK,CKC,CKCC,CKCCC,ø,13,11,11,8,3,5,2,2,-2,heavy,light,schwa,schwa,c,o,c,o,CKCC,CD,CKCC,CCK,C,C,C,CC,CC,,CC,,K,D,K,K,4,3,4,3,2,0,2,0,1,1,1,2,1,2,1,1,CVCC,CVV,CVCC,CCV,3,0,3,2,X,ø,F,1,fuenftausendste,multa
de,ø,e,de,nde,ande,lande,K,CK,CCK,KCCK,CKCCK,ø,hier,ø,h,hi,hie,hier,hierz,C,CL,CLC,CLCA,CLCAL,ø,13,9,13,7,4,4,4,3,-2,light,light,light,schwa,c,o,c,o,CLC,AL,CKC,CK,C,A,C,C,C,,C,,L,L,K,K,4,2,3,2,1,0,1,0,1,1,1,1,2,2,1,1,CVVC,CVV,CVC,CV,1,0,2,1,ADV,ø,F,0,hierzulande,multa
lich,ø,h,ch,ich,lich,nlich,C,KC,CKC,CCKC,LCCKC,noacc,h3chst,ø,h,ho,hoe,hoec,hoech,C,CL,CLC,CLCC,CLCCC,ø,10,11,10,13,2,3,3,4,0,heavy,light,light,light,c,c,c,c,CLCCC,CKC,CLC,CKC,C,C,C,C,CCC,C,C,C,L,K,L,K,6,3,3,4,3,1,1,1,1,1,1,1,2,1,2,1,CVVCCC,CVC,CVVC,CVC,2,2,1,2,A,ø,F,2,hoechstpersoenlich,multa
lich,ø,h,ch,ich,lich,nlich,C,KC,CKC,CCKC,DCCKC,ø,h3chst,ø,h,ho,hoe,hoec,hoech,C,CL,CLC,CLCC,CLCCC,ø,10,15,14,13,2,5,4,4,0,heavy,light,light,light,c,c,c,c,CLCCC,CLC,CDC,CKC,C,C,C,C,CCC,C,C,C,L,L,D,K,6,4,6,4,3,1,1,1,1,1,1,1,2,2,2,1,CVVCCC,CVVC,CVVC,CVC,2,1,1,2,ADV,ø,F,2,hoechstwahrscheinlich,multa
lei,ø,i,ei,lei,rlei,erlei,D,CD,CCD,KCCD,CKCCD,ø,hun,ø,h,hu,hun,hund,hunde,C,CK,CKC,CKCC,CKCCK,ø,12,11,11,14,4,3,3,7,0,light,schwa,schwa,light,c,c,c,o,CKC,CKC,CKC,CD,C,C,C,C,C,C,C,,K,K,K,D,3,3,3,3,1,1,1,0,1,1,1,1,1,1,1,2,CVC,CVC,CVC,CVV,2,2,2,0,X,ø,F,1,hunderterlei,multa
chen,chen,n,en,hen,chen,ichen,C,KC,CKC,DCKC,CDCKC,ø,ih,ø,i,ih,ihr,ihre,ihres,L,LC,LCK,LCKC,LCKCC,ø,8,11,15,10,8,3,5,3,1,light,schwa,light,schwa,o,c,o,c,L,CKC,CCD,CKC,,C,CC,C,,C,,C,L,K,D,K,2,3,4,4,0,1,0,1,0,1,2,1,2,1,2,1,VV,CVC,CCVV,CVC,0,2,1,2,X,ø,F,2,ihresgleichen,multa
ben,ø,n,en,ben,lben,alben,C,KC,CKC,CCKC,KCCKC,ø,ih,ø,i,ih,ihr,ihre,ihret,L,LC,LCK,LCKC,LCKCC,ø,8,11,11,10,8,3,3,3,0,light,schwa,light,schwa,o,c,c,c,L,CKC,CKC,CKC,,C,C,C,,C,C,C,L,K,K,K,2,3,3,3,0,1,1,1,0,1,1,1,2,1,1,1,VV,CVC,CVC,CVC,0,2,2,2,ADV,F,F,1,ihrethalben,multa
gen,ø,n,en,gen,egen,wegen,C,KC,CKC,LCKC,CLCKC,ø,ih,ø,i,ih,ihr,ihre,ihret,L,LC,LCK,LCKC,LCKCC,ø,8,11,7,10,8,3,3,3,0,light,schwa,light,schwa,o,c,o,c,L,CKC,CL,CKC,,C,C,C,,C,,C,L,K,L,K,2,3,2,3,0,1,0,1,0,1,1,1,2,1,2,1,VV,CVC,CVV,CVC,0,2,0,2,ADV,ø,F,2,ihretwegen,multa
len,ø,n,en,len,llen,illen,C,KC,CKC,KCKC,CKCKC,ø,ih,ø,i,ih,ihr,ihre,ihret,L,LC,LCK,LCKC,LCKCC,ø,8,11,9,13,8,3,4,4,1,light,schwa,light,schwa,o,c,c,c,L,CKC,CK,CKC,,C,C,C,,C,,C,L,K,K,K,2,3,3,3,0,1,1,1,0,1,1,1,2,1,1,1,VV,CVC,CVC,CVC,0,2,2,2,ADV,ø,F,2,ihretwillen,multa
mal,ø,l,al,mal,nmal,inmal,C,LC,CLC,CCLC,DCCLC,ø,ir,ø,i,ir,irg,irge,irgen,K,KC,KCC,KCCK,KCCKC,ø,12,10,14,17,6,3,4,5,2,light,schwa,light,light,c,c,c,c,KC,CKC,CDC,CLC,,C,C,C,C,C,C,C,K,K,D,L,2,4,3,3,1,1,1,1,0,1,1,1,1,1,2,2,VC,CVC,CVVC,CVVC,1,2,1,1,ADV,ø,F,2,irgendeinmal,multa
de,ø,e,de,ade,hade,chade,K,CK,LCK,CLCK,CCLCK,ø,jam,ø,j,ja,jam,jamm,jamme,C,CK,CKC,CKCK,CKCKC,ø,12,13,11,7,6,4,5,3,-2,light,schwa,light,schwa,c,c,o,o,CK,CKC,CL,CK,C,C,C,C,,C,,,K,K,L,K,3,3,4,2,1,1,0,0,1,1,1,1,1,1,2,1,CVC,CVC,CVV,CV,2,2,0,1,A,NA,F,2,jammerschade,multa
on,ø,n,on,ion,sion,ssion,C,LC,LLC,CLLC,KCLLC,ø,Kom,ø,K,Ko,Kom,Komp,Kompr,C,CK,CKC,CKCC,CKCCC,ø,10,11,9,9,3,3,4,4,-1,light,light,light,light,c,c,o,c,CKC,CCK,CL,LC,C,CC,C,,C,,,C,K,K,L,L,3,4,2,2,1,1,0,1,1,2,1,0,1,1,2,2,CVC,CCVC,CVV,VVC,2,3,0,0,N,A,T,1,Kompression,multa
tig,ø,g,ig,tig,htig,chtig,C,KC,CKC,CCKC,KCCKC,noacc,ko,ø,k,ko,kos,kost,koste,C,CK,CKC,CKCC,CKCCK,ø,8,10,14,10,2,3,3,3,1,light,schwa,light,light,c,c,c,c,CKC,CKC,ACKC,CKC,C,C,AC,C,C,C,C,C,K,K,K,K,2,4,6,3,1,1,1,1,1,1,2,1,1,1,1,1,CVC,CVC,CCVC,CVC,2,2,3,2,A,NN,F,2,kostenpflichtig,multa
lich,ø,h,ch,ich,lich,rlich,C,KC,CKC,CCKC,KCCKC,noacc,kotz,ø,k,ko,kot,kotz,kotzj,C,CK,CKA,CKAC,CKACK,ø,8,12,13,13,2,6,4,4,1,light,light,schwa,light,c,c,c,c,CKA,CK,CKC,CKC,C,C,C,C,A,,C,C,K,K,K,K,4,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,CVC,CVC,CVC,CVC,2,2,2,2,A,ø,F,2,kotzjammerlich,multa
lig,ø,g,ig,lig,ilig,eilig,C,KC,CKC,DCKC,CDCKC,noacc,kotz,ø,k,ko,kot,kotz,kotzl,C,CK,CKA,CKAC,CKACK,ø,8,13,11,13,2,4,5,4,1,light,light,light,light,c,c,o,c,CKA,CKC,CD,CKC,C,C,C,C,A,C,,C,K,K,D,K,4,4,3,3,1,1,0,1,1,1,1,1,1,1,2,1,CVC,CVC,CVV,CVC,2,2,0,2,A,ø,F,2,kotzlangweilig,multa
chen,chen,n,en,hen,chen,ichen,C,KC,CKC,DCKC,CDCKC,ø,mei,ø,m,me,mei,mein,meine,C,CD,CDC,CDCK,CDCKC,ø,13,10,15,10,6,3,5,3,-1,light,schwa,light,schwa,o,c,o,c,CD,CKC,CCD,CKC,C,C,CC,C,,C,,C,D,K,D,K,3,3,4,4,0,1,0,1,1,1,2,1,2,1,2,1,CVV,CVC,CCVV,CVC,0,2,1,2,X,ø,F,2,meinesgleichen,multa
ben,ø,n,en,ben,lben,alben,C,KC,CKC,CCKC,KCCKC,ø,mei,ø,m,me,mei,mein,meine,C,CD,CDC,CDCK,CDCKC,ø,13,10,11,10,6,3,3,3,-1,light,schwa,light,schwa,o,c,c,c,CD,CKC,CKC,CKC,C,C,C,C,,C,C,C,D,K,K,K,3,3,3,3,0,1,1,1,1,1,1,1,2,1,1,1,CVV,CVC,CVC,CVC,0,2,2,2,ADV,F,F,1,meinethalben,multa
gen,ø,n,en,gen,egen,wegen,C,KC,CKC,LCKC,CLCKC,ø,mei,ø,m,me,mei,mein,meine,C,CD,CDC,CDCK,CDCKC,ø,13,10,7,10,6,3,3,3,-2,light,schwa,light,schwa,o,c,o,c,CD,CKC,CL,CKC,C,C,C,C,,C,,C,D,K,L,K,3,3,2,3,0,1,0,1,1,1,1,1,2,1,2,1,CVV,CVC,CVV,CVC,0,2,0,2,ADV,ø,F,2,meinetwegen,multa
len,ø,n,en,len,llen,illen,C,KC,CKC,KCKC,CKCKC,ø,mei,ø,m,me,mei,mein,meine,C,CD,CDC,CDCK,CDCKC,ø,13,10,9,13,6,3,4,4,0,light,schwa,light,schwa,o,c,c,c,CD,CKC,CK,CKC,C,C,C,C,,C,,C,D,K,K,K,3,3,3,3,0,1,1,1,1,1,1,1,2,1,1,1,CVV,CVC,CVC,CVC,0,2,2,2,ADV,ø,F,2,meinetwillen,multa
still,ø,l,ll,ill,till,still,C,KC,CKC,CCKC,CCCKC,ø,mucks,ø,m,mu,muc,muck,mucks,C,CK,CKC,CKCC,CKCCC,ø,13,14,10,14,3,4,3,3,0,heavy,light,schwa,light,c,c,c,c,CKCC,CDC,CKC,CCKC,C,C,C,CC,CC,C,C,C,K,D,K,K,5,4,4,5,2,1,1,1,1,1,1,2,1,2,1,1,CVCC,CVVC,CVC,CCVC,3,1,2,3,A,NA,F,2,mucksmaeuschenstill,multa
se,ø,e,se,ise,eise,weise,K,CK,DCK,CDCK,CCDCK,ø,net,ø,n,ne,net,nett,nette,C,CK,CKC,CKCK,CKCKC,ø,9,11,11,7,4,3,5,3,-1,light,schwa,light,schwa,c,c,o,o,CK,CKC,CD,CK,C,C,C,C,,C,,,K,K,D,K,3,3,3,2,1,1,0,0,1,1,1,1,1,1,2,1,CVC,CVC,CVV,CV,2,2,0,1,ADV,A,F,1,netterweise,multa
de,ø,e,de,ede,uede,muede,K,CK,LCK,CLCK,CCLCK,ø,nim,ø,n,ni,nim,nimm,nimme,C,CK,CKC,CKCK,CKCKC,ø,11,13,11,7,5,4,5,3,-2,light,schwa,light,schwa,c,c,o,o,CK,CKC,CL,CK,C,C,C,C,,C,,,K,K,L,K,3,3,2,2,1,1,0,0,1,1,1,1,1,1,2,1,CVC,CVC,CVV,CV,2,2,0,1,A,ø,F,2,nimmermuede,multa
her,ø,r,er,her,oher,woher,C,LC,CLC,LCLC,CLCLC,ø,nir,ø,n,ni,nir,nirg,nirge,C,CK,CKC,CKCC,CKCCK,ø,15,11,7,11,5,2,3,3,-2,light,schwa,light,light,c,c,o,c,CKC,CKCA,CL,CLC,C,C,C,C,C,CA,,C,K,K,L,L,3,5,2,3,1,2,0,1,1,1,1,1,1,1,2,2,CVC,CVCC,CVV,CVVC,2,3,0,1,ADV,ø,F,2,nirgendswoher,multa
hin,ø,n,in,hin,ohin,wohin,C,KC,CKC,LCKC,CLCKC,ø,nir,ø,n,ni,nir,nirg,nirge,C,CK,CKC,CKCC,CKCCK,ø,15,11,7,12,5,2,3,4,-2,light,schwa,light,light,c,c,o,c,CKC,CKCA,CL,CKC,C,C,C,C,C,CA,,C,K,K,L,K,3,5,2,3,1,2,0,1,1,1,1,1,1,1,2,1,CVC,CVCC,CVV,CVC,2,3,0,2,ADV,ø,F,2,nirgendswohin,multa
pa,ø,a,pa,opa,ropa,uropa,L,CL,LCL,CLCL,DCLCL,ø,Nord,ø,N,No,Nor,Nord,Norde,C,CK,CKC,CKCC,CKCCD,ø,14,10,10,11,3,10,5,5,-1,heavy,light,light,light,c,o,o,o,CKCC,D,CL,CL,C,,C,C,CC,,,,K,D,L,L,4,2,2,2,2,0,0,0,1,0,1,1,1,2,2,2,CVCC,VV,CVV,CVV,3,0,0,0,N,ø,T,0,Nordeuropa,multa
ber,ø,r,er,ber,eber,ueber,C,KC,CKC,LCKC,CLCKC,ø,o,ø,o,ob,obe,oben,obend,L,LC,LCK,LCKC,LCKCC,ø,6,10,13,11,6,3,4,3,1,light,schwa,light,schwa,o,c,o,c,L,CKC,CCL,CKC,,C,CC,C,,C,,C,L,K,L,K,1,3,3,3,0,1,0,1,0,1,2,1,2,1,2,1,VV,CVC,CCVV,CVC,0,2,1,2,ADV,ø,F,2,obendrueber,multa
ein,ø,n,in,ein,rein,erein,C,DC,CDC,KCDC,CKCDC,ø,o,ø,o,ob,obe,oben,obenh,L,LC,LCK,LCKC,LCKCC,ø,6,10,7,17,6,3,3,5,3,light,schwa,light,light,o,c,c,c,L,CKC,CK,CDC,,C,C,C,,C,,C,L,K,K,D,1,3,3,3,0,1,1,1,0,1,1,1,2,1,1,2,VV,CVC,CVC,CVVC,0,2,2,1,ADV,ø,F,2,obenherein,multa
aus,ø,s,us,aus,naus,inaus,C,DC,CDC,KCDC,CKCDC,ø,o,ø,o,ob,obe,oben,obenh,L,LC,LCK,LCKC,LCKCC,ø,6,10,9,14,6,3,4,4,2,light,schwa,light,light,o,c,c,c,L,CKC,CK,CDC,,C,C,C,,C,,C,L,K,K,D,1,3,3,3,0,1,1,1,0,1,1,1,2,1,1,2,VV,CVC,CVC,CVVC,0,2,2,1,ADV,ø,F,2,obenhinaus,multa
cken,ø,n,en,ken,cken,ocken,C,KC,CKC,KCKC,CKCKC,ø,pul,ø,p,pu,pul,pulv,pulve,C,CK,CKC,CKCC,CKCCK,ø,13,11,11,10,4,3,3,3,-1,light,schwa,light,schwa,c,c,c,c,CKC,CKC,CCK,CKC,C,C,CC,C,C,C,,C,K,K,K,K,3,3,3,4,1,1,1,1,1,1,2,1,1,1,1,1,CVC,CVC,CCVC,CVC,2,2,3,2,A,NA,F,2,pulvertrocken,multa
dig,ø,g,ig,dig,ndig,endig,C,KC,CKC,CCKC,KCCKC,noacc,quick,ø,q,qu,qui,quic,quick,C,CC,CCK,CCKC,CCKCC,ø,11,10,10,10,2,5,3,3,-1,light,light,light,light,c,o,c,c,CCKC,CL,CKC,CKC,CC,C,C,C,C,,C,C,K,L,K,K,5,2,3,3,1,0,1,1,2,1,1,1,1,2,1,1,CCVC,CVV,CVC,CVC,3,0,2,2,A,AA,F,2,quicklebendig,multa
se,ø,e,se,ise,eise,weise,K,CK,DCK,CDCK,CCDCK,ø,ro,ø,r,ro,roh,rohe,roher,C,CL,CLK,CLKC,CLKCC,ø,10,10,11,7,5,5,5,3,-1,light,schwa,light,schwa,o,c,o,o,CL,KC,CD,CK,C,,C,C,,C,,,L,K,D,K,2,3,3,2,0,1,0,0,1,0,1,1,2,1,2,1,CVV,VC,CVV,CV,0,1,0,1,ADV,A,F,1,roherweise,multa
heit,heit,t,it,eit,heit,dheit,C,DC,CDC,CCDC,CCCDC,ø,Rot,ø,R,Ro,Rot,Rotg,Rotgr,C,CL,CLC,CLCC,CLCCC,ø,11,16,17,12,3,4,3,4,0,light,light,heavy,light,c,c,c,c,CLC,CCLC,CCKCC,CDC,C,CC,CC,C,C,C,CC,C,L,L,K,D,3,4,5,4,1,1,2,1,1,2,2,1,2,2,1,2,CVVC,CCVVC,CCVCC,CVVC,1,1,4,1,N,ø,T,3,Rotgruenblindheit,multa
den,ø,n,en,den,lden,olden,C,KC,CKC,CCKC,KCCKC,ø,schwarz,ø,s,sc,sch,schw,schwa,C,CC,CCK,CCKC,CCKCA,ø,13,11,11,10,2,3,3,3,-1,heavy,light,light,schwa,c,c,c,c,CCKCA,CLC,CKC,CKC,CC,C,C,C,CA,C,C,C,K,L,K,K,7,3,3,3,2,1,1,1,2,1,1,1,1,2,1,1,CCVCC,CVVC,CVC,CVC,4,1,2,2,A,ø,F,3,schwarzrotgolden,multa
ste,ø,e,te,ste,tste,rtste,K,CK,CCK,CCCK,CCCCK,ø,sechs,ø,s,se,sec,sech,sechs,C,CK,CKC,CKCC,CKCCC,ø,9,12,12,8,2,4,3,2,-1,heavy,light,schwa,schwa,c,c,c,o,CKCC,CKC,CKCC,CCK,C,C,C,CC,CC,C,CC,,K,K,K,K,5,3,4,3,2,1,2,0,1,1,1,2,1,1,1,1,CVCC,CVC,CVCC,CCV,3,2,3,2,X,ø,F,1,sechshundertste,multa
