syl_suffix,signi_suffix,suffix1,suffix2,suffix3,suffix4,suffix5,suffix_phoncat1,suffix_phoncat2,suffix_phoncat3,suffix_phoncat4,suffix_phoncat5,syl_praefix,signi_praefix,praefix1,praefix2,praefix3,praefix4,praefix5,praefix_phoncat1,praefix_phoncat2,praefix_phoncat3,praefix_phoncat4,praefix_phoncat5,sonority0,sonority1,sonority2,sonority_ratio0,sonority_ratio1,sonority_ratio2,sonority_dir,syl_weight0,syl_weight1,syl_weight2,syl_open0,syl_open1,syl_open2,syl_phoncat0,syl_phoncat1,syl_phoncat2,onset_phoncat0,onset_phoncat1,onset_phoncat2,koda_phoncat0,koda_phoncat1,koda_phoncat2,nucleus_phoncat0,nucleus_phoncat1,nucleus_phoncat2,syl_len0,syl_len1,syl_len2,koda_len0,koda_len1,koda_len2,onset_len0,onset_len1,onset_len2,nucleus_len0,nucleus_len1,nucleus_len2,syl_cv0,syl_cv1,syl_cv2,cv_ratio0,cv_ratio1,cv_ratio2,pos,comp_struct,nomen,comp_len,Word,stress_class
ben,ø,n,en,ben,eben,geben,C,KC,CKC,LCKC,CLCKC,preis,ø,p,pr,pre,prei,preis,C,CC,CCD,CCDC,CCDCC,16,7,10,4,3,3,-3,light,light,schwa,c,o,c,CCDC,CL,CKC,CC,C,C,C,,C,D,L,K,5,2,3,1,0,1,2,1,1,2,2,1,CCVVC,CVV,CVC,1,0,2,V,NV,F,2,preisgeben,antepaenultima
kr3nt,ø,t,nt,ent,oent,roent,C,CC,LCC,CLCC,CCLCC,preis,ø,p,pr,pre,prei,preis,C,CC,CCD,CCDC,CCDCC,16,7,15,4,3,3,-1,light,schwa,heavy,c,o,c,CCDC,CK,CCLCC,CC,C,CC,C,,CC,D,K,L,5,2,5,1,0,2,2,1,2,2,1,2,CCVVC,CV,CCVVCC,1,1,2,A,NF,F,2,preisgekroent,antepaenultima
stig,ø,g,ig,tig,stig,nstig,C,KC,CKC,CCKC,CCCKC,preis,ø,p,pr,pre,prei,preis,C,CC,CCD,CCDC,CCDCC,16,12,11,4,4,2,-3,light,light,light,c,c,c,CCDC,CKC,CCKC,CC,C,CC,C,C,C,D,K,K,5,3,4,1,1,1,2,1,2,2,1,1,CCVVC,CVC,CCVC,1,2,3,A,NA,F,2,preisguenstig,antepaenultima
ge,ø,e,ge,age,lage,slage,K,CK,LCK,CLCK,CCLCK,Preis,ø,P,Pr,Pre,Prei,Preis,C,CC,CCD,CCDC,CCDCC,16,14,7,4,7,3,-5,light,light,schwa,c,o,o,CCDC,CL,CK,CC,C,C,C,,,D,L,K,5,2,2,1,0,0,2,1,1,2,2,1,CCVVC,CVV,CV,1,0,1,N,NN,T,2,Preislage,antepaenultima
ste,ø,e,te,ste,iste,liste,K,CK,CCK,KCCK,CKCCK,Preis,ø,P,Pr,Pre,Prei,Preis,C,CC,CCD,CCDC,CCDCC,16,13,7,4,4,3,-5,light,light,schwa,c,c,o,CCDC,CKC,CK,CC,C,C,C,C,,D,K,K,5,2,3,1,1,0,2,1,1,2,1,1,CCVVC,CVC,CV,1,2,1,N,NN,T,2,Preisliste,antepaenultima
veau,ø,u,au,eau,veau,iveau,L,CL,LCL,CLCL,CCLCL,Preis,ø,P,Pr,Pre,Prei,Preis,C,CC,CCD,CCDC,CCDCC,16,11,7,4,5,3,-5,light,light,light,c,o,o,CCDC,CL,CL,CC,C,C,C,,,D,L,L,5,2,4,1,0,0,2,1,1,2,2,2,CCVVC,CVV,CVV,1,0,0,N,NN,T,2,Preisniveau,antepaenultima
kung,ø,g,ng,ung,kung,nkung,C,KC,CKC,CCKC,KCCKC,Preis,ø,P,Pr,Pre,Prei,Preis,C,CC,CCD,CCDC,CCDCC,16,10,12,4,3,4,-2,light,light,light,c,c,c,CCDC,CKC,CKC,CC,C,C,C,C,C,D,K,K,5,3,4,1,1,1,2,1,1,2,1,1,CCVVC,CVC,CVC,1,2,2,N,NV,T,2,Preissenkung,antepaenultima
bil,ø,l,il,bil,abil,tabil,C,LC,CLC,KCLC,CKCLC,preis,ø,p,pr,pre,prei,preis,C,CC,CCD,CCDC,CCDCC,16,8,13,4,2,4,-2,light,light,light,c,c,c,CCDC,CCK,CLC,CC,CC,C,C,,C,D,K,L,5,3,3,1,1,1,2,2,1,2,1,2,CCVVC,CCVC,CVVC,1,3,1,A,NA,F,2,preisstabil,antepaenultima
fel,ø,l,el,fel,afel,tafel,C,KC,CKC,LCKC,CLCKC,Preis,ø,P,Pr,Pre,Prei,Preis,C,CC,CCD,CCDC,CCDCC,16,11,11,4,5,3,-3,light,light,schwa,c,o,c,CCDC,CL,CKC,CC,C,C,C,,C,D,L,K,5,2,3,1,0,1,2,1,1,2,2,1,CCVVC,CVV,CVC,1,0,2,N,NN,T,2,Preistafel,antepaenultima
ger,ø,r,er,ger,eger,aeger,C,KC,CKC,LCKC,CLCKC,Preis,ø,P,Pr,Pre,Prei,Preis,C,CC,CCD,CCDC,CCDCC,16,11,11,4,3,3,-3,light,light,schwa,c,o,c,CCDC,CCL,CKC,CC,CC,C,C,,C,D,L,K,5,3,3,1,0,1,2,2,1,2,2,1,CCVVC,CCVV,CVC,1,1,2,N,NV,T,2,Preistraeger,antepaenultima
ber,ø,r,er,ber,iber,eiber,C,KC,CKC,DCKC,CDCKC,Preis,ø,P,Pr,Pre,Prei,Preis,C,CC,CCD,CCDC,CCDCC,16,15,11,4,5,3,-3,light,light,schwa,c,o,c,CCDC,CCD,CKC,CC,CC,C,C,,C,D,D,K,5,4,3,1,0,1,2,2,1,2,2,1,CCVVC,CCVV,CVC,1,1,2,N,NV,T,2,Preistreiber,antepaenultima
gleich,ø,h,ch,ich,eich,leich,C,DC,CDC,CCDC,CCCDC,Preis,ø,P,Pr,Pre,Prei,Preis,C,CC,CCD,CCDC,CCDCC,16,11,16,4,3,4,0,light,light,light,c,c,c,CCDC,CKC,CCDC,CC,C,CC,C,C,C,D,K,D,5,3,6,1,1,1,2,1,2,2,1,2,CCVVC,CVC,CCVVC,1,2,1,N,NN,T,2,Preisvergleich,antepaenultima
dig,ø,g,ig,dig,rdig,erdig,C,KC,CKC,CCKC,KCCKC,preis,ø,p,pr,pre,prei,preis,C,CC,CCD,CCDC,CCDCC,16,13,10,4,4,3,-3,light,light,light,c,c,c,CCDC,CKC,CKC,CC,C,C,C,C,C,D,K,K,5,3,3,1,1,1,2,1,1,2,1,1,CCVVC,CVC,CVC,1,2,2,A,NA,F,2,preiswuerdig,antepaenultima
amt,ø,t,mt,amt,eamt,seamt,C,CC,KCC,KKCC,CKKCC,Pres,ø,P,Pr,Pre,Pres,Press,C,CC,CCK,CCKC,CCKCK,11,7,10,3,3,3,-1,light,schwa,heavy,c,o,c,CCK,CK,KCC,CC,C,,,,CC,K,K,K,4,2,3,1,0,2,2,1,0,1,1,1,CCVC,CV,VCC,3,1,2,N,NN,T,2,Presseamt,antepaenultima
dienst,ø,t,st,nst,enst,ienst,C,CC,CCC,LCCC,CLCCC,Pres,ø,P,Pr,Pre,Pres,Press,C,CC,CCK,CCKC,CCKCK,11,7,14,3,3,2,1,light,schwa,heavy,c,o,c,CCK,CK,CLCCC,CC,C,C,,,CCC,K,K,L,4,2,6,1,0,3,2,1,1,1,1,2,CCVC,CV,CVVCCC,3,1,2,N,NN,T,2,Pressedienst,antepaenultima
recht,ø,t,ht,cht,echt,recht,C,CC,KCC,CKCC,KCKCC,Pres,ø,P,Pr,Pre,Pres,Press,C,CC,CCK,CCKC,CCKCK,11,7,12,3,3,3,0,light,schwa,heavy,c,o,c,CCK,CK,CKCC,CC,C,C,,,CC,K,K,K,4,2,5,1,0,2,2,1,1,1,1,1,CCVC,CV,CVCC,3,1,3,N,NN,T,2,Presserecht,antepaenultima
fe,ø,e,fe,efe,hefe,shefe,K,CK,LCK,CLCK,CCLCK,Pre$,ø,P,Pr,Pre,Pres,Press,C,CC,CCK,CCKC,CCKCC,12,7,7,3,3,3,-3,light,light,schwa,c,o,o,CCKC,CL,CK,CC,C,C,C,,,K,L,K,4,2,2,1,0,0,2,1,1,1,2,1,CCVC,CVV,CV,3,0,1,N,VN,T,2,Presshefe,antepaenultima
le,ø,e,le,hle,ohle,kohle,K,CK,LCK,CLCK,CCLCK,Pre$,ø,P,Pr,Pre,Pres,Press,C,CC,CCK,CCKC,CCKCC,12,7,10,3,3,5,-1,light,light,schwa,c,o,o,CCKC,CL,CK,CC,C,C,C,,,K,L,K,4,3,2,1,0,0,2,1,1,1,2,1,CCVC,CVV,CV,3,0,1,N,VN,T,2,Presskohle,antepaenultima
blau,ø,u,au,lau,blau,hblau,D,CD,CCD,CCCD,KCCCD,Preu,ø,P,Pr,Pre,Preu,Preus,C,CC,CCD,CCDC,CCDCK,15,10,15,5,3,5,0,light,light,light,o,c,o,CCD,CKC,CCD,CC,C,CC,,C,,D,K,D,4,5,4,0,1,0,2,1,2,2,1,2,CCVV,CVC,CCVV,1,2,1,N,AN,T,2,Preussischblau,antepaenultima
bak,ø,k,ak,bak,abak,tabak,C,KC,CKC,LCKC,CLCKC,Priem,ø,P,Pr,Pri,Prie,Priem,C,CC,CCL,CCLC,CCLCC,16,11,8,4,5,2,-4,light,light,light,c,o,c,CCLC,CL,CKC,CC,C,C,C,,C,L,L,K,5,2,3,1,0,1,2,1,1,2,2,1,CCVVC,CVV,CVC,1,0,2,N,NN,T,2,Priemtabak,antepaenultima
amt,ø,t,mt,amt,ramt,eramt,C,CC,KCC,CKCC,KCKCC,Prie,ø,P,Pr,Pri,Prie,Pries,C,CC,CCL,CCLC,CCLCC,14,11,10,3,3,3,-2,light,schwa,heavy,c,c,c,CCLC,CKC,KCC,CC,C,,C,C,CC,L,K,K,4,4,3,1,1,2,2,1,0,2,1,1,CCVVC,CVC,VCC,1,2,2,N,NN,T,2,Priesteramt,antepaenultima
mahl,ø,l,hl,ahl,mahl,emahl,C,LC,CLC,KCLC,CKCLC,Prinz,ø,P,Pr,Pri,Prin,Prinz,C,CC,CCK,CCKC,CCKCA,17,7,17,3,3,5,0,heavy,schwa,light,c,o,c,CCKCA,CK,CLC,CC,C,C,CA,,C,K,K,L,5,2,4,2,0,1,2,1,1,1,1,2,CCVCC,CV,CVVC,4,1,1,N,NN,T,2,Prinzgemahl,antepaenultima
glas,ø,s,as,las,glas,nglas,C,LC,CLC,CCLC,CCCLC,Pris,ø,P,Pr,Pri,Pris,Prism,C,CC,CCK,CCKC,CCKCC,14,12,16,3,4,4,1,light,schwa,light,c,c,c,CCKC,CKC,CCLC,CC,C,CC,C,C,C,K,K,L,4,3,4,1,1,1,2,1,2,1,1,2,CCVC,CVC,CCVVC,3,2,1,N,NN,T,2,Prismenglas,antepaenultima
recht,ø,t,ht,cht,echt,recht,C,CC,KCC,CKCC,CCKCC,Pri,ø,P,Pr,Pri,Priv,Priva,C,CC,CCL,CCLC,CCLCL,13,12,12,4,4,3,-1,light,light,heavy,o,c,c,CCL,CLC,CKCC,CC,C,C,,C,CC,L,L,K,3,3,5,0,1,2,2,1,1,2,2,1,CCVV,CVVC,CVCC,1,1,3,N,AN,T,2,Privatrecht,paenultima
weg,ø,g,eg,weg,tweg,atweg,C,LC,CLC,CCLC,LCCLC,Pri,ø,P,Pr,Pri,Priv,Priva,C,CC,CCL,CCLC,CCLCL,13,12,8,4,4,2,-3,light,light,light,o,c,c,CCL,CLC,CLC,CC,C,C,,C,C,L,L,L,3,3,3,0,1,1,2,1,1,2,2,2,CCVV,CVVC,CVVC,1,1,1,N,AN,T,2,Privatweg,paenultima
druck,ø,k,ck,uck,ruck,druck,C,KC,CKC,CCKC,KCCKC,Pro,ø,P,Pr,Pro,Prob,Probe,C,CC,CCL,CCLC,CCLCK,11,7,14,3,3,3,1,light,schwa,light,o,o,c,CCL,CK,CCKC,CC,C,CC,,,C,L,K,K,3,2,5,0,0,1,2,1,2,2,1,1,CCVV,CV,CCVC,1,1,3,N,NN,T,2,Probedruck,antepaenultima
fahrt,ø,t,rt,hrt,ahrt,fahrt,C,CC,LCC,CLCC,KCLCC,Pro,ø,P,Pr,Pro,Prob,Probe,C,CC,CCL,CCLC,CCLCK,11,7,16,3,3,4,2,light,schwa,heavy,o,o,c,CCL,CK,CLCC,CC,C,C,,,CC,L,K,L,3,2,5,0,0,2,2,1,1,2,1,2,CCVV,CV,CVVCC,1,1,1,N,NN,T,2,Probefahrt,antepaenultima
jahr,ø,r,hr,ahr,jahr,ejahr,C,LC,CLC,KCLC,CKCLC,Pro,ø,P,Pr,Pro,Prob,Probe,C,CC,CCL,CCLC,CCLCK,11,7,20,3,3,6,4,light,schwa,light,o,o,c,CCL,CK,CLC,CC,C,C,,,C,L,K,L,3,2,4,0,0,1,2,1,1,2,1,2,CCVV,CV,CVVC,1,1,1,N,NN,T,2,Probejahr,antepaenultima
st2ck,ø,k,ck,eck,ueck,tueck,C,KC,CKC,CCKC,KCCKC,Pro,ø,P,Pr,Pro,Prob,Probe,C,CC,CCL,CCLC,CCLCK,11,7,11,3,3,2,0,light,schwa,light,o,o,c,CCL,CK,CCKC,CC,C,CC,,,C,L,K,K,3,2,5,0,0,1,2,1,2,2,1,1,CCVV,CV,CCVC,1,1,3,N,NN,T,2,Probestueck,antepaenultima
zeit,ø,t,it,eit,zeit,ezeit,C,DC,ADC,KADC,CKADC,Pro,ø,P,Pr,Pro,Prob,Probe,C,CC,CCL,CCLC,CCLCK,11,7,12,3,3,4,0,light,schwa,light,o,o,c,CCL,CK,ADC,CC,C,A,,,C,L,K,D,3,2,4,0,0,1,2,1,1,2,1,2,CCVV,CV,CVVC,1,1,1,N,NN,T,2,Probezeit,antepaenultima
glas,ø,s,as,las,glas,rglas,C,LC,CLC,CCLC,CCCLC,Pro,ø,P,Pr,Pro,Prob,Probi,C,CC,CCL,CCLC,CCLCL,11,13,16,3,4,4,2,light,light,light,o,c,c,CCL,CLC,CCLC,CC,C,CC,,C,C,L,L,L,3,4,4,0,1,1,2,1,2,2,2,2,CCVV,CVVC,CCVVC,1,1,1,N,VN,T,2,Probierglas,paenultima
stadt,ø,t,dt,adt,tadt,stadt,C,KC,CKC,CCKC,ACCKC,Pro,ø,P,Pr,Pro,Prov,Provi,C,CC,CCL,CCLC,CCLCK,11,13,9,3,3,2,-1,light,heavy,light,o,c,c,CCL,CKCA,CCKC,CC,C,CC,,CA,C,L,K,K,3,4,5,0,2,1,2,1,2,2,1,1,CCVV,CVCC,CCVC,1,3,3,N,NN,T,2,Provinzstadt,paenultima
bend,ø,d,nd,end,bend,ebend,C,CC,KCC,CKCC,LCKCC,prunk,ø,p,pr,pru,prun,prunk,C,CC,CCK,CCKC,CCKCC,17,12,11,3,6,2,-3,heavy,light,schwa,c,o,c,CCKCC,CL,CKCC,CC,C,C,CC,,CC,K,L,K,5,3,4,2,0,2,2,1,1,1,2,1,CCVCC,CVV,CVCC,4,0,3,A,NF,F,2,prunkliebend,antepaenultima
tig,ø,g,ig,tig,htig,chtig,C,KC,CKC,CCKC,KCCKC,prunk,ø,p,pr,pru,prun,prunk,C,CC,CCK,CCKC,CCKCC,17,10,10,3,3,3,-4,heavy,light,light,c,c,c,CCKCC,CKC,CKC,CC,C,C,CC,C,C,K,K,K,5,4,3,2,1,1,2,1,1,1,1,1,CCVCC,CVC,CVC,4,2,2,A,NA,F,2,prunksuechtig,antepaenultima
nackt,ø,t,kt,ckt,ackt,nackt,C,CC,KCC,CKCC,CCKCC,pu,ø,p,pu,pud,pude,pudel,C,CL,CLC,CLCK,CLCKC,9,11,11,4,3,2,1,light,schwa,heavy,o,c,c,CL,CKC,CKCC,C,C,C,,C,CC,L,K,K,2,3,5,0,1,2,1,1,1,2,1,1,CVV,CVC,CVCC,0,2,3,A,NA,F,2,pudelnackt,multa
na$,ø,s,ss,ass,nass,lnass,C,KC,CKC,CCKC,KCCKC,pu,ø,p,pu,pud,pude,pudel,C,CL,CLC,CLCK,CLCKC,9,11,10,4,3,3,0,light,schwa,light,o,c,c,CL,CKC,CKC,C,C,C,,C,C,L,K,K,2,3,3,0,1,1,1,1,1,2,1,1,CVV,CVC,CVC,0,2,2,A,NA,F,2,pudelnass,multa
wohl,ø,l,hl,ohl,wohl,lwohl,C,LC,CLC,CCLC,KCCLC,pu,ø,p,pu,pud,pude,pudel,C,CL,CLC,CLCK,CLCKC,9,11,11,4,3,3,1,light,schwa,light,o,c,c,CL,CKC,CLC,C,C,C,,C,C,L,K,L,2,3,4,0,1,1,1,1,1,2,1,2,CVV,CVC,CVVC,0,2,1,ADV,ø,F,2,pudelwohl,antepaenultima
mel,ø,l,el,mel,rmel,ermel,C,KC,CKC,CCKC,KCCKC,Puff,ø,P,Pu,Puf,Puff,Puffa,C,CK,CKC,CKCK,CKCKC,10,10,13,3,5,4,1,light,light,schwa,c,c,c,CKC,KC,CKC,C,,C,C,C,C,K,K,K,4,2,3,1,1,1,1,0,1,1,1,1,CVC,VC,CVC,2,1,2,N,NN,T,2,Puffaermel,antepaenultima
staat,ø,t,at,aat,taat,staat,C,LC,CLC,CCLC,CCCLC,Puf,ø,P,Pu,Puf,Puff,Puffe,C,CK,CKC,CKCK,CKCKC,9,11,13,4,3,3,2,light,schwa,light,c,c,c,CK,CKC,CCLC,C,C,CC,,C,C,K,K,L,3,3,5,1,1,1,1,1,2,1,1,2,CVC,CVC,CCVVC,2,2,1,N,NN,T,2,Pufferstaat,antepaenultima
der,ø,r,er,der,ader,sader,C,KC,CKC,LCKC,CLCKC,Puls,ø,P,Pu,Pul,Puls,Pulsa,C,CK,CKC,CKCC,CKCCL,14,10,11,3,10,3,-2,heavy,light,schwa,c,o,c,CKCC,L,CKC,C,,C,CC,,C,K,L,K,4,1,3,2,0,1,1,0,1,1,2,1,CVCC,VV,CVC,3,0,2,N,NN,T,2,Pulsader,antepaenultima
fa$,ø,s,ss,ass,fass,rfass,C,KC,CKC,CCKC,KCCKC,Pul,ø,P,Pu,Pul,Pulv,Pulve,C,CK,CKC,CKCC,CKCCK,13,11,8,4,3,2,-3,light,schwa,light,c,c,c,CKC,CKC,CKC,C,C,C,C,C,C,K,K,K,3,3,3,1,1,1,1,1,1,1,1,1,CVC,CVC,CVC,2,2,2,N,NN,T,2,Pulverfass,antepaenultima
fein,ø,n,in,ein,fein,rfein,C,DC,CDC,CCDC,KCCDC,pul,ø,p,pu,pul,pulv,pulve,C,CK,CKC,CKCC,CKCCK,13,11,14,4,3,4,0,light,schwa,light,c,c,c,CKC,CKC,CDC,C,C,C,C,C,C,K,K,D,3,3,4,1,1,1,1,1,1,1,1,2,CVC,CVC,CVVC,2,2,1,A,NA,F,2,pulverfein,antepaenultima
schnee,ø,e,ee,nee,hnee,chnee,L,CL,CCL,CCCL,KCCCL,Pul,ø,P,Pu,Pul,Pulv,Pulve,C,CK,CKC,CKCC,CKCCK,13,11,10,4,3,3,-2,light,schwa,light,c,c,o,CKC,CKC,CCL,C,C,CC,C,C,,K,K,L,3,3,6,1,1,0,1,1,2,1,1,2,CVC,CVC,CCVV,2,2,1,N,NN,T,2,Pulverschnee,antepaenultima
se,ø,e,se,ose,hose,phose,K,CK,LCK,CLCK,CCLCK,Pump,ø,P,Pu,Pum,Pump,Pumph,C,CK,CKC,CKCC,CKCCC,13,7,7,3,3,3,-3,heavy,light,schwa,c,o,o,CKCC,CL,CK,C,C,C,CC,,,K,L,K,4,2,2,2,0,0,1,1,1,1,2,1,CVCC,CVV,CV,3,0,1,N,NN,T,2,Pumphose,antepaenultima
schwei$t,ø,t,st,sst,isst,eisst,C,CC,DCC,CDCC,CCDCC,punkt,ø,p,pu,pun,punk,punkt,C,CK,CKC,CKCC,CKCCC,14,7,14,2,3,2,0,heavy,schwa,heavy,c,o,c,CKCCC,CK,CCDCC,C,C,CC,CCC,,CC,K,K,D,5,2,8,3,0,2,1,1,2,1,1,2,CVCCC,CV,CCVVCC,4,1,2,A,NF,F,2,punktgeschweisst,antepaenultima
ter,ø,r,er,ter,hter,chter,C,KC,CKC,CCKC,KCCKC,Punkt,ø,P,Pu,Pun,Punk,Punkt,C,CK,CKC,CKCC,CKCCC,14,13,11,2,4,3,-2,heavy,light,schwa,c,c,c,CKCCC,CKC,CKC,C,C,C,CCC,C,C,K,K,K,5,4,3,3,1,1,1,1,1,1,1,1,CVCCC,CVC,CVC,4,2,2,N,NN,T,2,Punktrichter,antepaenultima
$en,ø,n,en,sen,ssen,issen,C,KC,CKC,DCKC,CDCKC,punkt,ø,p,pu,pun,punk,punkt,C,CK,CKC,CKCC,CKCCC,14,12,10,2,4,3,-2,heavy,light,schwa,c,o,c,CKCCC,CCD,CKC,C,CC,C,CCC,,C,K,D,K,5,6,3,3,0,1,1,2,1,1,2,1,CVCCC,CCVV,CVC,4,1,2,V,NV,F,2,punktschweissen,antepaenultima
rot,ø,t,ot,rot,rrot,urrot,C,LC,CLC,CCLC,KCCLC,pur,ø,p,pu,pur,purp,purpu,C,CK,CKC,CKCC,CKCCK,13,13,11,4,4,3,-1,light,light,light,c,c,c,CKC,CKC,CLC,C,C,C,C,C,C,K,K,L,3,3,3,1,1,1,1,1,1,1,1,2,CVC,CVC,CVVC,2,2,1,A,NA,F,2,purpurrot,antepaenultima
baum,ø,m,um,aum,baum,lbaum,C,DC,CDC,CCDC,KCCDC,Pur,ø,P,Pu,Pur,Purz,Purze,C,CK,CKC,CKCA,CKCAK,13,11,14,4,3,4,0,light,schwa,light,c,c,c,CKC,AKC,CDC,C,A,C,C,C,C,K,K,D,3,3,4,1,1,1,1,1,1,1,1,2,CVC,CVC,CVVC,2,2,1,N,VN,T,2,Purzelbaum,antepaenultima
rot,ø,t,ot,rot,rrot,errot,C,LC,CLC,CCLC,KCCLC,pu,ø,p,pu,put,pute,puter,C,CL,CLC,CLCK,CLCKC,9,11,11,4,3,3,1,light,schwa,light,o,c,c,CL,CKC,CLC,C,C,C,,C,C,L,K,L,2,3,3,0,1,1,1,1,1,2,1,2,CVV,CVC,CVVC,0,2,1,A,NA,F,2,puterrot,multa
such,ø,h,ch,uch,such,rsuch,C,LC,CLC,CCLC,KCCLC,Putsch,ø,P,Pu,Put,Puts,Putsc,C,CK,CKA,CKAC,CKACK,10,11,10,3,3,3,0,light,light,light,c,c,c,CKA,CKC,CLC,C,C,C,A,C,C,K,K,L,6,3,4,1,1,1,1,1,1,1,1,2,CVC,CVC,CVVC,2,2,1,N,NN,T,2,Putschversuch,antepaenultima
ter,ø,r,er,ter,nter,unter,C,KC,CKC,CCKC,KCCKC,putz,ø,p,pu,put,putz,putzm,C,CK,CKA,CKAC,CKACK,10,14,11,3,4,3,0,light,light,schwa,c,c,c,CKA,CKC,CKC,C,C,C,A,C,C,K,K,K,4,3,3,1,1,1,1,1,1,1,1,1,CVC,CVC,CVC,2,2,2,A,NA,F,2,putzmunter,multa
tig,ø,g,ig,tig,htig,chtig,C,KC,CKC,CCKC,KCCKC,putz,ø,p,pu,put,putz,putzs,C,CK,CKA,CKAC,CKACK,10,10,10,3,3,3,0,light,light,light,c,c,c,CKA,CKC,CKC,C,C,C,A,C,C,K,K,K,4,4,3,1,1,1,1,1,1,1,1,1,CVC,CVC,CVC,2,2,2,A,ø,F,2,putzsuechtig,antepaenultima
spiel,ø,l,el,iel,piel,spiel,C,LC,CLC,CCLC,CCCLC,Puz,ø,P,Pu,Puz,Puzz,Puzzl,C,CK,CKC,CKCK,CKCKC,7,11,14,3,3,3,3,light,schwa,light,c,c,c,CK,CKC,CCLC,C,C,CC,,C,C,K,K,L,3,3,5,1,1,1,1,1,2,1,1,2,CVC,CVC,CCVVC,2,2,1,N,NN,T,2,Puzzlespiel,antepaenultima
fu$,ø,s,ss,uss,fuss,tfuss,C,LC,CLC,CCLC,LCCLC,Qua,ø,Q,Qu,Qua,Quad,Quadr,C,CC,CCK,CCKC,CCKCC,8,16,10,2,4,3,1,light,light,light,c,c,c,CCK,CCLC,CLC,CC,CC,C,,C,C,K,L,L,3,4,3,1,1,1,2,2,1,1,2,2,CCVC,CCVVC,CVVC,3,1,1,N,NN,T,2,Quadratfuss,paenultima
zahl,ø,l,hl,ahl,zahl,tzahl,C,LC,ALC,CALC,LCALC,Qua,ø,Q,Qu,Qua,Quad,Quadr,C,CC,CCK,CCKC,CCKCC,8,16,15,2,4,5,3,light,light,light,c,c,c,CCK,CCLC,ALC,CC,CC,A,,C,C,K,L,L,3,4,4,1,1,1,2,2,1,1,2,2,CCVC,CCVVC,CVVC,3,1,1,N,NN,T,2,Quadratzahl,paenultima
se,ø,e,se,ese,aese,kaese,K,CK,LCK,CLCK,CCLCK,Quark,ø,Q,Qu,Qua,Quar,Quark,C,CC,CCK,CCKC,CCKCC,13,7,7,2,3,3,-3,heavy,light,schwa,c,o,o,CCKCC,CL,CK,CC,C,C,CC,,,K,L,K,5,2,2,2,0,0,2,1,1,1,2,1,CCVCC,CVV,CV,4,0,1,N,NN,T,2,Quarkkaese,antepaenultima
chen,chen,n,en,hen,chen,uchen,C,KC,CKC,LCKC,CLCKC,Quark,ø,Q,Qu,Qua,Quar,Quark,C,CC,CCK,CCKC,CCKCC,13,9,10,2,4,3,-2,heavy,light,schwa,c,o,c,CCKCC,CL,CKC,CC,C,C,CC,,C,K,L,K,5,2,4,2,0,1,2,1,1,1,2,1,CCVCC,CVV,CVC,4,0,2,N,NN,T,2,Quarkkuchen,antepaenultima
mat,ø,t,at,mat,rmat,ormat,C,LC,CLC,CCLC,KCCLC,Quart,ø,Q,Qu,Qua,Quar,Quart,C,CC,CCK,CCKC,CCKCC,13,11,14,2,3,4,0,heavy,light,light,c,c,c,CCKCC,CKC,CLC,CC,C,C,CC,C,C,K,K,L,5,3,3,2,1,1,2,1,1,1,1,2,CCVCC,CVC,CVVC,4,2,1,N,NN,T,2,Quartformat,antepaenultima
frau,ø,u,au,rau,frau,sfrau,D,CD,CCD,CCCD,CCCCD,Quar,ø,Q,Qu,Qua,Quar,Quart,C,CC,CCK,CCKC,CCKCC,12,14,15,3,3,5,1,light,heavy,light,c,c,o,CCKC,CLCC,CCD,CC,C,CC,C,CC,,K,L,D,4,5,4,1,2,0,2,1,2,1,2,2,CCVC,CVVCC,CCVV,3,1,1,N,NN,T,2,Quartiersfrau,paenultima
sung,ø,g,ng,ung,sung,ssung,C,KC,CKC,KCKC,CKCKC,Q2ell,ø,Q,Qu,Que,Quel,Quell,C,CC,CCK,CCKC,CCKCC,12,7,12,3,3,4,0,light,light,light,c,c,c,CCKC,CK,CKC,CC,C,C,C,,C,K,K,K,5,3,4,1,1,1,2,1,1,1,1,1,CCVC,CVC,CVC,3,2,2,N,NN,T,2,Quellfassung,antepaenultima
ser,ø,r,er,ser,sser,asser,C,KC,CKC,KCKC,CKCKC,Q2ell,ø,Q,Qu,Que,Quel,Quell,C,CC,CCK,CCKC,CCKCC,12,7,11,3,3,3,-1,light,light,schwa,c,c,c,CCKC,CK,CKC,CC,C,C,C,,C,K,K,K,5,3,3,1,1,1,2,1,1,1,1,1,CCVC,CVC,CVC,3,2,2,N,NN,T,2,Quellwasser,antepaenultima
steig,ø,g,ig,eig,teig,steig,C,DC,CDC,CCDC,CCCDC,Q2er,ø,Q,Qu,Que,Quer,Querb,C,CC,CCL,CCLC,CCLCC,12,14,13,3,4,3,0,light,light,light,c,c,c,CCLC,CLC,CCDC,CC,C,CC,C,C,C,L,L,D,4,4,5,1,1,1,2,1,2,2,2,2,CCVVC,CVVC,CCVVC,1,1,1,N,ø,T,2,Querbahnsteig,antepaenultima
