Key_Dataset,Percent_correct,F_measure,measureNumRules
4syl-all,86.5702479338843,0.8849382716049382,29.0
4syl-all,87.44834710743801,0.8956097560975609,25.0
4syl-all,87.06095041322314,0.8919391065635138,28.0
4syl-all,87.70661157024793,0.8987691534790254,27.0
4syl-all,87.08677685950413,0.8964474678760392,26.0
4syl-all,87.1642561983471,0.893991206643869,30.0
4syl-all,86.31198347107438,0.8816306483300589,28.0
4syl-all,87.03512396694215,0.8884511204136912,29.0
