					
					
(sonority3 <= 9) and (sonority3 >= 8) and (sonority_ratio2 >= 4) and (sonority2 <= 10) => stress_class=ultima (331.0/119.0)	331.0	119.0	0.640483	4syl	models-sonority.txt
(comp_len <= 1) and (nucleus_phoncat2 = L) and (onset_len0 >= 1) and (pos = V) => stress_class=paenultima (328.0/8.0)	328.0	8.0	0.97561	4syl	models-sparse.txt
(nucleus_len3 >= 2) and (syl_len2 <= 2) and (comp_len <= 1) and (syl_len3 >= 3) => stress_class=ultima (328.0/40.0)	328.0	40.0	0.878049	4syl	models-numeric.txt
(nucleus_phoncat3 = L) and (syl_open1 = o) and (sonority2 <= 11) and (syl_weight2 = light) => stress_class=ultima (326.0/78.0)	326.0	78.0	0.760736	4syl	models-phon.txt
(syl_len0 <= 3) and (nucleus_len1 >= 2) and (cv_ratio0 >= 2) and (syl_len1 >= 3) and (koda_len0 <= 1) => stress_class=ultima (325.0/65.0)	325.0	65.0	0.8	2syl	models-sylstruct.txt
(syl_weight1 = light) and (syl_weight4 = schwa) and (syl_open2 = o) and (syl_open3 = o) => stress_class=paenultima (324.0/57.0)	324.0	57.0	0.824074	5syl	models-weight.txt
(comp_len <= 1) and (nucleus_phoncat2 = L) and (onset_len0 >= 1) and (syl_suffix = ren) => stress_class=paenultima (321.0/2.0)	321.0	2.0	0.993769	4syl	models-all.txt
(sonority_ratio2 >= 4) and (sonority3 >= 13) and (sonority3 <= 13) => stress_class=paenultima (318.0/140.0)	318.0	140.0	0.559748	4syl	models-sonority.txt
(nucleus_phoncat1 = L) and (koda_phoncat1 = C) => stress_class=antepaenultima (316.0/101.0)	316.0	101.0	0.68038	4syl	models-phoncat.txt
(nucleus_phoncat1 = L) and (syl_open0 = o) and (syl_open1 = c) => stress_class=ultima (310.0/68.0)	310.0	68.0	0.780645	2syl	models-phon.txt
(nucleus_phoncat4 = L) and (comp_len <= 1) and (pos = N) => stress_class=ultima (309.0/17.0)	309.0	17.0	0.944984	5syl	models-sparse.txt
(suffix_phoncat2 = LC) and (suffix_phoncat4 = LCLC) and (signi_suffix = ø) => stress_class=ultima (304.0/50.0)	304.0	50.0	0.835526	3syl	models-suffix.txt
(sonority_dir >= 0) and (sonority_ratio0 >= 8) and (sonority0 <= 8) => stress_class=paenultima (304.0/121.0)	304.0	121.0	0.601974	4syl	models-sonority.txt
(praefix_phoncat2 = CK) and (praefix_phoncat5 = CKCLC) => stress_class=paenultima (303.0/83.0)	303.0	83.0	0.726073	3syl	models-praefix.txt
(comp_len <= 1) and (prae_class = ø) and (syl_weight1 = light) and (syl_len0 <= 3) and (sonority0 <= 10) and (onset_phoncat2 = C) and (cv_ratio1 <= 1) => stress_class=paenultima (302.0/80.0)	302.0	80.0	0.735099	3syl	models-all.txt
(comp_len <= 1) and (nomen = F) and (comp_struct = R) => stress_class=paenultima (299.0/44.0)	299.0	44.0	0.852843	4syl	models-meta.txt
(nucleus_phoncat4 = L) and (sonority4 <= 9) and (syl_open3 = o) => stress_class=ultima (299.0/34.0)	299.0	34.0	0.886288	5syl	models-phon.txt
(nucleus_phoncat4 = L) and (comp_len <= 1) and (sonority4 <= 10) => stress_class=ultima (298.0/15.0)	298.0	15.0	0.949664	5syl	models-all.txt
(sonority0 <= 10) and (sonority_ratio2 >= 4) and (sonority1 <= 9) and (sonority_ratio2 >= 5) => stress_class=paenultima (296.0/132.0)	296.0	132.0	0.554054	4syl	models-sonority.txt
(suffix3 = ø) and (syl_len0 <= 3) and (nucleus_len1 >= 2) and (syl_len1 >= 3) and (comp_len <= 1) and (praefix_phoncat1 = C) => stress_class=ultima (295.0/70.0)	295.0	70.0	0.762712	2syl	models-all.txt
(sonority0 <= 11) and (sonority_ratio0 <= 4) and (sonority_ratio0 >= 3) and (sonority_ratio0 <= 3) and (sonority0 >= 11) and (sonority_ratio2 >= 3) and (sonority2 <= 12) and (sonority2 >= 10) and (sonority_ratio2 <= 4) => stress_class=paenultima (292.0/132.0)	292.0	132.0	0.547945	3syl	models-sonority.txt
(sonority0 <= 10) and (sonority0 >= 10) and (sonority_ratio0 >= 5) and (sonority_ratio1 >= 4) and (sonority_ratio0 <= 5) => stress_class=paenultima (287.0/80.0)	287.0	80.0	0.721254	3syl	models-sonority.txt
(syl_len0 <= 2) and (nucleus_len1 >= 2) and (onset_len0 >= 1) and (syl_open1 = c) => stress_class=ultima (285.0/23.0)	285.0	23.0	0.919298	2syl	models-sparse.txt
(syl_len0 <= 2) and (nucleus_len1 >= 2) and (koda_len1 >= 1) and (onset_len0 >= 1) => stress_class=ultima (285.0/23.0)	285.0	23.0	0.919298	2syl	models-numeric.txt
(nucleus_len3 >= 2) and (syl_len2 <= 2) and (syl_len3 <= 3) and (syl_len3 >= 3) and (koda_len1 <= 0) => stress_class=ultima (283.0/44.0)	283.0	44.0	0.844523	4syl	models-sylstruct.txt
(syl_len0 <= 2) and (syl_len1 <= 3) and (syl_len0 <= 1) and (sonority_ratio0 >= 8) and (koda_len3 >= 1) => stress_class=paenultima (279.0/101.0)	279.0	101.0	0.637993	4syl	models-numeric.txt
(comp_len <= 1) and (pos = V) => stress_class=paenultima (277.0/32.0)	277.0	32.0	0.884477	5syl	models-meta.txt
(nucleus_phoncat0 = K) and (nucleus_phoncat2 = K) and (onset_phoncat0 = C) and (syl_phoncat2 = CK) and (syl_phoncat3 = CKC) => stress_class=antepaenultima (276.0/98.0)	276.0	98.0	0.644928	4syl	models-phoncat.txt
(comp_len <= 1) and (prae_class = ø) and (syl_weight1 = light) and (sonority0 <= 10) and (syl_phoncat0 = CK) and (syl_open0 = o) => stress_class=paenultima (276.0/0.0)	276.0	0.0	1	3syl	models-all.txt
(sonority4 <= 9) and (sonority4 >= 8) and (sonority_ratio3 >= 4) and (sonority3 <= 10) => stress_class=ultima (275.0/45.0)	275.0	45.0	0.836364	5syl	models-sonority.txt
