(nucleus_phoncat1 = L) and (nucleus_phoncat2 = L) and (onset_phoncat3 = C) and (syl_open1 = o)  ZZZ Zstress_class=paenultima (463.0/77.0) ZZZ Z4syl_models-phon.txt
(nucleus_phoncat1 = L) and (nucleus_phoncat2 = L) and (onset_phoncat3 = C) and (syl_open1 = o)  ZZZ Zstress_class=paenultima (463.0/77.0) ZZZ Z4syl_models-phon.txt
(nucleus_phoncat1 = L) and (sonority0 <= 11) and (nucleus_phoncat0 = K) and (sonority_ratio0 >= 3) and (syl_open1 = c)  ZZZ Zstress_class=ultima (339.0/120.0) ZZZ Z2syl_models-phon.txt
(nucleus_phoncat1 = L) and (sonority0 <= 11) and (nucleus_phoncat0 = K) and (sonority_ratio0 >= 3) and (syl_open1 = c)  ZZZ Zstress_class=ultima (339.0/120.0) ZZZ Z2syl_models-phon.txt
(nucleus_phoncat1 = L) and (sonority0 <= 11) and (nucleus_phoncat0 = K) and (sonority_ratio0 >= 3) and (syl_open1 = c)  ZZZ Zstress_class=ultima (339.0/120.0) ZZZ Z2syl_models-phon.txt
(nucleus_phoncat1 = L) and (sonority0 <= 11) and (nucleus_phoncat0 = K) and (sonority_ratio0 >= 3) and (syl_open1 = c)  ZZZ Zstress_class=ultima (339.0/120.0) ZZZ Z2syl_models-phon.txt
(nucleus_phoncat1 = L) and (sonority0 <= 11) and (nucleus_phoncat0 = K) and (sonority_ratio0 >= 3) and (syl_open1 = c)  ZZZ Zstress_class=ultima (339.0/120.0) ZZZ Z2syl_models-phon.txt
(nucleus_phoncat1 = L) and (syl_open0 = o) and (syl_open1 = c)  ZZZ Zstress_class=ultima (310.0/68.0) ZZZ Z2syl_models-phon.txt
(nucleus_phoncat1 = L) and (syl_open0 = o) and (syl_open1 = c)  ZZZ Zstress_class=ultima (310.0/68.0) ZZZ Z2syl_models-phon.txt
(nucleus_phoncat1 = L) and (syl_open0 = o) and (syl_open1 = c)  ZZZ Zstress_class=ultima (310.0/68.0) ZZZ Z2syl_models-phon.txt
(nucleus_phoncat2 = L) and (nucleus_phoncat1 = L) and (syl_phoncat3 = CKC)  ZZZ Zstress_class=paenultima (558.0/71.0) ZZZ Z4syl_models-phoncat.txt
(nucleus_phoncat2 = L) and (nucleus_phoncat1 = L) and (syl_phoncat3 = CKC)  ZZZ Zstress_class=paenultima (558.0/71.0) ZZZ Z4syl_models-phoncat.txt
(nucleus_phoncat2 = L) and (nucleus_phoncat1 = L) and (syl_phoncat3 = CKC)  ZZZ Zstress_class=paenultima (558.0/71.0) ZZZ Z4syl_models-phoncat.txt
(nucleus_phoncat2 = L) and (onset_len0 >= 1) and (pos = V)  ZZZ Zstress_class=paenultima (328.0/8.0) ZZZ Z4syl_models-sparse.txt
(nucleus_phoncat2 = L) and (onset_len0 >= 1) and (pos = V)  ZZZ Zstress_class=paenultima (328.0/8.0) ZZZ Z4syl_models-sparse.txt
(nucleus_phoncat2 = L) and (onset_len0 >= 1) and (pos = V)  ZZZ Zstress_class=paenultima (328.0/8.0) ZZZ Z4syl_models-sparse.txt
(nucleus_phoncat2 = L) and (onset_len0 >= 1) and (pos = V)  ZZZ Zstress_class=paenultima (328.0/8.0) ZZZ Z4syl_models-sparse.txt
(nucleus_phoncat2 = L) and (onset_len0 >= 1) and (syl_suffix = ren)  ZZZ Zstress_class=paenultima (321.0/2.0) ZZZ Z4syl_models-all.txt
(nucleus_phoncat2 = L) and (onset_len0 >= 1) and (syl_suffix = ren)  ZZZ Zstress_class=paenultima (321.0/2.0) ZZZ Z4syl_models-all.txt
(nucleus_phoncat2 = L) and (onset_len0 >= 1) and (syl_suffix = ren)  ZZZ Zstress_class=paenultima (321.0/2.0) ZZZ Z4syl_models-all.txt
(nucleus_phoncat2 = L) and (syl_phoncat1 = CL) and (koda_phoncat2 = C)  ZZZ Zstress_class=ultima (359.0/60.0) ZZZ Z3syl_models-phoncat.txt
(nucleus_phoncat2 = L) and (syl_phoncat1 = CL) and (koda_phoncat2 = C)  ZZZ Zstress_class=ultima (359.0/60.0) ZZZ Z3syl_models-phoncat.txt
(nucleus_phoncat2 = L) and (syl_phoncat1 = CL) and (koda_phoncat2 = C)  ZZZ Zstress_class=ultima (359.0/60.0) ZZZ Z3syl_models-phoncat.txt
(nucleus_phoncat3 = L) and (nucleus_phoncat2 = L)  ZZZ Zstress_class=paenultima (610.0/167.0) ZZZ Z5syl_models-phoncat.txt
(nucleus_phoncat3 = L) and (nucleus_phoncat2 = L)  ZZZ Zstress_class=paenultima (610.0/167.0) ZZZ Z5syl_models-phoncat.txt
(nucleus_phoncat3 = L) and (nucleus_phoncat2 = L) and (sonority3 <= 9) and (koda_phoncat3 = C) and (sonority2 <= 12)  ZZZ Zstress_class=ultima (266.0/11.0) ZZZ Z4syl_models-phon.txt
(nucleus_phoncat3 = L) and (nucleus_phoncat2 = L) and (sonority3 <= 9) and (koda_phoncat3 = C) and (sonority2 <= 12)  ZZZ Zstress_class=ultima (266.0/11.0) ZZZ Z4syl_models-phon.txt
(nucleus_phoncat3 = L) and (nucleus_phoncat2 = L) and (sonority3 <= 9) and (koda_phoncat3 = C) and (sonority2 <= 12)  ZZZ Zstress_class=ultima (266.0/11.0) ZZZ Z4syl_models-phon.txt
(nucleus_phoncat3 = L) and (nucleus_phoncat2 = L) and (sonority3 <= 9) and (koda_phoncat3 = C) and (sonority2 <= 12)  ZZZ Zstress_class=ultima (266.0/11.0) ZZZ Z4syl_models-phon.txt
(nucleus_phoncat3 = L) and (nucleus_phoncat2 = L) and (sonority3 <= 9) and (koda_phoncat3 = C) and (sonority2 <= 12)  ZZZ Zstress_class=ultima (266.0/11.0) ZZZ Z4syl_models-phon.txt
(nucleus_phoncat3 = L) and (signi_suffix = ø) and (syl_len3 >= 3)  ZZZ Zstress_class=ultima (498.0/56.0) ZZZ Z4syl_models-all.txt
(nucleus_phoncat3 = L) and (signi_suffix = ø) and (syl_len3 >= 3)  ZZZ Zstress_class=ultima (498.0/56.0) ZZZ Z4syl_models-all.txt
(nucleus_phoncat3 = L) and (signi_suffix = ø) and (syl_len3 >= 3)  ZZZ Zstress_class=ultima (498.0/56.0) ZZZ Z4syl_models-all.txt
(nucleus_phoncat3 = L) and (signi_suffix = ø) and (syl_len3 >= 3)  ZZZ Zstress_class=ultima (498.0/56.0) ZZZ Z4syl_models-all.txt
(nucleus_phoncat3 = L) and (sonority4 >= 13) and (prae_class = ø) and (syl_weight4 = schwa)  ZZZ Zstress_class=paenultima (254.0/2.0) ZZZ Z5syl_models-sparse.txt
(nucleus_phoncat3 = L) and (sonority4 >= 13) and (prae_class = ø) and (syl_weight4 = schwa)  ZZZ Zstress_class=paenultima (254.0/2.0) ZZZ Z5syl_models-sparse.txt
(nucleus_phoncat3 = L) and (sonority4 >= 13) and (prae_class = ø) and (syl_weight4 = schwa)  ZZZ Zstress_class=paenultima (254.0/2.0) ZZZ Z5syl_models-sparse.txt
